evaluation_role,variant,folds,opportunity_positive_rate,tradable_winner_lift_nonnegative_rate,tradable_loser_lift_nonworse_rate,mean_opportunity_delta,mean_tradable_winner_lift_delta,mean_tradable_loser_lift_delta,mean_incremental_opportunity_efficiency,mean_attention_delta,rule_complexity,mean_tradable_winner_lift_delta_2w,mean_tradable_loser_lift_delta_2w,winner_lift_nonnegative_rate_2w,loser_lift_nonworse_rate_2w,mean_tradable_winner_lift_delta_3w,mean_tradable_loser_lift_delta_3w,winner_lift_nonnegative_rate_3w,loser_lift_nonworse_rate_3w,mean_tradable_winner_lift_delta_4w,mean_tradable_loser_lift_delta_4w,winner_lift_nonnegative_rate_4w,loser_lift_nonworse_rate_4w,stability_floor,mean_attention_multiplier_vs_b0,median_attention_multiplier_vs_b0,mean_rule_complexity
ADAPTIVE_POLICY,TRAIN_SELECTED_EACH_FOLD,5,1.0,0.2,0.4,0.12787899494261662,-0.09040715932817503,0.054192425932506436,0.8559944515578319,13.5,,-0.1344656672707136,-0.00038137735003360704,0.0,0.4,-0.05347094447314571,0.08580521925540378,0.4,0.2,-0.08328486624066578,0.07715343589214887,0.2,0.2,0.2,1.3900298022471635,1.3125,2.0
