variant,weeks,macro_mean_opportunity_recall_1w,macro_median_opportunity_recall_1w,macro_mean_selection_coverage_1w,macro_median_selection_coverage_1w,macro_mean_opportunities_per_review,macro_median_opportunities_per_review,macro_mean_tradable_big_winner_recall_mean_2_4w,macro_median_tradable_big_winner_recall_mean_2_4w,macro_mean_tradable_winner_capture_lift_mean_2_4w,macro_median_tradable_winner_capture_lift_mean_2_4w,macro_mean_tradable_loser_capture_lift_mean_2_4w,macro_median_tradable_loser_capture_lift_mean_2_4w,macro_mean_opp_severe_loser_exposure_mean_2_4w,macro_median_opp_severe_loser_exposure_mean_2_4w,macro_mean_avg_watchlist_size,macro_median_avg_watchlist_size
B0_ACTIONABLE_ONLY,19,0.31632359972354973,0.28,0.2442662495961786,0.2413793103448276,1.0,1.0,0.3030562517404623,0.17989417989417988,0.9940477067230757,0.8888888888888888,0.9073103745709289,0.8894500561167229,0.21314100011672601,0.16498316498316498,29.157894736842106,24.0
R1_NEAR_BUY_POINT_PLUS_EVIDENCE,19,0.8603386310465759,0.8541666666666666,0.7420531211033441,0.76,0.9125205825330723,0.9166666666666666,0.7593776106934002,0.6984126984126985,0.8778243280162238,0.8598639455782312,0.9725941720679793,0.9594746716697937,0.21377096401261378,0.22222222222222224,77.47368421052632,71.0
