code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type,pool_path,_source_row_order,pit_eps_state,pit_eps_yoy_growth,observation_start_date,observation_start_open,review_opportunity_1w,opportunity_type_1w,first_zone_date_1w,first_zone_close_1w,forward_1w_censored,forward_1w_sessions,forward_1w_return_pct,mfe_1w_pct,mae_1w_pct,stop_8_within_1w,forward_2w_censored,forward_2w_sessions,forward_2w_return_pct,mfe_2w_pct,mae_2w_pct,stop_8_within_2w,forward_3w_censored,forward_3w_sessions,forward_3w_return_pct,mfe_3w_pct,mae_3w_pct,stop_8_within_3w,forward_4w_censored,forward_4w_sessions,forward_4w_return_pct,mfe_4w_pct,mae_4w_pct,stop_8_within_4w,winner_return_top5_1w,winner_mfe_top5_1w,big_winner_any_1w,loser_return_bottom5_1w,severe_loser_1w,big_loser_any_1w,winner_return_top10pct_1w,loser_return_bottom10pct_1w,winner_return_top5_2w,winner_mfe_top5_2w,big_winner_any_2w,loser_return_bottom5_2w,severe_loser_2w,big_loser_any_2w,winner_return_top10pct_2w,loser_return_bottom10pct_2w,winner_return_top5_3w,winner_mfe_top5_3w,big_winner_any_3w,loser_return_bottom5_3w,severe_loser_3w,big_loser_any_3w,winner_return_top10pct_3w,loser_return_bottom10pct_3w,winner_return_top5_4w,winner_mfe_top5_4w,big_winner_any_4w,loser_return_bottom5_4w,severe_loser_4w,big_loser_any_4w,winner_return_top10pct_4w,loser_return_bottom10pct_4w
NWFL,2026-07-31,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,32.97,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-27"", ""ma10_prior_week"": 31.111, ""pending_high"": 32.97, ""touch_date"": ""2026-07-20""}",0.0,,,,,,,,,daily_volume_not_confirmed,33.99,3.09,UNCONFIRMED,1.2293616151038886,4.2,2026-07-20,7.0,1,0,31.78,2024-11-04,-37.7,8,89,37.7,3.263157894736842,37.0,0,,,,True,False,-44.4444444444,35.06,-3.051911009697661,Finance,Regional Banks,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2493,VERIFIED,-44.4444444444,2026-08-03,34.220001220703125,True,UNCONFIRMED_TO_ZONE,2026-08-03,34.130001068115234,False,5,-1.1396825708249514,3.594387780127195,-2.7177097369976977,False,False,10,0.7890135830863843,3.594387780127195,-3.798956766171324,False,False,15,-1.3150226384772923,3.594387780127195,-3.798956766171324,False,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OBK,2026-07-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,54.21,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-27"", ""ma10_prior_week"": 50.292, ""pending_high"": 54.21, ""touch_date"": ""2026-07-20""}",1.0,2026-07-28,54.21,54.21,1.5048214043188917,0.018446781036709,0.9097744360902272,0.7518796992481213,ma10_touch_confirm,,54.73,0.96,ACTIONABLE,1.336440742721785,15.7,2026-05-18,20.0,2,0,45.61,2026-02-02,-13.9,1,15,13.9,1.826754385964912,97.0,2,4.0,-3.8,5.2,True,True,25.3521126761,55.57,-1.5116069821846434,Finance,Regional Banks,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2553,VERIFIED,25.3521126761,2026-08-03,55.130001068115234,True,CURRENT_ACTIONABLE,2026-08-03,54.88999938964844,False,5,-2.3399254317689855,0.6983462979758048,-3.2105939116104265,False,False,10,-0.9613687352178713,0.6983462979758048,-4.208234445629289,False,False,15,-4.0631264920513726,0.6983462979758048,-5.405404470343511,False,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ODC,2026-07-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,98.96,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-27"", ""ma10_prior_week"": 92.726, ""pending_high"": 98.96, ""touch_date"": ""2026-07-20""}",0.0,,,,,,,,,daily_volume_not_confirmed,99.21,0.25,UNCONFIRMED,0.812671498368239,47.2,2026-03-30,49.6,3,0,66.32,2025-09-08,-31.6,2,29,31.6,3.513157894736842,30.0,4,4.0,-13.7,-6.2,True,False,-17.5675675676,107.0,-7.2803738317757105,Process Industries,Chemicals: Agricultural,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2486,VERIFIED,-17.5675675676,2026-08-03,100.0,False,,,,False,5,-7.209999084472651,2.2499999999999964,-10.239997863769535,True,False,10,-9.589996337890627,2.2499999999999964,-14.389999389648434,True,False,15,-10.059997558593746,2.2499999999999964,-14.389999389648434,True,True,19,,,,False,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False
OSBC,2026-07-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,24.14,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-27"", ""ma10_prior_week"": 22.49, ""pending_high"": 24.14, ""touch_date"": ""2026-07-20""}",1.0,2026-07-27,24.32,24.14,1.6553681223395869,0.0211267605633802,0.8166666666666621,0.8499999999999946,ma10_touch_confirm,,25.29,4.76,ACTIONABLE,1.3865930523642498,20.3,2026-05-18,20.8,3,0,20.94,2026-02-02,-10.3,2,15,10.3,1.6578947368421053,103.0,2,4.0,-4.0,7.7,True,True,11.6279069767,25.6,-1.2109375000000089,Finance,Major Banks,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2559,VERIFIED,11.6279069767,2026-08-03,25.479999542236328,True,CURRENT_ACTIONABLE,,,False,5,-0.15698198154363574,2.197807626969306,-0.5886955307107811,False,False,10,1.687599344195445,2.197807626969306,-1.295133161831652,False,False,15,-0.5494481639074289,2.276294874906215,-3.061219753963995,False,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PFGC,2026-07-31,True,ceiling_breakout,False,ceiling_pullback,112.67,ceiling_breakout,"{""abandon_line"": 104.79140000000001, ""atr_zone_width"": 1.7404622118425606, ""ceiling"": 106.93, ""confirm_close"": 114.39, ""confirm_date"": ""2026-07-27"", ""max_zone_width"": 5.346500000000001, ""pending_high"": 112.67, ""touch_atr14"": 5.801540706141869, ""touch_date"": ""2026-07-20"", ""touch_high"": 112.67, ""touch_low"": 108.32, ""zone_cap_applied"": false, ""zone_pct"": 1.6276650255705232, ""zone_upper"": 108.67046221184256, ""zone_width"": 1.7404622118425606}",1.0,2026-07-30,116.15,112.67,1.7462574745569326,0.0184609922783349,0.4042553191489359,0.8851063829787195,ceiling_pullback,,114.39,1.53,ACTIONABLE,1.1156575029338711,3.6,2026-06-22,7.0,0,0,106.93,2025-09-08,-24.4,2,41,24.4,2.4342105263157894,74.0,1,4.0,-7.0,-1.7,True,False,-27.027027027,117.47,-2.621946028773303,Transportation,Other Transportation,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2530,VERIFIED,-27.027027027,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PKOH,2026-07-31,True,pivot,True,pivot,39.21,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 39.21, ""resistance_date"": ""2026-07-27""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,39.93,1.84,UNCONFIRMED,1.2455811580791292,15.3,2026-06-08,23.3,1,0,32.39,2024-11-18,-53.0,6,81,53.0,3.973684210526315,17.0,1,6.0,-14.2,1.8,True,False,-5.0,40.41,-1.187824795842607,Producer Manufacturing,Metal Fabrication,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2473,VERIFIED,-5.0,2026-08-03,40.439998626708984,True,UNCONFIRMED_TO_ZONE,2026-08-03,40.36000061035156,False,5,29.846686707977454,30.21761037507136,-0.4945523121509199,False,False,10,22.156288831454617,31.80020041310796,-0.4945523121509199,False,False,15,13.006929561952196,31.80020041310796,-0.4945523121509199,False,True,19,,,,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
PLSE,2026-07-31,True,pivot,True,pivot,30.4,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 30.4, ""resistance_date"": ""2026-07-27""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 30.4, ""resistance_date"": ""2026-07-27""}}",1.0,2026-07-28,33.27,30.4,1.908147718203584,0.1667763157894737,0.7609329446064139,1.4781341107871722,pivot,,35.13,15.56,EXTENDED,1.724309532377041,37.2,2026-06-15,40.5,2,0,25.0,2025-02-03,-49.8,5,71,49.8,4.37719298245614,8.0,1,4.0,-18.0,15.6,True,True,-8.0,36.78,-4.486133768352363,Health Technology,Medical Specialties,SEC,resolved,,LOSS_WIDENING,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2464,VERIFIED,-8.0,2026-08-03,36.0,False,,,,False,5,17.805555131700302,27.50000423855252,-2.4166636996798996,False,False,10,23.72222476535373,30.47222561306424,-2.4166636996798996,False,False,15,40.05555046929254,40.8611085679796,-2.4166636996798996,False,True,19,,,,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
PRK,2026-07-31,True,ceiling_breakout,,ceiling,191.63,ceiling_breakout,,1.0,2026-07-28,197.7,191.63,3.8004196782466777,0.0800500965402077,0.9007901668129942,1.346795434591749,ceiling,,208.15,8.62,EXTENDED,1.76493240922378,0.0,2026-07-27,8.6,0,0,191.63,2024-11-18,-30.9,8,88,30.9,3.780701754385965,23.0,0,,,,True,True,-8.0769230769,214.1,-2.779075198505365,Finance,Major Banks,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2479,VERIFIED,-8.0769230769,2026-08-03,210.0,False,,,,False,5,-3.14286004929315,2.3809523809523725,-5.242854527064733,False,False,10,-1.0523841494605612,2.3809523809523725,-6.666666666666665,False,False,15,-3.7476167224702372,2.3809523809523725,-6.666666666666665,False,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PROV,2026-07-31,True,pivot,True,pivot,17.37,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 17.37, ""resistance_date"": ""2026-07-27""}, {""box_type"": ""S_BOX"", ""price"": 17.38, ""resistance_date"": ""2026-07-27""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 17.37, ""resistance_date"": ""2026-07-27""}}",1.0,2026-07-28,17.48,17.37,2.5,0.0132412204951064,0.3333333333333372,0.3833333333333331,pivot,,17.76,2.25,ACTIONABLE,1.501190365355713,10.8,2026-01-19,12.1,2,2,15.84,2024-12-16,-21.6,4,57,21.6,2.3728070175438596,75.0,6,4.0,-2.2,2.2,True,True,-25.0,18.0,-1.3333333333333195,Finance,Savings Banks,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2531,VERIFIED,-25.0,2026-08-03,17.90999984741211,True,CURRENT_ACTIONABLE,2026-08-03,17.899999618530273,False,5,0.111672015265607,2.4567310876956627,-2.289223064797241,False,False,10,0.3908414038000796,3.126741880030215,-2.289223064797241,False,False,15,0.3908414038000796,3.126741880030215,-2.289223064797241,False,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSMT,2026-07-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,189.32,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-27"", ""ma10_prior_week"": 183.562, ""pending_high"": 189.32, ""touch_date"": ""2026-07-20""}",0.0,,,,,,,,,daily_volume_not_confirmed,193.91,2.42,UNCONFIRMED,1.094453941365434,95.9,2025-04-21,105.5,9,3,94.37,2024-12-16,-14.9,2,18,14.9,2.572368421052632,66.0,11,5.0,-9.7,-2.8,True,False,12.2807017544,199.84,-2.9673738991192966,Retail Trade,Specialty Stores,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2522,VERIFIED,12.2807017544,2026-08-03,194.2100067138672,True,UNCONFIRMED_TO_ZONE,2026-08-03,197.1300048828125,False,5,-8.835797883160312,2.265585574571838,-10.674017954630932,True,False,10,-7.2035451364644505,2.265585574571838,-14.66968977306039,True,False,15,-10.98811125016863,2.265585574571838,-14.66968977306039,True,True,19,,,,False,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False
QCRH,2026-07-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,101.42,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-27"", ""ma10_prior_week"": 95.763, ""pending_high"": 101.42, ""touch_date"": ""2026-07-20""}",0.0,,,,,,,,,daily_volume_not_confirmed,102.95,1.51,UNCONFIRMED,1.3056111121601512,4.8,2026-06-22,7.5,2,0,95.78,2024-11-18,-36.8,6,83,36.8,2.75,58.0,1,4.0,-5.2,4.2,True,True,30.9210526316,104.35,-1.3416387158600829,Finance,Major Banks,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2514,VERIFIED,30.9210526316,2026-08-03,104.16000366210938,True,UNCONFIRMED_TO_ZONE,2026-08-03,104.4000015258789,False,5,-0.27841868791411706,2.2945461843506543,-1.2576854281206473,False,False,10,2.3041415246775943,3.792239640328554,-1.574507451404361,False,False,15,-2.8129802248093028,3.792239640328554,-3.9938589821907566,False,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RACC,2026-07-31,True,pivot,True,pivot,12.38,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 12.38, ""resistance_date"": ""2026-07-27""}]}",0.0,,,,,,,,,insufficient_volume_history,21.75,75.69,UNCONFIRMED,8.082594182164998,106.2,2026-06-22,106.6,1,0,10.53,2026-05-18,-3.0,1,5,3.0,2.4868421052631575,70.0,1,5.0,-16.0,75.7,True,True,,23.0,-5.434782608695654,Finance,Financial Conglomerates,,expected_unavailable,NO_VERIFIED_YAHOO_RELEASE_DATE,,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2526,UNKNOWN,,2026-08-03,22.549999237060547,False,,,,False,5,9.977827388579975,14.146344310357684,-10.11085967377655,True,False,10,19.733928662959556,48.55876334107945,-10.11085967377655,True,False,15,-1.241679772816584,48.55876334107945,-10.11085967377655,True,True,19,,,,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
RAPP,2026-07-31,True,pivot,False,pivot,40.92,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 40.92, ""resistance_date"": ""2026-07-27""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,40.98,0.15,UNCONFIRMED,0.936589080208823,22.0,2026-03-30,30.0,4,1,31.52,2025-12-15,-20.0,1,15,20.0,2.4714912280701755,71.0,3,3.0,-6.5,-4.1,True,False,38.2352941176,44.28,-7.45257452574527,Health Technology,Biotechnology,SEC,resolved,,LOSS_NARROWING,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2527,VERIFIED,38.2352941176,2026-08-03,40.779998779296875,True,UNCONFIRMED_TO_ZONE,2026-08-04,42.20000076293945,False,5,11.549786758603563,17.704760757296945,-2.525744997863466,False,False,10,16.282490408065975,21.383034530962462,-2.525744997863466,False,False,15,18.29328867699036,22.363911279006853,-2.525744997863466,False,True,19,,,,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
RCKY,2026-07-31,True,ceiling_breakout,,ceiling,48.32,ceiling_breakout,,1.0,2026-07-29,49.5,48.32,4.557277152305577,0.0161423841059602,0.5075528700906351,0.2356495468277952,ceiling,,48.84,1.08,ACTIONABLE,2.5615029326806504,0.0,2026-07-27,1.1,0,0,48.32,2026-02-23,-34.0,3,22,34.0,3.4649122807017543,33.0,0,,,,True,True,-74.2424242424,50.73,-3.7256061502069615,Consumer Non-Durables,Apparel/Footwear,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2489,VERIFIED,-74.2424242424,2026-08-03,49.5,True,CURRENT_ACTIONABLE,2026-08-04,50.470001220703125,False,5,-0.5454554702296388,7.090905700067074,-1.212118129537565,False,False,10,-3.9798004458649006,7.090905700067074,-5.535356926195545,False,False,15,-5.474745625197286,7.090905700067074,-8.888891971472535,True,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
RDVT,2026-07-31,True,ceiling_breakout,False,ceiling_pullback,67.54,ceiling_breakout,"{""abandon_line"": 57.7416, ""atr_zone_width"": 1.9060515918546004, ""ceiling"": 58.92, ""confirm_close"": 69.38, ""confirm_date"": ""2026-07-27"", ""max_zone_width"": 2.946, ""pending_high"": 67.54, ""touch_atr14"": 6.353505306182002, ""touch_date"": ""2026-07-20"", ""touch_high"": 67.54, ""touch_low"": 58.71, ""zone_cap_applied"": false, ""zone_pct"": 3.234982335123218, ""zone_upper"": 60.8260515918546, ""zone_width"": 1.9060515918546004}",1.0,2026-07-29,67.54,67.54,2.4289302747623633,0.0038495706248147,0.4786967418546363,0.0651629072681682,ceiling_pullback,,69.38,2.72,ACTIONABLE,1.4845968738482884,15.1,2026-06-22,17.8,1,0,58.92,2025-11-10,-43.3,3,32,43.3,3.666666666666667,27.0,1,4.0,-15.6,-0.3,True,True,25.0,69.88,-0.715512306811672,Technology Services,Packaged Software,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2483,VERIFIED,25.0,2026-08-03,70.05000305175781,True,CURRENT_ACTIONABLE,2026-08-03,68.5999984741211,False,5,-6.516776934375446,1.6274080513688505,-8.950755173883751,True,False,10,-0.38544505452974276,5.921477251117824,-9.89293906918559,True,False,15,1.5988509184788668,5.921477251117824,-9.89293906918559,True,True,19,,,,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
RNG,2026-07-31,True,ceiling_breakout,,ceiling,48.5,ceiling_breakout,,1.0,2026-07-27,49.61,48.5,3.044605095569668,0.1072164948453608,0.7227036395147322,0.9012131715771242,ceiling,,55.62,14.68,EXTENDED,1.837191540343472,0.0,2026-07-27,14.7,0,0,48.5,2023-01-30,-57.7,15,182,57.7,4.921052631578947,2.0,0,,,,True,True,221.4285714286,58.98,-5.6968463886063025,Technology Services,Packaged Software,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2458,VERIFIED,221.4285714286,2026-08-03,56.619998931884766,False,,,,False,5,11.285763882362065,14.23525525492748,-1.0773589223931457,False,False,10,13.89968046688339,20.893674036605336,-1.0773589223931457,False,False,15,18.35041222244658,20.893674036605336,-1.0773589223931457,False,True,19,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
ROST,2026-07-31,True,pivot,True,pivot,242.81,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 242.81, ""resistance_date"": ""2026-07-27""}, {""box_type"": ""S_BOX"", ""price"": 242.81, ""resistance_date"": ""2026-07-27""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,251.07,3.4,UNCONFIRMED,0.959803312060682,61.2,2025-10-20,61.4,6,1,155.6,2024-07-08,-22.3,4,67,22.3,3.0526315789473686,47.0,8,8.0,-15.2,3.4,True,False,37.4149659864,255.3,-1.6568742655699298,Retail Trade,Apparel/Footwear Retail,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2503,VERIFIED,37.4149659864,2026-08-03,256.25,True,UNCONFIRMED_TO_ZONE,2026-08-03,252.91000366210938,False,5,-0.39805044778963294,0.29268292682926855,-2.3063428925304885,False,False,10,-4.2497558593750036,0.29268292682926855,-5.506341701600615,False,False,15,-6.7161001810213445,0.29268292682926855,-11.00487685785061,True,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
SAIH,2026-07-31,True,ceiling_breakout,,ceiling,15.41,ceiling_breakout,,1.0,2026-07-27,15.41,15.41,4.3730650154798765,0.0947436729396495,1.0,0.8742514970059876,ceiling,,18.0,16.81,EXTENDED,3.786089851712259,0.0,2026-07-27,16.8,0,0,15.41,2025-07-14,-63.3,3,54,63.3,5.078947368421052,1.0,0,,,,True,True,,21.0,-14.28571428571429,Technology Services,Data Processing Services,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2457,UNKNOWN,,2026-08-03,18.951000213623047,False,,,,False,5,9.862273548272293,21.36562577560579,-3.4351800391755782,False,False,10,5.588095632532997,26.8429097981417,-3.4351800391755782,False,False,15,26.642392113675605,30.33613257617769,-4.384989525736371,False,True,19,,,,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
SBLK,2026-07-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,28.4,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-27"", ""ma10_prior_week"": 26.138, ""pending_high"": 28.4, ""touch_date"": ""2026-07-20""}",0.0,,,,,,,,,daily_volume_not_confirmed,28.75,1.23,UNCONFIRMED,1.3016795906611534,20.4,2026-03-30,21.5,2,1,23.67,2024-05-27,-51.3,6,96,51.3,3.9122807017543857,20.0,4,7.0,-12.8,5.1,True,True,900.0,29.34,-2.010906612133601,Transportation,Marine Shipping,YahooHistoricalEvent,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2476,VERIFIED,900.0,2026-08-03,29.1200008392334,True,UNCONFIRMED_TO_ZONE,2026-08-03,28.729999542236328,False,5,-0.7554986756961757,1.3049421353540147,-4.464289515602237,False,False,10,-0.24039011042382707,1.3049421353540147,-6.7651138871154926,False,False,15,4.73900797045077,6.456040887999137,-6.7651138871154926,False,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHBI,2026-07-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,23.92,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-27"", ""ma10_prior_week"": 22.211, ""pending_high"": 23.92, ""touch_date"": ""2026-07-20""}",1.0,2026-07-29,24.2,23.92,1.5414450254188907,0.0259197324414715,0.6071428571428544,1.107142857142848,ma10_touch_confirm,,24.5,2.42,ACTIONABLE,1.3864300838625323,19.4,2026-05-25,21.1,2,0,20.23,2026-02-02,-15.3,1,16,15.3,2.1096491228070176,82.0,2,5.0,-5.9,4.5,True,True,24.3902439024,24.82,-1.2892828364222453,Finance,Regional Banks,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2538,VERIFIED,24.3902439024,2026-08-03,24.75,True,CURRENT_ACTIONABLE,2026-08-03,24.549999237060547,False,5,-3.6767670602509517,0.5656540995896409,-3.959594110045772,False,False,10,-3.1515179258404302,0.5656540995896409,-5.33333210029987,False,False,15,-5.696969080452963,0.5656540995896409,-11.474748091264209,True,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
SHIP,2026-07-31,True,ceiling_breakout,,ceiling,16.57,ceiling_breakout,,1.0,2026-07-30,16.58,16.57,2.9497422000105584,0.0754375377187688,0.9185185185185192,0.9259259259259248,ceiling,,17.49,5.55,EXTENDED,1.6979561278012951,0.0,2026-07-27,5.6,0,0,16.57,2026-05-04,-20.4,1,12,20.4,2.7587719298245617,57.0,0,,,,True,True,633.3333333333,18.08,-3.263274336283184,Transportation,Marine Shipping,YahooHistoricalEvent,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2513,VERIFIED,633.3333333333,2026-08-03,17.889999389648438,True,EXTENDED_RETEST_TO_ZONE,2026-08-04,17.260000228881836,False,5,-5.757399745317238,3.2979327709160122,-6.5958655418320244,False,False,10,-6.260474958611917,3.2979327709160122,-12.688650539601632,True,False,15,-2.1799854832532883,3.2979327709160122,-12.688650539601632,True,True,19,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
SHOO,2026-07-31,True,ceiling_breakout,,ceiling,46.05,ceiling_breakout,,1.0,2026-07-30,46.05,46.05,2.024783509536206,0.0386536373507058,0.967145790554414,0.3655030800821354,ceiling,,46.08,0.07,ACTIONABLE,1.7879275645497557,0.0,2026-07-27,0.1,0,0,46.05,2026-01-12,-32.3,2,28,32.3,3.254385964912281,38.0,0,,,,True,True,167.8571428571,48.76,-5.496308449548815,Consumer Non-Durables,Apparel/Footwear,SEC,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv,2494,VERIFIED,167.8571428571,2026-08-03,47.2599983215332,True,CURRENT_ACTIONABLE,2026-08-03,47.68000030517578,False,5,2.793067195095622,5.162933830013494,-0.8463769051794245,False,False,10,-0.2539122643812952,5.162933830013494,-0.8463769051794245,False,False,15,-2.4968187312458534,5.162933830013494,-4.443500949436697,False,True,19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
