code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type,pool_path,_source_row_order,pit_eps_state,pit_eps_yoy_growth,observation_start_date,observation_start_open,review_opportunity_1w,opportunity_type_1w,first_zone_date_1w,first_zone_close_1w,forward_1w_censored,forward_1w_sessions,forward_1w_return_pct,mfe_1w_pct,mae_1w_pct,stop_8_within_1w,forward_2w_censored,forward_2w_sessions,forward_2w_return_pct,mfe_2w_pct,mae_2w_pct,stop_8_within_2w,forward_3w_censored,forward_3w_sessions,forward_3w_return_pct,mfe_3w_pct,mae_3w_pct,stop_8_within_3w,forward_4w_censored,forward_4w_sessions,forward_4w_return_pct,mfe_4w_pct,mae_4w_pct,stop_8_within_4w,winner_return_top5_1w,winner_mfe_top5_1w,big_winner_any_1w,loser_return_bottom5_1w,severe_loser_1w,big_loser_any_1w,winner_return_top10pct_1w,loser_return_bottom10pct_1w,winner_return_top5_2w,winner_mfe_top5_2w,big_winner_any_2w,loser_return_bottom5_2w,severe_loser_2w,big_loser_any_2w,winner_return_top10pct_2w,loser_return_bottom10pct_2w,winner_return_top5_3w,winner_mfe_top5_3w,big_winner_any_3w,loser_return_bottom5_3w,severe_loser_3w,big_loser_any_3w,winner_return_top10pct_3w,loser_return_bottom10pct_3w,winner_return_top5_4w,winner_mfe_top5_4w,big_winner_any_4w,loser_return_bottom5_4w,severe_loser_4w,big_loser_any_4w,winner_return_top10pct_4w,loser_return_bottom10pct_4w
IBKR,2025-12-26,True,pivot,True,pivot,65.2,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 65.2, ""resistance_date"": ""2025-12-22""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,66.16,1.47,UNCONFIRMED,0.5752231276893363,3.6,2025-07-14,12.5,2,1,58.82,2025-02-10,-44.4,1,22,44.4,2.8823529411764706,9.0,4,8.0,-19.5,-9.6,True,False,40.4761904762,73.26,-9.691509691509705,Finance,Investment Banks/Brokers,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-12-26/breakout_follow_pool.csv,229,VERIFIED,40.4761904762,2025-12-29,65.69999694824219,True,UNCONFIRMED_TO_ZONE,2025-12-29,65.3499984741211,False,5,8.934555584844794,9.11720817564563,-2.2222209319474273,False,False,10,7.747342775822363,11.05023207527669,-2.2222209319474273,False,False,15,8.843235095680967,15.129380370043076,-2.2222209319474273,False,False,20,14.885855194781827,19.93912741553958,-2.2222209319474273,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False
JPM,2025-12-26,True,three_weeks_tight_breakout,False,three_weeks_tight,322.88,three_weeks_tight_breakout,"{""breakout_price"": 327.91, ""close_pos_healthy"": true, ""hl_is_tight"": true, ""max_hl_pct"": 0.0731, ""mean_close_pos"": 0.76, ""mean_hl_pct"": 0.0526, ""min_close_pos"": 0.47, ""status"": ""breakout"", ""tight_weeks"": 4, ""twk_high"": 322.88}",0.0,,,,,,,,,daily_volume_not_confirmed,327.91,1.56,UNCONFIRMED,0.6423632322050207,15.3,2025-06-23,19.3,5,1,274.85,2025-02-10,-27.2,1,19,27.2,2.1764705882352944,12.0,5,3.0,-2.5,2.4,True,False,16.0183066362,330.86,-0.891615789155531,Finance,Major Banks,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-12-26/breakout_follow_pool.csv,232,VERIFIED,16.0183066362,2025-12-29,327.0,True,UNCONFIRMED_TO_ZONE,2025-12-29,323.75,False,5,2.1529078119027156,3.1345565749235416,-1.9143760751146766,False,False,10,-0.7675870842889898,3.1345565749235416,-1.9143760751146766,False,False,15,-7.41896323107798,3.1345565749235416,-7.688077874139909,False,False,20,-8.162080257310777,3.1345565749235416,-9.32415603497706,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,True
NU,2025-12-26,True,pivot,False,pivot,16.35,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 16.35, ""resistance_date"": ""2025-12-22""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,16.76,2.51,UNCONFIRMED,0.5573900317968313,5.8,2025-10-20,8.5,1,0,15.44,2024-08-26,-41.6,6,60,41.6,2.323529411764706,11.0,2,5.0,-11.2,-4.6,True,False,,17.84,-6.053811659192821,Unknown,Unknown,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,backtest/ibd_skill_replay_pools/2025-12-26/breakout_follow_pool.csv,231,UNKNOWN,,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NVDA,2025-12-26,True,pivot,False,pivot,185.65,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 185.65, ""resistance_date"": ""2025-12-22""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,190.53,2.63,UNCONFIRMED,0.6912984637145987,20.8,2025-06-23,27.3,2,1,149.72,2024-11-04,-42.2,2,33,42.2,3.323529411764706,7.0,3,9.0,-20.1,-10.2,True,False,66.6666666667,212.18,-10.203600716372897,Electronic Technology,Semiconductors,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-12-26/breakout_follow_pool.csv,227,VERIFIED,66.6666666667,2025-12-29,187.7100067138672,True,UNCONFIRMED_TO_ZONE,2025-12-29,188.22000122070312,False,5,0.21841584819997095,3.15379998785541,-0.9589275943618802,False,False,10,-1.4756827944092277,3.15379998785541,-2.4985361854231836,False,False,15,-5.135580973231235,3.15379998785541,-5.380643408591112,False,False,20,0.43151538523380495,3.15379998785541,-5.380643408591112,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
SCHW,2025-12-26,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,99.53,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-22"", ""ma10_prior_week"": 94.389, ""pending_high"": 99.53, ""touch_date"": ""2025-12-15""}",0.0,,,,,,,,,daily_volume_not_confirmed,101.89,2.37,UNCONFIRMED,0.5524640920738064,3.1,2025-12-15,4.7,1,0,97.27,2025-08-04,-8.1,1,19,8.1,1.3529411764705883,16.0,0,,,,True,False,77.4647887324,102.28,-0.3813062182244864,Finance,Investment Banks/Brokers,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2025-12-26/breakout_follow_pool.csv,236,VERIFIED,77.4647887324,2025-12-29,101.70999908447266,True,UNCONFIRMED_TO_ZONE,2025-12-29,101.30999755859375,False,5,1.9958694303112923,2.68410518288007,-2.2613267555465,False,False,10,0.18680802587407452,2.9987248837006764,-2.2613267555465,False,False,15,-0.7078962021277224,3.2150273344758507,-2.2613267555465,False,False,20,1.9762089807523475,4.031067260865817,-2.2613267555465,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
SMTC,2025-12-26,True,ceiling_breakout,,ceiling,75.75,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,76.07,0.42,UNCONFIRMED,0.4103273093410458,0.0,2025-12-22,0.4,0,0,75.75,2025-01-13,-68.3,4,49,68.3,3.5,5.0,0,,,,True,False,70.0,81.32,-6.45597638957206,Electronic Technology,Semiconductors,SEC,resolved,,LOSS_NARROWING,backtest/ibd_skill_replay_pools/2025-12-26/breakout_follow_pool.csv,225,VERIFIED,70.0,2025-12-29,74.83000183105469,True,UNCONFIRMED_TO_ZONE,2025-12-29,75.76000213623047,False,5,-0.6548249113642379,3.6215408501406587,-4.369910720894676,False,False,10,6.481355546497292,6.681811943942773,-4.369910720894676,False,False,15,2.886537458052607,8.766534007849414,-5.318726793458239,False,False,20,6.227443430023993,11.987172258735068,-5.318726793458239,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False
SNDK,2025-12-26,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,244.19,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-22"", ""ma10_prior_week"": 211.51, ""pending_high"": 244.19, ""touch_date"": ""2025-12-01""}",0.0,,,,,,,,,daily_volume_not_confirmed,250.05,2.4,UNCONFIRMED,0.537649240747077,264.8,2025-09-01,349.0,1,0,55.69,2025-03-24,-49.9,2,23,49.9,4.088235294117647,3.0,3,7.0,-35.7,-12.2,True,False,-48.6301369863,284.76,-12.189211967973025,Electronic Technology,Computer Peripherals,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2025-12-26/breakout_follow_pool.csv,223,VERIFIED,-48.6301369863,2025-12-29,241.55499267578125,True,UNCONFIRMED_TO_ZONE,2025-12-29,244.25,False,5,13.464840256951316,17.98555552214618,-2.614306213530948,False,False,10,61.15170491886952,63.5900791305519,-2.614306213530948,False,False,15,87.58461172664396,89.34404544934263,-2.614306213530948,False,False,20,99.30450923113969,110.92463760572282,-2.614306213530948,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False
TSM,2025-12-26,True,pivot,False,pivot,299.99,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 299.99, ""resistance_date"": ""2025-12-22""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,302.84,0.95,UNCONFIRMED,0.4500041821723665,33.3,2025-06-23,35.6,2,1,223.39,2025-01-20,-40.5,1,22,40.5,2.823529411764706,10.0,5,9.0,-13.4,-1.4,True,False,,313.13,-3.2861750710567517,Electronic Technology,Semiconductors,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,backtest/ibd_skill_replay_pools/2025-12-26/breakout_follow_pool.csv,230,UNKNOWN,,2025-12-29,301.7799987792969,True,UNCONFIRMED_TO_ZONE,2025-12-29,300.9200134277344,False,5,6.783087448970937,9.765392451424738,-1.0371810244129476,False,False,10,9.93769976661303,10.527533018152901,-1.0371810244129476,False,False,15,8.410101724923734,16.41924182961063,-1.0371810244129476,False,False,20,12.11478484541033,16.41924182961063,-1.0371810244129476,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False
ASML,2026-01-02,True,pivot,,pivot,1134.18,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 1134.18, ""resistance_date"": ""2026-01-02""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 1134.18, ""resistance_date"": ""2026-01-02""}}",1.0,2026-01-02,1134.18,1134.18,2.103591177461835,0.0260981502054347,0.7711885976075333,0.7533723593789752,pivot,,1163.78,2.61,ACTIONABLE,0.472228303225072,9.2,2025-12-19,9.8,1,0,1059.7,2024-03-01,-45.8,5,94,45.8,4.233333333333334,2.0,0,,,,True,False,,1172.77,-0.7665612183122006,Electronic Technology,Semiconductors,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,backtest/ibd_skill_replay_pools/2026-01-02/breakout_follow_pool.csv,239,UNKNOWN,,2026-01-05,1211.219970703125,True,CURRENT_ACTIONABLE,,,False,5,5.173299292886724,5.843697347211552,-2.90780960973418,False,False,10,12.165418268359574,13.552453590966795,-2.90780960973418,False,False,15,16.68813343339064,17.233036567881243,-2.90780960973418,False,False,20,19.003157932716096,23.30377772765506,-2.90780960973418,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False
BIDU,2026-01-02,True,ceiling_breakout,,ceiling,145.2,ceiling_breakout,,1.0,2026-01-02,145.2,145.2,3.815105071025452,0.0351239669421488,0.8970976253298153,0.6728232189973634,ceiling,,150.3,3.51,ACTIONABLE,0.84485180557388,0.0,2026-01-02,3.5,0,0,145.2,2025-09-26,-25.6,1,14,25.6,3.9,5.0,0,,,,True,False,,151.08,-0.5162827640984968,Unknown,Unknown,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,backtest/ibd_skill_replay_pools/2026-01-02/breakout_follow_pool.csv,242,UNKNOWN,,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BKR,2026-01-02,True,ceiling_breakout,,ceiling,46.42,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,47.14,1.55,UNCONFIRMED,0.1639776785431004,0.0,2026-01-02,1.6,0,0,46.42,2024-11-15,-28.8,4,59,28.8,3.3666666666666667,8.0,0,,,,True,False,-58.5365853659,51.12,-7.785602503912359,Industrial Services,Contract Drilling,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-01-02/breakout_follow_pool.csv,245,VERIFIED,-58.5365853659,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BTSG,2026-01-02,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,37.94,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-29"", ""ma10_prior_week"": 35.004, ""pending_high"": 37.94, ""touch_date"": ""2025-12-15""}",0.0,,,,,,,,,daily_volume_not_confirmed,38.4,1.21,UNCONFIRMED,0.7210277552087614,45.2,2025-09-08,54.7,2,0,24.82,2025-01-27,-37.6,2,32,37.6,4.166666666666667,3.0,2,3.0,-6.4,4.4,True,False,750.0,38.61,-0.543900543900544,Health Services,Medical/Nursing Services,SEC,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2026-01-02/breakout_follow_pool.csv,240,VERIFIED,750.0,2026-01-05,38.5099983215332,True,UNCONFIRMED_TO_ZONE,2026-01-05,39.2599983215332,False,5,-2.5447924823417956,6.5437563427640955,-2.6226911595798597,False,False,10,1.7917488223322842,6.5437563427640955,-4.20669696830116,False,False,15,4.102835367227775,6.5437563427640955,-4.20669696830116,False,False,20,5.1415306238184355,7.141002648297468,-4.20669696830116,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False
FTAI,2026-01-02,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,201.0,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-01-02"", ""ma10_prior_week"": 172.14, ""pending_high"": 201.0, ""touch_date"": ""2025-12-26""}",1.0,2026-01-02,201.0,201.0,1.7109331147482558,0.0465174129353234,0.9785544082605234,0.7426528991262901,ma10_touch_confirm,,210.35,4.65,ACTIONABLE,0.42205415955111,6.9,2025-12-26,20.7,1,0,174.29,2024-11-15,-57.4,5,58,57.4,4.8,1.0,0,,,,True,False,44.7368421053,210.62,-0.1281929541354198,Unknown,Unknown,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-01-02/breakout_follow_pool.csv,238,VERIFIED,44.7368421053,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GEV,2026-01-02,True,ceiling_breakout,,ceiling,677.01,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,679.55,0.38,UNCONFIRMED,0.6623690256654197,0.0,2025-12-29,0.4,0,0,677.01,2025-07-28,-21.7,2,22,21.7,2.2,13.0,0,,,,True,False,568.5714285714,731.0,-7.038303693570458,Producer Manufacturing,Electrical Products,SEC,resolved,,TURNAROUND,backtest/ibd_skill_replay_pools/2026-01-02/breakout_follow_pool.csv,250,VERIFIED,568.5714285714,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HEI,2026-01-02,True,ceiling_breakout,,ceiling,327.62,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,329.31,0.52,UNCONFIRMED,0.1807850948218951,0.0,2026-01-02,0.5,0,0,327.62,2025-07-25,-8.9,2,23,8.9,1.6,15.0,0,,,,True,False,32.0,340.11,-3.1754432389521026,Electronic Technology,Aerospace & Defense,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-01-02/breakout_follow_pool.csv,252,VERIFIED,32.0,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HWM,2026-01-02,True,pivot,True,pivot,210.38,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 210.38, ""resistance_date"": ""2026-01-02""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,211.71,0.63,UNCONFIRMED,0.1833684819733513,124.1,2024-07-26,148.6,8,4,85.16,2024-05-24,-10.2,1,9,10.2,2.466666666666667,12.0,14,3.0,-3.9,-0.4,True,False,17.2839506173,212.52,-0.3811405985319038,Electronic Technology,Aerospace & Defense,SEC,resolved,,GROWTH,backtest/ibd_skill_replay_pools/2026-01-02/breakout_follow_pool.csv,249,VERIFIED,17.2839506173,2026-01-05,212.11000061035156,True,UNCONFIRMED_TO_ZONE,2026-01-05,212.9199981689453,False,5,2.9041552234141843,3.4321808299224488,-2.937153226916267,False,False,10,6.025175023583107,6.958650919034315,-2.937153226916267,False,False,15,1.5463668708965095,6.958650919034315,-2.937153226916267,False,False,20,-2.3101192222830247,6.958650919034315,-3.5641872315495204,False,True,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True
LSCC,2026-01-02,True,pivot,True,pivot,75.22,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 75.22, ""resistance_date"": ""2026-01-02""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,78.65,4.56,UNCONFIRMED,0.2342505065582119,3.7,2025-11-28,11.5,1,0,70.55,2025-02-14,-50.8,3,41,50.8,3.866666666666667,6.0,1,5.0,-12.3,-3.2,True,False,-60.0,81.23,-3.176166440970085,Electronic Technology,Semiconductors,SEC,resolved,,DECLINE,backtest/ibd_skill_replay_pools/2026-01-02/breakout_follow_pool.csv,243,VERIFIED,-60.0,2026-01-05,80.20999908447266,False,,,,False,5,5.722483505393416,8.078797445327513,-2.1194326987235668,False,False,10,3.752652001729251,12.105721475257258,-2.1194326987235668,False,False,15,4.076803777316029,12.105721475257258,-2.1194326987235668,False,False,20,3.3661695654593204,12.105721475257258,-2.1194326987235668,False,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,False
NYAX,2026-01-02,True,ceiling_breakout,,ceiling,51.54,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,51.95,0.8,UNCONFIRMED,0.6944284854916222,0.0,2025-12-29,0.8,0,0,51.54,2025-09-08,-24.0,1,16,24.0,3.1333333333333337,9.0,0,,,,True,False,,52.46,-0.972169271826151,Unknown,Unknown,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,backtest/ibd_skill_replay_pools/2026-01-02/breakout_follow_pool.csv,246,UNKNOWN,,,,False,,,,True,0,,,,False,True,0,,,,False,True,0,,,,False,True,0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
