variant,eligible_setups,min_complete_1w_rows,setup_balanced_mean_opportunity_recall_1w_delta_vs_b0,setup_balanced_median_opportunity_recall_1w_delta_vs_b0,setup_nonnegative_rate_opportunity_recall_1w_delta_vs_b0,setup_balanced_mean_tradable_winner_capture_lift_mean_2_4w_delta_vs_b0,setup_balanced_median_tradable_winner_capture_lift_mean_2_4w_delta_vs_b0,setup_nonnegative_rate_tradable_winner_capture_lift_mean_2_4w_delta_vs_b0,setup_balanced_mean_tradable_loser_capture_lift_mean_2_4w_delta_vs_b0,setup_balanced_median_tradable_loser_capture_lift_mean_2_4w_delta_vs_b0,setup_nonworse_rate_tradable_loser_capture_lift_mean_2_4w_delta_vs_b0,setup_balanced_mean_opp_severe_loser_exposure_mean_2_4w_delta_vs_b0,setup_balanced_median_opp_severe_loser_exposure_mean_2_4w_delta_vs_b0,setup_nonworse_rate_opp_severe_loser_exposure_mean_2_4w_delta_vs_b0,setup_balanced_mean_avg_watchlist_size_delta_vs_b0,setup_balanced_median_avg_watchlist_size_delta_vs_b0,setup_nonnegative_rate_avg_watchlist_size_delta_vs_b0,setup_balanced_mean_incremental_opportunities_per_added_review,setup_balanced_median_incremental_opportunities_per_added_review
R1_NEAR_BUY_POINT_PLUS_EVIDENCE,5,10,0.523434847821667,0.5360824742268042,1.0,0.0064631112302024896,-0.06749472932582246,0.4,-0.006653385970316772,0.056966330138635723,0.4,0.003303745670388081,0.0009435956830106673,0.4,6.17371540710481,6.0476190476190474,1.0,0.9037980902523465,0.8599033816425121
ADAPTIVE_POLICY_FORMAL_OOS,5,10,0.16762130375323553,0.18272425249169433,1.0,-0.10050318378058982,-0.11540198735320673,0.2,-0.10401403554466968,-0.036954852295891016,0.6,-0.0029480524760711986,-0.00398803589232305,0.6,2.7819004524886877,1.9499999999999993,1.0,0.9112994350282484,0.9166666666666666
