fold,evaluation_role,train_champion_rule,snapshot_date,code,variant,selection_source,ibd_entry_status,ibd_candidate_rule,current_vs_ibd_candidate_pct,review_reason
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,DOCN,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling_pullback,3.58,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,NYAX,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,pivot,2.67,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,BTU,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,2.22,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,LMND,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,3.82,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,STX,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,0.87,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,CASY,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,pivot,3.51,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,DELL,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,2.75,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,NEM,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,pivot,4.08,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,PFIS,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,0.36,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,CLST,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,three_weeks_tight,2.05,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,ECO,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,3.44,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,FBNC,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,0.29,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,INVA,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,1.01,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,MRVL,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,4.29,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,PFIS,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,1.39,weekend_actionable
1,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,TDW,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,1.81,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,DOCN,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ceiling_pullback,3.58,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,EQIX,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,1.1,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,KR,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,1.0,unconfirmed_near_buy_point|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,MU,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,2.04,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,NFG,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,3.58,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,NYAX,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,pivot,2.67,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,SNDK,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,1.74,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,WLK,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling_pullback,4.27,unconfirmed_near_buy_point|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,BTU,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,2.22,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,CIEN,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,4.92,unconfirmed_near_buy_point|volume|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,LMND,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,3.82,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,MTZ,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,0.19,unconfirmed_near_buy_point|volume|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,STX,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,0.87,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,WDC,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,3.28,unconfirmed_near_buy_point|volume|eps|supply_contraction
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,CASY,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,pivot,3.51,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,DELL,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,2.75,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,EQIX,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,0.38,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,GEV,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,0.09,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,NEM,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,pivot,4.08,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,NFG,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,2.5,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,PFIS,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,0.36,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,TIGO,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,2.43,unconfirmed_near_buy_point|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,AD,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,1.48,unconfirmed_near_buy_point|volume|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,AROW,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,1.49,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,BBT,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,0.97,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,BMY,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,0.24,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,BTSG,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,1.01,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,BVFL,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,0.36,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,CLST,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,three_weeks_tight,2.05,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,D,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,2.05,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,ECO,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,3.44,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,ELA,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,0.86,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,EQIX,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,1.73,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,FBNC,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,0.29,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,FN,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,0.07,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,GEV,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,0.47,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,HG,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,0.76,unconfirmed_near_buy_point|eps|rs_near_high|supply_contraction
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,INSW,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,2.74,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,INVA,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,1.01,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,MRVL,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,4.29,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,MSGS,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,0.5,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,NVT,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,0.56,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,PAHC,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling_pullback,1.09,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,PFIS,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,1.39,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,ROST,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,pivot,1.68,unconfirmed_near_buy_point|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,RSI,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,0.58,unconfirmed_near_buy_point|eps|rs_near_high
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,STX,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,0.9,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,TCBI,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,1.44,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,TDW,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,1.81,weekend_actionable
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,TKO,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ceiling,0.99,unconfirmed_near_buy_point|volume
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,TMP,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,3.5,unconfirmed_near_buy_point|eps
1,PRIMARY_R1,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,XPO,R1_NEAR_BUY_POINT_PLUS_EVIDENCE,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,0.32,unconfirmed_near_buy_point|supply_contraction
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,DOCN,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ceiling_pullback,3.58,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-13,NYAX,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,pivot,2.67,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,BTU,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,2.22,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,CIEN,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,SUPPLEMENTAL,UNCONFIRMED,pivot,4.92,unconfirmed_near_buy_point|volume|eps
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,LMND,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,3.82,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,MTZ,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,SUPPLEMENTAL,UNCONFIRMED,pivot,0.19,unconfirmed_near_buy_point|volume|eps|rs_near_high
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,STX,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,0.87,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-20,WDC,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,3.28,unconfirmed_near_buy_point|volume|eps|supply_contraction
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,CASY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,pivot,3.51,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,DELL,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,2.75,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,NEM,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,pivot,4.08,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-03-27,PFIS,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,0.36,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,AD,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,SUPPLEMENTAL,UNCONFIRMED,ma10_touch_confirm,1.48,unconfirmed_near_buy_point|volume|eps
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,CLST,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,three_weeks_tight,2.05,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,ECO,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,3.44,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,FBNC,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,0.29,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,HG,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,SUPPLEMENTAL,UNCONFIRMED,pivot,0.76,unconfirmed_near_buy_point|eps|rs_near_high|supply_contraction
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,INVA,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,1.01,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,MRVL,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,4.29,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,PFIS,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,1.39,weekend_actionable
1,TRAIN_CHAMPION,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-02,TDW,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,1.81,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-10,BVFL,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,pivot,0.6,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-10,BWFG,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,pivot,3.28,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-10,DBD,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,pivot,0.43,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-10,FRAF,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,2.35,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-10,HLIO,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,0.64,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-10,NHC,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,three_weeks_tight,1.96,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-10,PFIS,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,pivot,2.1,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-10,SMTC,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ma10_touch_confirm,2.22,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-10,SPIR,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,1.22,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-17,ALB,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,3.26,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-17,AMLX,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,ceiling,4.97,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-17,CASS,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,pivot,2.58,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-17,CPF,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,pivot,0.4,weekend_actionable
2,B0_ACTIONABLE_ONLY,CORE_NEAR5_UB_E2_GA_NO_RS_NEAR_HIGH,2026-04-17,CVEO,B0_ACTIONABLE_ONLY,ACTIONABLE_BASELINE,ACTIONABLE,pivot,1.68,weekend_actionable
