snapshot_date,code,ibd_entry_status,ibd_candidate_rule,ibd_candidate_price,current_vs_ibd_candidate_pct,review_opportunity_1w,opportunity_type_1w,opportunity_delay_sessions,opportunity_anchor_date,opportunity_anchor_price,forward_1w_return_pct,mfe_1w_pct,mae_1w_pct,big_winner_any_1w,big_loser_any_1w,opp_forward_1w_return_pct,opp_mfe_1w_pct,opp_mae_1w_pct,opp_big_winner_any_1w,opp_big_loser_any_1w,forward_2w_return_pct,mfe_2w_pct,mae_2w_pct,big_winner_any_2w,big_loser_any_2w,opp_forward_2w_return_pct,opp_mfe_2w_pct,opp_mae_2w_pct,opp_big_winner_any_2w,opp_big_loser_any_2w,forward_3w_return_pct,mfe_3w_pct,mae_3w_pct,big_winner_any_3w,big_loser_any_3w,opp_forward_3w_return_pct,opp_mfe_3w_pct,opp_mae_3w_pct,opp_big_winner_any_3w,opp_big_loser_any_3w,forward_4w_return_pct,mfe_4w_pct,mae_4w_pct,big_winner_any_4w,big_loser_any_4w,opp_forward_4w_return_pct,opp_mfe_4w_pct,opp_mae_4w_pct,opp_big_winner_any_4w,opp_big_loser_any_4w
2026-01-09,AMZN,UNCONFIRMED,ceiling,241.77,2.32,True,UNCONFIRMED_TO_ZONE,1,2026-01-12,246.47000122070312,-3.0843435099618732,0.8957187014697832,-4.259714947039517,False,True,-6.276626422722497,0.4828183695835042,-6.950137865854645,False,True,-3.368053217076361,0.8957187014697832,-8.045228058386,False,True,-0.7262581799230783,0.4828183695835042,-7.9482274681975,False,False,-1.527981631319375,0.8957187014697832,-8.045228058386,False,True,-3.1849742624402766,0.5315038552788032,-7.9482274681975,False,True,-15.405502032598385,0.8957187014697832,-18.814087858294435,False,True,-16.0303462129886,0.5315038552788032,-18.728447045681275,False,True
2026-01-09,ASML,EXTENDED,ma10_touch_confirm,1172.77,8.62,False,,,,,8.161225014198736,9.498744562980011,-0.5127193904862049,True,False,,,,False,False,12.522483771061466,13.047934408615113,-0.5127193904862049,True,False,,,,False,False,14.754864211045593,18.901956180408174,-0.5127193904862049,True,False,,,,False,False,13.807455340534624,18.901956180408174,-0.5127193904862049,False,False,,,,False,False
2026-01-09,AU,UNCONFIRMED,pivot,88.28,4.5,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,AZN,UNCONFIRMED,pivot,94.02,0.67,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,BTU,UNCONFIRMED,ceiling,32.51,3.97,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,CASY,UNCONFIRMED,ceiling_pullback,569.73,4.22,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,CAT,UNCONFIRMED,pivot,607.0,1.75,True,UNCONFIRMED_TO_ZONE,1,2026-01-12,629.77001953125,5.245259733798746,6.675338262750752,-0.2749536116942841,False,False,-0.12226995686824838,4.114196030451955,-1.0638823696336286,True,False,3.460499089114988,6.691613641766492,-0.2749536116942841,False,False,1.4513160883848242,4.130080657854229,-1.6688647346927987,False,False,12.407052094916349,12.483523537137353,-0.2749536116942841,False,False,11.61058685702634,12.744336388919253,-1.6688647346927987,True,False,20.738626151465688,20.963144955337533,-0.2749536116942841,True,False,17.87953889417406,19.4086693043483,-1.6688647346927987,True,False
2026-01-09,CHRW,UNCONFIRMED,pivot,167.1,2.2,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,CVNA,UNCONFIRMED,ceiling_pullback,440.78,5.06,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,EXPE,UNCONFIRMED,pivot,292.42,1.34,True,UNCONFIRMED_TO_ZONE,2,2026-01-13,299.9700012207031,-2.7857383598404173,2.397026325885654,-4.033683381582421,False,True,-9.47094827699344,-0.150019070307017,-11.654495887192496,False,True,-8.111705074993768,2.397026325885654,-9.639248885480933,False,True,-11.404470885709706,-0.150019070307017,-11.654495887192496,False,True,-5.663524761558003,2.397026325885654,-10.542830590708895,False,True,-21.165451623427924,-0.150019070307017,-26.01593766954846,False,True,-19.377387502589695,2.397026325885654,-24.32828914364833,False,True,-22.125544170117106,-0.150019070307017,-26.01593766954846,False,True
2026-01-09,FCX,EXTENDED,ceiling,53.21,6.24,False,,,,,1.662336077008919,5.125539540212398,-1.0216452858664793,False,False,,,,False,False,5.922074751420459,10.09524126589556,-1.0216452858664793,False,False,,,,False,False,5.212118305685198,20.242428469967532,-1.0216452858664793,True,False,,,,False,False,10.147187204071972,20.242428469967532,-1.0216452858664793,False,False,,,,False,False
2026-01-09,FTAI,EXTENDED,ma10_touch_confirm,210.62,16.67,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,GH,ACTIONABLE,ma10_touch_confirm,105.01,4.91,True,CURRENT_ACTIONABLE,0,2026-01-09,110.17,-0.7610624870367788,2.247788420820651,-8.141590219683348,False,True,1.788145039165312,4.874286026620078,-5.781970543925019,True,False,1.5398211183801136,6.849555631654458,-8.141590219683348,False,True,4.148132761885748,9.594261472060928,-5.781970543925019,True,False,1.681417279538855,6.849555631654458,-8.141590219683348,False,True,4.293366184876923,9.594261472060928,-5.781970543925019,True,False,-6.778764302751661,6.849555631654458,-13.699118014985478,False,True,-4.384136935744188,9.594261472060928,-11.482257744334756,True,True
2026-01-09,GMED,ACTIONABLE,ceiling,93.67,0.85,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,GOOG,UNCONFIRMED,pivot,323.62,1.71,True,UNCONFIRMED_TO_ZONE,1,2026-01-12,332.7300109863281,1.176109138710757,4.502300829106054,-0.30321293549004924,False,False,-3.1767520137079175,2.5456078324870957,-3.558439559687665,False,True,2.1715149580063153,4.502300829106054,-2.131697229732965,False,False,0.6822315206683083,2.5456078324870957,-3.9641757598920746,False,False,5.635526461404106,5.716694807020484,-2.131697229732965,False,False,2.3953358451427986,5.23547090282519,-3.9641757598920746,True,False,-0.64318716799866,7.24348970795845,-5.996933100234491,False,False,-4.237671877483573,5.23547090282519,-7.75703925296185,False,False
2026-01-09,GSK,UNCONFIRMED,three_weeks_tight,49.63,1.53,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,HEI,EXTENDED,ma10_touch_confirm,334.19,5.8,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,HLT,UNCONFIRMED,three_weeks_tight,294.92,1.84,True,UNCONFIRMED_TO_ZONE,1,2026-01-12,300.3999938964844,0.9292873242190858,2.75094356428498,-1.0265692755095146,False,False,-3.468702770262677,1.9573918116785105,-4.231022541051677,False,True,-0.3220583394804244,2.75094356428498,-3.4856362717731293,False,False,-1.4081160301912754,1.9573918116785105,-4.231022541051677,False,True,1.6270820994350066,2.75094356428498,-3.4856362717731293,False,False,1.3981399109077586,1.9573918116785105,-4.231022541051677,False,False,5.350916842974418,5.662911179285146,-3.4856362717731293,False,False,7.756331153114426,8.215710112259789,-4.231022541051677,True,False
2026-01-09,HUT,UNCONFIRMED,pivot,54.84,9.48,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,HWM,UNCONFIRMED,ma10_touch_confirm,212.52,2.71,True,UNCONFIRMED_TO_ZONE,1,2026-01-12,220.14999389648438,3.084889812324443,3.9924785977581534,-1.0451039333626788,False,False,0.09539255947739189,3.0524648680494204,-1.9395817088596612,True,False,-1.2697122414570439,3.9924785977581534,-1.9985334328763704,False,False,-2.0985669976261057,3.0524648680494204,-2.8843929233595023,False,True,-5.019250442075429,3.9924785977581534,-6.238540695768879,False,True,-3.025204900278977,3.0524648680494204,-7.086073712117269,False,True,3.2040658768970554,3.9924785977581534,-6.238540695768879,False,False,1.9623018142121973,3.343175477811866,-7.086073712117269,False,False
2026-01-09,IBM,UNCONFIRMED,ceiling,291.52,4.36,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,LDOS,UNCONFIRMED,ceiling,196.58,0.9,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,LGND,UNCONFIRMED,pivot,202.5,2.05,True,UNCONFIRMED_TO_ZONE,1,2026-01-12,206.80999755859375,-7.145609460184565,1.1789033114699032,-15.364260807072583,False,True,-4.9562400855867494,-3.607171579296864,-14.950920426458115,False,True,-4.619384931759107,1.1789033114699032,-15.364260807072583,False,True,-5.473619360312831,0.12088390452651421,-14.950920426458115,False,True,-4.758932874546651,1.1789033114699032,-15.364260807072583,False,True,-3.853779466558449,0.12088390452651421,-14.950920426458115,False,True,-10.051974743628566,1.1789033114699032,-15.364260807072583,False,True,-9.569166635924297,0.12088390452651421,-14.950920426458115,False,True
2026-01-09,LSCC,UNCONFIRMED,pivot,81.23,4.39,True,UNCONFIRMED_TO_ZONE,1,2026-01-12,83.0999984741211,-0.6565541893319482,7.341532496513392,-2.72173674425662,False,False,0.15644390517406404,8.206979326176643,-2.527074022480369,True,False,-0.34617798466488603,7.341532496513392,-3.3066691584924146,False,False,2.2382679235918523,8.206979326176643,-2.527074022480369,True,False,-1.0266121707290465,7.341532496513392,-5.574786147889677,False,False,-1.9975885237011104,8.206979326176643,-4.81347782605035,True,False,4.500423091246453,7.341532496513392,-6.064216790297106,False,False,9.446448397427742,10.060169390923669,-5.306854529110727,True,False
2026-01-09,NTRA,UNCONFIRMED,ma10_touch_confirm,233.66,0.28,True,UNCONFIRMED_TO_ZONE,1,2026-01-12,235.4499969482422,-2.01271186440678,3.1652547545352183,-4.1864427469544445,False,False,-0.2548272892347714,3.2193679886608706,-3.7332739010674465,False,False,2.283898046461208,5.932203389830515,-4.1864427469544445,False,False,2.0768738386194974,6.1796573541499145,-3.7332739010674465,True,False,-2.0762686002052444,5.932203389830515,-4.1864427469544445,False,False,-3.300065565160737,6.1796573541499145,-4.773833246999715,False,True,-10.771185664807337,5.932203389830515,-17.78813378285553,False,True,-10.108304676253466,6.1796573541499145,-17.596089705997574,False,True
2026-01-09,NU,ACTIONABLE,ma10_touch_confirm,17.11,2.05,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,NUTX,UNCONFIRMED,ceiling,182.0,2.3,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,ROST,UNCONFIRMED,three_weeks_tight,185.85,3.01,True,UNCONFIRMED_TO_ZONE,1,2026-01-12,192.25999450683594,0.7120422043725538,2.0523550622750353,-1.078532753190442,False,False,-1.3367274206066315,1.383545062992697,-1.7424274110272364,False,False,-1.795807683655104,2.0523550622750353,-2.554976378435869,False,False,-3.256004725732664,1.383545062992697,-3.9113644172108275,False,True,-0.46596826683164005,2.0523550622750353,-3.3036636432428046,False,False,-0.5929467503484775,1.383545062992697,-3.937372454861132,False,False,1.8324607329842868,2.0523550622750353,-3.3036636432428046,False,False,0.03641284001818512,1.383545062992697,-3.937372454861132,False,False
2026-01-09,SMTC,UNCONFIRMED,ceiling,75.75,2.69,True,UNCONFIRMED_TO_ZONE,2,2026-01-13,75.9800033569336,1.9989434833844522,7.035768555637434,-6.825358204784626,False,False,5.514602035917604,6.277963190733549,-6.751782911502547,True,False,6.746445543993174,10.205157867963521,-6.825358204784626,True,False,7.357194118076471,10.292181296818281,-6.751782911502547,True,False,15.412941977371686,16.596531555281757,-6.825358204784626,True,False,7.765192992645442,18.570666435314685,-6.751782911502547,True,False,16.714885496374677,21.436079992254207,-6.825358204784626,True,False,16.517497851910832,21.742558453781456,-6.751782911502547,True,False
2026-01-09,SNDK,EXTENDED,pivot,284.76,32.54,False,,,,,10.602453075663787,15.522632190679332,0.0,True,False,,,,False,False,25.892447591035573,36.240605197429886,0.0,True,False,,,,False,False,77.88592348662084,80.94766966135583,0.0,True,False,,,,False,False,56.00182434680412,93.86581748094069,0.0,True,False,,,,False,False
2026-01-09,SOLV,UNCONFIRMED,ceiling,85.92,0.26,False,,,,,-7.581391445426055,0.16278998796330768,-7.639534528865366,False,True,,,,False,False,-8.127904492755267,0.16278998796330768,-8.651165629542145,False,True,,,,False,False,-10.56976318359375,0.16278998796330768,-12.104655421057409,False,True,,,,False,False,-9.2209305874137,0.16278998796330768,-12.59302538494731,False,True,,,,False,False
2026-01-09,STX,UNCONFIRMED,ma10_touch_confirm,301.21,0.93,True,UNCONFIRMED_TO_ZONE,3,2026-01-14,312.2799987792969,8.994024137955648,11.930771356238257,-0.40760456738979656,True,False,10.967721318651002,12.09491134921059,1.5114644675142896,True,False,19.705326072438332,23.77468318550866,-0.40760456738979656,True,False,43.003077068612086,46.61201425886643,1.5114644675142896,True,False,44.64936545337941,52.96515320984645,-0.40760456738979656,True,False,29.83540854103246,47.11477054500575,1.5114644675142896,True,False,41.99325230250648,53.48969543597488,-0.40760456738979656,True,False,38.071607247719605,47.25246513878765,1.5114644675142896,True,False
2026-01-09,TROW,ACTIONABLE,ceiling,106.28,0.97,True,CURRENT_ACTIONABLE,0,2026-01-09,107.31,-1.3707542282122342,0.13892889152820054,-4.992126821070098,False,False,-0.7641432636571355,0.7548250364197484,-4.407788807143154,False,False,-1.7412289168817874,0.1852338112263041,-4.992126821070098,False,False,-1.1368965260547759,0.8014147506712366,-4.407788807143154,False,False,-1.2225615262576373,0.1852338112263041,-4.992126821070098,False,False,-0.6150391148272205,0.8014147506712366,-4.407788807143154,False,False,-11.2623909647393,0.1852338112263041,-15.069004435040412,False,True,-10.716617688385288,0.8014147506712366,-14.546643417908689,False,True
2026-01-09,UAL,UNCONFIRMED,ceiling_pullback,113.99,2.92,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,URBN,UNCONFIRMED,ceiling,80.23,1.66,False,,,,,-7.0625984863877616,1.4178672128208003,-8.386843356472228,False,True,,,,False,False,-7.771542297980504,1.4178672128208003,-10.460138404723851,False,True,,,,False,False,-2.8892504018035448,1.4178672128208003,-10.460138404723851,False,True,,,,False,False,-4.788659348258273,1.4178672128208003,-10.460138404723851,False,True,,,,False,False
2026-01-09,VALE,ACTIONABLE,ceiling,13.69,2.05,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,W,UNCONFIRMED,pivot,114.67,1.1,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-09,WDC,EXTENDED,ma10_touch_confirm,187.77,6.76,False,,,,,14.47544935753795,19.111108903120954,0.0,True,False,,,,False,False,24.470287391997747,29.426357850855943,0.0,True,False,,,,False,False,39.65375244771479,47.50388290838985,0.0,True,False,,,,False,False,47.798444565568474,53.229974160206716,0.0,True,False,,,,False,False
2026-01-09,WES,UNCONFIRMED,pivot,40.57,1.65,True,UNCONFIRMED_TO_ZONE,1,2026-01-12,41.380001068115234,0.9951452422809481,3.883491370127201,0.0,False,False,-1.7158116985091287,3.4316049596225584,-3.3591091197904377,False,False,-1.4077714085297233,3.883491370127201,-2.93689092734456,False,False,-0.9908164253964458,3.4316049596225584,-3.3591091197904377,False,False,-2.621363619066186,3.883491370127201,-4.077670568120451,False,False,-2.6099608583308287,3.4316049596225584,-4.4949264435489855,False,False,0.21844696825552568,3.883491370127201,-4.077670568120451,False,False,0.7733196872022008,3.4316049596225584,-4.4949264435489855,False,False
2026-01-16,ASTS,EXTENDED,ceiling,102.79,12.63,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,BIDU,ACTIONABLE,ceiling,145.2,2.98,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,BKR,ACTIONABLE,ceiling,50.69,2.09,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,BTU,ACTIONABLE,ma10_touch_confirm,35.18,3.35,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,CAH,UNCONFIRMED,pivot,208.55,1.87,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,FE,ACTIONABLE,three_weeks_tight,45.42,4.23,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,FN,UNCONFIRMED,pivot,484.8,1.99,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,IBKR,ACTIONABLE,pivot,73.18,0.25,True,CURRENT_ACTIONABLE,0,2026-01-16,73.36,4.652775658501529,9.444448682996963,-1.6805542839897991,True,True,2.7126478654867725,7.4154894380559,-3.5032702896301227,True,True,4.541662004258895,9.444448682996963,-1.6805542839897991,True,True,2.603594115412222,7.4154894380559,-3.5032702896301227,True,True,8.916664123535156,9.444448682996963,-4.152774810791016,True,True,6.897489325170825,7.4154894380559,-5.929659029129675,True,True,1.7916679382324219,9.972222646077466,-4.152774810791016,True,True,-0.09541859933568375,7.933479151002976,-5.929659029129675,True,True
2026-01-16,JNJ,UNCONFIRMED,pivot,212.27,3.01,True,UNCONFIRMED_TO_ZONE,1,2026-01-20,218.2100067138672,2.026813408953698,2.3400441829424024,-3.035605716089096,True,True,2.8550458438454163,3.340815298031674,-3.5332965843207664,True,True,6.292322950177853,6.495004993951725,-3.035605716089096,True,False,6.8237014488401915,7.786072916744602,-3.5332965843207664,True,True,9.926760060475658,10.986229907339528,-3.035605716089096,True,False,9.229640607663537,10.4165689144331,-3.5332965843207664,True,True,12.087155528033966,13.47828562311233,-3.035605716089096,True,True,12.272580521209896,12.89583361158484,-3.5332965843207664,True,True
2026-01-16,MNST,UNCONFIRMED,ma10_touch_confirm,77.74,0.55,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,MRNA,EXTENDED,ceiling,35.59,17.53,False,,,,,16.69301319991927,34.22492586732997,-1.0334327952840061,True,False,,,,False,False,3.4650437375332466,34.22492586732997,-1.0334327952840061,True,True,,,,False,False,2.006080882527539,34.22492586732997,-3.951367781155013,True,True,,,,False,False,6.820669435077886,34.22492586732997,-10.869303880129177,True,True,,,,False,False
2026-01-16,RTX,UNCONFIRMED,three_weeks_tight,196.7,2.65,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,SANM,UNCONFIRMED,pivot,177.0,0.25,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,SCHW,UNCONFIRMED,pivot,102.28,1.51,True,UNCONFIRMED_TO_ZONE,3,2026-01-22,104.05000305175781,0.6157803712698584,3.420975548352967,-2.5608397807721617,True,True,-0.5574260586673652,0.8938013242663523,-2.7006296065080315,True,True,2.7954263303677784,3.420975548352967,-2.5608397807721617,True,True,-1.9702095066139291,1.6049957904514356,-2.7006296065080315,True,True,4.789367259121113,4.848010167952577,-2.5608397807721617,True,True,-8.620856278342593,3.315710569009833,-10.812109245594048,True,True,-9.02159705580383,5.072820413697987,-9.783984699152338,False,True,-9.629989407570383,3.315710569009833,-11.292647434287117,True,True
2026-01-16,SHEL,ACTIONABLE,ceiling,71.98,3.15,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,SN,UNCONFIRMED,ceiling,121.05,4.96,True,UNCONFIRMED_TO_ZONE,1,2026-01-20,122.77999877929688,-1.4791704474575562,0.9674574937435843,-2.94955065141439,False,True,-0.11402458954254957,2.809907649403276,-1.6696493262296275,True,True,-4.461503034037029,0.9674574937435843,-7.052050624726447,False,True,-2.7284561878379576,2.809907649403276,-5.318454833213404,True,True,-4.413525750807878,0.9674574937435843,-9.98241036284917,False,True,-3.371884208184661,2.809907649403276,-8.303469454459133,True,True,5.101141176129698,7.132010730075167,-9.98241036284917,True,True,4.031605006394079,9.130157049453747,-8.303469454459133,True,True
2026-01-16,STX,UNCONFIRMED,pivot,304.63,7.09,False,,,,,10.929136932364901,14.70014936124635,-0.2941210929675475,True,False,,,,False,False,34.044405491595775,41.750521743928616,-0.2941210929675475,True,False,,,,False,False,31.583025124587394,42.236607186724996,-0.2941210929675475,True,False,,,,False,False,28.77798539192589,42.36973597980902,-0.2941210929675475,True,False,,,,False,False
2026-01-16,TKO,UNCONFIRMED,ceiling,202.57,0.35,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,WELL,UNCONFIRMED,pivot,188.07,1.76,False,,,,,-3.9089487085922747,0.5703800644047075,-5.018320926418463,False,True,,,,False,False,-1.920467457100128,0.5703800644047075,-5.018320926418463,False,True,,,,False,False,3.218207064395928,4.055468211655611,-5.0392488619786295,True,True,,,,False,False,12.757712634931684,13.254832947804719,-5.0392488619786295,True,False,,,,False,False
2026-01-16,WMT,ACTIONABLE,pivot,116.71,2.56,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-16,WULF,UNCONFIRMED,ma10_touch_confirm,13.73,0.87,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-23,ALM,EXTENDED,pivot,9.58,16.08,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-23,BIDU,EXTENDED,pivot,151.08,6.86,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-23,BILI,UNCONFIRMED,ceiling,32.5,2.77,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-23,BKR,ACTIONABLE,ma10_touch_confirm,52.33,3.04,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-23,COHR,UNCONFIRMED,pivot,195.92,0.52,True,UNCONFIRMED_TO_ZONE,1,2026-01-26,197.75999450683594,8.100669449444409,20.83757598881664,-1.986954310545741,True,True,12.479777821655036,19.93325205497145,1.4360900463018078,True,True,15.9975515038552,23.03851717033576,-10.719377122979711,True,True,22.60316214030138,24.974717213567278,-11.387535214000744,True,True,10.673526125195764,25.917054938637563,-10.719377122979711,True,True,11.225734639805452,24.974717213567278,-11.387535214000744,True,True,26.80354643241456,29.916446701596765,-10.719377122979711,True,True,28.873385765361093,32.14502115251236,-11.387535214000744,True,True
2026-01-23,CVNA,UNCONFIRMED,ma10_touch_confirm,466.16,1.53,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-23,GH,UNCONFIRMED,pivot,112.43,2.06,True,UNCONFIRMED_TO_ZONE,1,2026-01-26,114.73999786376953,-0.09636496616832746,3.1449814190994463,-7.332459601136732,True,True,0.13944889758439327,1.9696724579982616,-7.808958733911464,True,True,-10.77529819302655,3.3727537649206774,-14.568554236105125,True,True,-8.19243655297911,2.8412081200324346,-15.007845164114764,True,True,-8.147177334596368,3.3727537649206774,-14.568554236105125,True,True,-6.649814707576551,2.8412081200324346,-15.007845164114764,True,True,-17.284277786418258,3.3727537649206774,-17.836180760572095,True,True,-16.85549651208199,2.8412081200324346,-18.25866945990017,True,True
2026-01-23,KO,UNCONFIRMED,ceiling,71.85,1.43,True,UNCONFIRMED_TO_ZONE,1,2026-01-26,72.55999755859375,2.67636142177734,2.7998914334863567,-0.8097776040936977,True,True,3.8175363363595727,4.327452446663638,-0.39967051445000124,True,True,8.468292776913188,8.701614445210248,-0.8097776040936977,True,True,7.455903864578661,9.15104687577546,-0.39967051445000124,True,True,7.987921556505362,10.362342833531546,-0.8097776040936977,True,True,9.647188858223643,10.818641631260494,-0.39967051445000124,True,True,10.568208734201146,10.966233594341146,-0.8097776040936977,True,True,11.24587091602367,11.755787026327713,-0.39967051445000124,True,True
2026-01-23,LMND,EXTENDED,pivot,85.2,9.45,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-23,MDT,ACTIONABLE,ceiling,97.94,3.0,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-23,MTB,ACTIONABLE,ceiling,213.68,0.07,True,CURRENT_ACTIONABLE,0,2026-01-23,213.82,3.6245438848239164,4.213821998974088,-0.21513735764197017,True,True,3.624547434392844,4.2138255687282244,-0.215133939597989,True,True,11.313247756996624,11.561119219508175,-0.21513735764197017,True,True,11.313251569935435,11.561123040937616,-0.215133939597989,True,True,6.963800804229936,11.776256577150157,-0.21513735764197017,True,True,6.963804468182211,11.776260405948925,-0.215133939597989,True,True,3.881763870853927,11.776256577150157,-0.21513735764197017,True,True,3.8817674292336957,11.776260405948925,-0.215133939597989,True,True
2026-01-23,NU,ACTIONABLE,pivot,17.56,2.73,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-23,PAC,UNCONFIRMED,pivot,273.4,1.21,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
2026-01-23,ROKU,UNCONFIRMED,ceiling,104.96,1.21,True,UNCONFIRMED_TO_ZONE,1,2026-01-26,107.0,-10.39156733576353,1.4118976187513121,-10.993976411928141,True,True,-10.11214924749927,0.4486012681622409,-11.626170505987155,True,True,-19.192394389723468,1.4118976187513121,-22.13855150225611,True,True,-17.271031174704287,0.4486012681622409,-22.69158764420268,True,True,-15.229669268182056,1.4118976187513121,-26.082454481978534,True,True,-17.21495155976197,0.4486012681622409,-26.607477776358056,True,True,-20.538403740184354,1.4118976187513121,-26.082454481978534,True,True,-18.056074481144123,0.4486012681622409,-26.607477776358056,True,True
2026-01-30,AAOI,ACTIONABLE,ceiling,43.05,1.3,False,,,,,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False,,,,False,False
