code,rows,symbol_found_count,symbol_found_rate,complete_1w_count,complete_1w_rate,complete_2w_count,complete_2w_rate,complete_3w_count,complete_3w_rate,complete_4w_count,complete_4w_rate
IOSP,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
IRM,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ITIC,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
ITRN,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ITT,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
IVT,6,6,1.0,6,1.0,6,1.0,6,1.0,6,1.0
IVZ,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
JAZZ,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
JBHT,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
JBL,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JCI,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
JHX,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
JLHL,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JMSB,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
JNJ,6,6,1.0,6,1.0,6,1.0,6,1.0,6,1.0
JOBY,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JPM,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
JXN,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
KALU,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,2,0.6666666666666666
KALV,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KARO,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
KELYA,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
KEN,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KEYS,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,2,0.6666666666666666
KFRC,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
KFY,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
KGS,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
KIM,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
KLAC,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
KLIC,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
KNSA,5,5,1.0,5,1.0,5,1.0,5,1.0,4,0.8
KNX,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KO,7,7,1.0,7,1.0,7,1.0,7,1.0,6,0.8571428571428571
KR,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KRG,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
KRP,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
KRT,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
KRYS,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
KYIV,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KYMR,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
LAMR,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
LARK,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
LASR,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LAUR,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
LBRT,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LBRX,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
LCNB,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
LDOS,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LEA,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LGND,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
LH,5,5,1.0,5,1.0,5,1.0,5,1.0,4,0.8
LIFE,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
LIN,5,5,1.0,5,1.0,5,1.0,4,0.8,4,0.8
LINC,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
LIND,5,5,1.0,5,1.0,5,1.0,4,0.8,4,0.8
LION,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LITE,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LIVN,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
LKNCY,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LLY,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
LLYVA,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
LMND,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LMT,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
LNT,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LOB,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LOCO,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
LPG,4,4,1.0,4,1.0,4,1.0,4,1.0,3,0.75
LPTH,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LQDA,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
LQDT,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,2,0.6666666666666666
LRCX,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
LSBK,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
LSCC,8,8,1.0,8,1.0,8,1.0,8,1.0,8,1.0
LSTR,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LTC,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
LTH,2,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5
LXFR,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
LYFT,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LYTS,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LYV,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
M,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MAC,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
MAMA,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MANE,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MANU,4,4,1.0,4,1.0,4,1.0,4,1.0,3,0.75
MAR,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MAS,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MATX,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
MBIN,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
MBWM,4,4,1.0,4,1.0,4,1.0,3,0.75,2,0.5
MBX,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
MCB,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MCBS,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
MCFT,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MCHB,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
MCHP,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MCRI,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
MCS,2,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5
MCY,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
MD,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
MDT,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MDU,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MDV,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MEC,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MET,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,2,0.6666666666666666
MIRM,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MITK,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
MKSI,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
MLI,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MMM,3,3,1.0,3,1.0,3,1.0,3,1.0,2,0.6666666666666666
MNPR,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,2,0.6666666666666666
MNSB,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
MNST,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MO,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
MOD,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
MOG-A,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
MOV,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
MP,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MPB,2,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5
MPC,8,8,1.0,8,1.0,8,1.0,8,1.0,8,1.0
MPLT,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MPTI,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MRAM,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MRCY,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MRK,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
MRNA,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
MRVL,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
MRX,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
MS,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
MSBI,6,6,1.0,6,1.0,6,1.0,6,1.0,5,0.8333333333333334
MSCI,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MSGE,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
MSGS,6,6,1.0,6,1.0,6,1.0,6,1.0,6,1.0
MSM,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
MTB,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
MTRN,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
MTSI,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
MTSR,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MTUS,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MTX,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MTZ,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MU,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
MUSA,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MVBF,2,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5
MXL,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MYE,4,4,1.0,4,1.0,4,1.0,4,1.0,3,0.75
MYFW,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
MYRG,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
NATL,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NAVN,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
NBBK,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NBIS,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
NBIX,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NBTB,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
NCSM,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NDSN,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
NEE,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NEM,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NEO,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
NESR,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
NET,5,5,1.0,5,1.0,5,1.0,4,0.8,3,0.6
NEU,2,2,1.0,2,1.0,2,1.0,1,0.5,0,0.0
NFG,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NGS,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
NGVT,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NHC,7,7,1.0,7,1.0,7,1.0,7,1.0,7,1.0
NIC,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
NJR,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
NKSH,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
NLY,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
NMIH,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
NMM,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
NNN,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
NOV,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NPKI,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NPO,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
NREF,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,2,0.6666666666666666
NRG,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NSA,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NSC,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
NTAP,2,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5
NTB,5,5,1.0,5,1.0,5,1.0,4,0.8,4,0.8
NTCT,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
NTRA,6,6,1.0,6,1.0,6,1.0,5,0.8333333333333334,5,0.8333333333333334
NTRS,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
NTST,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
NU,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NUE,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,1,0.3333333333333333
NUTX,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NUVL,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NVCT,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NVDA,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
NVEC,5,5,1.0,5,1.0,5,1.0,4,0.8,4,0.8
NVGS,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
NVMI,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NVRI,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
NVST,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NVT,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
NVTS,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NWBI,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
NWFL,4,4,1.0,4,1.0,4,1.0,4,1.0,3,0.75
NWPX,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
NXPI,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NXT,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NYAX,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
OBK,6,6,1.0,6,1.0,6,1.0,6,1.0,5,0.8333333333333334
OCC,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
OCS,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ODC,3,3,1.0,3,1.0,3,1.0,3,1.0,2,0.6666666666666666
ODFL,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
OFG,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
OGE,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
OHI,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
OII,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
OKLO,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ONB,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ONTO,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
OOMA,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
OPEN,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
OPLN,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
OPY,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
OR,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ORA,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ORKA,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
ORN,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ORRF,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
OSBC,6,6,1.0,6,1.0,6,1.0,6,1.0,5,0.8333333333333334
OSIS,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
OSS,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
OSW,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
OUST,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
OUT,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
OVBC,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
OVLY,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
OVV,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
OZK,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PAA,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
PAAS,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PAC,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PACS,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PAG,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PAGP,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PAHC,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PANW,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,2,0.6666666666666666
PARR,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PATH,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PBF,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PBFS,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
PBI,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PBT,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PCAR,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PCB,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0
PDFS,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
PDLB,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PEB,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PEBK,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
PEBO,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PECO,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
PENG,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PFBC,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PFG,8,8,1.0,8,1.0,8,1.0,8,1.0,8,1.0
PFGC,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PFIS,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0
PGC,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PH,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PHG,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PHIN,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PHVS,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
PINE,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PKBK,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
PKE,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PKG,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
PKOH,4,4,1.0,4,1.0,4,1.0,4,1.0,3,0.75
PL,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PLBC,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
PLD,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PLGO,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
PLOW,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PLPC,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
PLSE,4,4,1.0,4,1.0,4,1.0,4,1.0,3,0.75
PLTR,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PLXS,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PM,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PNRG,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PNTG,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PNW,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
POET,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PR,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PRA,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PRAX,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
PRI,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PRK,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
PRLB,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0
PRM,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PROV,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
PRSU,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
PSMT,3,3,1.0,3,1.0,3,1.0,3,1.0,2,0.6666666666666666
PSTL,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PSX,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PTGX,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,2,0.6666666666666666
PTRN,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
PUMP,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Q,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
QCOM,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
QCRH,5,5,1.0,5,1.0,5,1.0,5,1.0,4,0.8
QUIK,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
R,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RACC,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
RAPP,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,1,0.3333333333333333
RBB,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
RBC,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
RBCAA,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
RBKB,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RCKY,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
RCUS,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
RDN,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RDVT,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
RDWR,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
REG,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
REPX,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
REX,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RFIL,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
RGA,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
RGCO,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RHI,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
RHP,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
RIOT,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RKLB,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RL,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RLAY,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
RLYB,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
RMBI,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
RMBS,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RMIX,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RNG,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
RNGR,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RNR,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
RNST,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
ROAD,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ROIV,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
ROK,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
ROKU,7,7,1.0,7,1.0,7,1.0,6,0.8571428571428571,6,0.8571428571428571
ROST,11,11,1.0,11,1.0,11,1.0,11,1.0,10,0.9090909090909091
RPRX,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
RRBI,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RS,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
RSI,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
RTX,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RUSHA,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
RVMD,3,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,2,0.6666666666666666
RXO,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
SAFT,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
SAH,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SAIH,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0
SANM,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SATS,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SBFG,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
SBLK,4,4,1.0,4,1.0,4,1.0,4,1.0,3,0.75
SBRA,2,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
SBSI,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SCHL,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SCHW,4,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
SCI,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SDRL,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SEDG,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SEI,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SEIC,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
SENEA,4,4,1.0,4,1.0,4,1.0,3,0.75,3,0.75
SEPN,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5
SFNC,3,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
SGHC,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SHAZ,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SHBI,4,4,1.0,4,1.0,4,1.0,4,1.0,3,0.75
SHEL,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SHEN,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SHIP,2,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5
