variant,weeks,picks,avg_watchlist_size,median_watchlist_size,p95_watchlist_size,evaluable_picks_1w,opportunities_available_1w,opportunities_captured_1w,selection_coverage_1w,opportunity_recall_1w,non_actionable_opportunity_recall_1w,opportunities_per_review,big_winner_recall_1w,big_loser_inclusion_1w,winner_capture_lift_1w,loser_capture_lift_1w,median_return_1w_pct,median_mfe_1w_pct,median_mae_1w_pct,tradable_selection_coverage_1w,tradable_big_winner_recall_1w,tradable_big_loser_inclusion_1w,tradable_winner_capture_lift_1w,tradable_loser_capture_lift_1w,opp_severe_loser_exposure_1w,median_opp_return_1w_pct,median_opp_mfe_1w_pct,median_opp_mae_1w_pct,selection_coverage_2w,big_winner_recall_2w,big_loser_inclusion_2w,winner_capture_lift_2w,loser_capture_lift_2w,median_return_2w_pct,median_mfe_2w_pct,median_mae_2w_pct,tradable_selection_coverage_2w,tradable_big_winner_recall_2w,tradable_big_loser_inclusion_2w,tradable_winner_capture_lift_2w,tradable_loser_capture_lift_2w,opp_severe_loser_exposure_2w,median_opp_return_2w_pct,median_opp_mfe_2w_pct,median_opp_mae_2w_pct,selection_coverage_3w,big_winner_recall_3w,big_loser_inclusion_3w,winner_capture_lift_3w,loser_capture_lift_3w,median_return_3w_pct,median_mfe_3w_pct,median_mae_3w_pct,tradable_selection_coverage_3w,tradable_big_winner_recall_3w,tradable_big_loser_inclusion_3w,tradable_winner_capture_lift_3w,tradable_loser_capture_lift_3w,opp_severe_loser_exposure_3w,median_opp_return_3w_pct,median_opp_mfe_3w_pct,median_opp_mae_3w_pct,selection_coverage_4w,big_winner_recall_4w,big_loser_inclusion_4w,winner_capture_lift_4w,loser_capture_lift_4w,median_return_4w_pct,median_mfe_4w_pct,median_mae_4w_pct,tradable_selection_coverage_4w,tradable_big_winner_recall_4w,tradable_big_loser_inclusion_4w,tradable_winner_capture_lift_4w,tradable_loser_capture_lift_4w,opp_severe_loser_exposure_4w,median_opp_return_4w_pct,median_opp_mfe_4w_pct,median_opp_mae_4w_pct,big_winner_recall_mean_2_4w,snapshot_winner_capture_lift_mean_2_4w,snapshot_loser_capture_lift_mean_2_4w,tradable_big_winner_recall_mean_2_4w,tradable_winner_capture_lift_mean_2_4w,tradable_loser_capture_lift_mean_2_4w,opp_severe_loser_exposure_mean_2_4w,opportunity_recall_1w_delta_vs_b0,non_actionable_opportunity_recall_1w_delta_vs_b0,selection_coverage_1w_delta_vs_b0,big_winner_recall_mean_2_4w_delta_vs_b0,snapshot_winner_capture_lift_mean_2_4w_delta_vs_b0,snapshot_loser_capture_lift_mean_2_4w_delta_vs_b0,tradable_big_winner_recall_mean_2_4w_delta_vs_b0,tradable_winner_capture_lift_mean_2_4w_delta_vs_b0,tradable_loser_capture_lift_mean_2_4w_delta_vs_b0,opp_severe_loser_exposure_mean_2_4w_delta_vs_b0,avg_watchlist_size_delta_vs_b0,added_evaluable_reviews_vs_b0,incremental_opportunities_vs_b0,incremental_opportunities_per_added_review,attention_multiplier_vs_b0,rule_complexity,stability_blocks,opportunity_positive_rate,tradable_winner_lift_nonnegative_rate,tradable_loser_lift_nonworse_rate,incremental_efficiency_positive_rate,stability_floor,pareto
CORE_NEAR5_UB_E1_GA_ALL,42,1953,46.5,24.5,142.54999999999987,1443,1532,1325,0.7422839506172839,0.8648825065274152,0.794234592445328,0.9182259182259183,0.6396761133603239,0.6656976744186046,0.8617674042775259,0.896823478218827,0.22385575247678702,2.8356400969479667,-2.7120316833136537,0.8648825065274152,0.7982832618025751,0.8262548262548263,0.9229961940238076,0.9553376557150142,0.08754716981132075,0.5846550926366545,3.0795257898714956,-2.5459685228951257,0.7422839506172839,0.6188524590163934,0.6468172484599589,0.8337139156811287,0.871387893975163,0.9885564039828099,4.398861094417739,-3.71496108340168,0.8652714192282538,0.799163179916318,0.8243626062322946,0.9235982631081256,0.95272140962145,0.1655328798185941,1.1412762369195306,4.725103436495526,-3.4142522057913682,0.7466442953020134,0.6277056277056277,0.6389413988657845,0.8407023687922565,0.85575072746968,1.5988509184788668,5.7550164828552575,-4.1864427469544445,0.8657243816254417,0.7743362831858407,0.8010204081632653,0.8944374209860935,0.9252603082049146,0.20408163265306123,1.6775011000499163,6.000394339131221,-3.951401050788095,0.7468805704099821,0.64,0.6545768566493955,0.8568973747016707,0.876414359380217,2.292091451526379,7.043103730513889,-4.595704580799154,0.8609865470852018,0.7818181818181819,0.8186046511627907,0.9080492424242425,0.9507751937984495,0.2526041666666667,2.3306640867024164,7.252084985418672,-4.374786354015087,0.628852695574007,0.8437712197250186,0.8678509936083533,0.7851058816401135,0.9086949755061539,0.9429189705416047,0.20740622637944064,0.5215404699738904,0.794234592445328,0.4717078189300411,0.41611162365260723,0.06387316680201904,0.07092574769841697,0.49659370017425336,0.07217269366070334,0.054708524139798986,0.00924975990388549,29.047619047619047,917.0,799.0,0.871319520174482,2.6643929058663027,0,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,True
CORE_NEAR5_UB_E1_GA_NO_EPS,42,1862,44.333333333333336,20.5,142.19999999999985,1385,1532,1283,0.7124485596707819,0.837467362924282,0.7524850894632207,0.9263537906137184,0.5870445344129555,0.6104651162790697,0.8239816425261989,0.8568550079758206,0.21540611838832824,2.782017588504382,-2.7120316833136537,0.837467362924282,0.759656652360515,0.7760617760617761,0.9070880681343017,0.9266770389139836,0.08417770849571317,0.5524884870099056,3.0524648680494204,-2.5459685228951257,0.7124485596707819,0.5655737704918032,0.5975359342915811,0.7938450612534769,0.8387074774460893,0.9772670212037537,4.326200868612307,-3.6800137408679823,0.8378024852844996,0.7489539748953975,0.7677053824362606,0.8939505289735072,0.9163321855933197,0.1592505854800937,1.1412762369195306,4.67743730133352,-3.404565405277171,0.7181208053691275,0.5714285714285714,0.5935727788279773,0.7957276368491322,0.8265639630408282,1.585647991008432,5.689848781222196,-4.147909108649378,0.8409893992932862,0.7256637168141593,0.7576530612244898,0.8628690414218785,0.9009067912879438,0.19831932773109243,1.7074909782165082,5.974147816063679,-3.9361303608004716,0.7189542483660131,0.5911111111111111,0.614853195164076,0.8221818181818182,0.8552048987282148,2.2089885257020603,6.97805562046444,-4.538368965817496,0.8378176382660688,0.7454545454545455,0.7813953488372093,0.8897575216932933,0.932655643839595,0.24710080285459413,2.279337023402195,7.206918360105452,-4.323619114075806,0.5760378176771619,0.8039181720948091,0.8401587797383775,0.7400240790547007,0.8821923640295597,0.9166315402402861,0.20155690535526008,0.49412532637075723,0.7524850894632207,0.4418724279835391,0.3632967457557621,0.024020119171809573,0.043233533828441195,0.4515118975888405,0.04567008218410917,0.02842109383848046,0.0034004388797049256,26.880952380952383,859.0,757.0,0.8812572759022119,2.5402455661664396,1,3,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,True
CORE_NEAR5_UB_E1_GA_NO_RS_NEAR_HIGH,42,1538,36.61904761904762,19.0,112.64999999999989,1130,1532,1051,0.581275720164609,0.6860313315926893,0.5218687872763419,0.9300884955752212,0.5222672064777328,0.5406976744186046,0.8984844684891262,0.9301913974068738,0.25875750718702406,2.930737422675511,-2.7782525392328337,0.6860313315926893,0.6738197424892703,0.6833976833976834,0.9821996626960631,0.9961610380259286,0.09419600380589914,0.5396730284378704,3.102293594805361,-2.6504772689548983,0.581275720164609,0.5163934426229508,0.5400410677618069,0.888379515450457,0.9290618015300467,0.9913945232185473,4.48223836618239,-3.7740713779251536,0.6873773708306082,0.6736401673640168,0.6997167138810199,0.9800150484296686,1.0179513373207225,0.17697431018078022,1.0625004768371582,4.774941493124851,-3.5810779880833032,0.5866890380313199,0.5281385281385281,0.5255198487712666,0.9002018001064712,0.8957383123003095,1.5930449362266952,5.760090882216695,-4.2737396980528475,0.6897526501766784,0.6548672566371682,0.6811224489795918,0.9494233280139273,0.9874879767480763,0.21721311475409835,1.4106431009622278,5.95163479977463,-4.126948530569024,0.5846702317290553,0.5333333333333333,0.538860103626943,0.9121951219512194,0.9216479211424239,2.2000385683564327,6.9660558829596875,-4.723367409948875,0.6831091180866966,0.6318181818181818,0.6883720930232559,0.9249154565347125,1.007704442522009,0.2702407002188184,2.05048692683506,7.161927144486269,-4.514925934692454,0.5259551013649374,0.9002588125027159,0.9154826783242601,0.6534418686064556,0.951451277659436,1.004381252196936,0.221476041717899,0.34268929503916445,0.5218687872763419,0.31069958847736623,0.3132140294435376,0.12036075957971637,0.11855743241432382,0.3649296871405954,0.11492899581398552,0.11617080579513028,0.02331957524234385,19.166666666666668,604.0,525.0,0.8692052980132451,2.098226466575716,1,3,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,True
CORE_NEAR5_UB_E1_GA_NO_SUPPLY_CONTRACTION,42,1925,45.833333333333336,24.0,142.4999999999999,1424,1532,1310,0.7325102880658436,0.8550913838120104,0.7793240556660039,0.9199438202247191,0.631578947368421,0.6482558139534884,0.8622117090479006,0.884978442644369,0.25875750718702406,2.82764216045418,-2.6985988403819325,0.8550913838120104,0.7811158798283262,0.8108108108108109,0.9134881892343479,0.9482153909634826,0.08702290076335878,0.5769035330483008,3.064609355532677,-2.525556517548649,0.7325102880658436,0.6065573770491803,0.6344969199178645,0.828053048443544,0.8661952333710172,0.983093585177286,4.38195433923717,-3.679992005209626,0.855461085676913,0.7824267782426778,0.8130311614730878,0.914625798113956,0.950401105422287,0.1651376146788991,1.147070886445578,4.707098125575893,-3.410245873746237,0.7365771812080537,0.6103896103896104,0.6294896030245747,0.8286838446291749,0.8546145863386025,1.5988509184788668,5.718301581851959,-4.16474156755593,0.8558303886925795,0.7610619469026548,0.7908163265306123,0.8892672624832837,0.9240339405787088,0.20478943022295623,1.6775011000499163,5.9847987869736885,-3.937372454861132,0.7361853832442068,0.6266666666666667,0.6459412780656304,0.8512348668280872,0.8774166028930234,2.3051916491105606,7.027635881629735,-4.558010140034696,0.8505231689088192,0.7727272727272727,0.8093023255813954,0.9085317143313627,0.9515347202354191,0.2521968365553603,2.347004225721294,7.237256573156092,-4.349664102607987,0.6145378847018191,0.835990586633602,0.866075474200881,0.7720719992908686,0.9041415916428676,0.9419899220788049,0.2073746271524052,0.5117493472584856,0.7793240556660039,0.4619341563786008,0.40179681278041934,0.05609253371060252,0.06915022829094475,0.4835598178250084,0.06761930979741704,0.053779475676999255,0.009218160676850051,28.380952380952383,898.0,784.0,0.8730512249443207,2.626193724420191,1,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,True
CORE_NEAR5_UB_E1_GA_NO_VOLUME,42,1947,46.357142857142854,24.5,142.4999999999999,1442,1532,1324,0.7417695473251029,0.8642297650130548,0.7932405566600398,0.9181692094313454,0.6396761133603239,0.6656976744186046,0.8623650238366641,0.8974454085088539,0.22720923007431004,2.82764216045418,-2.7119081694654157,0.8642297650130548,0.7982832618025751,0.8223938223938224,0.9236933210585688,0.9515916434345437,0.08685800604229607,0.5888885072863337,3.078633490571636,-2.5443590454421017,0.7417695473251029,0.6188524590163934,0.6447638603696099,0.8342920806711989,0.8692239560045225,0.9894375804370137,4.395134706612591,-3.7066738496672356,0.8646173969914978,0.7949790794979079,0.8215297450424929,0.9194576494344184,0.9501656430937757,0.1649016641452345,1.134145445978063,4.724265782547265,-3.4125124914149705,0.7460850111856824,0.6233766233766234,0.6370510396975425,0.8355302868046496,0.853858514976916,1.595947927352781,5.752723983514596,-4.185736449480842,0.8650176678445229,0.7699115044247787,0.798469387755102,0.890052923824397,0.9230671435240763,0.2034313725490196,1.6611929280326843,5.99547856898659,-3.9454517284500055,0.7462863933452168,0.6355555555555555,0.6528497409326425,0.851624203821656,0.8747978614567176,2.2797648314296315,7.041137792584418,-4.593771464556562,0.8602391629297459,0.7772727272727272,0.8162790697674419,0.903554221625464,0.9488978239346979,0.2519548218940052,2.323109394343237,7.242996131023438,-4.374398568652039,0.6259282126495241,0.8404821904325015,0.8659601108127187,0.7807211037318047,0.9043549316280931,0.9407102035175167,0.20676261952941977,0.52088772845953,0.7932405566600398,0.4711934156378601,0.41318714072812435,0.06058413750950198,0.06903486490278243,0.49220892226594454,0.06783264978264258,0.05249975711571098,0.008606153053864612,28.9047619047619,916.0,798.0,0.87117903930131,2.656207366984993,1,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,True
CORE_NEAR3_UB_E1_GA_ALL,42,1953,46.5,24.5,142.54999999999987,1443,1532,1325,0.7422839506172839,0.8648825065274152,0.794234592445328,0.9182259182259183,0.6396761133603239,0.6656976744186046,0.8617674042775259,0.896823478218827,0.22385575247678702,2.8356400969479667,-2.7120316833136537,0.8648825065274152,0.7982832618025751,0.8262548262548263,0.9229961940238076,0.9553376557150142,0.08754716981132075,0.5846550926366545,3.0795257898714956,-2.5459685228951257,0.7422839506172839,0.6188524590163934,0.6468172484599589,0.8337139156811287,0.871387893975163,0.9885564039828099,4.398861094417739,-3.71496108340168,0.8652714192282538,0.799163179916318,0.8243626062322946,0.9235982631081256,0.95272140962145,0.1655328798185941,1.1412762369195306,4.725103436495526,-3.4142522057913682,0.7466442953020134,0.6277056277056277,0.6389413988657845,0.8407023687922565,0.85575072746968,1.5988509184788668,5.7550164828552575,-4.1864427469544445,0.8657243816254417,0.7743362831858407,0.8010204081632653,0.8944374209860935,0.9252603082049146,0.20408163265306123,1.6775011000499163,6.000394339131221,-3.951401050788095,0.7468805704099821,0.64,0.6545768566493955,0.8568973747016707,0.876414359380217,2.292091451526379,7.043103730513889,-4.595704580799154,0.8609865470852018,0.7818181818181819,0.8186046511627907,0.9080492424242425,0.9507751937984495,0.2526041666666667,2.3306640867024164,7.252084985418672,-4.374786354015087,0.628852695574007,0.8437712197250186,0.8678509936083533,0.7851058816401135,0.9086949755061539,0.9429189705416047,0.20740622637944064,0.5215404699738904,0.794234592445328,0.4717078189300411,0.41611162365260723,0.06387316680201904,0.07092574769841697,0.49659370017425336,0.07217269366070334,0.054708524139798986,0.00924975990388549,29.047619047619047,917.0,799.0,0.871319520174482,2.6643929058663027,1,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,True
CORE_NEAR3_UB_E1_GA_NO_EPS,42,1862,44.333333333333336,20.5,142.19999999999985,1385,1532,1283,0.7124485596707819,0.837467362924282,0.7524850894632207,0.9263537906137184,0.5870445344129555,0.6104651162790697,0.8239816425261989,0.8568550079758206,0.21540611838832824,2.782017588504382,-2.7120316833136537,0.837467362924282,0.759656652360515,0.7760617760617761,0.9070880681343017,0.9266770389139836,0.08417770849571317,0.5524884870099056,3.0524648680494204,-2.5459685228951257,0.7124485596707819,0.5655737704918032,0.5975359342915811,0.7938450612534769,0.8387074774460893,0.9772670212037537,4.326200868612307,-3.6800137408679823,0.8378024852844996,0.7489539748953975,0.7677053824362606,0.8939505289735072,0.9163321855933197,0.1592505854800937,1.1412762369195306,4.67743730133352,-3.404565405277171,0.7181208053691275,0.5714285714285714,0.5935727788279773,0.7957276368491322,0.8265639630408282,1.585647991008432,5.689848781222196,-4.147909108649378,0.8409893992932862,0.7256637168141593,0.7576530612244898,0.8628690414218785,0.9009067912879438,0.19831932773109243,1.7074909782165082,5.974147816063679,-3.9361303608004716,0.7189542483660131,0.5911111111111111,0.614853195164076,0.8221818181818182,0.8552048987282148,2.2089885257020603,6.97805562046444,-4.538368965817496,0.8378176382660688,0.7454545454545455,0.7813953488372093,0.8897575216932933,0.932655643839595,0.24710080285459413,2.279337023402195,7.206918360105452,-4.323619114075806,0.5760378176771619,0.8039181720948091,0.8401587797383775,0.7400240790547007,0.8821923640295597,0.9166315402402861,0.20155690535526008,0.49412532637075723,0.7524850894632207,0.4418724279835391,0.3632967457557621,0.024020119171809573,0.043233533828441195,0.4515118975888405,0.04567008218410917,0.02842109383848046,0.0034004388797049256,26.880952380952383,859.0,757.0,0.8812572759022119,2.5402455661664396,2,3,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,True
CORE_NEAR3_UB_E1_GA_NO_RS_NEAR_HIGH,42,1538,36.61904761904762,19.0,112.64999999999989,1130,1532,1051,0.581275720164609,0.6860313315926893,0.5218687872763419,0.9300884955752212,0.5222672064777328,0.5406976744186046,0.8984844684891262,0.9301913974068738,0.25875750718702406,2.930737422675511,-2.7782525392328337,0.6860313315926893,0.6738197424892703,0.6833976833976834,0.9821996626960631,0.9961610380259286,0.09419600380589914,0.5396730284378704,3.102293594805361,-2.6504772689548983,0.581275720164609,0.5163934426229508,0.5400410677618069,0.888379515450457,0.9290618015300467,0.9913945232185473,4.48223836618239,-3.7740713779251536,0.6873773708306082,0.6736401673640168,0.6997167138810199,0.9800150484296686,1.0179513373207225,0.17697431018078022,1.0625004768371582,4.774941493124851,-3.5810779880833032,0.5866890380313199,0.5281385281385281,0.5255198487712666,0.9002018001064712,0.8957383123003095,1.5930449362266952,5.760090882216695,-4.2737396980528475,0.6897526501766784,0.6548672566371682,0.6811224489795918,0.9494233280139273,0.9874879767480763,0.21721311475409835,1.4106431009622278,5.95163479977463,-4.126948530569024,0.5846702317290553,0.5333333333333333,0.538860103626943,0.9121951219512194,0.9216479211424239,2.2000385683564327,6.9660558829596875,-4.723367409948875,0.6831091180866966,0.6318181818181818,0.6883720930232559,0.9249154565347125,1.007704442522009,0.2702407002188184,2.05048692683506,7.161927144486269,-4.514925934692454,0.5259551013649374,0.9002588125027159,0.9154826783242601,0.6534418686064556,0.951451277659436,1.004381252196936,0.221476041717899,0.34268929503916445,0.5218687872763419,0.31069958847736623,0.3132140294435376,0.12036075957971637,0.11855743241432382,0.3649296871405954,0.11492899581398552,0.11617080579513028,0.02331957524234385,19.166666666666668,604.0,525.0,0.8692052980132451,2.098226466575716,2,3,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,True
CORE_NEAR3_UB_E1_GA_NO_SUPPLY_CONTRACTION,42,1925,45.833333333333336,24.0,142.4999999999999,1424,1532,1310,0.7325102880658436,0.8550913838120104,0.7793240556660039,0.9199438202247191,0.631578947368421,0.6482558139534884,0.8622117090479006,0.884978442644369,0.25875750718702406,2.82764216045418,-2.6985988403819325,0.8550913838120104,0.7811158798283262,0.8108108108108109,0.9134881892343479,0.9482153909634826,0.08702290076335878,0.5769035330483008,3.064609355532677,-2.525556517548649,0.7325102880658436,0.6065573770491803,0.6344969199178645,0.828053048443544,0.8661952333710172,0.983093585177286,4.38195433923717,-3.679992005209626,0.855461085676913,0.7824267782426778,0.8130311614730878,0.914625798113956,0.950401105422287,0.1651376146788991,1.147070886445578,4.707098125575893,-3.410245873746237,0.7365771812080537,0.6103896103896104,0.6294896030245747,0.8286838446291749,0.8546145863386025,1.5988509184788668,5.718301581851959,-4.16474156755593,0.8558303886925795,0.7610619469026548,0.7908163265306123,0.8892672624832837,0.9240339405787088,0.20478943022295623,1.6775011000499163,5.9847987869736885,-3.937372454861132,0.7361853832442068,0.6266666666666667,0.6459412780656304,0.8512348668280872,0.8774166028930234,2.3051916491105606,7.027635881629735,-4.558010140034696,0.8505231689088192,0.7727272727272727,0.8093023255813954,0.9085317143313627,0.9515347202354191,0.2521968365553603,2.347004225721294,7.237256573156092,-4.349664102607987,0.6145378847018191,0.835990586633602,0.866075474200881,0.7720719992908686,0.9041415916428676,0.9419899220788049,0.2073746271524052,0.5117493472584856,0.7793240556660039,0.4619341563786008,0.40179681278041934,0.05609253371060252,0.06915022829094475,0.4835598178250084,0.06761930979741704,0.053779475676999255,0.009218160676850051,28.380952380952383,898.0,784.0,0.8730512249443207,2.626193724420191,2,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,True
CORE_NEAR3_UB_E1_GA_NO_VOLUME,42,1947,46.357142857142854,24.5,142.4999999999999,1442,1532,1324,0.7417695473251029,0.8642297650130548,0.7932405566600398,0.9181692094313454,0.6396761133603239,0.6656976744186046,0.8623650238366641,0.8974454085088539,0.22720923007431004,2.82764216045418,-2.7119081694654157,0.8642297650130548,0.7982832618025751,0.8223938223938224,0.9236933210585688,0.9515916434345437,0.08685800604229607,0.5888885072863337,3.078633490571636,-2.5443590454421017,0.7417695473251029,0.6188524590163934,0.6447638603696099,0.8342920806711989,0.8692239560045225,0.9894375804370137,4.395134706612591,-3.7066738496672356,0.8646173969914978,0.7949790794979079,0.8215297450424929,0.9194576494344184,0.9501656430937757,0.1649016641452345,1.134145445978063,4.724265782547265,-3.4125124914149705,0.7460850111856824,0.6233766233766234,0.6370510396975425,0.8355302868046496,0.853858514976916,1.595947927352781,5.752723983514596,-4.185736449480842,0.8650176678445229,0.7699115044247787,0.798469387755102,0.890052923824397,0.9230671435240763,0.2034313725490196,1.6611929280326843,5.99547856898659,-3.9454517284500055,0.7462863933452168,0.6355555555555555,0.6528497409326425,0.851624203821656,0.8747978614567176,2.2797648314296315,7.041137792584418,-4.593771464556562,0.8602391629297459,0.7772727272727272,0.8162790697674419,0.903554221625464,0.9488978239346979,0.2519548218940052,2.323109394343237,7.242996131023438,-4.374398568652039,0.6259282126495241,0.8404821904325015,0.8659601108127187,0.7807211037318047,0.9043549316280931,0.9407102035175167,0.20676261952941977,0.52088772845953,0.7932405566600398,0.4711934156378601,0.41318714072812435,0.06058413750950198,0.06903486490278243,0.49220892226594454,0.06783264978264258,0.05249975711571098,0.008606153053864612,28.9047619047619,916.0,798.0,0.87117903930131,2.656207366984993,2,3,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,True
