variant,weeks,picks,avg_watchlist_size,median_watchlist_size,p95_watchlist_size,evaluable_picks_1w,opportunities_available_1w,opportunities_captured_1w,selection_coverage_1w,opportunity_recall_1w,non_actionable_opportunity_recall_1w,opportunities_per_review,big_winner_recall_1w,big_loser_inclusion_1w,winner_capture_lift_1w,loser_capture_lift_1w,median_return_1w_pct,median_mfe_1w_pct,median_mae_1w_pct,tradable_selection_coverage_1w,tradable_big_winner_recall_1w,tradable_big_loser_inclusion_1w,tradable_winner_capture_lift_1w,tradable_loser_capture_lift_1w,opp_severe_loser_exposure_1w,median_opp_return_1w_pct,median_opp_mfe_1w_pct,median_opp_mae_1w_pct,selection_coverage_2w,big_winner_recall_2w,big_loser_inclusion_2w,winner_capture_lift_2w,loser_capture_lift_2w,median_return_2w_pct,median_mfe_2w_pct,median_mae_2w_pct,tradable_selection_coverage_2w,tradable_big_winner_recall_2w,tradable_big_loser_inclusion_2w,tradable_winner_capture_lift_2w,tradable_loser_capture_lift_2w,opp_severe_loser_exposure_2w,median_opp_return_2w_pct,median_opp_mfe_2w_pct,median_opp_mae_2w_pct,selection_coverage_3w,big_winner_recall_3w,big_loser_inclusion_3w,winner_capture_lift_3w,loser_capture_lift_3w,median_return_3w_pct,median_mfe_3w_pct,median_mae_3w_pct,tradable_selection_coverage_3w,tradable_big_winner_recall_3w,tradable_big_loser_inclusion_3w,tradable_winner_capture_lift_3w,tradable_loser_capture_lift_3w,opp_severe_loser_exposure_3w,median_opp_return_3w_pct,median_opp_mfe_3w_pct,median_opp_mae_3w_pct,selection_coverage_4w,big_winner_recall_4w,big_loser_inclusion_4w,winner_capture_lift_4w,loser_capture_lift_4w,median_return_4w_pct,median_mfe_4w_pct,median_mae_4w_pct,tradable_selection_coverage_4w,tradable_big_winner_recall_4w,tradable_big_loser_inclusion_4w,tradable_winner_capture_lift_4w,tradable_loser_capture_lift_4w,opp_severe_loser_exposure_4w,median_opp_return_4w_pct,median_opp_mfe_4w_pct,median_opp_mae_4w_pct,big_winner_recall_mean_2_4w,snapshot_winner_capture_lift_mean_2_4w,snapshot_loser_capture_lift_mean_2_4w,tradable_big_winner_recall_mean_2_4w,tradable_winner_capture_lift_mean_2_4w,tradable_loser_capture_lift_mean_2_4w,opp_severe_loser_exposure_mean_2_4w,snapshot_date
B0_ACTIONABLE_ONLY,1,5,5.0,5.0,5.0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,2025-10-10
B0_ACTIONABLE_ONLY,1,4,4.0,4.0,4.0,1,10,1,0.07692307692307693,0.1,0.0,1.0,0.0,0.0,0.0,0.0,2.072632940641883,4.6964671595011165,-0.08683591893993148,0.1,0.2,0.0,2.0,0.0,0.0,2.872686674220959,5.517086722554887,0.6962917192315565,0.07692307692307693,0.0,0.0,0.0,0.0,1.3553293082574802,4.6964671595011165,-0.08683591893993148,0.1,0.16666666666666666,0.2,1.6666666666666665,2.0,0.0,2.1497607566787647,5.517086722554887,0.6962917192315565,0.07692307692307693,0.16666666666666666,0.0,2.1666666666666665,0.0,2.842796224889943,4.6964671595011165,-0.08683591893993148,0.1,0.16666666666666666,0.0,1.6666666666666665,0.0,0.0,3.6488865619471067,5.517086722554887,0.6962917192315565,0.07692307692307693,0.0,0.0,0.0,0.0,2.4954640704144104,4.6964671595011165,-0.08683591893993148,0.1,0.0,0.2,0.0,2.0,0.0,3.2988319893368034,5.517086722554887,0.6962917192315565,0.05555555555555555,0.7222222222222222,0.0,0.1111111111111111,1.111111111111111,1.3333333333333333,0.0,2025-10-24
B0_ACTIONABLE_ONLY,1,5,5.0,5.0,5.0,3,12,3,0.23076923076923078,0.25,0.0,1.0,0.14285714285714285,0.14285714285714285,0.619047619047619,0.619047619047619,-4.288062704444673,1.6718452826246066,-6.606357721203593,0.25,0.42857142857142855,0.16666666666666666,1.7142857142857142,0.6666666666666666,0.0,0.07780020559715606,4.861962607676773,-2.346242939495513,0.23076923076923078,0.2,0.25,0.8666666666666667,1.0833333333333333,-8.094454150822639,1.6718452826246066,-8.799342562263545,0.25,0.3333333333333333,0.14285714285714285,1.3333333333333333,0.5714285714285714,0.3333333333333333,-3.9022183107828012,5.8273429162361,-4.639259933810324,0.23076923076923078,0.16666666666666666,0.2,0.7222222222222221,0.8666666666666667,-13.576910278069565,1.6718452826246066,-15.734652192408216,0.25,0.2857142857142857,0.2222222222222222,1.1428571428571428,0.8888888888888888,0.6666666666666666,-9.634754548601155,5.888136149175183,-11.89092102375675,0.23076923076923078,0.2,0.2,0.8666666666666667,0.8666666666666667,-8.41165244212031,1.6718452826246066,-15.734652192408216,0.25,0.2857142857142857,0.2222222222222222,1.1428571428571428,0.8888888888888888,0.6666666666666666,-4.233885479153021,5.888136149175183,-11.89092102375675,0.18888888888888888,0.8185185185185185,0.9388888888888888,0.30158730158730157,1.2063492063492063,0.7830687830687829,0.5555555555555555,2025-10-31
B0_ACTIONABLE_ONLY,1,2,2.0,2.0,2.0,0,4,0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,2025-11-07
B0_ACTIONABLE_ONLY,1,3,3.0,3.0,3.0,2,5,2,0.2857142857142857,0.4,0.0,1.0,0.16666666666666666,0.4,0.5833333333333334,1.4000000000000001,-0.21950947163891787,0.8772361581919186,-3.1127116267199604,0.4,0.4,0.4,1.0,1.0,0.0,-0.22950806646158672,0.8655606816248218,-3.122052677383602,0.2857142857142857,0.2,0.4,0.7000000000000001,1.4000000000000001,-0.8299582381645854,1.4963104713425546,-3.1127116267199604,0.4,0.4,0.4,1.0,1.0,0.0,-0.8458961865615955,1.4819210819623896,-3.122052677383602,0.2857142857142857,0.2,0.4,0.7000000000000001,1.4000000000000001,-4.41707222361305,1.4963104713425546,-5.476077262768231,0.4,0.4,0.4,1.0,1.0,0.0,-4.435492997416052,1.4819210819623896,-5.493066392556539,0.2857142857142857,0.2,0.4,0.7000000000000001,1.4000000000000001,-1.2071579443528158,1.4963104713425546,-5.476077262768231,0.4,0.4,0.4,1.0,1.0,0.0,-1.2175733405195954,1.4819210819623896,-5.493066392556539,0.20000000000000004,0.7000000000000001,1.4000000000000001,0.4000000000000001,1.0,1.0,0.0,2025-11-14
B0_ACTIONABLE_ONLY,1,3,3.0,3.0,3.0,1,3,1,0.2,0.3333333333333333,0.0,1.0,0.2,0.2,1.0,1.0,1.3214961649175683,5.678275009675038,-0.5176733283774104,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,5.162688175266994,9.68463655188867,3.2537940585631198,0.2,0.2,0.2,1.0,1.0,1.1060745099485958,5.678275009675038,-0.5176733283774104,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,4.9390996853099445,9.68463655188867,3.2537940585631198,0.2,0.2,0.2,1.0,1.0,-0.5433916556833118,5.678275009675038,-1.6944855039300655,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,3.2271007255861184,9.68463655188867,2.03236784060572,0.2,0.2,0.2,1.0,1.0,0.1028831216338455,5.678275009675038,-4.3599875029142865,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,3.8978763798650506,9.68463655188867,-0.7341858144397584,0.20000000000000004,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,2025-11-21
B0_ACTIONABLE_ONLY,1,4,4.0,4.0,4.0,1,10,1,0.09090909090909091,0.1,0.0,1.0,0.0,0.2,0.0,2.2,1.3561966776028944,2.0286041638607255,-0.3475984906589624,0.1,0.16666666666666666,0.0,1.6666666666666665,0.0,0.0,0.8562004520228372,1.5252909116340474,-0.8391897920092539,0.09090909090909091,0.0,0.0,0.0,0.0,3.760892722169107,5.419108900310787,-0.3475984906589624,0.1,0.2,0.0,2.0,0.0,0.0,3.249033986102634,4.899070083919255,-0.8391897920092539,0.09090909090909091,0.0,0.2,0.0,2.2,3.943243462497281,5.903470446215886,-0.3475984906589624,0.1,0.16666666666666666,0.0,1.6666666666666665,0.0,0.0,3.4304851792409607,5.381042245132472,-0.8391897920092539,0.09090909090909091,0.0,0.2,0.0,2.2,2.9802242656735256,5.903470446215886,-0.3475984906589624,0.1,0.0,0.2,0.0,2.0,0.0,2.4722166141432966,5.381042245132472,-0.8391897920092539,0.0,0.0,1.4666666666666668,0.12222222222222223,1.222222222222222,0.6666666666666666,0.0,2025-11-28
B0_ACTIONABLE_ONLY,1,1,1.0,1.0,1.0,0,10,0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,2025-12-05
B0_ACTIONABLE_ONLY,1,1,1.0,1.0,1.0,1,12,1,0.07692307692307693,0.08333333333333333,0.0,1.0,0.16666666666666666,0.0,2.1666666666666665,0.0,1.2844352401895742,5.547281225838585,-0.9074889067015368,0.08333333333333333,0.16666666666666666,0.0,2.0,0.0,0.0,1.2561642270626505,5.517820346030433,-0.9351480991061423,0.07692307692307693,0.16666666666666666,0.0,2.1666666666666665,0.0,3.536853440072907,5.705507366086526,-0.9074889067015368,0.08333333333333333,0.16666666666666666,0.0,2.0,0.0,0.0,3.5079537208239753,5.676002321414564,-0.9351480991061423,0.07692307692307693,0.2,0.0,2.6,0.0,5.435588426271254,8.023077923782186,-0.9074889067015368,0.08333333333333333,0.16666666666666666,0.0,2.0,0.0,0.0,5.406158722710419,7.992925987339494,-0.9351480991061423,0.07692307692307693,0.16666666666666666,0.0,2.1666666666666665,0.0,2.857408437326203,8.274384947540092,-0.9074889067015368,0.08333333333333333,0.16666666666666666,0.0,2.0,0.0,0.0,2.8286983681310884,8.244162865036465,-0.9351480991061423,0.17777777777777778,2.3111111111111113,0.0,0.16666666666666666,2.0,0.0,0.0,2025-12-12
B0_ACTIONABLE_ONLY,1,14,14.0,14.0,14.0,6,7,6,0.8571428571428571,0.8571428571428571,0.0,1.0,1.0,0.8,1.1666666666666667,0.9333333333333335,0.9722065220917897,2.3504275529433905,-1.510289977828494,0.8571428571428571,1.0,0.8,1.1666666666666667,0.9333333333333335,0.0,1.6000606483115298,3.1727289411371373,-0.6915511283199005,0.8571428571428571,0.8333333333333334,0.8,0.9722222222222223,0.9333333333333335,2.1180725393065036,3.5959093818647148,-2.889971585631168,0.8571428571428571,0.8333333333333334,0.8,0.9722222222222223,0.9333333333333335,0.16666666666666666,2.579578271131422,4.427537358933931,-1.730184344721214,0.8571428571428571,0.8333333333333334,0.8,0.9722222222222223,0.9333333333333335,2.1717629462148946,5.26910037861189,-2.889971585631168,0.8571428571428571,0.8333333333333334,0.8,0.9722222222222223,0.9333333333333335,0.16666666666666666,2.626082740699698,5.922565500698629,-1.730184344721214,0.8571428571428571,1.0,0.8,1.1666666666666667,0.9333333333333335,1.767412542285729,5.379587133381869,-2.889971585631168,0.8571428571428571,0.8333333333333334,0.8,0.9722222222222223,0.9333333333333335,0.16666666666666666,2.223004979984844,6.033879617629978,-1.730184344721214,0.888888888888889,1.0370370370370372,0.9333333333333335,0.8333333333333334,0.9722222222222223,0.9333333333333335,0.16666666666666666,2025-12-19
