quarter,feature,path_class,class_n,known_n,missing_fraction,mean,q10,q25,q50,q75,q90,panel
2022Q4,pullback_v_is_dry,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,pullback_v_is_dry,stop_first_3w,83,28,0.6626506024096386,0.21428571428571427,0.0,0.0,0.0,0.0,1.0,all_entries
2022Q4,pullback_v_is_dry,fast_winner_3w,7,3,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,all_entries
2022Q4,pullback_v_is_dry,unresolved_3w,252,60,0.7619047619047619,0.18333333333333332,0.0,0.0,0.0,0.0,1.0,all_entries
2022Q4,ibd_entry_volume_ratio,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,ibd_entry_volume_ratio,stop_first_3w,83,27,0.6746987951807228,2.134146230486914,1.535871774657975,1.6164826276147224,1.8248175182481752,2.244159049833958,2.922075026678552,all_entries
2022Q4,ibd_entry_volume_ratio,fast_winner_3w,7,6,0.1428571428571429,2.102188615509758,1.8559518954247018,1.8631065142109993,1.9870460782265154,2.2687955650684177,2.4635678728780563,all_entries
2022Q4,ibd_entry_volume_ratio,unresolved_3w,252,88,0.6507936507936508,3.049147271463214,1.5720253488461544,1.68230402923263,1.938773502915525,2.579978295711511,3.9931189562007745,all_entries
2022Q4,ibd_entry_close_vs_trigger_pct,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,ibd_entry_close_vs_trigger_pct,stop_first_3w,83,27,0.6746987951807228,0.0283313523582521,0.00328824886244898,0.0082236260894692,0.0183303196071062,0.0424059321473088,0.06605118695763205,all_entries
2022Q4,ibd_entry_close_vs_trigger_pct,fast_winner_3w,7,6,0.1428571428571429,0.03433387629837422,0.010836036054234251,0.02177819991056265,0.0335328991823524,0.04385523103262675,0.058632693658536,all_entries
2022Q4,ibd_entry_close_vs_trigger_pct,unresolved_3w,252,88,0.6507936507936508,0.022745083914155605,0.00205972368878815,0.008917344271186825,0.0163954401179082,0.0352506670835116,0.047157805242863074,all_entries
2022Q4,ibd_entry_close_position,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,ibd_entry_close_position,stop_first_3w,83,27,0.6746987951807228,0.7027196916102745,0.3751696420317145,0.47450174911010917,0.7760009765625,0.9487161100462518,0.9682463574134332,all_entries
2022Q4,ibd_entry_close_position,fast_winner_3w,7,6,0.1428571428571429,0.6700506183612873,0.4674853547454829,0.5103991986491844,0.6970031382149253,0.8247089253785556,0.8456633621234538,all_entries
2022Q4,ibd_entry_close_position,unresolved_3w,252,88,0.6507936507936508,0.7716612546080758,0.4197395110963487,0.6558138001309077,0.8201295028462411,0.9457695868644413,0.9971198209130484,all_entries
2022Q4,ibd_entry_breakout_range_ratio,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,ibd_entry_breakout_range_ratio,stop_first_3w,83,27,0.6746987951807228,0.5284936161642539,0.08002717408595816,0.2416274779131142,0.4850315683676713,0.6788183612138967,0.9805215453632485,all_entries
2022Q4,ibd_entry_breakout_range_ratio,fast_winner_3w,7,6,0.1428571428571429,0.5379410778674188,0.13112823983204375,0.2796479497315637,0.46653853676780005,0.5827671535149518,1.0161564570024129,all_entries
2022Q4,ibd_entry_breakout_range_ratio,unresolved_3w,252,88,0.6507936507936508,0.569046170729103,0.10336666820946082,0.21418842117744583,0.46499673173237654,0.8234524485689031,1.1095050184232145,all_entries
2022Q4,current_vs_ibd_candidate_pct,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,current_vs_ibd_candidate_pct,stop_first_3w,83,83,0.0,2.538313253012048,0.394,0.88,1.81,3.715,5.627999999999998,all_entries
2022Q4,current_vs_ibd_candidate_pct,fast_winner_3w,7,7,0.0,3.2871428571428574,0.49000000000000005,1.1,1.6,5.68,7.438,all_entries
2022Q4,current_vs_ibd_candidate_pct,unresolved_3w,252,252,0.0,1.9108333333333332,0.25200000000000006,0.5675,1.395,2.6925,4.683000000000001,all_entries
2022Q4,volume_ratio,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,volume_ratio,stop_first_3w,83,83,0.0,1.0051354598640978,0.5741286220275148,0.7696160253234205,0.9715312871570844,1.167304475011901,1.504045975970014,all_entries
2022Q4,volume_ratio,fast_winner_3w,7,7,0.0,1.3053316829850914,0.8307906126421161,1.0854662215357653,1.1762125097810403,1.4605724764054218,1.8112330649315205,all_entries
2022Q4,volume_ratio,unresolved_3w,252,252,0.0,1.079921492445206,0.5198596357096897,0.7752837147517149,0.9528146901460939,1.2446893760989413,1.6473195752714633,all_entries
2022Q4,pct_above_ceiling,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,pct_above_ceiling,stop_first_3w,83,83,0.0,12.736144578313253,0.7200000000000001,1.7999999999999998,4.6,13.15,29.25999999999998,all_entries
2022Q4,pct_above_ceiling,fast_winner_3w,7,7,0.0,8.77142857142857,1.1800000000000002,2.8,7.2,12.1,18.180000000000003,all_entries
2022Q4,pct_above_ceiling,unresolved_3w,252,252,0.0,6.219047619047619,0.5,1.1,2.8499999999999996,6.8,13.460000000000003,all_entries
2022Q4,touched_ema10_count,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,touched_ema10_count,stop_first_3w,83,83,0.0,0.7349397590361446,0.0,0.0,0.0,1.0,2.0,all_entries
2022Q4,touched_ema10_count,fast_winner_3w,7,7,0.0,0.5714285714285714,0.0,0.0,0.0,0.5,1.8000000000000007,all_entries
2022Q4,touched_ema10_count,unresolved_3w,252,252,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,all_entries
2022Q4,mbox_count,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,mbox_count,stop_first_3w,83,83,0.0,0.07228915662650602,0.0,0.0,0.0,0.0,0.0,all_entries
2022Q4,mbox_count,fast_winner_3w,7,7,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.40000000000000036,all_entries
2022Q4,mbox_count,unresolved_3w,252,252,0.0,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,all_entries
2022Q4,base_depth_pct,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,base_depth_pct,stop_first_3w,83,83,0.0,-32.83975903614458,-48.92,-39.6,-32.5,-23.05,-16.820000000000004,all_entries
2022Q4,base_depth_pct,fast_winner_3w,7,7,0.0,-47.6,-69.88,-57.05,-49.7,-37.9,-28.33999999999999,all_entries
2022Q4,base_depth_pct,unresolved_3w,252,252,0.0,-26.932539682539684,-47.8,-35.55,-24.4,-18.925,-11.7,all_entries
2022Q4,base_mbox_count,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,base_mbox_count,stop_first_3w,83,83,0.0,3.3855421686746987,1.0,1.5,2.0,4.0,6.0,all_entries
2022Q4,base_mbox_count,fast_winner_3w,7,7,0.0,4.571428571428571,1.0,1.0,2.0,3.5,10.400000000000006,all_entries
2022Q4,base_mbox_count,unresolved_3w,252,252,0.0,4.444444444444445,1.0,2.0,3.0,6.0,8.0,all_entries
2022Q4,base_duration_weeks,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,base_duration_weeks,stop_first_3w,83,83,0.0,44.024096385542165,14.0,19.5,33.0,52.0,84.8,all_entries
2022Q4,base_duration_weeks,fast_winner_3w,7,7,0.0,54.57142857142857,13.000000000000002,21.0,32.0,45.0,115.00000000000006,all_entries
2022Q4,base_duration_weeks,unresolved_3w,252,252,0.0,57.16269841269841,14.0,28.75,43.0,77.0,118.0,all_entries
2022Q4,pullback_count,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,pullback_count,stop_first_3w,83,83,0.0,0.6867469879518072,0.0,0.0,0.0,1.0,2.0,all_entries
2022Q4,pullback_count,fast_winner_3w,7,7,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,all_entries
2022Q4,pullback_count,unresolved_3w,252,252,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,1.0,all_entries
2022Q4,pullback_duration_weeks,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,pullback_duration_weeks,stop_first_3w,83,28,0.6626506024096386,4.392857142857143,3.0,3.0,4.0,5.0,6.300000000000001,all_entries
2022Q4,pullback_duration_weeks,fast_winner_3w,7,3,0.5714285714285714,8.666666666666666,8.0,8.0,8.0,9.0,9.6,all_entries
2022Q4,pullback_duration_weeks,unresolved_3w,252,60,0.7619047619047619,4.733333333333333,3.0,3.0,4.0,5.0,8.100000000000001,all_entries
2022Q4,pullback_pct,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,pullback_pct,stop_first_3w,83,28,0.6626506024096386,-12.032142857142857,-17.92,-15.774999999999999,-11.85,-9.025,-4.37,all_entries
2022Q4,pullback_pct,fast_winner_3w,7,3,0.5714285714285714,-18.833333333333332,-21.779999999999998,-20.1,-17.3,-16.8,-16.5,all_entries
2022Q4,pullback_pct,unresolved_3w,252,60,0.7619047619047619,-7.091666666666666,-15.28,-9.1,-6.25,-2.7249999999999996,-0.4899999999999999,all_entries
2022Q4,pullback_pct_off_peak,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,pullback_pct_off_peak,stop_first_3w,83,28,0.6626506024096386,0.6214285714285716,-5.959999999999999,-1.525,0.95,3.3499999999999996,5.4,all_entries
2022Q4,pullback_pct_off_peak,fast_winner_3w,7,3,0.5714285714285714,-4.433333333333334,-5.04,-4.800000000000001,-4.4,-4.050000000000001,-3.8400000000000003,all_entries
2022Q4,pullback_pct_off_peak,unresolved_3w,252,60,0.7619047619047619,1.1216666666666668,-3.09,-0.17500000000000002,0.8,2.55,5.280000000000001,all_entries
2022Q4,eps_yoy_growth,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,eps_yoy_growth,stop_first_3w,83,64,0.22891566265060237,37.040145453064056,-67.72966570148,8.307453416149999,58.91963109355,123.61859838277499,346.72076706369006,all_entries
2022Q4,eps_yoy_growth,fast_winner_3w,7,5,0.2857142857142857,238.82124819626,-119.60317460316,15.2777777778,72.7272727273,115.625,766.2500000000001,all_entries
2022Q4,eps_yoy_growth,unresolved_3w,252,209,0.17063492063492058,65.90540417872344,-36.5517241379,-5.7894736842,15.9090909091,87.5486381323,355.3919121318,all_entries
2022Q4,dist_to_52w_high_pct,ambiguous_3w,0,0,,,,,,,,all_entries
2022Q4,dist_to_52w_high_pct,stop_first_3w,83,83,0.0,-4.226366438843357,-7.426664739478329,-5.041697177129139,-2.143320650338487,-0.7702984642166566,-0.3826609580631746,all_entries
2022Q4,dist_to_52w_high_pct,fast_winner_3w,7,7,0.0,-5.297041943184439,-9.380817609566279,-7.220764833540288,-4.410960576305656,-3.6245298861897592,-2.2427481917687233,all_entries
2022Q4,dist_to_52w_high_pct,unresolved_3w,252,252,0.0,-2.711526112098043,-6.401900797758013,-3.627567609103313,-1.6002349741021384,-0.6510469788974932,-0.20173506232604496,all_entries
2023Q1,pullback_v_is_dry,ambiguous_3w,2,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,all_entries
2023Q1,pullback_v_is_dry,stop_first_3w,153,74,0.5163398692810457,0.2702702702702703,0.0,0.0,0.0,1.0,1.0,all_entries
2023Q1,pullback_v_is_dry,fast_winner_3w,16,5,0.6875,0.8,0.4,1.0,1.0,1.0,1.0,all_entries
2023Q1,pullback_v_is_dry,unresolved_3w,247,75,0.6963562753036437,0.4,0.0,0.0,0.0,1.0,1.0,all_entries
2023Q1,ibd_entry_volume_ratio,ambiguous_3w,2,2,0.0,4.6269526839020765,2.512229164133102,3.3052504840464674,4.626952683902077,5.948654883757686,6.741676203671052,all_entries
2023Q1,ibd_entry_volume_ratio,stop_first_3w,153,58,0.6209150326797386,3.9688174141725105,1.5926989934546227,1.7128159965776737,1.985128203513379,2.582852570820575,3.17729153258452,all_entries
2023Q1,ibd_entry_volume_ratio,fast_winner_3w,16,6,0.625,2.6688752692585904,1.6950362390015812,1.921621760688542,2.502198730090524,3.2084520164295225,3.8093908386836657,all_entries
2023Q1,ibd_entry_volume_ratio,unresolved_3w,247,94,0.6194331983805668,2.982589138825153,1.619565335194346,1.7036637293806316,2.0717980166198853,2.6268073218157193,4.492774837788385,all_entries
2023Q1,ibd_entry_close_vs_trigger_pct,ambiguous_3w,2,2,0.0,0.043352169217953,0.036324766134051556,0.0389600422905146,0.043352169217953,0.0477442961453914,0.05037957230185444,all_entries
2023Q1,ibd_entry_close_vs_trigger_pct,stop_first_3w,153,58,0.6209150326797386,0.03236517111350783,0.0019925113716155103,0.0078504537766119,0.023833559447410002,0.03636058591569497,0.0801650200118262,all_entries
2023Q1,ibd_entry_close_vs_trigger_pct,fast_winner_3w,16,6,0.625,0.036105746504324236,0.0137014547693814,0.014664959461109574,0.025987585262177947,0.06016958853868653,0.06862819948141335,all_entries
2023Q1,ibd_entry_close_vs_trigger_pct,unresolved_3w,247,94,0.6194331983805668,0.023500731915922772,0.0028783472420182104,0.008915049124321076,0.0183935825111264,0.03688632339338678,0.047251952348296024,all_entries
2023Q1,ibd_entry_close_position,ambiguous_3w,2,2,0.0,0.7414900457477589,0.6506240856918417,0.6846988207128106,0.7414900457477589,0.798281270782707,0.8323560058036761,all_entries
2023Q1,ibd_entry_close_position,stop_first_3w,153,58,0.6209150326797386,0.7550649353653542,0.47466142591635613,0.6308054851408889,0.7679350286102811,0.9386364713516262,0.9656431295394082,all_entries
2023Q1,ibd_entry_close_position,fast_winner_3w,16,6,0.625,0.8099264495337986,0.5796867525656179,0.765893387881938,0.8680138054721601,0.9435573336727241,0.9820787905636179,all_entries
2023Q1,ibd_entry_close_position,unresolved_3w,247,94,0.6194331983805668,0.7451043716744141,0.43938494871371137,0.6016520273878272,0.8055176220127186,0.9329508457956613,0.9819642726620269,all_entries
2023Q1,ibd_entry_breakout_range_ratio,ambiguous_3w,2,2,0.0,0.8439161973787115,0.4771890037584629,0.6147117013660561,0.8439161973787115,1.0731206933913668,1.21064339099896,all_entries
2023Q1,ibd_entry_breakout_range_ratio,stop_first_3w,153,58,0.6209150326797386,0.49251159353807394,0.0763316732818823,0.17625726758091412,0.4144308440732506,0.687013735814679,0.9999426927418396,all_entries
2023Q1,ibd_entry_breakout_range_ratio,fast_winner_3w,16,6,0.625,0.4319598620031673,0.22816078528482614,0.3790690273110251,0.4195947559271609,0.5846715579051396,0.6481240447975152,all_entries
2023Q1,ibd_entry_breakout_range_ratio,unresolved_3w,247,94,0.6194331983805668,0.6858658806074875,0.11293512021322288,0.2426012530259192,0.48292796245541114,0.9152730606442654,1.5087976795969156,all_entries
2023Q1,current_vs_ibd_candidate_pct,ambiguous_3w,2,2,0.0,3.335,3.235,3.2725,3.335,3.3975,3.435,all_entries
2023Q1,current_vs_ibd_candidate_pct,stop_first_3w,153,153,0.0,3.0174509803921574,0.536,1.33,2.66,3.89,5.722000000000002,all_entries
2023Q1,current_vs_ibd_candidate_pct,fast_winner_3w,16,16,0.0,3.5625,0.475,1.27,2.38,6.202500000000001,7.37,all_entries
2023Q1,current_vs_ibd_candidate_pct,unresolved_3w,247,247,0.0,2.352753036437247,0.256,0.78,1.73,3.38,4.94,all_entries
2023Q1,volume_ratio,ambiguous_3w,2,2,0.0,2.124101760199763,1.643024193535021,1.8234282810342992,2.124101760199763,2.4247752393652267,2.605179326864505,all_entries
2023Q1,volume_ratio,stop_first_3w,153,153,0.0,1.2141992805196264,0.7254866076458224,0.8302653223369851,1.065876092516741,1.344119748850352,1.6480578227090272,all_entries
2023Q1,volume_ratio,fast_winner_3w,16,16,0.0,1.1699344702363659,0.6152716317036745,0.8988273736180871,1.1136465621812626,1.5377189591245537,1.7639630723290731,all_entries
2023Q1,volume_ratio,unresolved_3w,247,247,0.0,1.1834569106043267,0.677971999815008,0.8170519504622606,1.0208670085742984,1.3585838033430797,1.8388439072569849,all_entries
2023Q1,pct_above_ceiling,ambiguous_3w,2,2,0.0,14.85,5.77,9.175,14.85,20.525,23.93,all_entries
2023Q1,pct_above_ceiling,stop_first_3w,153,153,0.0,14.20457516339869,1.1,2.6,7.4,17.6,40.18000000000002,all_entries
2023Q1,pct_above_ceiling,fast_winner_3w,16,16,0.0,15.71875,1.9,4.074999999999999,7.199999999999999,11.125,22.95,all_entries
2023Q1,pct_above_ceiling,unresolved_3w,247,247,0.0,7.164777327935223,0.7,1.7,4.1,9.100000000000001,15.940000000000001,all_entries
2023Q1,touched_ema10_count,ambiguous_3w,2,2,0.0,0.5,0.1,0.25,0.5,0.75,0.9,all_entries
2023Q1,touched_ema10_count,stop_first_3w,153,153,0.0,0.8627450980392157,0.0,0.0,1.0,1.0,2.8000000000000114,all_entries
2023Q1,touched_ema10_count,fast_winner_3w,16,16,0.0,0.5,0.0,0.0,0.0,1.0,1.0,all_entries
2023Q1,touched_ema10_count,unresolved_3w,247,247,0.0,0.5748987854251012,0.0,0.0,0.0,1.0,2.0,all_entries
2023Q1,mbox_count,ambiguous_3w,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_entries
2023Q1,mbox_count,stop_first_3w,153,153,0.0,0.16339869281045752,0.0,0.0,0.0,0.0,1.0,all_entries
2023Q1,mbox_count,fast_winner_3w,16,16,0.0,0.1875,0.0,0.0,0.0,0.0,0.5,all_entries
2023Q1,mbox_count,unresolved_3w,247,247,0.0,0.08906882591093117,0.0,0.0,0.0,0.0,0.0,all_entries
2023Q1,base_depth_pct,ambiguous_3w,2,2,0.0,-43.95,-48.870000000000005,-47.025,-43.95,-40.875,-39.029999999999994,all_entries
2023Q1,base_depth_pct,stop_first_3w,153,153,0.0,-39.05163398692811,-63.16,-48.3,-36.6,-28.0,-19.0,all_entries
2023Q1,base_depth_pct,fast_winner_3w,16,16,0.0,-35.60625,-64.95,-45.75,-32.9,-21.900000000000002,-13.1,all_entries
2023Q1,base_depth_pct,unresolved_3w,247,247,0.0,-31.80445344129555,-49.94,-39.35,-30.4,-22.2,-16.2,all_entries
2023Q1,base_mbox_count,ambiguous_3w,2,2,0.0,9.5,8.3,8.75,9.5,10.25,10.7,all_entries
2023Q1,base_mbox_count,stop_first_3w,153,153,0.0,4.823529411764706,1.0,2.0,3.0,6.0,12.0,all_entries
2023Q1,base_mbox_count,fast_winner_3w,16,16,0.0,2.25,1.0,1.0,2.0,3.0,4.0,all_entries
2023Q1,base_mbox_count,unresolved_3w,247,247,0.0,5.526315789473684,2.0,3.0,5.0,7.0,12.400000000000006,all_entries
2023Q1,base_duration_weeks,ambiguous_3w,2,2,0.0,128.5,108.1,115.75,128.5,141.25,148.9,all_entries
2023Q1,base_duration_weeks,stop_first_3w,153,153,0.0,64.09150326797386,16.0,28.0,48.0,76.0,163.0000000000001,all_entries
2023Q1,base_duration_weeks,fast_winner_3w,16,16,0.0,33.0625,9.0,20.5,26.0,37.0,70.0,all_entries
2023Q1,base_duration_weeks,unresolved_3w,247,247,0.0,72.08097165991903,22.0,32.0,53.0,88.0,155.0,all_entries
2023Q1,pullback_count,ambiguous_3w,2,2,0.0,1.0,0.2,0.5,1.0,1.5,1.8,all_entries
2023Q1,pullback_count,stop_first_3w,153,153,0.0,1.0130718954248366,0.0,0.0,0.0,2.0,3.0,all_entries
2023Q1,pullback_count,fast_winner_3w,16,16,0.0,0.875,0.0,0.0,0.0,1.0,2.0,all_entries
2023Q1,pullback_count,unresolved_3w,247,247,0.0,0.5708502024291497,0.0,0.0,0.0,1.0,2.0,all_entries
2023Q1,pullback_duration_weeks,ambiguous_3w,2,1,0.5,4.0,4.0,4.0,4.0,4.0,4.0,all_entries
2023Q1,pullback_duration_weeks,stop_first_3w,153,74,0.5163398692810457,4.621621621621622,3.0,3.0,4.0,5.0,8.0,all_entries
2023Q1,pullback_duration_weeks,fast_winner_3w,16,5,0.6875,5.2,3.0,3.0,4.0,5.0,8.600000000000001,all_entries
2023Q1,pullback_duration_weeks,unresolved_3w,247,75,0.6963562753036437,5.1466666666666665,3.0,3.0,5.0,6.5,8.0,all_entries
2023Q1,pullback_pct,ambiguous_3w,2,1,0.5,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,all_entries
2023Q1,pullback_pct,stop_first_3w,153,74,0.5163398692810457,-11.66891891891892,-21.049999999999997,-14.925,-10.05,-6.4,-4.359999999999999,all_entries
2023Q1,pullback_pct,fast_winner_3w,16,5,0.6875,-11.8,-22.64,-19.1,-9.9,-4.8,-2.0399999999999996,all_entries
2023Q1,pullback_pct,unresolved_3w,247,75,0.6963562753036437,-7.109333333333333,-13.62,-9.600000000000001,-6.1,-3.9,-0.9,all_entries
2023Q1,pullback_pct_off_peak,ambiguous_3w,2,1,0.5,11.5,11.5,11.5,11.5,11.5,11.5,all_entries
2023Q1,pullback_pct_off_peak,stop_first_3w,153,74,0.5163398692810457,0.6878378378378383,-7.72,-2.375,0.55,3.85,5.8,all_entries
2023Q1,pullback_pct_off_peak,fast_winner_3w,16,5,0.6875,2.32,0.26,0.8,2.0,2.5,4.840000000000001,all_entries
2023Q1,pullback_pct_off_peak,unresolved_3w,247,75,0.6963562753036437,1.5386666666666664,-3.8,0.05,1.0,2.9,7.040000000000004,all_entries
2023Q1,eps_yoy_growth,ambiguous_3w,2,1,0.5,37.5,37.5,37.5,37.5,37.5,37.5,all_entries
2023Q1,eps_yoy_growth,stop_first_3w,153,127,0.16993464052287577,105.37477533497955,-41.52028439983999,-1.226993865,45.7142857143,101.53846153845001,250.0,all_entries
2023Q1,eps_yoy_growth,fast_winner_3w,16,9,0.4375,329.00844525844445,-60.0,-12.5,160.7142857143,333.3333333333,815.0000000000202,all_entries
2023Q1,eps_yoy_growth,unresolved_3w,247,195,0.21052631578947367,117.99496005492614,-14.615942028999998,3.19643030835,26.0869565217,87.5486381323,216.6666666667,all_entries
2023Q1,dist_to_52w_high_pct,ambiguous_3w,2,2,0.0,-2.319923654867323,-3.41936212159497,-3.007072696572102,-2.319923654867323,-1.6327746131625438,-1.220485188139676,all_entries
2023Q1,dist_to_52w_high_pct,stop_first_3w,153,153,0.0,-4.445957816194608,-12.443698425633102,-5.633808334754886,-2.3169601564768327,-0.7171326899433561,-0.2028713943009119,all_entries
2023Q1,dist_to_52w_high_pct,fast_winner_3w,16,16,0.0,-9.15368083879169,-20.12156995213062,-9.390004502481041,-4.321824005882807,-2.747768315274002,-1.4648901984608722,all_entries
2023Q1,dist_to_52w_high_pct,unresolved_3w,247,247,0.0,-3.282296356554174,-8.259294090245179,-4.2483961646510355,-1.9259304470486072,-0.7751190214593917,-0.2524978026817391,all_entries
2023Q2,pullback_v_is_dry,ambiguous_3w,1,0,1.0,,,,,,,all_entries
2023Q2,pullback_v_is_dry,stop_first_3w,65,23,0.6461538461538461,0.2608695652173913,0.0,0.0,0.0,0.5,1.0,all_entries
2023Q2,pullback_v_is_dry,fast_winner_3w,18,8,0.5555555555555556,0.375,0.0,0.0,0.0,1.0,1.0,all_entries
2023Q2,pullback_v_is_dry,unresolved_3w,267,84,0.6853932584269663,0.2976190476190476,0.0,0.0,0.0,1.0,1.0,all_entries
2023Q2,ibd_entry_volume_ratio,ambiguous_3w,1,1,0.0,6.018098572195808,6.018098572195808,6.018098572195808,6.018098572195808,6.018098572195808,6.018098572195808,all_entries
2023Q2,ibd_entry_volume_ratio,stop_first_3w,65,29,0.5538461538461539,2.929732029740763,1.557363930175157,1.7138011790357748,2.43272277703092,3.236276545017556,3.5981309814841183,all_entries
2023Q2,ibd_entry_volume_ratio,fast_winner_3w,18,9,0.5,2.5253941752410642,1.6230211266855428,1.7328105474508924,2.4401072889568445,2.7446950898118483,3.8183004714088873,all_entries
2023Q2,ibd_entry_volume_ratio,unresolved_3w,267,92,0.6554307116104869,6.008555390368668,1.5707661799433705,1.68223654933933,2.0689827939586998,2.705211751782136,3.9138151590637222,all_entries
2023Q2,ibd_entry_close_vs_trigger_pct,ambiguous_3w,1,1,0.0,4.356930572207611,4.356930572207611,4.356930572207611,4.356930572207611,4.356930572207611,4.356930572207611,all_entries
2023Q2,ibd_entry_close_vs_trigger_pct,stop_first_3w,65,29,0.5538461538461539,0.027404323730086173,0.004548341306485001,0.0137625952322437,0.0241176380830652,0.0369637953604704,0.05582480932616128,all_entries
2023Q2,ibd_entry_close_vs_trigger_pct,fast_winner_3w,18,9,0.5,0.05398763581571236,0.0208888724998191,0.0277257514116064,0.0407239819004523,0.0560345033119464,0.10256853530245247,all_entries
2023Q2,ibd_entry_close_vs_trigger_pct,unresolved_3w,267,92,0.6554307116104869,0.024653401953827626,0.00400704437650523,0.007784029637665376,0.017217668995230903,0.030498363706389826,0.049441442390036346,all_entries
2023Q2,ibd_entry_close_position,ambiguous_3w,1,1,0.0,0.2868071610827797,0.2868071610827797,0.2868071610827797,0.2868071610827797,0.2868071610827797,0.2868071610827797,all_entries
2023Q2,ibd_entry_close_position,stop_first_3w,65,29,0.5538461538461539,0.7333383494750136,0.25758225918928923,0.6729856234768334,0.8444441618744563,0.9318187236791056,0.9913287414702855,all_entries
2023Q2,ibd_entry_close_position,fast_winner_3w,18,9,0.5,0.8328293706685127,0.6055822698492982,0.7464787975661191,0.8467745036662632,0.9740741944280004,1.0,all_entries
2023Q2,ibd_entry_close_position,unresolved_3w,267,92,0.6554307116104869,0.727342963256559,0.2713769518185705,0.607691610558265,0.8335495472272567,0.9303696200223839,0.967889922990625,all_entries
2023Q2,ibd_entry_breakout_range_ratio,ambiguous_3w,1,1,0.0,0.4234507394815958,0.4234507394815958,0.4234507394815958,0.4234507394815958,0.4234507394815958,0.4234507394815958,all_entries
2023Q2,ibd_entry_breakout_range_ratio,stop_first_3w,65,29,0.5538461538461539,0.5273345954114697,0.04752285619997594,0.215384389662749,0.4112146427374568,0.6021498806369316,0.9414035811007606,all_entries
2023Q2,ibd_entry_breakout_range_ratio,fast_winner_3w,18,9,0.5,0.5380773466874811,0.26063862982175495,0.2822581473796259,0.5200001907348639,0.5999999999999991,0.8930484730352946,all_entries
2023Q2,ibd_entry_breakout_range_ratio,unresolved_3w,267,92,0.6554307116104869,0.5914413044975818,0.08719732043686186,0.20714204816447201,0.5229788567538763,0.8197286524185696,1.2775359851374217,all_entries
2023Q2,current_vs_ibd_candidate_pct,ambiguous_3w,1,1,0.0,435.69,435.69,435.69,435.69,435.69,435.69,all_entries
2023Q2,current_vs_ibd_candidate_pct,stop_first_3w,65,65,0.0,2.678923076923077,0.28800000000000003,0.7,2.18,4.06,5.914000000000001,all_entries
2023Q2,current_vs_ibd_candidate_pct,fast_winner_3w,18,18,0.0,3.1094444444444447,0.667,1.435,2.785,3.82,6.057000000000001,all_entries
2023Q2,current_vs_ibd_candidate_pct,unresolved_3w,267,267,0.0,2.337752808988764,0.446,0.99,1.71,3.0949999999999998,4.78,all_entries
2023Q2,volume_ratio,ambiguous_3w,1,1,0.0,7.091578078796382,7.091578078796382,7.091578078796382,7.091578078796382,7.091578078796382,7.091578078796382,all_entries
2023Q2,volume_ratio,stop_first_3w,65,65,0.0,1.2617813737835977,0.6333662800518821,0.8043867124942637,1.0729800055004146,1.6158244286785086,2.105033658170304,all_entries
2023Q2,volume_ratio,fast_winner_3w,18,18,0.0,1.3600581513977896,0.7883567076985597,1.0246205378393038,1.0521781858861337,1.6122932907615768,2.439816285227327,all_entries
2023Q2,volume_ratio,unresolved_3w,267,267,0.0,1.1095945894676913,0.6650118447122282,0.7931997917675719,0.9283983359550728,1.2162789768504276,1.5640872693938692,all_entries
2023Q2,pct_above_ceiling,ambiguous_3w,1,1,0.0,435.7,435.7,435.7,435.7,435.7,435.7,all_entries
2023Q2,pct_above_ceiling,stop_first_3w,65,65,0.0,15.572307692307692,0.34,1.2,4.9,19.7,50.6,all_entries
2023Q2,pct_above_ceiling,fast_winner_3w,18,18,0.0,17.094444444444445,0.9800000000000001,2.875,7.25,27.7,43.17,all_entries
