code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source
SPHR,2026-06-05,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,138.7,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-06-01"", ""ma10_prior_week"": 130.968, ""pending_high"": 138.7, ""touch_date"": ""2026-05-11""}",1.0,2026-06-04,140.58,138.7,1.5753438205549166,0.0250901225666908,0.4877789585547295,0.3698193411264632,ma10_touch_confirm,,139.5,0.58,ACTIONABLE,1.258077303467021,139.2,2025-09-08,174.9,3,0,50.74,2024-03-25,-52.9,6,76,52.9,4.729166666666667,1.0,9,6.0,-15.2,-4.7,True,False,98.2378854626,149.0,-6.375838926174493,Consumer Services,Media Conglomerates,SEC
CNC,2026-06-05,True,three_weeks_tight_breakout,,three_weeks_tight,60.76,three_weeks_tight_breakout,"{""breakout_price"": 62.33, ""close_pos_healthy"": true, ""hl_is_tight"": true, ""max_hl_pct"": 0.0741, ""mean_close_pos"": 0.69, ""mean_hl_pct"": 0.0643, ""min_close_pos"": 0.54, ""status"": ""breakout"", ""tight_weeks"": 3, ""twk_high"": 60.76}",0.0,,,,,,,,,daily_volume_not_confirmed,62.33,2.58,UNCONFIRMED,0.8030863949564737,16.9,2026-04-27,31.3,0,0,47.47,2026-01-05,-33.4,2,16,33.4,4.708333333333334,2.0,0,,,,True,False,18.2509505703,63.5,-1.8425196850393677,Health Services,Managed Health Care,SEC
VSXY,2026-06-05,True,ceiling_breakout,,ceiling,66.89,ceiling_breakout,,1.0,2026-06-02,78.53,66.89,4.456501406529555,0.1968904171027059,0.8262108262108263,1.8760683760683776,ceiling,,74.6,11.53,EXTENDED,2.3454286880667405,0.0,2026-06-01,11.5,0,0,66.89,2026-01-05,-37.2,3,21,37.2,4.671296296296296,3.0,0,,,,True,True,2900.0,81.28,-8.218503937007881,Retail Trade,Apparel/Footwear Retail,SEC
MEC,2026-06-05,True,pivot,False,pivot,27.2,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 27.2, ""resistance_date"": ""2026-06-01""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 27.2, ""resistance_date"": ""2026-06-01""}}",1.0,2026-06-01,27.2,27.2,3.637268988376248,0.1352941176470588,0.9710843373493974,0.8867469879518075,pivot,,33.25,22.24,EXTENDED,2.8556145124624135,22.2,2026-05-04,44.4,1,0,23.02,2024-10-28,-49.1,7,79,49.1,4.652777777777779,4.0,1,5.0,-22.8,22.2,True,True,,33.5,-0.7462686567164201,Producer Manufacturing,Industrial Machinery,
TWLO,2026-06-05,True,pivot,False,pivot,203.71,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 203.71, ""resistance_date"": ""2026-06-01""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 203.71, ""resistance_date"": ""2026-06-01""}}",1.0,2026-06-01,203.71,203.71,2.807501663544953,0.1169800206175444,0.8963364993215734,0.6466757123473533,pivot,,225.99,10.94,EXTENDED,1.4954650096904891,23.3,2026-04-27,48.7,1,0,151.95,2025-01-27,-49.0,5,65,49.0,4.611111111111111,5.0,1,5.0,-11.5,10.9,True,True,375.0,238.48,-5.237336464273723,Technology Services,Packaged Software,SEC
DOCN,2026-06-05,True,pivot,True,pivot,164.77,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 164.77, ""resistance_date"": ""2026-06-01""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,169.87,3.1,UNCONFIRMED,0.8474884235056038,219.3,2026-01-05,228.6,3,0,51.69,2023-07-17,-62.5,9,129,62.5,4.578703703703703,6.0,5,5.0,-15.5,3.1,True,False,-61.5384615385,184.46,-7.909573891358557,Technology Services,Packaged Software,SEC
JLHL,2026-06-05,True,pivot,True,pivot,30.85,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 30.85, ""resistance_date"": ""2026-06-01""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,44.8,45.22,UNCONFIRMED,0.4747201776421282,605.5,2026-04-13,611.1,2,0,6.3,2025-06-23,-57.1,4,42,57.1,4.4907407407407405,7.0,1,4.0,-57.9,45.2,True,False,,51.17,-12.448700410396729,Unknown,Unknown,
HNGE,2026-06-05,True,ceiling_breakout,,ceiling,60.5,ceiling_breakout,,1.0,2026-06-01,60.5,60.5,2.7984101022529666,0.0069421487603305,0.8326118326118331,0.0606060606060608,ceiling,,63.62,5.16,EXTENDED,1.6338449373618555,0.0,2026-06-01,5.2,0,0,60.5,2025-08-11,-50.3,3,42,50.3,4.4675925925925934,8.0,0,,,,True,True,-68.7022900763,66.55,-4.402704733283247,Technology Services,Packaged Software,SEC
FTK,2026-06-05,True,ceiling_breakout,,ceiling,20.09,ceiling_breakout,,1.0,2026-06-02,20.37,20.09,3.911882080329557,0.1612742658038823,0.9192546583850928,1.0062111801242235,ceiling,,23.52,17.07,EXTENDED,1.9819152728499416,0.0,2026-06-01,17.1,0,0,20.09,2026-01-05,-27.2,2,21,27.2,4.439814814814815,9.0,0,,,,True,True,-29.4117647059,25.54,-7.909162098668753,Industrial Services,Oilfield Services/Equipment,SEC
FVR,2026-06-05,True,ceiling_breakout,,ceiling,17.81,ceiling_breakout,,1.0,2026-06-01,17.81,17.81,2.0974265039264406,0.0067377877596856,0.5454545454545447,0.2727272727272763,ceiling,,18.82,5.67,EXTENDED,1.716781926160077,0.0,2026-06-01,5.7,0,0,17.81,2024-09-30,-44.0,5,87,44.0,4.347222222222222,10.0,0,,,,True,True,,18.95,-0.6860158311345566,Finance,Real Estate Investment Trusts,
