code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry
FTAI,2026-01-09,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,210.62,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-01-05"", ""ma10_prior_week"": 173.184, ""pending_high"": 210.62, ""touch_date"": ""2025-12-29""}",1.0,2026-01-05,212.68,210.62,2.635382649191601,0.0727851106257715,0.9786127167630057,0.8861271676300577,ma10_touch_confirm,,245.73,16.67,EXTENDED,2.5792946877515166,16.8,2025-12-29,36.6,1,0,179.86,2025-01-06,-58.7,4,51,58.7,4.7625,1.0,0,,,,True,True,,252.95,-2.854319035382491,Unknown,Unknown
WDC,2026-01-09,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,187.77,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-01-05"", ""ma10_prior_week"": 166.831, ""pending_high"": 187.77, ""touch_date"": ""2025-12-29""}",1.0,2026-01-06,189.62,187.77,1.9868076637314385,0.1683442509453052,0.9437176756921206,0.9616671737146336,ma10_touch_confirm,,200.46,6.76,EXTENDED,1.7574998880170711,217.3,2025-06-23,231.2,2,0,60.52,2024-07-08,-52.5,3,50,52.5,4.5125,2.0,3,4.0,-20.9,19.8,True,True,,221.23,-9.388419292139394,Electronic Technology,Computer Peripherals
SNDK,2026-01-09,True,pivot,False,pivot,284.76,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 284.76, ""resistance_date"": ""2026-01-05""}, {""box_type"": ""S_BOX"", ""price"": 284.76, ""resistance_date"": ""2026-01-05""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 284.76, ""resistance_date"": ""2026-01-05""}}",1.0,2026-01-06,288.74,284.76,2.0879631439379525,0.2278058716111812,0.9626771653543308,1.0215748031496064,pivot,,377.41,32.54,EXTENDED,1.7663912020095822,450.6,2025-09-01,577.7,2,1,55.69,2025-03-24,-49.9,2,23,49.9,4.3875,3.0,3,8.0,-35.7,32.5,True,True,,384.0,-1.7161458333333268,Electronic Technology,Computer Peripherals
HUT,2026-01-09,True,pivot,False,pivot,54.84,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 54.84, ""resistance_date"": ""2026-01-05""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,60.04,9.48,UNCONFIRMED,0.9869093069624876,85.1,2025-09-08,87.9,2,1,31.95,2024-12-02,-68.6,3,40,68.6,4.25,4.0,3,10.0,-42.3,9.5,True,False,,62.68,-4.211869814932989,Technology Services,Data Processing Services
W,2026-01-09,True,pivot,True,pivot,114.67,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 114.67, ""resistance_date"": ""2026-01-05""}, {""box_type"": ""S_BOX"", ""price"": 114.67, ""resistance_date"": ""2026-01-05""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,115.93,1.1,UNCONFIRMED,1.262408379376113,12.0,2025-10-27,27.8,2,1,90.71,2023-07-31,-77.5,9,117,77.5,4.0625,5.0,2,7.0,-20.6,1.1,True,False,,117.49,-1.3277725763894743,Retail Trade,Specialty Stores
AMAT,2026-01-09,True,pivot,True,pivot,273.59,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 273.59, ""resistance_date"": ""2026-01-05""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,301.18,10.08,UNCONFIRMED,1.3524917787012174,12.4,2025-12-01,19.4,0,0,252.28,2024-07-08,-51.3,4,73,51.3,4.0375,6.0,1,5.0,-9.7,10.1,True,True,,302.78,-0.5284364885395187,Producer Manufacturing,Industrial Machinery
FCX,2026-01-09,True,ceiling_breakout,,ceiling,53.21,ceiling_breakout,,1.0,2026-01-05,53.63,53.21,1.827886543466146,0.0225521518511557,0.9655172413793052,1.0344827586206826,ceiling,,56.53,6.24,EXTENDED,1.8685229912452788,0.0,2026-01-05,6.2,0,0,53.21,2024-05-13,-48.6,7,86,48.6,4.0,7.0,0,,,,True,True,,57.12,-1.0329131652661028,Non-Energy Minerals,Other Metals/Minerals
SMTC,2026-01-09,True,ceiling_breakout,,ceiling,75.75,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,77.79,2.69,UNCONFIRMED,1.0377473682797291,0.0,2026-01-05,2.7,0,0,75.75,2025-01-13,-68.3,5,51,68.3,3.9125,8.0,0,,,,True,False,,81.32,-4.340875553369394,Electronic Technology,Semiconductors
ASML,2026-01-09,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,1172.77,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-01-05"", ""ma10_prior_week"": 1058.073, ""pending_high"": 1172.77, ""touch_date"": ""2025-12-29""}",1.0,2026-01-05,1211.22,1172.77,2.5036482688412733,0.0472556426238734,0.6370120120120161,2.080330330330343,ma10_touch_confirm,,1273.88,8.62,EXTENDED,1.8867671154428935,9.5,2025-12-29,16.3,1,0,1095.01,2024-07-08,-47.6,3,77,47.6,3.85,9.0,0,,,,True,True,,1282.0,-0.6333853354134056,Electronic Technology,Semiconductors
STX,2026-01-09,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,301.21,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-01-05"", ""ma10_prior_week"": 273.774, ""pending_high"": 301.21, ""touch_date"": ""2025-12-22""}",0.0,,,,,,,,,daily_volume_not_confirmed,304.01,0.93,UNCONFIRMED,1.3425696420904865,160.6,2025-05-26,170.7,5,0,112.29,2024-10-14,-44.3,2,32,44.3,3.8,10.0,6,4.0,-10.1,-0.2,True,True,,332.0,-8.430722891566267,Electronic Technology,Computer Peripherals
