snapshot_date,policy_id,original_pick_count,underfill_cause,codes,original_codes,idealized_stop8_return,b0_idealized_stop8_return,spread_vs_b0
2026-06-12,B0_FILL3_EPS_ONLY,3,FULL,"[""MCS"", ""CWBC"", ""FDSB""]","[""MCS"", ""CWBC"", ""FDSB""]",4.299613,4.299613,0.0
2026-06-12,B0_FILL3_SINGLE_REJECT,3,FULL,"[""MCS"", ""CWBC"", ""FDSB""]","[""MCS"", ""CWBC"", ""FDSB""]",4.299613,4.299613,0.0
2026-06-12,B0_FILL3_ANY_REJECT,3,FULL,"[""MCS"", ""CWBC"", ""FDSB""]","[""MCS"", ""CWBC"", ""FDSB""]",4.299613,4.299613,0.0
2026-06-18,B0_ORIGINAL,3,FULL,"[""TER"", ""ADI"", ""GEV""]","[""TER"", ""ADI"", ""GEV""]",-8.0,-8.0,0.0
2026-06-18,B0_FILL3_RELAX_INDUSTRY,3,FULL,"[""TER"", ""ADI"", ""GEV""]","[""TER"", ""ADI"", ""GEV""]",-8.0,-8.0,0.0
2026-06-18,B0_FILL3_EPS_ONLY,3,FULL,"[""TER"", ""ADI"", ""GEV""]","[""TER"", ""ADI"", ""GEV""]",-8.0,-8.0,0.0
2026-06-18,B0_FILL3_SINGLE_REJECT,3,FULL,"[""TER"", ""ADI"", ""GEV""]","[""TER"", ""ADI"", ""GEV""]",-8.0,-8.0,0.0
2026-06-18,B0_FILL3_ANY_REJECT,3,FULL,"[""TER"", ""ADI"", ""GEV""]","[""TER"", ""ADI"", ""GEV""]",-8.0,-8.0,0.0
2026-06-26,B0_ORIGINAL,3,FULL,"[""EGBN"", ""ADPT"", ""QCRH""]","[""EGBN"", ""ADPT"", ""QCRH""]",0.17494566666666675,0.17494566666666675,0.0
2026-06-26,B0_FILL3_RELAX_INDUSTRY,3,FULL,"[""EGBN"", ""ADPT"", ""QCRH""]","[""EGBN"", ""ADPT"", ""QCRH""]",0.17494566666666675,0.17494566666666675,0.0
2026-06-26,B0_FILL3_EPS_ONLY,3,FULL,"[""EGBN"", ""ADPT"", ""QCRH""]","[""EGBN"", ""ADPT"", ""QCRH""]",0.17494566666666675,0.17494566666666675,0.0
2026-06-26,B0_FILL3_SINGLE_REJECT,3,FULL,"[""EGBN"", ""ADPT"", ""QCRH""]","[""EGBN"", ""ADPT"", ""QCRH""]",0.17494566666666675,0.17494566666666675,0.0
2026-06-26,B0_FILL3_ANY_REJECT,3,FULL,"[""EGBN"", ""ADPT"", ""QCRH""]","[""EGBN"", ""ADPT"", ""QCRH""]",0.17494566666666675,0.17494566666666675,0.0
2026-07-02,B0_ORIGINAL,3,FULL,"[""BMRC"", ""BSET"", ""PACS""]","[""BMRC"", ""BSET"", ""PACS""]",-0.06762166666666664,-0.06762166666666664,0.0
2026-07-02,B0_FILL3_RELAX_INDUSTRY,3,FULL,"[""BMRC"", ""BSET"", ""PACS""]","[""BMRC"", ""BSET"", ""PACS""]",-0.06762166666666664,-0.06762166666666664,0.0
2026-07-02,B0_FILL3_EPS_ONLY,3,FULL,"[""BMRC"", ""BSET"", ""PACS""]","[""BMRC"", ""BSET"", ""PACS""]",-0.06762166666666664,-0.06762166666666664,0.0
2026-07-02,B0_FILL3_SINGLE_REJECT,3,FULL,"[""BMRC"", ""BSET"", ""PACS""]","[""BMRC"", ""BSET"", ""PACS""]",-0.06762166666666664,-0.06762166666666664,0.0
2026-07-02,B0_FILL3_ANY_REJECT,3,FULL,"[""BMRC"", ""BSET"", ""PACS""]","[""BMRC"", ""BSET"", ""PACS""]",-0.06762166666666664,-0.06762166666666664,0.0
2026-07-10,B0_ORIGINAL,3,FULL,"[""BSVN"", ""RAPP"", ""LASR""]","[""BSVN"", ""RAPP"", ""LASR""]",1.5138569999999998,1.5138569999999998,0.0
2026-07-10,B0_FILL3_RELAX_INDUSTRY,3,FULL,"[""BSVN"", ""RAPP"", ""LASR""]","[""BSVN"", ""RAPP"", ""LASR""]",1.5138569999999998,1.5138569999999998,0.0
2026-07-10,B0_FILL3_EPS_ONLY,3,FULL,"[""BSVN"", ""RAPP"", ""LASR""]","[""BSVN"", ""RAPP"", ""LASR""]",1.5138569999999998,1.5138569999999998,0.0
2026-07-10,B0_FILL3_SINGLE_REJECT,3,FULL,"[""BSVN"", ""RAPP"", ""LASR""]","[""BSVN"", ""RAPP"", ""LASR""]",1.5138569999999998,1.5138569999999998,0.0
2026-07-10,B0_FILL3_ANY_REJECT,3,FULL,"[""BSVN"", ""RAPP"", ""LASR""]","[""BSVN"", ""RAPP"", ""LASR""]",1.5138569999999998,1.5138569999999998,0.0
2026-07-17,B0_ORIGINAL,3,FULL,"[""CZFS"", ""BIIB"", ""IRM""]","[""CZFS"", ""BIIB"", ""IRM""]",6.656781,6.656781,0.0
2026-07-17,B0_FILL3_RELAX_INDUSTRY,3,FULL,"[""CZFS"", ""BIIB"", ""IRM""]","[""CZFS"", ""BIIB"", ""IRM""]",6.656781,6.656781,0.0
2026-07-17,B0_FILL3_EPS_ONLY,3,FULL,"[""CZFS"", ""BIIB"", ""IRM""]","[""CZFS"", ""BIIB"", ""IRM""]",6.656781,6.656781,0.0
2026-07-17,B0_FILL3_SINGLE_REJECT,3,FULL,"[""CZFS"", ""BIIB"", ""IRM""]","[""CZFS"", ""BIIB"", ""IRM""]",6.656781,6.656781,0.0
2026-07-17,B0_FILL3_ANY_REJECT,3,FULL,"[""CZFS"", ""BIIB"", ""IRM""]","[""CZFS"", ""BIIB"", ""IRM""]",6.656781,6.656781,0.0
2026-07-24,B0_ORIGINAL,3,FULL,"[""BLFS"", ""IMAX"", ""PKG""]","[""BLFS"", ""IMAX"", ""PKG""]",16.160500000000003,16.160500000000003,0.0
2026-07-24,B0_FILL3_RELAX_INDUSTRY,3,FULL,"[""BLFS"", ""IMAX"", ""PKG""]","[""BLFS"", ""IMAX"", ""PKG""]",16.160500000000003,16.160500000000003,0.0
2026-07-24,B0_FILL3_EPS_ONLY,3,FULL,"[""BLFS"", ""IMAX"", ""PKG""]","[""BLFS"", ""IMAX"", ""PKG""]",16.160500000000003,16.160500000000003,0.0
2026-07-24,B0_FILL3_SINGLE_REJECT,3,FULL,"[""BLFS"", ""IMAX"", ""PKG""]","[""BLFS"", ""IMAX"", ""PKG""]",16.160500000000003,16.160500000000003,0.0
2026-07-24,B0_FILL3_ANY_REJECT,3,FULL,"[""BLFS"", ""IMAX"", ""PKG""]","[""BLFS"", ""IMAX"", ""PKG""]",16.160500000000003,16.160500000000003,0.0
2026-07-31,B0_ORIGINAL,3,FULL,"[""SHOO"", ""NBBK"", ""GSAT""]","[""SHOO"", ""NBBK"", ""GSAT""]",-4.518595666666667,-4.518595666666667,0.0
2026-07-31,B0_FILL3_RELAX_INDUSTRY,3,FULL,"[""SHOO"", ""NBBK"", ""GSAT""]","[""SHOO"", ""NBBK"", ""GSAT""]",-4.518595666666667,-4.518595666666667,0.0
2026-07-31,B0_FILL3_EPS_ONLY,3,FULL,"[""SHOO"", ""NBBK"", ""GSAT""]","[""SHOO"", ""NBBK"", ""GSAT""]",-4.518595666666667,-4.518595666666667,0.0
2026-07-31,B0_FILL3_SINGLE_REJECT,3,FULL,"[""SHOO"", ""NBBK"", ""GSAT""]","[""SHOO"", ""NBBK"", ""GSAT""]",-4.518595666666667,-4.518595666666667,0.0
2026-07-31,B0_FILL3_ANY_REJECT,3,FULL,"[""SHOO"", ""NBBK"", ""GSAT""]","[""SHOO"", ""NBBK"", ""GSAT""]",-4.518595666666667,-4.518595666666667,0.0
