reason,label_events,weeks,multi_reason_rate,mean_w4,median_w4,top20_winner_rate,big_winner_rate
non_actionable,459,22,0.18082788671023964,2.565193797385621,-0.200165,0.21350762527233116,0.11546840958605664
clear_geometry_failure,94,19,0.2872340425531915,1.3077325319148936,-0.665752,0.1702127659574468,0.07446808510638298
eps_unknown,81,20,0.8641975308641975,4.269533012345679,1.152738,0.2716049382716049,0.09876543209876543
