snapshot_date,code,reasons,reason_count,exclusive_reason,next_open_w4_return_pct,next_open_w4_stop8,is_top20_winner,is_big_winner
2026-02-27,VICR,non_actionable,1,non_actionable,-27.167512,True,False,False
2026-02-27,AU,non_actionable|eps_unknown,2,,-27.420408,True,False,False
2026-02-27,CDE,non_actionable,1,non_actionable,-38.346427,True,False,False
2026-03-06,CF,non_actionable|clear_geometry_failure,2,,12.237309,True,True,False
2026-03-06,NYAX,non_actionable|eps_unknown,2,,10.441315,False,True,False
2026-03-06,MPC,clear_geometry_failure,1,clear_geometry_failure,7.982891,False,False,False
2026-03-06,PBF,non_actionable,1,non_actionable,5.786077,True,False,False
2026-03-06,VVX,non_actionable,1,non_actionable,-2.888981,True,False,False
2026-03-06,LMT,clear_geometry_failure,1,clear_geometry_failure,-5.578152,True,False,False
2026-03-06,EXPE,non_actionable,1,non_actionable,-5.884533,True,False,False
2026-03-13,SNDK,non_actionable,1,non_actionable,38.541424,True,True,True
2026-03-13,EQIX,non_actionable,1,non_actionable,8.390464,False,False,False
2026-03-13,WLK,non_actionable,1,non_actionable,7.993489,False,False,False
2026-03-13,APEI,non_actionable,1,non_actionable,-0.814558,True,False,False
2026-03-13,NYAX,eps_unknown,1,eps_unknown,-2.044888,True,False,False
2026-03-13,MU,non_actionable,1,non_actionable,-4.352994,True,False,False
2026-03-13,NFG,non_actionable,1,non_actionable,-5.180534,False,False,False
2026-03-13,KR,non_actionable,1,non_actionable,-9.821548,True,False,False
2026-03-13,BTU,non_actionable,1,non_actionable,-18.443804,True,False,False
2026-03-20,STX,clear_geometry_failure,1,clear_geometry_failure,28.737141,True,True,True
2026-03-20,CIEN,non_actionable,1,non_actionable,26.00651,True,True,True
2026-03-20,WDC,non_actionable,1,non_actionable,25.283891,True,False,True
2026-03-20,MTZ,non_actionable,1,non_actionable,20.51307,False,False,True
2026-03-20,DOCN,non_actionable|clear_geometry_failure,2,,7.115523,True,False,False
2026-03-20,SEDG,non_actionable,1,non_actionable,-21.506012,True,False,False
2026-03-20,BTU,clear_geometry_failure,1,clear_geometry_failure,-27.979713,True,False,False
2026-03-27,GEV,non_actionable,1,non_actionable,30.162753,False,True,True
2026-03-27,TIGO,non_actionable|eps_unknown,2,,12.547945,False,False,False
