snapshot_date,code,current_b0_raw_rank,current_b0_lane,current_b0_eligible,current_b0_reject_reasons,current_b0_selected,current_b0_pick_order,w4_return_pct,w4_stop8,snapshot_w4_return_pct,snapshot_w4_stop8,snapshot_price_valid
2025-12-05,MS,10,constructive_pullback,False,non_actionable,False,,2.7739,False,3.052116,False,True
2025-12-05,PATH,14,incomplete_evidence,False,non_actionable,False,,-16.7715,True,-14.94376,True,True
2025-12-05,SHOP,27,incomplete_evidence,False,non_actionable,False,,-2.909,False,-2.408741,False,True
2025-12-05,SMTC,25,incomplete_evidence,False,non_actionable,False,,-5.4879,True,-5.464138,True,True
2025-12-05,TSLA,23,incomplete_evidence,False,non_actionable,False,,-2.0963,False,-3.720879,False,True
2025-12-05,TSM,7,constructive_pullback,False,non_actionable|eps_unknown,False,,6.3979,True,8.737432,False,True
2025-12-05,TTWO,17,incomplete_evidence,False,non_actionable,False,,1.2393,False,1.500726,False,True
2025-12-05,VRT,26,incomplete_evidence,False,non_actionable,False,,-5.6747,True,-7.097491,True,True
2025-12-05,WDC,3,constructive_pullback,False,non_actionable,False,,9.8126,False,11.133495,False,True
2025-12-05,WES,8,constructive_pullback,False,non_actionable|eps_unknown,False,,-0.7721,False,-0.692779,False,True
2025-12-05,WFC,6,constructive_pullback,False,non_actionable,False,,5.9742,False,5.974202,False,True
2025-12-05,WWD,2,constructive_pullback,False,non_actionable,False,,2.3876,False,2.441684,False,True
2025-12-12,AEO,13,incomplete_evidence,False,non_actionable,False,,5.9719,False,5.802321,False,True
2025-12-12,ASTS,23,incomplete_evidence,False,non_actionable,False,,26.45,True,27.340287,True,True
2025-12-12,BLK,21,incomplete_evidence,False,non_actionable,False,,-0.9425,False,-0.365834,False,True
2025-12-12,CIEN,25,incomplete_evidence,False,non_actionable,False,,4.4014,True,5.548434,False,True
2025-12-12,COF,2,constructive_pullback,False,non_actionable,False,,4.1038,False,4.763525,False,True
2025-12-12,EXPE,6,constructive_pullback,False,non_actionable,False,,6.9717,False,8.064752,False,True
2025-12-12,FEIM,10,incomplete_evidence,False,non_actionable,False,,30.0597,True,26.587729,True,True
2025-12-12,HLT,11,incomplete_evidence,False,non_actionable,False,,5.5272,False,7.178846,False,True
2025-12-12,HWM,24,incomplete_evidence,False,non_actionable,False,,10.1263,False,10.065148,False,True
2025-12-12,IBM,3,constructive_pullback,False,non_actionable,False,,-1.5422,False,-1.623387,False,True
2025-12-12,JPM,5,constructive_pullback,False,non_actionable,False,,3.4685,False,3.817742,False,True
2025-12-12,LH,16,incomplete_evidence,False,non_actionable,False,,-5.6855,True,-4.68417,False,True
2025-12-12,NUTX,9,incomplete_evidence,False,non_actionable,False,,1.5823,True,0.697712,True,True
2025-12-12,PAC,17,incomplete_evidence,False,non_actionable|eps_unknown,False,,3.374,False,2.801906,False,True
2025-12-12,PFG,14,incomplete_evidence,False,non_actionable,False,,-0.5043,False,0.395793,False,True
2025-12-12,ROKU,26,tail_risk,False,clear_geometry_failure,False,,3.4717,False,3.442821,False,True
2025-12-12,ROST,8,constructive_pullback,False,non_actionable,False,,4.5228,False,5.133719,False,True
2025-12-12,RTX,4,constructive_pullback,False,non_actionable,False,,4.876,False,5.51092,False,True
2025-12-12,STX,1,constructive_pullback,False,non_actionable,False,,4.4248,False,5.968272,False,True
2025-12-12,TKO,15,incomplete_evidence,False,non_actionable,False,,-3.2957,False,-3.854369,False,True
2025-12-12,TPR,7,constructive_pullback,False,non_actionable,False,,8.3441,False,9.042683,False,True
