policy_id,scope,cohort,picks,mean_w4,median_w4,p10_w4,cvar10_w4,positive_rate,stop8_rate,terminal_le_minus8_rate
B0_FILL3_RELAX_INDUSTRY,underfilled_only,original_b0,22,6.155558,5.1473320000000005,-5.905469399999999,-9.602050333333333,0.7272727272727273,0.3181818181818182,0.045454545454545456
B0_FILL3_RELAX_INDUSTRY,underfilled_only,added_fill,2,-18.612356,-18.612356,-25.1610088,-26.798172,0.0,1.0,1.0
B0_FILL3_EPS_ONLY,underfilled_only,original_b0,22,6.155558,5.1473320000000005,-5.905469399999999,-9.602050333333333,0.7272727272727273,0.3181818181818182,0.045454545454545456
B0_FILL3_EPS_ONLY,underfilled_only,added_fill,4,6.710619,4.619635,-0.43568079999999965,-2.044888,0.75,0.25,0.0
B0_FILL3_SINGLE_REJECT,underfilled_only,original_b0,22,6.155558,5.1473320000000005,-5.905469399999999,-9.602050333333333,0.7272727272727273,0.3181818181818182,0.045454545454545456
B0_FILL3_SINGLE_REJECT,underfilled_only,added_fill,29,3.648129896551724,5.920134,-17.1943374,-19.959470333333332,0.5862068965517241,0.3448275862068966,0.1724137931034483
B0_FILL3_ANY_REJECT,underfilled_only,original_b0,22,6.155558,5.1473320000000005,-5.905469399999999,-9.602050333333333,0.7272727272727273,0.3181818181818182,0.045454545454545456
B0_FILL3_ANY_REJECT,underfilled_only,added_fill,29,5.248879,6.295918,-15.128821799999999,-17.97848,0.6206896551724138,0.3103448275862069,0.13793103448275862
