snapshot_date,code,reason,snapshot_w4_return_pct,is_top20_winner,is_big_winner
2026-07-24,CARE,non_actionable,-7.844294,False,False
2026-07-24,VIK,non_actionable,-7.864164,False,False
2026-07-24,WRLD,clear_geometry_failure,-8.012899,False,False
2026-07-24,CTRE,non_actionable,-8.485549,False,False
2026-07-24,OHI,non_actionable,-8.661572,False,False
2026-07-24,OGE,non_actionable,-8.668669,False,False
2026-07-24,FEIM,non_actionable,-14.863373,False,False
2026-07-24,CRS,non_actionable,-18.438271,False,False
2026-07-24,LQDA,non_actionable,-20.412897,False,False
2026-07-24,DBD,non_actionable,-21.706034,False,False
