snapshot_date,policy_id,underfill_cause,original_pick_count,pick_count,full3,original_codes,codes,added_codes,added_reasons,mature,capital_adjusted_return,selection_quality_return,capital_stop8_pct,one_pick_ruined,added_pick_count,added_selection_quality_return,added_stop8_pct
2026-07-24,B0_FILL3_EPS_ONLY,FULL,3,3,True,"[""BLFS"", ""IMAX"", ""PKG""]","[""BLFS"", ""IMAX"", ""PKG""]",[],{},True,16.160500000000003,16.160500000000003,0.0,False,0,,
2026-07-24,B0_FILL3_SINGLE_REJECT,FULL,3,3,True,"[""BLFS"", ""IMAX"", ""PKG""]","[""BLFS"", ""IMAX"", ""PKG""]",[],{},True,16.160500000000003,16.160500000000003,0.0,False,0,,
2026-07-24,B0_FILL3_ANY_REJECT,FULL,3,3,True,"[""BLFS"", ""IMAX"", ""PKG""]","[""BLFS"", ""IMAX"", ""PKG""]",[],{},True,16.160500000000003,16.160500000000003,0.0,False,0,,
2026-07-31,B0_ORIGINAL,FULL,3,3,True,"[""SHOO"", ""NBBK"", ""GSAT""]","[""SHOO"", ""NBBK"", ""GSAT""]",[],{},True,-4.729626666666667,-4.729626666666667,33.33333333333333,True,0,,
2026-07-31,B0_FILL3_RELAX_INDUSTRY,FULL,3,3,True,"[""SHOO"", ""NBBK"", ""GSAT""]","[""SHOO"", ""NBBK"", ""GSAT""]",[],{},True,-4.729626666666667,-4.729626666666667,33.33333333333333,True,0,,
2026-07-31,B0_FILL3_EPS_ONLY,FULL,3,3,True,"[""SHOO"", ""NBBK"", ""GSAT""]","[""SHOO"", ""NBBK"", ""GSAT""]",[],{},True,-4.729626666666667,-4.729626666666667,33.33333333333333,True,0,,
2026-07-31,B0_FILL3_SINGLE_REJECT,FULL,3,3,True,"[""SHOO"", ""NBBK"", ""GSAT""]","[""SHOO"", ""NBBK"", ""GSAT""]",[],{},True,-4.729626666666667,-4.729626666666667,33.33333333333333,True,0,,
2026-07-31,B0_FILL3_ANY_REJECT,FULL,3,3,True,"[""SHOO"", ""NBBK"", ""GSAT""]","[""SHOO"", ""NBBK"", ""GSAT""]",[],{},True,-4.729626666666667,-4.729626666666667,33.33333333333333,True,0,,
2026-08-07,B0_ORIGINAL,FULL,3,3,True,"[""CFFI"", ""MTUS"", ""SWK""]","[""CFFI"", ""MTUS"", ""SWK""]",[],{},False,,,,,0,,
2026-08-07,B0_FILL3_RELAX_INDUSTRY,FULL,3,3,True,"[""CFFI"", ""MTUS"", ""SWK""]","[""CFFI"", ""MTUS"", ""SWK""]",[],{},False,,,,,0,,
2026-08-07,B0_FILL3_EPS_ONLY,FULL,3,3,True,"[""CFFI"", ""MTUS"", ""SWK""]","[""CFFI"", ""MTUS"", ""SWK""]",[],{},False,,,,,0,,
2026-08-07,B0_FILL3_SINGLE_REJECT,FULL,3,3,True,"[""CFFI"", ""MTUS"", ""SWK""]","[""CFFI"", ""MTUS"", ""SWK""]",[],{},False,,,,,0,,
2026-08-07,B0_FILL3_ANY_REJECT,FULL,3,3,True,"[""CFFI"", ""MTUS"", ""SWK""]","[""CFFI"", ""MTUS"", ""SWK""]",[],{},False,,,,,0,,
