code,snapshot_date,signal,signal_source,bf_watch_active,bf_watch_s_resistance,bf_watch_s_distance_pct,bf_watch_s_side,bf_watch_m_resistance,bf_watch_m_distance_pct,bf_watch_m_side,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type
CCNE,2026-09-14,False,,False,34.939998626708984,-0.9158549152878392,RIGHT,36.08000183105469,-4.04657102293513,RIGHT,True,,,,,,,,,,,,,,,34.619998931884766,,,0.178743820027499,27.7,2026-01-12,31.1,5,2,26.40999984741211,2025-08-18,-13.7,2,21,13.7,6,8.0,-7.9,-4.0,True,False,,36.16999816894531,-4.2853174330302775,Finance,Regional Banks,,,,
CCSI,2026-09-14,False,,False,,,LEFT,39.32500076293945,-6.11570895698661,LEFT,False,,,,,,,,,,,,,,,36.91999816894531,,,0.1858922549538753,7.5,2026-05-25,22.8,1,0,30.075000762939453,2025-02-10,-40.7,5,67,40.7,4,6.0,-15.3,-6.1,True,False,,41.400001525878906,-10.821263748343512,Technology Services,Packaged Software,,,,
CDNA,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,52.369998931884766,,,0.1466825794146347,31.8,2026-07-13,58.1,0,0,33.1349983215332,2024-08-12,-66.9,7,100,66.9,3,3.0,-5.3,1.9,True,False,,53.67100143432617,-2.424032471302706,Health Technology,Medical Specialties,,,,
CDP,2026-09-14,False,,False,37.52000045776367,-6.929643542369323,RIGHT,,,,True,,,,,,,,,,,,,,,34.91999816894531,,,0.275286931918082,1.1,2026-06-08,4.7,1,0,33.36000061035156,2024-11-25,-28.3,7,80,28.3,3,9.0,-12.8,-8.5,False,False,,38.900001525878906,-10.231370696183204,Finance,Real Estate Investment Trusts,,,,
CFBK,2026-09-14,False,,False,35.95000076293945,-1.8358827076646376,RIGHT,,,,True,,,,,,,,,,,,,,,35.290000915527344,,,0.2458482578964506,-0.8,2026-07-27,5.0,0,0,33.599998474121094,2026-02-02,-21.3,2,25,21.3,1,6.0,-7.8,-3.8,False,False,,38.11000061035156,-7.399631723065991,Finance,Savings Banks,,,,
CFFI,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,95.30999755859376,,,0.2567387516654709,3.9,2026-08-24,6.0,1,0,89.9000015258789,2025-02-10,-40.9,7,80,40.9,0,,,,True,False,,96.62000274658205,-1.3558322818766677,Finance,Regional Banks,,,,
CFG,2026-09-14,False,,False,71.18000030517578,-0.8991281074803514,RIGHT,,,,True,,,,,,,,,,,,,,,70.54000091552734,,,0.3069691428251081,0.2,2026-06-22,3.2,0,0,68.36000061035156,2026-02-02,-18.8,2,20,18.8,3,6.0,-9.6,-5.8,True,False,,75.33000183105469,-6.358689498335668,Finance,Major Banks,,,,
CFR,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,163.38999938964844,,,0.2284335185496997,5.2,2026-06-22,10.3,0,0,148.1199951171875,2024-11-18,-32.3,6,83,32.3,3,6.0,-7.5,-4.1,True,False,,170.8000030517578,-4.33840956072109,Finance,Regional Banks,,,,
CGEM,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,20.399999618530273,,,0.4621470841262806,15.1,2026-08-03,22.8,1,0,16.610000610351562,2026-03-02,-29.7,2,22,29.7,1,3.0,-18.8,-10.5,True,False,,23.190000534057617,-12.031051536328574,Health Technology,Pharmaceuticals: Major,,,,
CHCO,2026-09-14,False,,False,146.4499969482422,-0.9627884544153976,RIGHT,,,,False,,,,,,,,,,,,,,,145.0399932861328,,,0.1966254304788656,8.2,2026-06-22,9.6,1,0,132.30999755859375,2024-11-18,-22.7,7,83,22.7,3,6.0,-4.9,-2.7,True,False,,148.99000549316406,-2.6511927387051992,Finance,Major Banks,,,,
CHE,2026-09-14,False,,False,553.0,-7.000003973355562,RIGHT,,,,True,,,,,,,,,,,,,,,514.2899780273438,,,0.1848310116464946,5.0,2026-06-29,6.8,0,0,481.3800048828125,2026-02-16,-24.1,1,19,24.1,2,7.0,-9.3,-7.0,False,False,,557.0,-7.667867499579217,Health Services,Hospital/Nursing Management,,,,
CHEF,2026-09-14,False,,False,115.30999755859376,-2.142052964182928,LEFT,115.72000122070312,-2.4887701801175277,LEFT,False,,,,,,,,,,,,,,,112.83999633789062,,,0.1443517081356433,43.1,2026-04-27,52.6,2,0,73.94000244140625,2026-02-23,-23.5,1,9,23.5,4,8.0,-8.9,-2.5,True,False,,117.6500015258789,-4.088402146709913,Distribution Services,Food Distributors,,,,
CHMG,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,84.98999786376953,,,0.2643601994908102,27.2,2026-04-20,30.8,3,0,65.0,2026-02-02,-22.6,1,11,22.6,8,2.0,-2.1,-1.2,False,False,,86.0,-1.1744210886400763,Finance,Regional Banks,,,,
CHRD,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,151.22000122070312,,,0.2102059010307264,-0.5,2026-09-07,1.6,0,0,148.77000427246094,2026-03-23,-25.2,2,24,25.2,1,2.0,-2.1,-1.8,False,False,,156.32000732421875,-3.2625421344421035,Energy Minerals,Integrated Oil,,,,
CHRN,2026-09-14,False,,False,,,RIGHT,30.0,-37.30000178019206,RIGHT,True,,,,,,,,,,,,,,,18.809999465942383,,,0.0986964618249534,20.8,2026-05-04,39.3,3,0,13.5,2026-03-09,-41.6,1,8,41.6,4,10.0,-43.0,-37.3,True,False,,30.0,-37.30000178019206,Technology Services,Data Processing Services,,,,
CHYM,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,33.970001220703125,,,0.2803018389368192,16.7,2026-08-03,18.8,0,0,28.59000015258789,2026-01-05,-44.5,3,30,44.5,1,3.0,-6.6,-1.4,True,False,,35.54999923706055,-4.4444389599600616,Technology Services,Packaged Software,,,,
CIVB,2026-09-14,False,,False,27.959999084472656,-1.5379056219853138,RIGHT,,,,False,,,,,,,,,,,,,,,27.530000686645508,,,0.172126163488673,6.3,2026-05-25,7.6,1,0,25.59000015258789,2025-06-30,-25.9,4,47,25.9,3,8.0,-11.3,-7.2,True,False,,29.969999313354492,-8.141470412452534,Finance,Regional Banks,,,,
CIX,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,38.150001525878906,,,0.5923183711244794,9.0,2026-08-31,18.1,0,0,32.29999923706055,2025-08-11,-37.2,2,55,37.2,0,,,,True,False,,40.290000915527344,-5.311490049690482,Producer Manufacturing,Metal Fabrication,,,,
CLBK,2026-09-14,False,,False,11.800000190734863,-3.3898353028728123,LEFT,11.84000015258789,-3.7162206789452257,LEFT,False,,,,,,,,,,,,,,,11.399999618530272,,,0.0997009662579657,23.2,2026-05-18,27.4,2,0,8.945454597473145,2023-12-18,-35.8,10,126,35.8,4,5.0,-5.4,-5.0,False,False,,12.0,-5.000003178914392,,,,,,
CLDX,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,39.18000030517578,,,0.2631392017426855,2.9,2026-07-27,11.0,1,0,35.290000915527344,2026-04-13,-19.6,1,15,19.6,1,6.0,-18.4,-13.2,True,False,,45.13999938964844,-13.20336545205938,Health Technology,Biotechnology,,,,
CLMT,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,56.54999923706055,,,0.2314408169744431,124.5,2026-02-02,138.4,3,1,23.719999313354492,2024-12-30,-67.6,4,57,67.6,8,2.0,-6.0,-3.2,False,False,,58.400001525878906,-3.1678120556188127,Energy Minerals,Oil Refining/Marketing,,,,
CLYM,2026-09-14,False,,False,18.135000228881836,-19.71326034819445,RIGHT,,,,False,,,,,,,,,,,,,,,14.5600004196167,,,0.1843613610647125,385.3,2025-12-08,484.7,6,0,2.490000009536743,2025-09-01,-38.2,2,14,38.2,9,5.0,-27.8,-19.7,True,False,,18.329999923706055,-20.56737326667221,,,,,,
CMDB,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,24.209999084472656,,,0.3005336304462558,19.6,2026-08-17,21.5,1,0,19.924999237060547,2026-02-09,-25.3,2,27,25.3,1,2.0,-7.8,-2.2,False,False,,24.760000228881836,-2.221329318759935,Transportation,Marine Shipping,,,,
CNO,2026-09-14,False,,True,56.97999954223633,-2.544753904156571,RIGHT,,,,False,,,,,,,,,,,,,,,55.529998779296875,,,0.2718906537407017,20.7,2026-05-04,23.8,1,0,44.84000015258789,2025-12-15,-13.0,2,20,13.0,5,3.0,-4.4,-2.5,True,False,,57.59000015258789,-3.5770122726739517,Finance,Multi-Line Insurance,,,,
CNOB,2026-09-14,False,,False,32.38999938964844,-1.636303764384317,RIGHT,,,,True,,,,,,,,,,,,,,,31.86000061035156,,,0.2281742589829881,8.5,2026-04-27,10.7,2,0,28.780000686645508,2024-11-18,-28.4,6,75,28.4,4,10.0,-10.2,-6.7,True,False,,34.13999938964844,-6.678379672110335,Finance,Regional Banks,,,,
CNS,2026-09-14,False,,False,86.55999755859375,-14.383083756228851,LEFT,,,,False,,,,,,,,,,,,,,,74.11000061035156,,,0.2681474854183514,0.2,2026-06-01,4.9,2,0,70.66000366210938,2026-01-12,-14.8,1,20,14.8,4,6.0,-14.9,-14.4,False,False,,86.55999755859375,-14.383083756228851,Finance,Investment Managers,,,,
CNXN,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,85.75,,,0.1829249209776859,11.0,2026-07-06,11.9,2,0,76.6500015258789,2024-09-16,-28.3,9,94,28.3,2,2.0,-3.3,-1.2,True,False,,88.30999755859375,-2.898876264711925,Technology Services,Information Technology Services,,,,
COP,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,136.6699981689453,,,0.2282770157057528,-0.5,2026-09-07,1.3,0,0,134.8699951171875,2024-04-01,-40.8,8,127,40.8,1,2.0,-2.0,-1.6,False,False,,139.82000732421875,-2.2529030112043325,Energy Minerals,Oil & Gas Production,,,,
CORT,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,111.8000030517578,,,0.2534265192824078,23.9,2026-06-29,26.0,1,0,88.7300033569336,2025-09-29,-67.7,2,39,67.7,3,5.0,-12.3,-9.4,False,False,,126.37999725341795,-11.536631206300996,Health Technology,Pharmaceuticals: Major,,,,
COSO,2026-09-14,False,,False,28.040000915527344,-1.7831668462005013,RIGHT,28.25,-2.513271095478431,RIGHT,True,,,,,,,,,,,,,,,27.540000915527344,,,0.4077408672254993,6.0,2026-06-01,6.3,2,0,25.899999618530273,2025-12-22,-12.7,3,23,12.7,2,7.0,-5.9,-2.5,True,False,,28.559999465942383,-3.571423562634801,Finance,Regional Banks,,,,
CPAY,2026-09-14,False,,False,427.4599914550781,-3.485704906736331,RIGHT,,,,True,,,,,,,,,,,,,,,412.55999755859375,,,0.1705831854352651,5.0,2026-08-03,5.5,0,0,391.1000061035156,2024-11-25,-35.4,6,88,35.4,1,6.0,-5.7,-3.1,True,False,,427.4599914550781,-3.485704906736331,Commercial Services,Miscellaneous Commercial Services,,,,
CPF,2026-09-14,False,,False,38.31999969482422,-1.2787000722124575,RIGHT,,,,True,,,,,,,,,,,,,,,37.83000183105469,,,0.3390864454694242,7.5,2026-06-01,8.1,2,0,35.0099983215332,2025-12-15,-14.2,3,24,14.2,3,8.0,-8.9,-6.2,False,False,,40.9900016784668,-7.709196677276909,Finance,Regional Banks,,,,
CRL,2026-09-14,False,,False,299.32000732421875,-8.756521893394842,LEFT,,,,True,,,,,,,,,,,,,,,273.1099853515625,,,0.3407665093759379,18.4,2026-06-29,22.8,0,0,222.3699951171875,2026-01-05,-34.3,2,25,34.3,2,5.0,-10.7,-8.8,False,False,,303.30999755859375,-9.956813969245172,Commercial Services,Miscellaneous Commercial Services,,,,
CRS,2026-09-14,False,,False,,,BOTTOM,612.780029296875,-31.397894059117583,BOTTOM,False,,,,,,,,,,,,,,,420.3800048828125,,,0.2139977968053678,33.8,2025-10-20,44.5,6,2,290.8399963378906,2025-07-14,-21.6,1,14,21.6,6,9.0,-31.7,-31.4,False,False,,625.989990234375,-32.84557078533806,,,,,,
CSX,2026-09-14,False,,False,51.7599983215332,-5.506179610781469,RIGHT,53.40999984741211,-8.42538852809609,RIGHT,True,,,,,,,,,,,,,,,48.90999984741211,,,0.1620782564499069,29.5,2026-01-26,32.5,4,1,36.90999984741211,2024-11-25,-29.0,5,61,29.0,5,9.0,-10.4,-8.4,True,False,,53.599998474121094,-8.749997686983868,Transportation,Railroads,,,,
CTBI,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,77.83999633789062,,,0.1673036266059522,16.7,2026-05-18,18.5,2,0,65.69999694824219,2026-02-02,-13.5,2,15,13.5,4,6.0,-6.1,-2.0,True,False,,79.91999816894531,-2.6026049533406037,Finance,Regional Banks,,,,
CTRN,2026-09-14,False,,False,71.62999725341797,-15.95699696879872,BOTTOM,,,,True,,,,,,,,,,,,,,,60.20000076293945,,,0.2484003960220472,-0.8,2026-06-15,13.2,0,0,53.16999816894531,2026-04-13,-32.2,1,9,32.2,3,6.0,-25.4,-22.7,True,False,,77.91000366210938,-22.73135934632612,Retail Trade,Apparel/Footwear Retail,,,,
CVI,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,48.630001068115234,,,0.3614066890630509,16.5,2026-08-24,20.8,0,0,40.27000045776367,2025-10-20,-51.3,3,44,51.3,1,2.0,-9.4,-7.2,False,False,,52.400001525878906,-7.194657152637241,Energy Minerals,Oil Refining/Marketing,,,,
CVS,2026-09-14,False,,True,98.5,-2.9949207596367433,RIGHT,,,,True,,,,,,,,,,,,,,,95.5500030517578,,,0.1352291489084525,5.5,2026-05-04,14.7,0,0,83.29000091552734,2024-01-01,-47.7,11,122,47.7,4,9.0,-16.6,-13.7,True,False,,110.68000030517578,-13.670037235002097,Retail Trade,Drugstore Chains,,,,
CXW,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,34.22999954223633,,,0.2074321622480458,26.3,2026-06-08,37.0,2,0,24.989999771118164,2024-11-04,-49.3,6,83,49.3,3,2.0,-3.6,-3.0,False,False,,35.29999923706055,-3.0311606740797137,Commercial Services,Miscellaneous Commercial Services,,,,
CZNC,2026-09-14,False,,False,26.239999771118164,-0.5716448926778361,RIGHT,,,,False,,,,,,,,,,,,,,,26.09000015258789,,,0.1998213517715949,0.4,2026-08-10,2.6,0,0,25.43000030517578,2022-08-08,-35.1,17,209,35.1,2,3.0,-4.0,-0.6,True,False,,26.350000381469727,-0.9867181218892074,Finance,Regional Banks,,,,
DAC,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,158.25999450683594,,,0.2208782540099921,12.9,2026-07-20,17.0,2,0,135.2100067138672,2026-05-04,-11.3,1,11,11.3,2,2.0,-1.4,-0.7,False,False,,159.47000122070312,-0.7587676080798245,Transportation,Marine Shipping,,,,
DAR,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,64.91999816894531,,,0.2071855949424249,-0.4,2026-08-31,0.4,0,0,64.69000244140625,2026-03-30,-21.3,2,22,21.3,1,3.0,-5.5,-5.4,False,False,,69.9800033569336,-7.230644391626684,Consumer Non-Durables,Food: Specialty/Candy,,,,
DAVE,2026-09-14,False,,False,394.989990234375,-7.39512194669688,RIGHT,,,,True,,,,,,,,,,,,,,,365.7799987792969,,,0.154239062615666,27.5,2026-06-08,29.3,1,0,282.989990234375,2025-06-30,-46.2,4,49,46.2,1,10.0,-33.7,-19.8,True,False,,458.25,-20.178941892133796,Finance,Major Banks,,,,
DCO,2026-09-14,False,,False,207.4600067138672,-20.707608851627224,RIGHT,207.4600067138672,-20.707608851627224,RIGHT,False,,,,,,,,,,,,,,,164.5,,,0.2001401340256193,52.7,2026-01-05,62.1,4,0,101.47000122070312,2025-10-20,-16.5,1,11,16.5,9,6.0,-22.3,-20.7,False,False,,210.38999938964844,-21.811872961061617,Electronic Technology,Aerospace & Defense,,,,
DCOM,2026-09-14,False,,False,41.4900016784668,-1.1569133225239558,RIGHT,,,,False,,,,,,,,,,,,,,,41.0099983215332,,,0.2054340128955313,11.1,2026-05-18,12.4,2,0,36.5,2024-11-18,-36.3,5,78,36.3,5,3.0,-3.9,-1.2,True,False,,41.970001220703125,-2.2873549469814347,Finance,Regional Banks,,,,
DE,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,681.4600219726562,,,0.1919932279362546,-1.7,2026-08-31,1.1,0,0,674.1900024414062,2026-02-16,-23.6,2,28,23.6,1,3.0,-5.4,-3.5,True,False,,705.8800048828125,-3.459509086705237,Producer Manufacturing,Trucks/Construction/Farm Machinery,,,,
DELL,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,534.280029296875,,,0.2706690277053066,211.0,2026-03-23,218.1,2,1,167.94000244140625,2024-05-20,-60.6,5,96,60.6,7,2.0,-7.4,-5.9,False,False,,567.75,-5.895195192095992,Electronic Technology,Computer Processing Hardware,,,,
DGII,2026-09-14,False,,False,85.72000122070312,-22.24684953716313,LEFT,85.72000122070312,-22.24684953716313,LEFT,True,,,,,,,,,,,,,,,66.6500015258789,,,0.2631626995478032,50.9,2026-02-02,52.6,5,1,43.68000030517578,2022-11-21,-53.8,11,167,53.8,5,6.0,-22.8,-22.2,False,False,,86.83999633789062,-23.24964954334329,Electronic Technology,Telecommunications Equipment,,,,
DHT,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,22.149999618530273,,,0.2794072507758944,6.1,2026-08-31,11.6,0,0,19.850000381469727,2026-02-23,-19.5,3,27,19.5,0,,,,True,False,,22.280000686645508,-0.5834877204162536,Transportation,Marine Shipping,,,,
DINO,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,106.91000366210938,,,0.2463020189701677,77.5,2026-03-16,89.0,5,1,56.58000183105469,2025-11-10,-19.2,2,18,19.2,5,2.0,-6.2,-4.7,False,False,,112.16999816894533,-4.689306046803687,Energy Minerals,Oil Refining/Marketing,,,,
DK,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,74.47000122070312,,,0.3349630812213131,55.7,2026-06-22,71.2,2,0,43.5,2025-11-03,-40.6,2,33,40.6,4,2.0,-6.4,-5.0,False,False,,79.1500015258789,-5.9128240239459835,Energy Minerals,Oil Refining/Marketing,,,,
DMLP,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,29.770000457763672,,,0.2142481297613873,1.9,2026-08-31,2.8,0,0,28.950000762939453,2026-04-20,-14.3,1,19,14.3,0,,,,True,False,,29.88999938964844,-0.4014684989465888,Miscellaneous,Investment Trusts/Mutual Funds,,,,
DNTH,2026-09-14,False,,False,110.44000244140624,-2.4900397855921907,BOTTOM,,,,True,,,,,,,,,,,,,,,107.69000244140624,,,0.1998582739484816,10.3,2026-07-06,11.6,1,0,96.5,2026-04-13,-28.7,1,12,28.7,2,6.0,-12.8,-7.5,False,False,,117.87999725341795,-8.644379919780032,Health Technology,Biotechnology,,,,
DOC,2026-09-14,False,,False,21.43000030517578,-4.946334348331161,BOTTOM,,,,True,,,,,,,,,,,,,,,20.3700008392334,,,0.1553535836307498,-5.5,2026-06-22,3.5,1,0,19.68000030517578,2025-09-29,-20.2,3,38,20.2,2,10.0,-11.3,-9.9,True,False,,22.950000762939453,-11.24182935920568,Finance,Real Estate Investment Trusts,,,,
DXPE,2026-09-14,False,,False,203.3000030517578,-11.564195480921668,LEFT,203.3000030517578,-11.564195480921668,LEFT,True,,,,,,,,,,,,,,,179.7899932861328,,,0.1875401871829677,31.6,2026-03-23,37.3,2,2,130.97000122070312,2025-08-18,-35.8,3,31,35.8,3,6.0,-12.8,-11.6,False,False,,208.0,-13.562503227820766,Distribution Services,Wholesale Distributors,,,,
EAT,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,214.16000366210935,,,0.3023268667440446,0.2,2026-07-27,14.5,0,0,187.1199951171875,2025-01-27,-46.4,6,78,46.4,1,5.0,-15.7,-14.1,True,False,,254.9900054931641,-16.012393015987946,Consumer Services,Restaurants,,,,
ECBK,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,21.079999923706055,,,0.1511023036908595,9.1,2026-06-08,14.0,2,1,18.48699951171875,2025-11-10,-14.1,3,30,14.1,3,2.0,-0.9,-0.7,True,False,,21.780000686645508,-3.2139611610235708,Finance,Regional Banks,,,,
ECO,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,79.72000122070312,,,0.473461459567396,37.7,2026-07-20,38.5,0,0,57.58000183105469,2026-05-04,-19.1,1,11,19.1,1,3.0,-7.7,24.1,True,False,,80.45999908447266,-0.9197090134100416,Transportation,Marine Shipping,,,,
ECPG,2026-09-14,False,,False,,,LEFT,103.76000213623048,-3.874329404102095,LEFT,False,,,,,,,,,,,,,,,99.73999786376952,,,0.1842320991611245,79.6,2025-12-22,82.8,4,1,54.54999923706055,2024-02-12,-51.5,8,97,51.5,8,6.0,-10.6,-3.9,True,False,,104.9800033569336,-4.991432011435515,Finance,Finance/Rental/Leasing,,,,
EDRY,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,65.0,,,0.6108009241432422,177.3,2026-05-18,195.6,1,1,21.989999771118164,2026-02-23,-22.6,1,12,22.6,2,2.0,-17.9,-9.5,True,False,,71.83999633789062,-9.521153516934412,Transportation,Marine Shipping,,,,
EFSC,2026-09-14,False,,False,64.93000030517578,-1.2166963065059044,RIGHT,,,,True,,,,,,,,,,,,,,,64.13999938964844,,,0.2372049181176909,-4.1,2026-06-22,2.5,0,0,62.599998474121094,2024-11-18,-27.8,6,83,27.8,2,10.0,-13.3,-6.7,False,False,,68.7300033569336,-6.678311862503506,Finance,Regional Banks,,,,
EFSI,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,46.04999923706055,,,0.1874615857406269,10.4,2026-08-03,12.0,2,0,41.119998931884766,2025-09-15,-23.5,4,46,23.5,1,5.0,-9.8,2.4,True,False,,47.08000183105469,-2.1877709301929893,Finance,Regional Banks,,,,
EG,2026-09-14,False,,False,388.0299987792969,-2.1879726467241345,BOTTOM,,,,True,,,,,,,,,,,,,,,379.5400085449219,,,0.2124710388514644,2.2,2026-06-29,5.7,0,0,358.95001220703125,2025-09-29,-15.7,4,39,15.7,2,9.0,-6.8,-1.9,True,False,,401.0700073242187,-5.3681398225054355,Finance,Property/Casualty Insurance,,,,
EGP,2026-09-14,False,,False,207.97000122070312,-5.000718293715655,BOTTOM,226.7100067138672,-12.853424430632344,LEFT,False,,,,,,,,,,,,,,,197.57000732421875,,,0.2112461697680553,1.9,2026-04-06,4.6,4,0,188.88999938964844,2024-02-05,-27.1,6,113,27.1,4,10.0,-13.7,-12.9,False,False,,226.7100067138672,-12.853424430632344,Finance,Real Estate Investment Trusts,,,,
EHLD,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,14.125,,,0.5100235849056604,89.9,2026-03-23,91.5,1,1,7.375,2025-11-17,-17.2,1,18,17.2,6,2.0,-13.4,-10.6,False,False,,15.800000190734863,-10.601266901990837,,,,,,
ELVN,2026-09-14,False,,False,60.54999923706055,-10.107347661433042,LEFT,,,,True,,,,,,,,,,,,,,,54.43000030517578,,,0.2070036808158579,8.7,2026-06-22,12.2,0,0,48.529998779296875,2026-04-13,-31.1,1,10,31.1,3,7.0,-13.3,-12.7,False,False,,62.31999969482422,-12.660461213551187,Health Technology,Biotechnology,,,,
ENVA,2026-09-14,False,,False,267.45001220703125,-15.229018181834777,LEFT,,,,True,,,,,,,,,,,,,,,226.72000122070312,,,0.1423029018911683,34.3,2026-06-01,36.0,1,0,166.75,2026-01-26,-22.5,1,18,22.5,3,6.0,-17.6,-15.2,True,False,,267.45001220703125,-15.229018181834777,Finance,Finance/Rental/Leasing,,,,
EQBK,2026-09-14,False,,False,52.04999923706055,-3.496637313163198,RIGHT,,,,True,,,,,,,,,,,,,,,50.22999954223633,,,0.2092264128682109,-0.4,2026-07-13,2.1,0,0,49.189998626708984,2024-11-18,-30.7,7,86,30.7,2,6.0,-6.7,-3.6,True,False,,52.27000045776367,-3.902814037998237,Finance,Regional Banks,,,,
EROK,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,24.0,,,0.1252018280835226,-4.1,2026-08-10,0.7,0,0,23.84000015258789,2026-05-11,-17.2,2,13,17.2,1,5.0,-12.7,-12.5,False,False,,27.420000076293945,-12.472647945944823,,,,,,
ESNT,2026-09-14,False,,False,70.06999969482422,-1.812468458109917,RIGHT,,,,True,,,,,,,,,,,,,,,68.80000305175781,,,0.2238860245987749,0.1,2026-08-03,2.5,0,0,67.08999633789062,2024-08-26,-23.1,9,101,23.1,1,6.0,-4.4,-1.3,True,False,,70.37000274658203,-2.2310638532701765,Finance,Specialty Insurance,,,,
ET,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,21.489999771118164,,,0.1857318573185732,-0.0,2026-08-31,0.2,0,0,21.450000762939453,2025-01-20,-31.9,4,84,31.9,1,2.0,-2.3,-1.6,False,False,,21.84000015258789,-1.6025658380238283,Industrial Services,Oil & Gas Pipelines,,,,
ETON,2026-09-14,False,,False,64.0,-9.968751668930054,LEFT,,,,True,,,,,,,,,,,,,,,57.619998931884766,,,0.1306190870015094,158.2,2026-03-16,170.5,4,0,21.299999237060547,2025-05-19,-38.5,3,43,38.5,5,5.0,-12.3,-10.0,False,False,,66.37000274658203,-13.183672521616518,Health Technology,Pharmaceuticals: Major,,,,
EWBC,2026-09-14,False,,False,131.25999450683594,-1.1046754600973818,RIGHT,,,,True,,,,,,,,,,,,,,,129.80999755859375,,,0.2908962879083444,3.1,2026-06-01,5.3,2,0,123.22000122070312,2026-02-02,-17.0,1,17,17.0,3,6.0,-8.2,-5.5,True,False,,137.47000122070312,-5.572127441689267,Finance,Regional Banks,,,,
EXEL,2026-09-14,False,,False,59.720001220703125,-5.877431454260684,RIGHT,,,,False,,,,,,,,,,,,,,,56.209999084472656,,,0.1628810296133706,12.1,2026-05-11,15.1,2,0,48.849998474121094,2025-05-12,-30.9,5,52,30.9,3,3.0,-8.7,-5.9,False,False,,59.720001220703125,-5.877431454260684,Health Technology,Pharmaceuticals: Major,,,,
FA,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,22.280000686645508,,,0.1420567046321625,-7.2,2026-08-03,7.4,0,0,20.75,2024-10-14,-57.5,7,94,57.5,1,7.0,-20.9,-11.4,True,False,,25.149999618530273,-11.411526741217838,Technology Services,Packaged Software,,,,
FAF,2026-09-14,False,,False,75.45999908447266,-3.0612212915717807,BOTTOM,,,,True,,,,,,,,,,,,,,,73.1500015258789,,,0.2004388213084626,0.2,2026-07-13,3.1,2,0,70.91999816894531,2024-11-25,-25.1,7,85,25.1,1,9.0,-7.2,-3.7,True,False,,79.87000274658203,-8.413673456384974,Finance,Specialty Insurance,,,,
