code,snapshot_date,signal,signal_source,bf_watch_active,bf_watch_s_resistance,bf_watch_s_distance_pct,bf_watch_s_side,bf_watch_m_resistance,bf_watch_m_distance_pct,bf_watch_m_side,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type
ADM,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,86.44000244140625,,,0.2038454172252708,32.6,2026-01-12,33.9,5,1,64.56999969482422,2025-10-13,-13.9,2,13,13.9,8,2.0,-3.0,-2.6,False,False,,88.75,-2.6028141505281654,Process Industries,Agricultural Commodities/Milling,,,,
ADPT,2026-09-14,False,,False,26.15999984741211,-5.275226180489135,BOTTOM,,,,True,,,,,,,,,,,,,,,24.780000686645508,,,0.1732448235812407,18.2,2026-06-22,19.4,0,0,20.760000228881836,2025-11-24,-42.2,2,30,42.2,4,5.0,-10.1,-5.3,True,False,,26.8700008392334,-7.778191616340557,Health Technology,Biotechnology,,,,
AGM,2026-09-14,False,,False,228.66000366210935,-1.5087889849508818,RIGHT,,,,True,,,,,,,,,,,,,,,225.2100067138672,,,0.2687475582423457,-1.1,2026-07-27,3.5,1,0,217.6000061035156,2024-07-22,-37.2,8,105,37.2,1,7.0,-12.7,-9.3,True,False,,248.2899932861328,-9.295576622642187,Finance,Finance/Rental/Leasing,,,,
AII,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,26.489999771118164,,,0.3650483824079073,4.5,2026-08-17,4.8,0,0,25.288000106811523,2025-11-03,-36.0,3,41,36.0,1,4.0,-6.8,-1.9,True,False,,27.0,-1.8888897365993973,Finance,Property/Casualty Insurance,,,,
AIR,2026-09-14,False,,False,149.5,-19.67892854110055,BOTTOM,149.5,-19.67892854110055,BOTTOM,True,,,,,,,,,,,,,,,120.08000183105467,,,0.170735025988516,-6.9,2026-06-08,0.7,2,0,119.23999786376952,2026-02-23,-16.8,2,15,16.8,2,6.0,-19.8,-19.7,False,False,,154.0,-22.02597283697748,Electronic Technology,Aerospace & Defense,,,,
AIT,2026-09-14,False,,False,326.239990234375,-2.154855011565704,RIGHT,,,,True,,,,,,,,,,,,,,,319.2099914550781,,,0.1761668932478798,5.4,2026-04-27,8.1,3,0,295.260009765625,2026-02-02,-15.0,1,12,15.0,4,6.0,-16.0,-14.8,False,False,,374.7999877929687,-14.83190985817142,Distribution Services,Wholesale Distributors,,,,
AIZ,2026-09-14,False,,False,288.70001220703125,-1.8808531221901736,LEFT,,,,True,,,,,,,,,,,,,,,283.2699890136719,,,0.2858677643160401,11.3,2026-05-11,15.0,0,0,246.30999755859375,2026-02-02,-14.8,1,14,14.8,4,7.0,-9.7,-6.8,False,False,,303.94000244140625,-6.800688708857649,Finance,Property/Casualty Insurance,,,,
ALL,2026-09-14,False,,False,262.19000244140625,-1.4150011138991614,BOTTOM,,,,True,,,,,,,,,,,,,,,258.4800109863281,,,0.2072735832720031,17.0,2026-06-01,19.7,1,0,215.88999938964844,2024-11-25,-18.5,8,79,18.5,3,7.0,-9.1,-6.1,True,False,,277.2200012207031,-6.759970475382671,Finance,Multi-Line Insurance,,,,
ALNT,2026-09-14,False,,False,,,RIGHT,117.4800033569336,-22.923050336792816,RIGHT,True,,,,,,,,,,,,,,,90.5500030517578,,,0.1704447434703102,14.4,2026-05-25,30.3,2,0,69.5,2026-02-16,-20.7,1,14,20.7,2,7.0,-26.8,-22.9,False,False,,118.66999816894533,-23.695959847538116,Producer Manufacturing,Electrical Products,,,,
ALRS,2026-09-14,False,,False,33.880001068115234,-1.6528965632708892,LEFT,,,,False,,,,,,,,,,,,,,,33.31999969482422,,,0.1616156585402296,23.6,2026-04-27,26.6,0,0,26.31999969482422,2026-02-02,-12.7,1,12,12.7,5,3.0,-4.8,-1.7,True,False,,34.400001525878906,-3.139540067293922,Finance,Major Banks,,,,
AMAL,2026-09-14,False,,False,50.20000076293945,-4.820721009688034,RIGHT,51.59000015258789,-7.385154801361049,RIGHT,False,,,,,,,,,,,,,,,47.779998779296875,,,0.5681749641120909,25.7,2026-01-19,28.2,3,2,37.2599983215332,2024-11-18,-32.8,4,61,32.8,6,6.0,-8.8,-7.4,True,False,,51.59000015258789,-7.385154801361049,Finance,Regional Banks,,,,
AMG,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,349.9800109863281,,,0.1825410864858945,3.9,2026-06-01,5.9,1,0,330.3800048828125,2026-02-09,-23.0,1,16,23.0,3,6.0,-8.6,-6.6,False,False,,392.9200134277344,-10.928433516737556,Finance,Investment Managers,,,,
AMLX,2026-09-14,False,,False,41.13999938964844,-18.230432939401386,LEFT,,,,True,,,,,,,,,,,,,,,33.63999938964844,,,0.156433476129603,65.6,2026-07-27,80.8,0,0,18.604999542236328,2026-04-13,-33.1,1,15,33.1,2,5.0,-23.7,-18.2,True,False,,41.13999938964844,-18.230432939401386,Health Technology,Pharmaceuticals: Major,,,,
AMN,2026-09-14,False,,False,35.459999084472656,-3.5815016654069387,RIGHT,,,,True,,,,,,,,,,,,,,,34.189998626708984,,,0.1716058929928959,18.0,2026-05-04,59.9,1,0,21.3799991607666,2025-10-20,-30.0,2,28,30.0,5,7.0,-14.4,-7.2,True,False,,37.220001220703125,-8.140791226811517,Commercial Services,Personnel Services,,,,
AMRX,2026-09-14,False,,False,19.260000228881836,-10.591904939171323,LEFT,,,,True,,,,,,,,,,,,,,,17.219999313354492,,,0.1963189414605085,6.3,2026-06-08,14.9,0,0,14.989999771118164,2026-02-09,-21.9,2,17,21.9,2,8.0,-13.1,-10.6,True,False,,19.260000228881836,-10.591904939171323,Health Technology,Pharmaceuticals: Major,,,,
AMTB,2026-09-14,False,,False,29.739999771118164,-0.6724911134163736,RIGHT,,,,False,,,,,,,,,,,,,,,29.540000915527344,,,0.1925161109881017,29.7,2026-03-30,36.3,3,1,21.68000030517578,2025-08-25,-28.0,2,31,28.0,5,3.0,-4.1,-0.7,True,False,,30.600000381469727,-3.4640504991113708,Finance,Major Banks,,,,
ANDG,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,56.400001525878906,,,0.1614296802159555,90.1,2026-03-30,105.0,3,1,27.510000228881836,2025-12-15,-34.1,2,15,34.1,7,3.0,-8.2,-2.1,True,False,,57.619998931884766,-2.117315912220119,Consumer Services,Other Consumer Services,,,,
ANET,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,187.80999755859375,,,0.1907542454737976,4.1,2026-07-27,4.5,1,0,179.8000030517578,2026-04-20,-24.8,1,14,24.8,2,2.0,-7.3,-6.4,False,False,,214.88999938964844,-12.601797155740124,Electronic Technology,Computer Peripherals,,,,
ANRO,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,31.68000030517578,,,0.2013977438832044,10.5,2026-08-03,12.7,1,0,28.11000061035156,2026-04-13,-36.3,1,16,36.3,1,3.0,-16.8,-15.3,False,False,,37.47999954223633,-15.474918110723324,Health Technology,Biotechnology,,,,
APA,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,45.029998779296875,,,0.2837522125059209,0.7,2026-09-07,1.1,0,0,44.540000915527344,2026-03-23,-28.7,1,24,28.7,0,,,,False,False,,46.59000015258789,-3.348360953384466,Energy Minerals,Integrated Oil,,,,
ARMK,2026-09-14,False,,False,,,LEFT,62.650001525878906,-6.576221302852126,LEFT,True,,,,,,,,,,,,,,,58.529998779296875,,,0.2783011686308124,29.3,2026-04-13,31.6,2,0,44.4900016784668,2025-07-21,-21.2,2,38,21.2,5,6.0,-10.7,-6.6,True,False,,62.650001525878906,-6.576221302852126,Consumer Services,Restaurants,,,,
AROW,2026-09-14,False,,False,39.880001068115234,-2.3821482886042245,RIGHT,,,,True,,,,,,,,,,,,,,,38.93000030517578,,,0.1898891484813839,5.7,2026-05-18,6.8,1,0,36.439998626708984,2024-11-11,-37.7,7,79,37.7,4,10.0,-13.5,-8.8,False,False,,42.70000076293945,-8.829040726940129,Finance,Major Banks,,,,
ARTNA,2026-09-14,False,,False,36.5,-3.2054744354666043,RIGHT,,,,False,,,,,,,,,,,,,,,35.33000183105469,,,0.2163283449399911,-1.3,2026-08-10,0.8,1,0,35.060001373291016,2025-04-14,-13.0,7,69,13.0,2,3.0,-3.8,-3.2,False,False,,36.97999954223633,-4.46186514766479,Utilities,Water Utilities,,,,
ARWR,2026-09-14,False,,False,86.95999908447266,-7.233211800539763,LEFT,90.80999755859376,-11.166170754608553,LEFT,True,,,,,,,,,,,,,,,80.66999816894531,,,0.1786415074053167,9.1,2026-04-20,13.1,1,0,71.2969970703125,2025-12-22,-24.2,1,17,24.2,7,7.0,-12.0,-11.2,False,False,,95.48999786376952,-15.51994976056772,Health Technology,Biotechnology,,,,
ARX,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,19.829999923706055,,,0.0591314549904067,1.3,2026-08-10,12.0,1,0,17.700000762939453,2026-05-18,-39.2,1,12,39.2,1,3.0,-0.5,-0.4,False,False,,19.899999618530273,-0.3517572671661639,Finance,Property/Casualty Insurance,,,,
ASB,2026-09-14,False,,False,31.200000762939453,-4.038462173303891,RIGHT,,,,False,,,,,,,,,,,,,,,29.940000534057617,,,0.2480221922753413,-4.5,2026-06-22,1.4,2,0,29.520000457763672,2026-02-02,-19.1,1,20,19.1,3,6.0,-8.3,-7.8,False,False,,32.459999084472656,-7.763396862264516,Finance,Major Banks,,,,
ASH,2026-09-14,False,,False,75.0999984741211,-7.230360073904551,BOTTOM,,,,True,,,,,,,,,,,,,,,69.66999816894531,,,0.2509611659651213,4.0,2026-06-29,7.4,1,0,64.83999633789062,2026-02-16,-25.7,2,19,25.7,3,7.0,-13.4,-11.0,False,False,,78.25,-10.964858570037938,Consumer Non-Durables,Food: Specialty/Candy,,,,
ASIC,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,27.989999771118164,,,0.1521970123132695,16.5,2026-07-27,17.2,1,0,23.875,2026-02-23,-22.8,3,22,22.8,1,3.0,-4.5,9.5,True,False,,28.3799991607666,-1.374205078157953,Finance,Property/Casualty Insurance,,,,
ATI,2026-09-14,False,,False,,,BOTTOM,243.57000732421875,-22.75321745750255,BOTTOM,False,,,,,,,,,,,,,,,188.1499938964844,,,0.2198346913896669,90.1,2025-10-27,97.7,5,2,95.16999816894533,2025-07-21,-26.0,1,14,26.0,8,6.0,-23.2,-22.8,False,False,,243.57000732421875,-22.75321745750255,Non-Energy Minerals,Other Metals/Minerals,,,,
ATLO,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,32.45000076293945,,,0.1641070101560564,24.3,2026-01-26,32.5,4,3,24.489999771118164,2023-02-13,-38.7,11,154,38.7,6,2.0,-1.4,-0.5,False,False,,32.86000061035156,-1.2477171022417743,Finance,Regional Banks,,,,
ATRC,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,55.790000915527344,,,0.2891311043170602,25.9,2026-08-10,31.5,0,0,42.439998626708984,2025-02-03,-40.2,6,79,40.2,1,3.0,-4.3,13.4,True,False,,56.02000045776367,-0.4105668339109303,Health Technology,Medical Specialties,,,,
ATRO,2026-09-14,False,,False,76.83000183105469,-7.627229559667859,LEFT,94.45999908447266,-24.867666834045966,LEFT,True,,,,,,,,,,,,,,,70.97000122070312,,,0.303801914127667,10.0,2026-05-18,10.2,2,0,64.40542602539062,2026-02-23,-23.8,1,12,23.8,3,6.0,-26.1,-24.9,False,False,,94.45999908447266,-24.867666834045966,Electronic Technology,Aerospace & Defense,,,,
AVBC,2026-09-14,False,,False,22.5,-1.4222208658854152,LEFT,,,,False,,,,,,,,,,,,,,,22.18000030517578,,,0.4328830567348514,3.0,2026-07-20,4.6,0,0,21.19499969482422,2026-04-13,-12.6,1,14,12.6,1,8.0,-9.4,-3.1,True,False,,22.89699935913086,-3.131410551702507,Finance,Savings Banks,,,,
AVT,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,92.33999633789062,,,0.2884764099695064,48.0,2026-01-26,60.1,6,1,57.68000030517578,2024-05-20,-32.0,7,88,32.0,6,2.0,-8.4,-7.6,False,False,,100.0,-7.6600036621093714,Distribution Services,Electronics Distributors,,,,
AXGN,2026-09-14,False,,False,52.90999984741211,-17.255719324221076,LEFT,,,,False,,,,,,,,,,,,,,,43.779998779296875,,,0.3333726351466124,13.7,2026-04-13,22.0,5,0,35.88999938964844,2026-02-16,-23.3,1,8,23.3,3,4.0,-25.1,-17.3,True,False,,52.90999984741211,-17.255719324221076,Health Technology,Medical Specialties,,,,
BAC,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,59.470001220703125,,,0.4527501003190755,2.7,2026-06-22,4.6,0,0,56.869998931884766,2026-02-02,-18.9,2,20,18.9,2,6.0,-9.6,-8.8,False,False,,65.2300033569336,-8.830295630543173,Finance,Major Banks,,,,
BDL,2026-09-14,False,,False,48.400001525878906,-6.942149802526365,LEFT,48.84000015258789,-7.780506194079518,LEFT,True,,,,,,,,,,,,,,,45.040000915527344,,,0.1365105975332295,27.0,2026-06-08,28.0,1,0,35.18000030517578,2023-09-18,-35.7,11,142,35.7,3,6.0,-9.9,-7.8,False,False,,52.119998931884766,-13.584033310534435,Consumer Services,Restaurants,,,,
BDSX,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,27.399999618530273,,,0.1275480624289789,17.4,2026-06-22,44.3,1,1,18.989999771118164,2026-03-02,-50.3,1,16,50.3,2,3.0,-23.1,-12.5,True,False,,31.309999465942383,-12.488022721511804,Health Services,Medical/Nursing Services,,,,
BEN,2026-09-14,False,,False,35.099998474121094,-4.6438670207343495,RIGHT,,,,False,,,,,,,,,,,,,,,33.470001220703125,,,0.1544540065721219,12.2,2026-04-27,18.8,0,0,28.170000076293945,2026-02-16,-19.8,1,10,19.8,3,3.0,-6.3,-4.6,True,False,,36.279998779296875,-7.745307753971787,Finance,Investment Managers,,,,
BFC,2026-09-14,False,,False,156.77999877929688,-2.2643213926511363,RIGHT,,,,True,,,,,,,,,,,,,,,153.22999572753906,,,0.1371910532215875,0.3,2026-07-27,0.4,1,0,152.5500030517578,2026-02-02,-14.9,2,25,14.9,1,6.0,-6.7,-3.6,False,False,,159.10000610351562,-3.6895098370752666,Finance,Regional Banks,,,,
BFH,2026-09-14,False,,True,110.97000122070312,-1.5679894067126554,RIGHT,113.87999725341795,-4.083240260479382,RIGHT,True,,,,,,,,,,,,,,,109.2300033569336,,,0.2022626430369236,20.6,2026-04-13,33.2,3,1,82.02999877929688,2026-01-05,-17.4,1,14,17.4,3,6.0,-11.5,-4.1,True,False,,114.52999877929688,-4.627604539293284,Finance,Finance/Rental/Leasing,,,,
BFST,2026-09-14,False,,False,31.88999938964844,-1.28566903499282,RIGHT,,,,True,,,,,,,,,,,,,,,31.479999542236328,,,0.2266121942390236,1.9,2026-07-13,3.8,1,0,30.31999969482422,2024-11-04,-33.8,7,88,33.8,2,6.0,-6.1,-3.2,True,False,,32.525001525878906,-3.212919091828814,Finance,Regional Banks,,,,
BHB,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,40.70000076293945,,,0.215693755564034,10.1,2026-06-08,12.9,1,0,36.04999923706055,2026-02-02,-16.2,2,18,16.2,3,6.0,-6.0,-0.7,True,False,,41.08000183105469,-0.9250269016005008,Finance,Regional Banks,,,,
BIIB,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,217.36000061035156,,,0.139117106611541,7.1,2026-07-27,7.4,0,0,202.41000366210935,2026-02-02,-16.7,2,25,16.7,1,3.0,-7.5,-3.7,False,False,,225.8000030517578,-3.737822111309552,Health Technology,Pharmaceuticals: Major,,,,
BJRI,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,62.13999938964844,,,0.1646170716014028,18.1,2026-06-08,32.2,1,0,47.02000045776367,2025-06-30,-39.5,2,49,39.5,3,7.0,-17.0,-11.8,True,False,,74.5999984741211,-16.70241198301774,Consumer Services,Restaurants,,,,
BLFS,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,35.43000030517578,,,0.1013482266028271,18.2,2026-07-20,19.6,0,0,29.6200008392334,2025-01-20,-39.7,5,78,39.7,1,5.0,-9.8,-7.0,True,False,,38.099998474121094,-7.0078694904905925,Health Technology,Medical Specialties,,,,
BLZE,2026-09-14,False,,False,20.90999984741211,-38.59397299719727,LEFT,20.90999984741211,-38.59397299719727,LEFT,True,,,,,,,,,,,,,,,12.84000015258789,,,0.1574799283869722,-11.8,2026-06-22,19.8,2,0,10.720000267028809,2025-10-20,-69.6,2,35,69.6,2,6.0,-41.9,-38.6,True,False,,23.989999771118164,-46.477697894578085,,,,,,
BMY,2026-09-14,False,,False,68.63999938964844,-6.6142205068434485,LEFT,,,,True,,,,,,,,,,,,,,,64.0999984741211,,,0.1499439607986238,-1.9,2026-07-27,1.6,0,0,63.11000061035156,2024-12-02,-32.6,7,86,32.6,2,5.0,-7.8,-6.6,False,False,,68.63999938964844,-6.6142205068434485,Health Technology,Pharmaceuticals: Major,,,,
BNL,2026-09-14,False,,False,21.459999084472656,-5.312206142978271,BOTTOM,,,,False,,,,,,,,,,,,,,,20.31999969482422,,,0.1524678005817254,2.3,2026-05-04,2.8,4,0,19.76499938964844,2024-09-23,-29.4,6,84,29.4,3,10.0,-12.0,-12.0,False,False,,23.100000381469727,-12.03463480838537,Finance,Real Estate Investment Trusts,,,,
BNY,2026-09-14,False,,False,165.83999633789062,-4.93246071901432,BOTTOM,,,,False,,,,,,,,,,,,,,,157.66000366210938,,,0.2457712012157094,23.6,2026-04-06,26.7,0,0,124.45999908447266,2026-02-02,-10.2,1,9,10.2,5,3.0,-5.5,-4.9,False,False,,165.83999633789062,-4.93246071901432,Finance,Investment Banks/Brokers,,,,
BOTJ,2026-09-14,False,,False,28.010000228881836,-1.6422741451710854,RIGHT,28.290000915527344,-2.615771136510059,RIGHT,False,,,,,,,,,,,,,,,27.549999237060547,,,0.1351266812636847,55.0,2025-11-17,61.6,6,0,17.049999237060547,2024-12-02,-32.2,3,50,32.2,9,6.0,-6.9,-2.6,False,False,,29.790000915527344,-7.519307182361478,Finance,Regional Banks,,,,
BOW,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,33.720001220703125,,,0.1590419704582373,13.3,2026-06-22,16.5,2,0,28.950000762939453,2025-12-22,-26.7,2,26,26.7,2,3.0,-1.1,-0.1,True,False,,35.06999969482422,-3.8494396517497864,Finance,Multi-Line Insurance,,,,
BPOP,2026-09-14,False,,False,173.19000244140625,-4.336283653651307,BOTTOM,179.13999938964844,-7.5136802276024595,LEFT,False,,,,,,,,,,,,,,,165.67999267578125,,,0.2966641633760508,24.1,2026-01-26,28.1,4,1,129.32000732421875,2025-09-22,-15.9,1,18,15.9,8,6.0,-9.5,-7.5,True,False,,179.24000549316406,-7.565282527231332,Finance,Regional Banks,,,,
BPRN,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,43.599998474121094,,,0.2612872238232469,6.7,2026-07-20,10.8,1,0,39.349998474121094,2024-11-04,-30.7,7,89,30.7,2,3.0,-2.8,-0.9,True,False,,44.099998474121094,-1.1337868873020795,Finance,Regional Banks,,,,
BSRR,2026-09-14,False,,False,41.209999084472656,-0.897837758079878,RIGHT,,,,True,,,,,,,,,,,,,,,40.84000015258789,,,0.1407329691400455,4.5,2026-06-01,5.9,2,0,38.56999969482422,2026-02-02,-18.7,1,17,18.7,3,10.0,-10.9,-5.3,True,False,,43.130001068115234,-5.309531321157968,Finance,Regional Banks,,,,
BSVN,2026-09-14,False,,False,57.68000030517578,-4.230233380373328,RIGHT,,,,False,,,,,,,,,,,,,,,55.2400016784668,,,0.3684319618613327,9.9,2026-07-27,10.5,2,0,49.9900016784668,2025-08-25,-23.4,2,48,23.4,2,3.0,-6.5,-4.2,True,False,,57.68000030517578,-4.230233380373328,Finance,Regional Banks,,,,
BTSG,2026-09-14,False,,True,61.75,-2.3481793731813028,RIGHT,73.4000015258789,-17.847414191401135,RIGHT,True,,,,,,,,,,,,,,,60.29999923706055,,,0.223866794811809,128.0,2025-09-08,142.9,5,0,24.81999969482422,2025-01-27,-37.6,2,32,37.6,9,9.0,-23.1,-17.8,True,False,,73.75,-18.23728917008739,Health Services,Medical/Nursing Services,,,,
BUSE,2026-09-14,False,,False,30.93000030517578,-1.2932415602444625,RIGHT,,,,True,,,,,,,,,,,,,,,30.530000686645508,,,0.1654799678149053,11.5,2026-05-25,11.6,3,0,27.350000381469727,2026-02-02,-12.9,1,16,12.9,4,6.0,-5.8,-3.3,True,False,,31.700000762939453,-3.690851886861135,Finance,Regional Banks,,,,
BUUU,2026-09-14,False,,False,,,LEFT,25.989999771118164,51.98153269664534,LEFT,False,,,,,,,,,,,,,,,39.5,,,0.0494409152318261,243.8,2026-01-26,321.6,3,2,9.369999885559082,2025-09-29,-39.2,2,17,39.2,8,3.0,-28.0,1.5,True,False,,45.25,-12.70718232044199,Commercial Services,Miscellaneous Commercial Services,,,,
BVC,2026-09-14,False,,False,,,,,,,,,,,,,,,,,,,,,,15.100000381469728,,,0.0684007707129094,-2.7,2026-08-31,0.6,0,0,15.003000259399414,2026-01-05,-58.7,3,34,58.7,1,2.0,-16.1,-16.1,False,False,,18.0,-16.111108991834854,Finance,Investment Managers,,,,
BWB,2026-09-14,False,,False,22.11000061035156,-3.256450478640116,RIGHT,22.6200008392334,-5.437671989169768,RIGHT,True,,,,,,,,,,,,,,,21.38999938964844,,,0.1123821279405221,2.6,2026-06-22,5.4,1,0,20.299999237060547,2022-11-07,-61.1,14,189,61.1,2,6.0,-8.0,-5.4,True,False,,22.6200008392334,-5.437671989169768,Finance,Regional Banks,,,,
BWFG,2026-09-14,False,,True,,,RIGHT,69.20999908447266,-1.3870814870275527,RIGHT,True,,,,,,,,,,,,,,,68.25,,,0.1361496373584425,98.1,2025-04-28,104.3,9,4,33.400001525878906,2024-11-18,-21.0,2,23,21.0,13,2.0,-1.1,-0.5,False,False,,69.58999633789062,-1.9255588567419155,Finance,Regional Banks,,,,
BY,2026-09-14,False,,False,38.959999084472656,-1.360366508602162,RIGHT,,,,True,,,,,,,,,,,,,,,38.43000030517578,,,0.2490336692185034,8.6,2026-06-08,13.4,1,0,33.88999938964844,2026-02-02,-12.3,2,18,12.3,4,6.0,-5.2,-2.8,False,False,,40.029998779296875,-3.9969985583626744,Finance,Regional Banks,,,,
BZH,2026-09-14,False,,False,33.310001373291016,-0.2401736047925706,RIGHT,,,,False,,,,,,,,,,,,,,,33.22999954223633,,,0.3076149673717444,4.2,2026-07-06,18.2,0,0,28.11000061035156,2025-09-01,-36.6,3,44,36.6,2,3.0,-0.2,-0.2,False,False,,34.540000915527344,-3.792707986588695,Consumer Durables,Homebuilding,,,,
CAC,2026-09-14,False,,False,,,,,,,True,,,,,,,,,,,,,,,58.29999923706055,,,0.1999421853921757,7.3,2026-06-22,13.1,1,0,51.56999969482422,2022-08-15,-48.6,16,201,48.6,3,6.0,-9.1,-2.1,True,False,,60.59000015258789,-3.779503069417855,Finance,Major Banks,,,,
CAKE,2026-09-14,False,,False,118.45999908447266,-11.21897772939402,LEFT,,,,True,,,,,,,,,,,,,,,105.16999816894533,,,0.139867574779003,39.7,2026-06-08,50.9,0,0,69.69999694824219,2025-07-21,-38.2,4,46,38.2,3,6.0,-16.0,-11.2,True,False,,118.45999908447266,-11.21897772939402,Consumer Services,Restaurants,,,,
CARE,2026-09-14,False,,False,32.119998931884766,-3.0510572068030317,BOTTOM,,,,True,,,,,,,,,,,,,,,31.13999938964844,,,0.1425267676896736,36.1,2026-03-23,38.3,1,0,22.510000228881836,2026-02-02,-13.8,1,7,13.8,5,8.0,-14.3,-11.0,False,False,,36.060001373291016,-13.643931770026876,Finance,Regional Banks,,,,
CASS,2026-09-14,False,,False,59.13999938964844,-5.850522692224236,LEFT,,,,True,,,,,,,,,,,,,,,55.68000030517578,,,0.1839531445467986,8.0,2026-06-22,9.2,1,0,50.9900016784668,2023-01-30,-31.3,16,177,31.3,2,6.0,-12.6,-5.9,True,False,,59.630001068115234,-6.624183619294888,Commercial Services,Miscellaneous Commercial Services,,,,
CATY,2026-09-14,False,,False,63.130001068115234,-1.1246679663506565,RIGHT,,,,True,,,,,,,,,,,,,,,62.41999816894531,,,0.1946060661447385,10.7,2026-04-27,14.8,2,0,54.380001068115234,2026-02-02,-15.9,1,12,15.9,4,6.0,-7.3,-4.2,True,False,,65.26000213623047,-4.351829412074859,Finance,Regional Banks,,,,
CBC,2026-09-14,False,,False,33.0099983215332,-1.4843922710831905,RIGHT,33.81800079345703,-3.838193581048388,RIGHT,False,,,,,,,,,,,,,,,32.52000045776367,,,0.3526437850631658,27.0,2026-04-13,27.5,3,0,25.5,2025-11-17,-11.8,2,21,11.8,5,7.0,-9.2,-3.8,True,False,,33.81800079345703,-3.838193581048388,Finance,Regional Banks,,,,
CBK,2026-09-14,False,,False,34.959999084472656,-3.4610958700227012,BOTTOM,,,,True,,,,,,,,,,,,,,,33.75,,,0.1406555772994129,17.6,2026-05-18,21.3,2,0,27.825000762939453,2026-02-02,-12.3,2,15,12.3,3,6.0,-7.2,-5.7,False,False,,35.779998779296875,-5.673557430279952,Finance,Regional Banks,,,,
CBL,2026-09-14,False,,False,60.400001525878906,-9.884107731595382,RIGHT,,,,True,,,,,,,,,,,,,,,54.43000030517578,,,0.1204654844550392,34.7,2026-03-30,41.3,2,0,38.51300048828125,2026-01-05,-11.5,2,12,11.5,5,8.0,-11.7,-9.9,False,False,,60.400001525878906,-9.884107731595382,Finance,Real Estate Investment Trusts,,,,
CBLL,2026-09-14,False,,False,,,,,,,False,,,,,,,,,,,,,,,24.329999923706055,,,0.1645846657552412,0.5,2026-08-17,4.0,0,0,23.399999618530273,2026-01-05,-32.3,3,32,32.3,2,3.0,-8.1,-3.0,True,False,,25.329999923706055,-3.947887891875246,Health Technology,Medical Specialties,,,,
CBNA,2026-09-14,False,,False,47.689998626708984,-3.879216874384628,RIGHT,,,,False,,,,,,,,,,,,,,,45.84000015258789,,,0.2827815235986716,13.3,2026-06-15,19.3,3,0,38.42499923706055,2025-12-15,-20.3,3,26,20.3,4,3.0,-6.5,-3.9,False,False,,49.125,-6.687022590151881,Finance,Major Banks,,,,
CBNK,2026-09-14,False,,False,37.099998474121094,-1.6981058742021826,RIGHT,,,,True,,,,,,,,,,,,,,,36.470001220703125,,,0.1512335248394728,1.8,2026-07-13,2.6,1,0,35.529998779296875,2025-05-12,-25.7,6,61,25.7,1,7.0,-7.2,-5.0,True,False,,38.83000183105469,-6.077776201555906,Finance,Major Banks,,,,
CCBG,2026-09-14,False,,False,52.65999984741211,-3.930876758112911,BOTTOM,53.459999084472656,-5.368497906911395,LEFT,True,,,,,,,,,,,,,,,50.59000015258789,,,0.1803809693619803,9.0,2026-04-06,12.4,2,1,45.0,2025-08-25,-15.0,2,32,15.0,3,6.0,-7.0,-5.4,False,False,,53.599998474121094,-5.615668670189377,Finance,Regional Banks,,,,
