code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type
MNPR,2025-11-21,True,pivot,False,pivot,89.86,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 89.86, ""resistance_date"": ""2025-11-17""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,91.56,1.89,UNCONFIRMED,1.298712911993981,44.7,2025-09-15,77.9,1,0,51.48,2025-02-03,-49.4,3,32,49.4,4.6875,1.0,1,8.0,-28.8,-9.4,True,False,-29.7297297297,105.0,-12.8,Health Technology,Biotechnology,SEC,resolved,,LOSS_WIDENING
GOOG,2025-11-21,True,pivot,True,pivot,291.93,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 291.93, ""resistance_date"": ""2025-11-17""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 291.93, ""resistance_date"": ""2025-11-17""}}",1.0,2025-11-19,291.93,291.93,2.037990992189078,0.0036310074332888,0.3208685162846802,0.0639324487334139,pivot,,299.65,2.64,ACTIONABLE,1.9617659880582652,45.1,2025-08-18,45.2,0,0,206.41,2025-01-27,-31.0,1,29,31.0,4.4375,2.0,2,4.0,-7.0,2.6,True,True,35.3773584906,306.89,-2.359151487503663,Technology Services,Internet Software/Services,SEC,resolved,,GROWTH
BTSG,2025-11-21,True,pivot,True,pivot,34.1,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 34.1, ""resistance_date"": ""2025-11-17""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,34.59,1.44,UNCONFIRMED,0.7470494284638488,30.8,2025-09-08,39.4,0,0,24.82,2025-01-27,-37.6,2,32,37.6,4.25,3.0,1,5.0,-9.1,1.4,True,False,750.0,35.01,-1.199657240788332,Health Services,Medical/Nursing Services,SEC,resolved,,TURNAROUND
WMT,2025-11-21,True,ceiling_breakout,,ceiling,104.51,ceiling_breakout,,1.0,2025-11-20,104.51,104.51,3.238023896478674,0.0248780021050616,0.8470363288718932,0.4971319311663478,ceiling,,105.32,0.78,ACTIONABLE,2.129459793119035,0.0,2025-11-17,0.8,0,0,104.51,2025-02-10,-24.0,4,40,24.0,3.0,4.0,0,,,,True,True,57.1428571429,109.58,-3.887570724584788,Unknown,Unknown,SEC,resolved,,GROWTH
ABBV,2025-11-21,True,pivot,False,pivot,232.81,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 232.81, ""resistance_date"": ""2025-11-17""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,236.28,1.49,UNCONFIRMED,1.248432426138074,12.0,2025-09-01,12.3,1,0,210.34,2024-10-28,-24.8,3,44,24.8,2.9375,5.0,2,7.0,-12.9,-2.8,True,False,-88.6363636364,243.06,-2.789434707479632,Health Technology,Pharmaceuticals: Major,SEC,resolved,,DECLINE
ROST,2025-11-21,True,three_weeks_tight_breakout,False,three_weeks_tight,165.07,three_weeks_tight_breakout,"{""breakout_price"": 174.0, ""close_pos_healthy"": false, ""hl_is_tight"": true, ""max_hl_pct"": 0.0471, ""mean_close_pos"": 0.33, ""mean_hl_pct"": 0.0327, ""min_close_pos"": 0.19, ""status"": ""breakout"", ""tight_weeks"": 3, ""twk_high"": 165.07}",1.0,2025-11-21,166.73,165.07,3.3383252321702552,0.0540982613436724,0.9242290748898668,0.786784140969162,three_weeks_tight,,174.0,5.41,EXTENDED,2.1271855371299573,11.0,2025-10-20,11.1,0,0,156.59,2024-07-08,-22.5,4,67,22.5,2.875,6.0,1,3.0,-3.1,5.4,True,True,-1.8867924528,174.86,-0.4918220290518249,Retail Trade,Apparel/Footwear Retail,SEC,resolved,,DECLINE
MDT,2025-11-21,True,pivot,,pivot,97.94,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 97.94, ""resistance_date"": ""2025-11-17""}, {""box_type"": ""S_BOX"", ""price"": 97.94, ""resistance_date"": ""2025-11-17""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 97.94, ""resistance_date"": ""2025-11-17""}}",1.0,2025-11-18,99.97,97.94,3.1955324752712624,0.0292015519705941,0.4527687296416929,0.9315960912052093,pivot,,101.2,3.33,ACTIONABLE,1.9695338028432527,5.6,2025-11-10,8.4,1,0,93.33,2024-10-14,-17.5,3,56,17.5,2.0,7.0,0,,,,True,True,1.25,102.59,-1.3549078857588492,Unknown,Unknown,SEC,resolved,,GROWTH
FE,2025-11-21,True,three_weeks_tight_breakout,False,three_weeks_tight,46.52,three_weeks_tight_breakout,"{""breakout_price"": 46.89, ""close_pos_healthy"": false, ""hl_is_tight"": true, ""max_hl_pct"": 0.026, ""mean_close_pos"": 0.42, ""mean_hl_pct"": 0.0239, ""min_close_pos"": 0.15, ""status"": ""breakout"", ""tight_weeks"": 3, ""twk_high"": 46.52}",0.0,,,,,,,,,daily_volume_not_confirmed,46.89,0.8,UNCONFIRMED,1.4615552757945784,10.6,2025-08-04,10.6,2,0,42.38,2024-09-09,-14.0,4,47,14.0,1.3125,8.0,3,6.0,-6.0,-1.3,True,True,4.1095890411,47.73,-1.7598994343180352,Unknown,Unknown,SEC,resolved,,GROWTH
NTRA,2025-11-21,False,,,,,,,,,,,,,,,,,230.63,,,2.0480192394183656,19.8,2025-10-20,26.6,1,0,182.12,2025-01-27,-31.2,2,38,,,,0,,,,True,True,,235.89,-2.229852897536988,Health Technology,Biotechnology,,,,
SNDK,2025-11-21,False,,False,,,,,,,,,,,,,,,200.27,,,1.987210930384921,192.2,2025-09-01,259.6,0,0,55.69,2025-03-24,-49.9,2,23,,,,3,2.0,-35.7,-29.7,False,False,,284.76,-29.670599803343155,Electronic Technology,Computer Peripherals,,,,
