code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry
POET,2026-04-24,True,ceiling_breakout,,ceiling,8.73,ceiling_breakout,,1.0,2026-04-21,9.03,8.73,5.908540197511954,0.1741122565864834,0.6018957345971564,0.7203791469194313,ceiling,,15.1,72.97,EXTENDED,4.8164950677967315,0.0,2026-04-20,73.0,0,0,8.73,2025-10-20,-55.7,2,26,55.7,5.3812500000000005,1.0,0,,,,True,True,,15.5,-2.580645161290329,Unknown,Unknown
TRT,2026-04-24,True,ceiling_breakout,,ceiling,7.6,ceiling_breakout,,1.0,2026-04-22,7.6,7.6,8.796044420264346,0.0868421052631578,0.8521126760563376,0.464788732394366,ceiling,,16.52,117.37,EXTENDED,9.46450612243892,0.0,2026-04-20,117.4,0,0,7.6,2026-01-05,-41.8,1,15,41.8,5.2,2.0,0,,,,True,True,,19.1,-13.507853403141368,Unknown,Unknown
ARM,2026-04-24,True,ceiling_breakout,,ceiling,182.88,ceiling_breakout,,1.0,2026-04-22,182.88,182.88,2.233567234024134,0.0748578302712161,0.9950495049504948,0.7530253025302526,ceiling,,234.81,28.4,EXTENDED,2.450340874608194,0.0,2026-04-20,28.4,0,0,182.88,2024-07-01,-56.3,6,94,56.3,4.91875,3.0,0,,,,True,True,,237.68,-1.207505890272642,Electronic Technology,Semiconductors
ERAS,2026-04-24,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,19.78,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-04-20"", ""ma10_prior_week"": 15.069, ""pending_high"": 19.78, ""touch_date"": ""2026-04-13""}",1.0,2026-04-20,19.78,19.78,1.535132210725637,0.0975733063700707,0.9540983606557376,0.6327868852459014,ma10_touch_confirm,,21.49,8.65,EXTENDED,1.8150660218526395,517.5,2025-12-22,522.9,3,0,3.45,2024-07-22,-70.7,7,74,70.7,4.825,4.0,3,3.0,-11.3,18.2,True,True,,24.28,-11.490939044481063,Health Technology,Pharmaceuticals: Major
COHU,2026-04-24,True,ceiling_breakout,,ceiling,42.6,ceiling_breakout,,1.0,2026-04-20,42.6,42.6,2.112990879211996,0.0392018779342724,0.955089820359282,0.5,ceiling,,46.93,10.16,EXTENDED,2.9588553101023143,0.0,2026-04-20,10.2,0,0,42.6,2023-07-24,-70.5,9,143,70.5,4.825,5.0,0,,,,True,True,,47.58,-1.3661202185792365,Electronic Technology,Semiconductors
INBX,2026-04-24,True,ceiling_breakout,,ceiling,90.58,ceiling_breakout,,1.0,2026-04-22,147.5,90.58,12.33306581783096,0.2705895341134909,0.2729245794899621,0.4432989690721651,ceiling,,129.06,42.48,EXTENDED,3.7904914776056935,0.0,2026-04-20,42.5,0,0,90.58,2025-12-01,-36.7,2,20,36.7,4.56875,6.0,0,,,,True,True,,155.29,-16.890978169875716,Health Technology,Biotechnology
VECO,2026-04-24,True,ceiling_breakout,,ceiling,47.87,ceiling_breakout,,1.0,2026-04-22,50.43,47.87,2.0127348470960613,0.0522247754334657,0.8032128514056218,1.0040160642570273,ceiling,,51.73,8.06,EXTENDED,1.8166804536688357,0.0,2026-04-20,8.1,0,0,47.87,2024-07-01,-64.7,3,94,64.7,4.4875,7.0,0,,,,True,True,,53.43,-3.1817331087404144,Electronic Technology,Electronic Production Equipment
LBRT,2026-04-24,True,pivot,False,pivot,32.4,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 32.4, ""resistance_date"": ""2026-04-20""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,32.74,1.05,UNCONFIRMED,1.1996117322110091,33.3,2026-01-26,37.5,0,0,23.81,2024-05-27,-61.0,6,87,61.0,4.4125,8.0,2,6.0,-19.4,1.0,True,False,,33.15,-1.236802413272986,Unknown,Unknown
TXN,2026-04-24,True,pivot,,pivot,231.32,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 231.32, ""resistance_date"": ""2026-04-20""}, {""box_type"": ""S_BOX"", ""price"": 231.32, ""resistance_date"": ""2026-04-20""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 231.32, ""resistance_date"": ""2026-04-20""}}",1.0,2026-04-22,236.41,231.32,1.8000047735904874,0.0215718485215286,0.4222737819025504,1.1577726218097464,pivot,,277.14,19.81,EXTENDED,2.250021512716495,20.6,2026-04-13,27.9,0,0,216.74,2024-11-04,-37.4,5,75,37.4,4.331250000000001,9.0,0,,,,True,True,,287.83,-3.713997845950734,Electronic Technology,Semiconductors
KALU,2026-04-24,True,pivot,False,pivot,149.3,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 149.3, ""resistance_date"": ""2026-04-20""}, {""box_type"": ""S_BOX"", ""price"": 149.3, ""resistance_date"": ""2026-04-20""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 149.3, ""resistance_date"": ""2026-04-20""}}",1.0,2026-04-22,156.02,149.3,1.953794559682027,0.0868720696584057,0.7718120805369133,1.2435282837967392,pivot,,177.86,19.13,EXTENDED,2.073301296685615,71.8,2025-12-01,86.6,1,1,95.3,2024-05-13,-52.8,6,81,52.8,4.3125,10.0,2,9.0,-29.7,19.1,True,True,,181.47,-1.9893095277456196,Non-Energy Minerals,Aluminum
