code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source
HUT,2025-12-26,True,ceiling_breakout,False,ceiling_pullback,48.73,ceiling_breakout,"{""abandon_line"": 31.311, ""atr_zone_width"": 3.0242513839842284, ""ceiling"": 31.95, ""confirm_close"": 49.64, ""confirm_date"": ""2025-12-22"", ""max_zone_width"": 1.5975000000000001, ""pending_high"": 48.73, ""touch_atr14"": 10.080837946614094, ""touch_date"": ""2025-11-10"", ""touch_high"": 48.73, ""touch_low"": 33.4, ""zone_cap_applied"": true, ""zone_pct"": 5.0, ""zone_upper"": 33.5475, ""zone_width"": 1.5975000000000001}",1.0,2025-12-22,48.73,48.73,1.659672058655187,0.0340652575415556,0.7009345794392522,0.2216288384512688,ceiling_pullback,,49.64,1.87,ACTIONABLE,0.9352945785294614,53.0,2025-09-08,55.4,1,0,31.95,2024-12-02,-68.6,3,40,68.6,4.470588235294118,1.0,3,9.0,-42.3,-9.5,True,False,4200.0,57.29,-13.353115727002962,Technology Services,Data Processing Services,SEC
ALM,2025-12-26,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,8.99,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-22"", ""ma10_prior_week"": 7.08, ""pending_high"": 8.99, ""touch_date"": ""2025-12-15""}",0.0,,,,,,,,,daily_volume_not_confirmed,9.47,5.34,UNCONFIRMED,0.6157109096332153,11.9,2025-12-15,22.4,1,0,7.74,2025-06-30,-59.2,2,24,59.2,4.088235294117647,2.0,0,,,,True,False,,10.68,-11.329588014981262,Non-Energy Minerals,Other Metals/Minerals,
SNDK,2025-12-26,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,244.19,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-22"", ""ma10_prior_week"": 211.51, ""pending_high"": 244.19, ""touch_date"": ""2025-12-01""}",0.0,,,,,,,,,daily_volume_not_confirmed,250.05,2.4,UNCONFIRMED,0.537649240747077,264.8,2025-09-01,349.0,1,0,55.69,2025-03-24,-49.9,2,23,49.9,4.088235294117647,3.0,3,7.0,-35.7,-12.2,True,False,,284.76,-12.189211967973025,Electronic Technology,Computer Peripherals,
CIEN,2025-12-26,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,231.35,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-22"", ""ma10_prior_week"": 196.385, ""pending_high"": 231.35, ""touch_date"": ""2025-12-15""}",0.0,,,,,,,,,daily_volume_not_confirmed,241.68,4.47,UNCONFIRMED,0.4868636779406026,107.1,2025-09-01,138.2,4,0,101.44,2025-01-20,-51.5,2,32,51.5,3.852941176470588,4.0,2,3.0,-8.9,18.1,True,False,250.0,248.0,-2.548387096774196,Electronic Technology,Telecommunications Equipment,SEC
SMTC,2025-12-26,True,ceiling_breakout,,ceiling,75.75,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,76.07,0.42,UNCONFIRMED,0.4103273093410458,0.0,2025-12-22,0.4,0,0,75.75,2025-01-13,-68.3,4,49,68.3,3.5,5.0,0,,,,True,False,70.0,81.32,-6.45597638957206,Electronic Technology,Semiconductors,SEC
FEIM,2025-12-26,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,48.35,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-22"", ""ma10_prior_week"": 35.043, ""pending_high"": 48.35, ""touch_date"": ""2025-12-08""}",1.0,2025-12-22,48.67,48.35,1.7141588448758978,0.0965873836608066,0.7730158730158733,0.7412698412698411,ma10_touch_confirm,,56.29,16.42,EXTENDED,1.1603999779545826,162.2,2025-07-14,176.9,4,1,20.33,2024-12-23,-32.7,1,29,32.7,3.4117647058823533,6.0,5,8.0,-36.6,36.9,True,False,-35.7142857143,59.38,-5.203772313910415,Electronic Technology,Telecommunications Equipment,SEC
NVDA,2025-12-26,True,pivot,False,pivot,185.65,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 185.65, ""resistance_date"": ""2025-12-22""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,190.53,2.63,UNCONFIRMED,0.6912984637145987,20.8,2025-06-23,27.3,2,1,149.72,2024-11-04,-42.2,2,33,42.2,3.323529411764706,7.0,3,9.0,-20.1,-10.2,True,False,66.6666666667,212.18,-10.203600716372897,Electronic Technology,Semiconductors,SEC
AU,2025-12-26,True,pivot,False,pivot,88.28,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 88.28, ""resistance_date"": ""2025-12-22""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,91.25,3.36,UNCONFIRMED,0.4801753365965576,204.5,2025-03-03,205.1,6,1,29.91,2024-08-12,-28.6,2,29,28.6,3.0294117647058822,8.0,8,4.0,-11.6,3.4,True,False,,91.65,-0.436442989634489,Unknown,Unknown,
IBKR,2025-12-26,True,pivot,True,pivot,65.2,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 65.2, ""resistance_date"": ""2025-12-22""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,66.16,1.47,UNCONFIRMED,0.5752231276893363,3.6,2025-07-14,12.5,2,1,58.82,2025-02-10,-44.4,1,22,44.4,2.8823529411764706,9.0,4,8.0,-19.5,-9.6,True,False,40.4761904762,73.26,-9.691509691509705,Finance,Investment Banks/Brokers,SEC
TSM,2025-12-26,True,pivot,False,pivot,299.99,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 299.99, ""resistance_date"": ""2025-12-22""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,302.84,0.95,UNCONFIRMED,0.4500041821723665,33.3,2025-06-23,35.6,2,1,223.39,2025-01-20,-40.5,1,22,40.5,2.823529411764706,10.0,5,9.0,-13.4,-1.4,True,False,,313.13,-3.2861750710567517,Electronic Technology,Semiconductors,
