code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry
W,2025-10-31,True,ceiling_breakout,,ceiling,90.71,ceiling_breakout,,1.0,2025-10-28,98.5,90.71,4.7602863764232355,0.1742916988204168,0.8391959798994973,1.3241206030150758,ceiling,,103.51,14.11,EXTENDED,2.0757765123794925,0.0,2025-10-27,14.1,0,0,90.71,2023-07-31,-77.5,9,117,77.5,4.732142857142858,1.0,0,,,,True,True,,108.72,-4.7921265636497345,Retail Trade,Specialty Stores
WDC,2025-10-31,True,pivot,False,pivot,137.4,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 137.4, ""resistance_date"": ""2025-10-27""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 137.4, ""resistance_date"": ""2025-10-27""}}",1.0,2025-10-29,137.4,137.4,2.041856304947969,0.028966521106259,0.7020097020097014,0.275814275814275,pivot,,150.21,9.32,EXTENDED,1.738603714162399,137.6,2025-06-23,148.0,0,0,60.57,2024-07-08,-52.6,3,50,52.6,4.446428571428571,2.0,2,5.0,-18.1,9.3,True,True,,157.65,-4.71931493815414,Electronic Technology,Computer Peripherals
WULF,2025-10-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,14.74,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-27"", ""ma10_prior_week"": 11.338, ""pending_high"": 14.74, ""touch_date"": ""2025-10-20""}",1.0,2025-10-28,14.74,14.74,2.670927518599519,0.0814111261872454,0.5413223140495863,0.495867768595041,ma10_touch_confirm,,15.5,5.16,EXTENDED,1.8556593719929113,72.8,2025-08-11,84.5,2,0,8.4,2024-11-04,-75.5,2,40,75.5,4.214285714285714,3.0,3,3.0,-27.2,-4.3,True,True,,17.05,-9.090909090909093,Unknown,Unknown
NBIS,2025-10-31,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,117.47,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-27"", ""ma10_prior_week"": 98.845, ""pending_high"": 117.47, ""touch_date"": ""2025-10-20""}",0.0,,,,,,,,,daily_volume_not_confirmed,130.82,11.36,UNCONFIRMED,0.8680088035882769,147.8,2025-07-14,174.4,3,0,47.68,2025-02-10,-61.6,1,22,61.6,4.125,4.0,3,4.0,-32.9,-7.3,True,False,,141.1,-7.285613040396887,Technology Services,Packaged Software
MTSR,2025-10-31,True,three_weeks_tight_breakout,True,three_weeks_tight,53.23,three_weeks_tight_breakout,"{""breakout_price"": 63.04, ""close_pos_healthy"": false, ""hl_is_tight"": true, ""max_hl_pct"": 0.0213, ""mean_close_pos"": 0.48, ""mean_hl_pct"": 0.0157, ""min_close_pos"": 0.04, ""status"": ""breakout"", ""tight_weeks"": 3, ""twk_high"": 53.23}",1.0,2025-10-30,62.81,53.23,4.32404057665388,0.1972571857974825,0.3130434782608695,3.043478260869569,three_weeks_tight,,63.04,18.43,EXTENDED,1.8272489587332967,114.1,2025-06-30,118.4,2,1,28.87,2025-01-27,-57.4,2,22,57.4,4.053571428571429,5.0,3,3.0,-1.4,18.4,True,True,,66.1,-4.629349470499234,Unknown,Unknown
CRDO,2025-10-31,True,pivot,False,pivot,176.7,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 176.7, ""resistance_date"": ""2025-10-27""}, {""box_type"": ""S_BOX"", ""price"": 176.7, ""resistance_date"": ""2025-10-27""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,187.62,6.18,UNCONFIRMED,1.0826758824046745,100.7,2025-06-23,116.4,2,1,86.69,2025-01-20,-66.4,1,22,66.4,4.017857142857143,6.0,3,7.0,-27.1,6.2,True,False,,193.5,-3.0387596899224767,Technology Services,Information Technology Services
TSLA,2025-10-31,True,ceiling_breakout,,ceiling,436.3,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,456.56,4.64,UNCONFIRMED,1.0649805930593488,0.0,2025-10-27,4.6,0,0,436.3,2021-11-01,-76.7,13,208,76.7,3.875,7.0,0,,,,True,False,,488.54,-6.546035125066529,Unknown,Unknown
CORZ,2025-10-31,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,19.69,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-27"", ""ma10_prior_week"": 16.553, ""pending_high"": 19.69, ""touch_date"": ""2025-10-20""}",1.0,2025-10-30,20.44,19.69,3.0630256961700715,0.0533265617064497,0.3698630136986293,0.4794520547945189,ma10_touch_confirm,,21.54,9.4,EXTENDED,1.723133514786503,16.3,2025-10-06,17.4,1,0,18.35,2024-11-18,-66.2,3,46,66.2,3.8571428571428568,8.0,0,,,,True,True,,22.3,-3.408071748878927,Technology Services,Packaged Software
HOOD,2025-10-31,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,142.2,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-27"", ""ma10_prior_week"": 123.352, ""pending_high"": 142.2, ""touch_date"": ""2025-10-20""}",0.0,,,,,,,,,daily_volume_not_confirmed,146.78,3.22,UNCONFIRMED,0.7181902696212639,96.0,2025-06-02,119.4,2,0,66.91,2025-02-10,-55.7,1,16,55.7,3.696428571428571,9.0,5,5.0,-19.5,-2.3,True,False,,153.86,-4.60158585727285,Finance,Investment Banks/Brokers
SOFI,2025-10-31,True,pivot,False,pivot,29.63,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 29.63, ""resistance_date"": ""2025-10-27""}, {""box_type"": ""S_BOX"", ""price"": 29.63, ""resistance_date"": ""2025-10-27""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 29.63, ""resistance_date"": ""2025-10-27""}}",1.0,2025-10-28,30.99,29.63,2.638767822182297,0.068511643604455,0.8993710691823898,0.6383647798742142,pivot,,29.68,0.17,ACTIONABLE,1.5713871268676354,59.8,2025-06-30,61.1,1,1,18.42,2025-01-20,-53.3,1,23,53.3,3.482142857142857,10.0,2,7.0,-16.2,0.2,False,False,,32.56,-8.845208845208852,Unknown,Unknown
