scope,picks,stop8_before_profit20_count,stop8_before_profit20_rate_pct,profit20_before_stop8_count,profit20_before_stop8_rate_pct,stop8_ever_count,stop8_ever_rate_pct,gap_stop_count,gap_stop_rate_pct,profit20_hit_count,profit20_hit_rate_pct,path_odds_profit20_before_stop_vs_stop_before_profit20
full_top3_25_weeks_75_picks,75,28,37.333333333333336,24,32,30,40,5,6.666666666666667,30,40,0.8571428571428571
