code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type
ALOT,2026-06-18,True,ceiling_breakout,,ceiling,18.07,ceiling_breakout,,1.0,2026-06-17,28.53,18.07,37.71261181806728,0.5688987271721084,0.2325581395348872,23.906976744186064,ceiling,,28.57,58.11,EXTENDED,5.647721942043098,0.0,2026-06-15,58.1,0,0,18.07,2023-05-29,-61.5,9,159,61.5,5.137931034482759,1.0,0,,,,True,True,260.0,28.68,-0.3835425383542534,Electronic Technology,Computer Peripherals,SEC,resolved,,TURNAROUND
HQ,2026-06-18,True,ceiling_breakout,,ceiling,13.44,ceiling_breakout,,1.0,2026-06-15,13.44,13.44,27.95941577340175,0.3258928571428572,0.9652042360060514,0.6626323751891074,ceiling,,32.0,138.1,EXTENDED,7.198237349211919,0.0,2026-06-15,138.1,0,0,13.44,2026-03-16,-38.3,1,13,38.3,4.944827586206896,2.0,0,,,,True,True,,39.25,-18.47133757961783,Technology Services,Packaged Software,,expected_unavailable,NO_VERIFIED_YAHOO_RELEASE_DATE,
AEHR,2026-06-18,True,pivot,True,pivot,108.75,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 108.75, ""resistance_date"": ""2026-06-15""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,115.3,6.02,UNCONFIRMED,0.5797962557666986,63.7,2026-04-06,119.8,0,0,52.45,2023-08-28,-88.0,8,136,88.0,4.772413793103449,3.0,2,5.0,-29.4,6.0,False,False,-400.0,126.62,-8.940135839519826,Electronic Technology,Electronic Production Equipment,SEC,resolved,,LOSS_WIDENING
TER,2026-06-18,True,pivot,False,pivot,421.95,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 421.95, ""resistance_date"": ""2026-06-15""}, {""box_type"": ""S_BOX"", ""price"": 421.95, ""resistance_date"": ""2026-06-15""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 421.95, ""resistance_date"": ""2026-06-15""}}",1.0,2026-06-18,421.95,421.95,4.71001892064711,0.0378480862661454,0.910582908885117,0.903791737408037,pivot,,437.92,3.78,ACTIONABLE,2.0370440787670057,141.1,2025-11-24,173.6,3,2,160.06,2024-07-08,-59.1,3,72,59.1,4.682758620689655,4.0,3,9.0,-28.5,3.8,True,True,314.7540983607,440.75,-0.6420873511060687,Electronic Technology,Electronic Production Equipment,SEC,resolved,,GROWTH
INTC,2026-06-18,True,pivot,False,pivot,130.57,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 130.57, ""resistance_date"": ""2026-06-15""}, {""box_type"": ""S_BOX"", ""price"": 130.57, ""resistance_date"": ""2026-06-15""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 130.57, ""resistance_date"": ""2026-06-15""}}",1.0,2026-06-18,131.81,130.57,1.676473340891179,0.0261928467488705,0.803430079155675,0.4511873350923513,pivot,,133.99,2.62,ACTIONABLE,1.1858925168336796,114.8,2026-04-06,160.2,1,1,51.49,2023-12-25,-65.7,8,119,65.7,4.579310344827586,5.0,1,7.0,-24.7,2.6,True,False,-284.2105263158,135.48,-1.0997933274283889,Electronic Technology,Semiconductors,SEC,resolved,,LOSS_WIDENING
SHAZ,2026-06-18,True,pivot,False,pivot,79.5,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 79.5, ""resistance_date"": ""2026-06-15""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 79.5, ""resistance_date"": ""2026-06-15""}}",1.0,2026-06-17,81.0,79.5,6.74649453037619,0.0698113207547168,0.2457524271844658,0.3367718446601939,pivot,,92.7,16.6,EXTENDED,2.4108351485154076,150.4,2026-04-13,168.7,1,0,34.5,2026-02-16,-52.0,1,8,52.0,4.5103448275862075,6.0,1,4.0,-28.8,16.6,True,True,-6.7164179104,97.48,-4.903569963069343,Unknown,Unknown,SEC,resolved,,LOSS_WIDENING
ICHR,2026-06-18,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,88.1,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-06-15"", ""ma10_prior_week"": 69.648, ""pending_high"": 88.1, ""touch_date"": ""2026-06-08""}",1.0,2026-06-18,96.22,88.1,1.6449121821951511,0.1192962542565267,0.7920168067226897,2.2079831932773164,ma10_touch_confirm,,98.61,11.93,EXTENDED,1.2470498621187027,104.9,2026-03-30,112.4,2,0,46.43,2024-02-12,-71.7,9,111,71.7,4.475862068965517,7.0,2,6.0,-17.5,30.9,True,False,46.1538461538,99.6,-0.9939759036144524,Producer Manufacturing,Industrial Machinery,SEC,resolved,,LOSS_NARROWING
MKSI,2026-06-18,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,359.35,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-06-15"", ""ma10_prior_week"": 302.431, ""pending_high"": 359.35, ""touch_date"": ""2026-06-08""}",0.0,,,,,,,,,daily_volume_not_confirmed,406.37,13.08,UNCONFIRMED,0.9287383964589198,160.7,2025-11-24,179.5,5,1,145.38,2024-07-08,-62.6,4,72,62.6,4.462068965517241,8.0,5,3.0,-11.5,20.0,True,False,53.2467532468,386.01,5.274474754540037,Producer Manufacturing,Industrial Machinery,SEC,resolved,,GROWTH
WYFI,2026-06-18,True,ceiling_breakout,,ceiling,35.15,ceiling_breakout,,1.0,2026-06-16,35.15,35.15,3.544232469742626,0.0142247510668562,0.776173285198556,0.0601684717208183,ceiling,,38.49,9.5,EXTENDED,2.2353437477839404,0.0,2026-06-15,9.5,0,0,35.15,2025-10-20,-70.1,2,34,70.1,4.389655172413793,9.0,0,,,,True,True,-720.0,40.75,-5.546012269938649,Technology Services,Data Processing Services,SEC,resolved,,PROFIT_TO_LOSS
SPHR,2026-06-18,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,154.57,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-06-15"", ""ma10_prior_week"": 136.844, ""pending_high"": 154.57, ""touch_date"": ""2026-06-08""}",0.0,,,,,,,,,no_current_week_breakout,157.33,1.79,UNCONFIRMED,1.0412407121129008,169.7,2025-09-08,210.1,4,1,50.74,2024-03-25,-52.9,6,76,52.9,4.36206896551724,10.0,9,7.0,-15.2,7.5,True,False,98.2378854626,160.36,-1.8894986280868056,Consumer Services,Media Conglomerates,SEC,resolved,,LOSS_NARROWING
