snapshot_date,code,old_eps,new_eps,old_source,new_source,new_status,new_missing_reason,new_effective_date,old_known,new_known,old_eps25,new_eps25,old_e0_eligible,new_e0_eligible,old_b0_selected,new_b0_selected,old_pick_order,new_pick_order
2025-12-12,CIEN,250.0,-50.0,SEC,SEC,resolved,,2025-12-12,True,True,True,False,False,False,False,False,,
2025-12-12,TSLA,-37.0967741935,-37.0967741935,SEC,SEC,resolved,,2025-10-23,True,True,False,False,False,False,False,False,,
2025-12-12,ASTS,-357.1428571429,-357.1428571429,SEC,SEC,resolved,,2022-11-14,True,True,False,False,False,False,False,False,,
2025-12-12,NUTX,551.1627906977,551.1627906977,SEC,SEC,resolved,,2025-11-19,True,True,True,True,False,False,False,False,,
2025-12-12,ROKU,366.6666666667,366.6666666667,SEC,SEC,resolved,,2025-10-31,True,True,True,True,False,False,False,False,,
2025-12-12,STX,72.3404255319,72.3404255319,SEC,SEC,resolved,,2025-10-31,True,True,True,True,False,False,False,False,,
2025-12-12,FEIM,-72.0,-72.0,SEC,SEC,resolved,,2025-09-15,True,True,False,False,False,False,False,False,,
2025-12-12,TPR,62.0253164557,62.0253164557,SEC,SEC,resolved,,2025-11-06,True,True,True,True,False,False,False,False,,
2025-12-12,EXPE,45.4365079365,45.4365079365,SEC,SEC,resolved,,2025-11-07,True,True,True,True,False,False,False,False,,
2025-12-12,PFG,200.0,200.0,SEC,SEC,resolved,,2025-10-29,True,True,True,True,False,False,False,False,,
2025-12-12,LH,56.0,56.0,SEC,SEC,resolved,,2025-10-31,True,True,True,True,False,False,False,False,,
2025-12-12,JPM,16.0183066362,16.0183066362,SEC,SEC,resolved,,2025-11-04,True,True,False,False,False,False,False,False,,
2025-12-12,BLK,-22.6605504587,-22.6605504587,SEC,SEC,resolved,,2025-11-05,True,True,False,False,False,False,False,False,,
2025-12-12,HLT,28.9855072464,28.9855072464,SEC,SEC,resolved,,2025-10-22,True,True,True,True,False,False,False,False,,
2025-12-12,URBN,16.3636363636,16.3636363636,SEC,SEC,resolved,,2025-12-10,True,True,False,False,False,False,False,False,,
2025-12-12,ROST,6.7567567568,6.7567567568,SEC,SEC,resolved,,2025-12-10,True,True,False,False,False,False,False,False,,
2025-12-12,ZM,204.5454545455,204.5454545455,SEC,SEC,resolved,,2025-11-25,True,True,True,True,False,False,False,False,,
2025-12-12,IBM,611.1111111111,611.1111111111,SEC,SEC,resolved,,2025-10-23,True,True,True,True,False,False,False,False,,
2025-12-12,TKO,67.8571428571,67.8571428571,SEC,SEC,resolved,,2025-11-05,True,True,True,True,False,False,False,False,,
2025-12-12,HWM,17.2839506173,17.2839506173,SEC,SEC,resolved,,2025-10-30,True,True,False,False,False,False,False,False,,
2025-12-12,RTX,29.3577981651,29.3577981651,SEC,SEC,resolved,,2025-10-21,True,True,True,True,False,False,False,False,,
2025-12-12,UBS,,,,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,False,False,False,False,False,False,False,False,,
2025-12-12,PAC,,,,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,False,False,False,False,False,False,False,False,,
2025-12-12,COF,9.5238095238,9.5238095238,SEC,SEC,resolved,,2025-11-03,True,True,False,False,False,False,False,False,,
2025-12-12,ZION,8.0291970803,8.0291970803,SEC,SEC,resolved,,2025-11-06,True,True,False,False,False,False,False,False,,
2025-12-19,ALM,,,,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,,False,False,False,False,False,False,False,False,,
2025-12-19,MU,175.4491017964,175.4491017964,SEC,SEC,resolved,,2025-12-18,True,True,True,True,True,True,True,True,3.0,3.0
