snapshot_date,code,supplement_source,supplement_value,status
2025-10-10,ALM,us/stage2/stage2_whitelist.csv,89.46564885496183,current_snapshot_available_not_pit_safe
2025-10-10,ANET,us/stage2/stage2_whitelist.csv,35.9553775743707,current_snapshot_available_not_pit_safe
2025-10-10,ASTS,,,unresolved
2025-10-10,CORZ,us/stage2/stage2_whitelist.csv,-7868.824940047961,current_snapshot_available_not_pit_safe
2025-10-10,GH,us/stage2/stage2_whitelist.csv,-12.33693626537459,current_snapshot_available_not_pit_safe
2025-10-10,GSK,,,unresolved
2025-10-10,MP,,,unresolved
2025-10-10,OKLO,,,unresolved
2025-10-10,RIOT,us/stage2/stage2_whitelist.csv,-217.76588397790056,current_snapshot_available_not_pit_safe
2025-10-10,SANM,us/stage2/stage2_whitelist.csv,68.71823379923758,current_snapshot_available_not_pit_safe
2025-10-10,TEM,,,unresolved
2025-10-10,VRT,us/stage2/stage2_whitelist.csv,52.41702741702743,current_snapshot_available_not_pit_safe
2025-10-24,AAPL,us/stage2/stage2_whitelist.csv,29.131849205842947,current_snapshot_available_not_pit_safe
2025-10-24,AVGO,us/stage2/stage2_whitelist.csv,85.59486780715397,current_snapshot_available_not_pit_safe
2025-10-24,BKR,us/stage2/stage2_whitelist.csv,-3.435114503816792,current_snapshot_available_not_pit_safe
2025-10-24,CDNS,,,unresolved
2025-10-24,COF,,,unresolved
2025-10-24,CRWD,,,unresolved
2025-10-24,FTAI,,,unresolved
2025-10-24,GH,us/stage2/stage2_whitelist.csv,-12.33693626537459,current_snapshot_available_not_pit_safe
2025-10-24,GOOG,us/eps_growth_screener_results.csv,294.01687216093444,current_snapshot_available_not_pit_safe
2025-10-24,HWM,us/stage2/stage2_whitelist.csv,32.508728179551134,current_snapshot_available_not_pit_safe
2025-10-24,IBM,,,unresolved
2025-10-24,KLAC,us/stage2/stage2_whitelist.csv,14.389759435003304,current_snapshot_available_not_pit_safe
2025-10-24,MMM,us/stage2/stage2_whitelist.csv,33.54269478091821,current_snapshot_available_not_pit_safe
2025-10-24,NRG,,,unresolved
2025-10-24,NTRA,us/stage2/stage2_whitelist.csv,36.846372111876775,current_snapshot_available_not_pit_safe
2025-10-24,NU,,,unresolved
2025-10-24,NVDA,us/eps_growth_screener_results.csv,213.4224669026084,current_snapshot_available_not_pit_safe
2025-10-24,OPEN,,,unresolved
2025-10-24,PANW,us/stage2/stage2_whitelist.csv,-159.64912280701756,current_snapshot_available_not_pit_safe
2025-10-24,RIOT,us/stage2/stage2_whitelist.csv,-217.76588397790056,current_snapshot_available_not_pit_safe
2025-10-24,ROST,us/stage2/stage2_whitelist.csv,38.05949781659389,current_snapshot_available_not_pit_safe
2025-10-24,RTX,us/stage2/stage2_whitelist.csv,28.043798006210164,current_snapshot_available_not_pit_safe
2025-10-24,SEDG,,,unresolved
2025-10-24,SHEL,us/stage2/stage2_whitelist.csv,216.92485168094925,current_snapshot_available_not_pit_safe
2025-10-24,SHOP,,,unresolved
2025-10-24,VEEV,,,unresolved
2025-10-24,WELL,us/stage2/stage2_whitelist.csv,12.01117318435755,current_snapshot_available_not_pit_safe
2025-10-24,WFC,us/stage2/stage2_whitelist.csv,25.53258145363407,current_snapshot_available_not_pit_safe
2025-10-24,ZS,,,unresolved
2025-10-31,AMZN,us/eps_growth_screener_results.csv,241.8287822000119,current_snapshot_available_not_pit_safe
2025-10-31,C,us/stage2/stage2_whitelist.csv,61.04832523651241,current_snapshot_available_not_pit_safe
2025-10-31,CAH,us/stage2/stage2_whitelist.csv,70.07431211086563,current_snapshot_available_not_pit_safe
2025-10-31,CHRW,,,unresolved
2025-10-31,COE,,,unresolved
2025-10-31,CORZ,us/stage2/stage2_whitelist.csv,-7868.824940047961,current_snapshot_available_not_pit_safe
2025-10-31,CPNG,,,unresolved
2025-10-31,CRDO,us/eps_growth_screener_results.csv,336.83424589347936,current_snapshot_available_not_pit_safe
2025-10-31,FUTU,,,unresolved
2025-10-31,GSK,,,unresolved
2025-10-31,HOOD,us/stage2/stage2_whitelist.csv,44.86575600565238,current_snapshot_available_not_pit_safe
2025-10-31,LKNCY,,,unresolved
2025-10-31,LSCC,us/eps_growth_screener_results.csv,550.9433962264152,current_snapshot_available_not_pit_safe
2025-10-31,MS,us/stage2/stage2_whitelist.csv,62.71075001174092,current_snapshot_available_not_pit_safe
2025-10-31,MTSR,,,unresolved
2025-10-31,NBIS,us/stage2/stage2_whitelist.csv,-127.73874683440896,current_snapshot_available_not_pit_safe
2025-10-31,NET,us/stage2/stage2_whitelist.csv,-230.3719008264463,current_snapshot_available_not_pit_safe
2025-10-31,NVDA,us/eps_growth_screener_results.csv,213.4224669026084,current_snapshot_available_not_pit_safe
2025-10-31,PLTR,us/eps_growth_screener_results.csv,221.56862745098036,current_snapshot_available_not_pit_safe
2025-10-31,ROKU,us/eps_growth_screener_results.csv,1440.02849002849,current_snapshot_available_not_pit_safe
2025-10-31,SOFI,,,unresolved
2025-10-31,STX,us/stage2/stage2_whitelist.csv,149.16685280321644,current_snapshot_available_not_pit_safe
2025-10-31,TSLA,,,unresolved
2025-10-31,VTR,us/stage2/stage2_whitelist.csv,-4.640215198386005,current_snapshot_available_not_pit_safe
2025-10-31,W,us/stage2/stage2_whitelist.csv,-106.5348237317283,current_snapshot_available_not_pit_safe
2025-10-31,WDC,us/eps_growth_screener_results.csv,985.1367419738408,current_snapshot_available_not_pit_safe
2025-10-31,WFC,us/stage2/stage2_whitelist.csv,25.53258145363407,current_snapshot_available_not_pit_safe
2025-10-31,WULF,,,unresolved
2025-11-07,ARGX,,,unresolved
2025-11-07,CASY,us/stage2/stage2_whitelist.csv,66.3738019169329,current_snapshot_available_not_pit_safe
2025-11-07,COLL,,,unresolved
2025-11-07,EXPE,us/eps_growth_screener_results.csv,188.32501609787508,current_snapshot_available_not_pit_safe
2025-11-07,FIGS,,,unresolved
2025-11-07,GH,us/stage2/stage2_whitelist.csv,-12.33693626537459,current_snapshot_available_not_pit_safe
2025-11-07,JPM,us/stage2/stage2_whitelist.csv,47.08409715857013,current_snapshot_available_not_pit_safe
2025-11-07,LYFT,,,unresolved
2025-11-07,NRG,,,unresolved
2025-11-07,SANM,us/stage2/stage2_whitelist.csv,68.71823379923758,current_snapshot_available_not_pit_safe
2025-11-07,SEDG,,,unresolved
2025-11-07,STX,us/stage2/stage2_whitelist.csv,149.16685280321644,current_snapshot_available_not_pit_safe
2025-11-07,VEEV,,,unresolved
2025-11-07,VTR,us/stage2/stage2_whitelist.csv,-4.640215198386005,current_snapshot_available_not_pit_safe
2025-11-07,XYL,,,unresolved
2025-11-14,ABBV,us/eps_growth_screener_results.csv,288.0343511450382,current_snapshot_available_not_pit_safe
2025-11-14,ALL,us/stage2/stage2_whitelist.csv,61.18627905778053,current_snapshot_available_not_pit_safe
2025-11-14,AU,,,unresolved
2025-11-14,AZN,,,unresolved
2025-11-14,CASY,us/stage2/stage2_whitelist.csv,66.3738019169329,current_snapshot_available_not_pit_safe
2025-11-14,COLL,,,unresolved
2025-11-14,EA,,,unresolved
2025-11-14,FE,,,unresolved
2025-11-14,GSK,,,unresolved
2025-11-14,JNJ,us/stage2/stage2_whitelist.csv,-0.9174712744112852,current_snapshot_available_not_pit_safe
2025-11-14,LH,us/stage2/stage2_whitelist.csv,28.467642391112673,current_snapshot_available_not_pit_safe
2025-11-14,LLY,us/stage2/stage2_whitelist.csv,26.18654035667737,current_snapshot_available_not_pit_safe
2025-11-14,LYFT,,,unresolved
2025-11-14,MDT,,,unresolved
2025-11-14,MNST,us/stage2/stage2_whitelist.csv,19.04186795491144,current_snapshot_available_not_pit_safe
2025-11-14,MS,us/stage2/stage2_whitelist.csv,62.71075001174092,current_snapshot_available_not_pit_safe
2025-11-14,NTRA,us/stage2/stage2_whitelist.csv,36.846372111876775,current_snapshot_available_not_pit_safe
2025-11-14,SHEL,us/stage2/stage2_whitelist.csv,216.92485168094925,current_snapshot_available_not_pit_safe
2025-11-21,ABBV,us/eps_growth_screener_results.csv,288.0343511450382,current_snapshot_available_not_pit_safe
2025-11-21,BTSG,us/eps_growth_screener_results.csv,201.7638036809816,current_snapshot_available_not_pit_safe
2025-11-21,FE,,,unresolved
2025-11-21,GOOG,us/eps_growth_screener_results.csv,294.01687216093444,current_snapshot_available_not_pit_safe
2025-11-21,MDT,,,unresolved
2025-11-21,MNPR,us/stage2/stage2_whitelist.csv,-77.41015402167712,current_snapshot_available_not_pit_safe
2025-11-21,ROST,us/stage2/stage2_whitelist.csv,38.05949781659389,current_snapshot_available_not_pit_safe
2025-11-21,WMT,,,unresolved
2025-11-28,AAPL,us/stage2/stage2_whitelist.csv,29.131849205842947,current_snapshot_available_not_pit_safe
2025-11-28,APP,,,unresolved
2025-11-28,AU,,,unresolved
2025-11-28,AVGO,us/stage2/stage2_whitelist.csv,85.59486780715397,current_snapshot_available_not_pit_safe
2025-11-28,BIDU,,,unresolved
2025-11-28,BKR,us/stage2/stage2_whitelist.csv,-3.435114503816792,current_snapshot_available_not_pit_safe
2025-11-28,BTSG,us/eps_growth_screener_results.csv,201.7638036809816,current_snapshot_available_not_pit_safe
2025-11-28,C,us/stage2/stage2_whitelist.csv,61.04832523651241,current_snapshot_available_not_pit_safe
2025-11-28,CASY,us/stage2/stage2_whitelist.csv,66.3738019169329,current_snapshot_available_not_pit_safe
2025-11-28,CEG,,,unresolved
2025-11-28,CHRW,,,unresolved
2025-11-28,CIEN,us/eps_growth_screener_results.csv,2309.3699515347334,current_snapshot_available_not_pit_safe
2025-11-28,COHR,,,unresolved
2025-11-28,CRDO,us/eps_growth_screener_results.csv,336.83424589347936,current_snapshot_available_not_pit_safe
2025-11-28,EA,,,unresolved
2025-11-28,FE,,,unresolved
2025-11-28,HLT,us/stage2/stage2_whitelist.csv,14.32916892992939,current_snapshot_available_not_pit_safe
2025-11-28,IONQ,us/stage2/stage2_whitelist.csv,-620.9906329832529,current_snapshot_available_not_pit_safe
2025-11-28,LYFT,,,unresolved
2025-11-28,MNST,us/stage2/stage2_whitelist.csv,19.04186795491144,current_snapshot_available_not_pit_safe
2025-11-28,MS,us/stage2/stage2_whitelist.csv,62.71075001174092,current_snapshot_available_not_pit_safe
2025-11-28,NRG,,,unresolved
2025-11-28,NU,,,unresolved
2025-11-28,OUST,us/stage2/stage2_whitelist.csv,27.457716701902747,current_snapshot_available_not_pit_safe
2025-11-28,ROST,us/stage2/stage2_whitelist.csv,38.05949781659389,current_snapshot_available_not_pit_safe
2025-11-28,SHOP,,,unresolved
2025-11-28,SOFI,,,unresolved
2025-11-28,STX,us/stage2/stage2_whitelist.csv,149.16685280321644,current_snapshot_available_not_pit_safe
2025-11-28,TTWO,us/stage2/stage2_whitelist.csv,-178.26747720364745,current_snapshot_available_not_pit_safe
2025-11-28,UHS,,,unresolved
2025-11-28,VCYT,,,unresolved
2025-11-28,W,us/stage2/stage2_whitelist.csv,-106.5348237317283,current_snapshot_available_not_pit_safe
2025-11-28,WES,us/stage2/stage2_whitelist.csv,13.253150057273771,current_snapshot_available_not_pit_safe
2025-11-28,WFC,us/stage2/stage2_whitelist.csv,25.53258145363407,current_snapshot_available_not_pit_safe
2025-11-28,WMT,,,unresolved
2025-11-28,WWD,us/stage2/stage2_whitelist.csv,36.29302035493564,current_snapshot_available_not_pit_safe
2025-12-05,AMAT,us/stage2/stage2_whitelist.csv,42.90866468307637,current_snapshot_available_not_pit_safe
2025-12-05,APP,,,unresolved
2025-12-05,ASML,us/stage2/stage2_whitelist.csv,31.86558343432529,current_snapshot_available_not_pit_safe
2025-12-05,ASTS,,,unresolved
2025-12-05,BIDU,,,unresolved
2025-12-05,BLK,us/stage2/stage2_whitelist.csv,14.024521824423738,current_snapshot_available_not_pit_safe
2025-12-05,C,us/stage2/stage2_whitelist.csv,61.04832523651241,current_snapshot_available_not_pit_safe
2025-12-05,CAT,us/stage2/stage2_whitelist.csv,68.10057558315661,current_snapshot_available_not_pit_safe
2025-12-05,COF,,,unresolved
2025-12-05,CVNA,,,unresolved
2025-12-05,DASH,us/stage2/stage2_whitelist.csv,-29.98000307644978,current_snapshot_available_not_pit_safe
2025-12-05,EA,,,unresolved
2025-12-05,EWBC,us/stage2/stage2_whitelist.csv,17.643374787510073,current_snapshot_available_not_pit_safe
2025-12-05,FN,,,unresolved
2025-12-05,JOBY,,,unresolved
2025-12-05,JPM,us/stage2/stage2_whitelist.csv,47.08409715857013,current_snapshot_available_not_pit_safe
2025-12-05,LSCC,us/eps_growth_screener_results.csv,550.9433962264152,current_snapshot_available_not_pit_safe
2025-12-05,LYFT,,,unresolved
2025-12-05,MS,us/stage2/stage2_whitelist.csv,62.71075001174092,current_snapshot_available_not_pit_safe
2025-12-05,PATH,,,unresolved
2025-12-05,SHOP,,,unresolved
2025-12-05,SMTC,us/stage2/stage2_whitelist.csv,25.46296296296297,current_snapshot_available_not_pit_safe
2025-12-05,TSLA,,,unresolved
2025-12-05,TSM,us/stage2/stage2_whitelist.csv,73.3319927609089,current_snapshot_available_not_pit_safe
2025-12-05,TTWO,us/stage2/stage2_whitelist.csv,-178.26747720364745,current_snapshot_available_not_pit_safe
2025-12-05,VRT,us/stage2/stage2_whitelist.csv,52.41702741702743,current_snapshot_available_not_pit_safe
2025-12-05,WDC,us/eps_growth_screener_results.csv,985.1367419738408,current_snapshot_available_not_pit_safe
2025-12-05,WES,us/stage2/stage2_whitelist.csv,13.253150057273771,current_snapshot_available_not_pit_safe
2025-12-05,WFC,us/stage2/stage2_whitelist.csv,25.53258145363407,current_snapshot_available_not_pit_safe
2025-12-05,WWD,us/stage2/stage2_whitelist.csv,36.29302035493564,current_snapshot_available_not_pit_safe
2025-12-12,AEO,,,unresolved
2025-12-12,ASTS,,,unresolved
2025-12-12,BLK,us/stage2/stage2_whitelist.csv,14.024521824423738,current_snapshot_available_not_pit_safe
2025-12-12,CIEN,us/eps_growth_screener_results.csv,2309.3699515347334,current_snapshot_available_not_pit_safe
2025-12-12,COF,,,unresolved
2025-12-12,EXPE,us/eps_growth_screener_results.csv,188.32501609787508,current_snapshot_available_not_pit_safe
2025-12-12,FEIM,us/stage2/stage2_whitelist.csv,-245.42798714577864,current_snapshot_available_not_pit_safe
2025-12-12,HLT,us/stage2/stage2_whitelist.csv,14.32916892992939,current_snapshot_available_not_pit_safe
2025-12-12,HWM,us/stage2/stage2_whitelist.csv,32.508728179551134,current_snapshot_available_not_pit_safe
2025-12-12,IBM,,,unresolved
2025-12-12,JPM,us/stage2/stage2_whitelist.csv,47.08409715857013,current_snapshot_available_not_pit_safe
2025-12-12,LH,us/stage2/stage2_whitelist.csv,28.467642391112673,current_snapshot_available_not_pit_safe
2025-12-12,NUTX,,,unresolved
2025-12-12,PAC,,,unresolved
2025-12-12,PFG,us/stage2/stage2_whitelist.csv,2.849336455893829,current_snapshot_available_not_pit_safe
2025-12-12,ROKU,us/eps_growth_screener_results.csv,1440.02849002849,current_snapshot_available_not_pit_safe
2025-12-12,ROST,us/stage2/stage2_whitelist.csv,38.05949781659389,current_snapshot_available_not_pit_safe
2025-12-12,RTX,us/stage2/stage2_whitelist.csv,28.043798006210164,current_snapshot_available_not_pit_safe
2025-12-12,STX,us/stage2/stage2_whitelist.csv,149.16685280321644,current_snapshot_available_not_pit_safe
2025-12-12,TKO,,,unresolved
2025-12-12,TPR,,,unresolved
2025-12-12,TSLA,,,unresolved
2025-12-12,UBS,us/stage2/stage2_whitelist.csv,13.266725901465223,current_snapshot_available_not_pit_safe
2025-12-12,URBN,us/stage2/stage2_whitelist.csv,12.414804589767916,current_snapshot_available_not_pit_safe
2025-12-12,ZION,us/stage2/stage2_whitelist.csv,86.90031248085286,current_snapshot_available_not_pit_safe
2025-12-12,ZM,us/stage2/stage2_whitelist.csv,74.17690417690417,current_snapshot_available_not_pit_safe
2025-12-19,ALM,us/stage2/stage2_whitelist.csv,89.46564885496183,current_snapshot_available_not_pit_safe
2025-12-19,CEG,,,unresolved
2025-12-19,CHRW,,,unresolved
2025-12-19,EXPE,us/eps_growth_screener_results.csv,188.32501609787508,current_snapshot_available_not_pit_safe
2025-12-19,HLT,us/stage2/stage2_whitelist.csv,14.32916892992939,current_snapshot_available_not_pit_safe
2025-12-19,HWM,us/stage2/stage2_whitelist.csv,32.508728179551134,current_snapshot_available_not_pit_safe
2025-12-19,LLY,us/stage2/stage2_whitelist.csv,26.18654035667737,current_snapshot_available_not_pit_safe
2025-12-19,MNST,us/stage2/stage2_whitelist.csv,19.04186795491144,current_snapshot_available_not_pit_safe
2025-12-19,MU,us/eps_growth_screener_results.csv,1372.0935784196706,current_snapshot_available_not_pit_safe
2025-12-19,PAC,,,unresolved
2025-12-19,PLTR,us/eps_growth_screener_results.csv,221.56862745098036,current_snapshot_available_not_pit_safe
2025-12-19,RKLB,us/stage2/stage2_whitelist.csv,39.33281613653995,current_snapshot_available_not_pit_safe
2025-12-19,RTX,us/stage2/stage2_whitelist.csv,28.043798006210164,current_snapshot_available_not_pit_safe
2025-12-19,SCHW,us/stage2/stage2_whitelist.csv,42.07907105335915,current_snapshot_available_not_pit_safe
2025-12-19,SHOP,,,unresolved
2025-12-19,TKO,,,unresolved
2025-12-19,TSLA,,,unresolved
2025-12-19,TTWO,us/stage2/stage2_whitelist.csv,-178.26747720364745,current_snapshot_available_not_pit_safe
2025-12-19,UAL,us/stage2/stage2_whitelist.csv,-17.113360460032958,current_snapshot_available_not_pit_safe
2025-12-26,ALM,us/stage2/stage2_whitelist.csv,89.46564885496183,current_snapshot_available_not_pit_safe
2025-12-26,AU,,,unresolved
2025-12-26,CAH,us/stage2/stage2_whitelist.csv,70.07431211086563,current_snapshot_available_not_pit_safe
2025-12-26,CASY,us/stage2/stage2_whitelist.csv,66.3738019169329,current_snapshot_available_not_pit_safe
2025-12-26,CIEN,us/eps_growth_screener_results.csv,2309.3699515347334,current_snapshot_available_not_pit_safe
2025-12-26,FEIM,us/stage2/stage2_whitelist.csv,-245.42798714577864,current_snapshot_available_not_pit_safe
2025-12-26,HEI,us/stage2/stage2_whitelist.csv,48.61908177905308,current_snapshot_available_not_pit_safe
2025-12-26,HUT,us/stage2/stage2_whitelist.csv,-207.87100068073516,current_snapshot_available_not_pit_safe
2025-12-26,HWM,us/stage2/stage2_whitelist.csv,32.508728179551134,current_snapshot_available_not_pit_safe
2025-12-26,IBKR,us/stage2/stage2_whitelist.csv,36.618052818289335,current_snapshot_available_not_pit_safe
2025-12-26,JPM,us/stage2/stage2_whitelist.csv,47.08409715857013,current_snapshot_available_not_pit_safe
2025-12-26,NU,,,unresolved
2025-12-26,NVDA,us/eps_growth_screener_results.csv,213.4224669026084,current_snapshot_available_not_pit_safe
2025-12-26,SCHW,us/stage2/stage2_whitelist.csv,42.07907105335915,current_snapshot_available_not_pit_safe
2025-12-26,SMTC,us/stage2/stage2_whitelist.csv,25.46296296296297,current_snapshot_available_not_pit_safe
2025-12-26,SNDK,,,unresolved
2025-12-26,TSM,us/stage2/stage2_whitelist.csv,73.3319927609089,current_snapshot_available_not_pit_safe
2026-01-02,ASML,us/stage2/stage2_whitelist.csv,31.86558343432529,current_snapshot_available_not_pit_safe
2026-01-02,BIDU,,,unresolved
2026-01-02,BKR,us/stage2/stage2_whitelist.csv,-3.435114503816792,current_snapshot_available_not_pit_safe
2026-01-02,BTSG,us/eps_growth_screener_results.csv,201.7638036809816,current_snapshot_available_not_pit_safe
2026-01-02,FTAI,,,unresolved
2026-01-02,GEV,us/stage2/stage2_whitelist.csv,32.85184986307254,current_snapshot_available_not_pit_safe
2026-01-02,HEI,us/stage2/stage2_whitelist.csv,48.61908177905308,current_snapshot_available_not_pit_safe
2026-01-02,HWM,us/stage2/stage2_whitelist.csv,32.508728179551134,current_snapshot_available_not_pit_safe
2026-01-02,LSCC,us/eps_growth_screener_results.csv,550.9433962264152,current_snapshot_available_not_pit_safe
2026-01-02,NYAX,,,unresolved
2026-01-02,RKLB,us/stage2/stage2_whitelist.csv,39.33281613653995,current_snapshot_available_not_pit_safe
2026-01-02,SHEL,us/stage2/stage2_whitelist.csv,216.92485168094925,current_snapshot_available_not_pit_safe
2026-01-02,TSM,us/stage2/stage2_whitelist.csv,73.3319927609089,current_snapshot_available_not_pit_safe
2026-01-02,WES,us/stage2/stage2_whitelist.csv,13.253150057273771,current_snapshot_available_not_pit_safe
2026-01-02,ZION,us/stage2/stage2_whitelist.csv,86.90031248085286,current_snapshot_available_not_pit_safe
2026-01-09,AMAT,us/stage2/stage2_whitelist.csv,42.90866468307637,current_snapshot_available_not_pit_safe
2026-01-09,AMZN,us/eps_growth_screener_results.csv,241.8287822000119,current_snapshot_available_not_pit_safe
2026-01-09,ASML,us/stage2/stage2_whitelist.csv,31.86558343432529,current_snapshot_available_not_pit_safe
2026-01-09,AU,,,unresolved
2026-01-09,AZN,,,unresolved
2026-01-09,BTU,,,unresolved
2026-01-09,CASY,us/stage2/stage2_whitelist.csv,66.3738019169329,current_snapshot_available_not_pit_safe
2026-01-09,CAT,us/stage2/stage2_whitelist.csv,68.10057558315661,current_snapshot_available_not_pit_safe
2026-01-09,CHRW,,,unresolved
2026-01-09,CVNA,,,unresolved
2026-01-09,EXPE,us/eps_growth_screener_results.csv,188.32501609787508,current_snapshot_available_not_pit_safe
2026-01-09,FCX,us/stage2/stage2_whitelist.csv,27.43029389600602,current_snapshot_available_not_pit_safe
2026-01-09,FTAI,,,unresolved
2026-01-09,GH,us/stage2/stage2_whitelist.csv,-12.33693626537459,current_snapshot_available_not_pit_safe
2026-01-09,GMED,,,unresolved
2026-01-09,GOOG,us/eps_growth_screener_results.csv,294.01687216093444,current_snapshot_available_not_pit_safe
2026-01-09,GSK,,,unresolved
2026-01-09,HEI,us/stage2/stage2_whitelist.csv,48.61908177905308,current_snapshot_available_not_pit_safe
2026-01-09,HLT,us/stage2/stage2_whitelist.csv,14.32916892992939,current_snapshot_available_not_pit_safe
2026-01-09,HUT,us/stage2/stage2_whitelist.csv,-207.87100068073516,current_snapshot_available_not_pit_safe
2026-01-09,HWM,us/stage2/stage2_whitelist.csv,32.508728179551134,current_snapshot_available_not_pit_safe
2026-01-09,IBM,,,unresolved
2026-01-09,LDOS,,,unresolved
2026-01-09,LGND,us/eps_growth_screener_results.csv,813.4046052631579,current_snapshot_available_not_pit_safe
2026-01-09,LSCC,us/eps_growth_screener_results.csv,550.9433962264152,current_snapshot_available_not_pit_safe
2026-01-09,NTRA,us/stage2/stage2_whitelist.csv,36.846372111876775,current_snapshot_available_not_pit_safe
2026-01-09,NU,,,unresolved
2026-01-09,NUTX,,,unresolved
2026-01-09,ROST,us/stage2/stage2_whitelist.csv,38.05949781659389,current_snapshot_available_not_pit_safe
2026-01-09,SMTC,us/stage2/stage2_whitelist.csv,25.46296296296297,current_snapshot_available_not_pit_safe
2026-01-09,SNDK,,,unresolved
2026-01-09,SOLV,us/stage2/stage2_whitelist.csv,3.348257737979364,current_snapshot_available_not_pit_safe
2026-01-09,STX,us/stage2/stage2_whitelist.csv,149.16685280321644,current_snapshot_available_not_pit_safe
2026-01-09,TROW,us/stage2/stage2_whitelist.csv,28.61934791359183,current_snapshot_available_not_pit_safe
2026-01-09,UAL,us/stage2/stage2_whitelist.csv,-17.113360460032958,current_snapshot_available_not_pit_safe
2026-01-09,URBN,us/stage2/stage2_whitelist.csv,12.414804589767916,current_snapshot_available_not_pit_safe
2026-01-09,VALE,,,unresolved
2026-01-09,W,us/stage2/stage2_whitelist.csv,-106.5348237317283,current_snapshot_available_not_pit_safe
2026-01-09,WDC,us/eps_growth_screener_results.csv,985.1367419738408,current_snapshot_available_not_pit_safe
2026-01-09,WES,us/stage2/stage2_whitelist.csv,13.253150057273771,current_snapshot_available_not_pit_safe
2026-01-16,ASTS,,,unresolved
2026-01-16,BIDU,,,unresolved
2026-01-16,BKR,us/stage2/stage2_whitelist.csv,-3.435114503816792,current_snapshot_available_not_pit_safe
2026-01-16,BTU,,,unresolved
2026-01-16,CAH,us/stage2/stage2_whitelist.csv,70.07431211086563,current_snapshot_available_not_pit_safe
2026-01-16,FE,,,unresolved
2026-01-16,FN,,,unresolved
2026-01-16,IBKR,us/stage2/stage2_whitelist.csv,36.618052818289335,current_snapshot_available_not_pit_safe
2026-01-16,JNJ,us/stage2/stage2_whitelist.csv,-0.9174712744112852,current_snapshot_available_not_pit_safe
2026-01-16,MNST,us/stage2/stage2_whitelist.csv,19.04186795491144,current_snapshot_available_not_pit_safe
2026-01-16,MRNA,us/stage2/stage2_whitelist.csv,7.595353430842307,current_snapshot_available_not_pit_safe
2026-01-16,RTX,us/stage2/stage2_whitelist.csv,28.043798006210164,current_snapshot_available_not_pit_safe
2026-01-16,SANM,us/stage2/stage2_whitelist.csv,68.71823379923758,current_snapshot_available_not_pit_safe
2026-01-16,SCHW,us/stage2/stage2_whitelist.csv,42.07907105335915,current_snapshot_available_not_pit_safe
2026-01-16,SHEL,us/stage2/stage2_whitelist.csv,216.92485168094925,current_snapshot_available_not_pit_safe
2026-01-16,SN,us/stage2/stage2_whitelist.csv,-6.768292682926829,current_snapshot_available_not_pit_safe
2026-01-16,STX,us/stage2/stage2_whitelist.csv,149.16685280321644,current_snapshot_available_not_pit_safe
2026-01-16,TKO,,,unresolved
2026-01-16,WELL,us/stage2/stage2_whitelist.csv,12.01117318435755,current_snapshot_available_not_pit_safe
2026-01-16,WMT,,,unresolved
2026-01-16,WULF,,,unresolved
2026-01-23,ALM,us/stage2/stage2_whitelist.csv,89.46564885496183,current_snapshot_available_not_pit_safe
2026-01-23,BIDU,,,unresolved
2026-01-23,BILI,,,unresolved
2026-01-23,BKR,us/stage2/stage2_whitelist.csv,-3.435114503816792,current_snapshot_available_not_pit_safe
2026-01-23,COHR,,,unresolved
2026-01-23,CVNA,,,unresolved
2026-01-23,GH,us/stage2/stage2_whitelist.csv,-12.33693626537459,current_snapshot_available_not_pit_safe
2026-01-23,KO,us/stage2/stage2_whitelist.csv,16.194790486976217,current_snapshot_available_not_pit_safe
2026-01-23,LMND,,,unresolved
2026-01-23,MDT,,,unresolved
2026-01-23,MTB,us/stage2/stage2_whitelist.csv,25.405316240927515,current_snapshot_available_not_pit_safe
2026-01-23,NU,,,unresolved
2026-01-23,PAC,,,unresolved
2026-01-23,ROKU,us/eps_growth_screener_results.csv,1440.02849002849,current_snapshot_available_not_pit_safe
2026-01-30,AAOI,us/stage2/stage2_whitelist.csv,-74.235807860262,current_snapshot_available_not_pit_safe
2026-01-30,AAPL,us/stage2/stage2_whitelist.csv,29.131849205842947,current_snapshot_available_not_pit_safe
2026-01-30,ALM,us/stage2/stage2_whitelist.csv,89.46564885496183,current_snapshot_available_not_pit_safe
2026-01-30,CAH,us/stage2/stage2_whitelist.csv,70.07431211086563,current_snapshot_available_not_pit_safe
2026-01-30,CIEN,us/eps_growth_screener_results.csv,2309.3699515347334,current_snapshot_available_not_pit_safe
2026-01-30,GOOG,us/eps_growth_screener_results.csv,294.01687216093444,current_snapshot_available_not_pit_safe
2026-01-30,GSK,,,unresolved
2026-01-30,HON,us/stage2/stage2_whitelist.csv,82.03466296492874,current_snapshot_available_not_pit_safe
2026-01-30,IBM,,,unresolved
2026-01-30,JNJ,us/stage2/stage2_whitelist.csv,-0.9174712744112852,current_snapshot_available_not_pit_safe
2026-01-30,KO,us/stage2/stage2_whitelist.csv,16.194790486976217,current_snapshot_available_not_pit_safe
2026-01-30,LMT,us/eps_growth_screener_results.csv,444.262519695828,current_snapshot_available_not_pit_safe
2026-01-30,MDT,,,unresolved
2026-01-30,PFG,us/stage2/stage2_whitelist.csv,2.849336455893829,current_snapshot_available_not_pit_safe
2026-01-30,SCHW,us/stage2/stage2_whitelist.csv,42.07907105335915,current_snapshot_available_not_pit_safe
