code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type
SMTC,2026-04-02,True,ceiling_breakout,,ceiling,75.75,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,82.65,9.11,UNCONFIRMED,1.3241320300249662,0.0,2026-03-30,9.1,0,0,75.75,2025-01-13,-68.3,6,63,68.3,4.944444444444445,1.0,0,,,,True,True,-141.975308642,96.46,-14.31681526021148,Electronic Technology,Semiconductors,SEC,resolved,,PROFIT_TO_LOSS
PL,2026-04-02,True,pivot,False,pivot,30.9,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 30.9, ""resistance_date"": ""2026-03-30""}, {""box_type"": ""S_BOX"", ""price"": 30.9, ""resistance_date"": ""2026-03-30""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 30.9, ""resistance_date"": ""2026-03-30""}}",1.0,2026-04-02,30.9,30.9,1.886206892513377,0.1611650485436895,0.9757575757575764,0.7545454545454554,pivot,,35.88,16.12,EXTENDED,1.511487877593506,460.6,2025-08-04,464.2,5,2,6.36,2025-01-27,-56.1,2,27,56.1,4.8277777777777775,2.0,4,3.0,-15.8,-1.1,True,True,-316.6666666667,37.05,-3.157894736842093,Unknown,Unknown,SEC,resolved,,LOSS_WIDENING
LITE,2026-04-02,True,pivot,False,pivot,765.0,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 765.0, ""resistance_date"": ""2026-03-30""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,826.88,8.09,UNCONFIRMED,1.1354251608413362,691.1,2025-07-21,695.1,3,0,104.0,2025-01-20,-56.1,1,26,56.1,4.783333333333332,3.0,7,3.0,-12.7,5.0,True,False,201.1363636364,827.56,-0.0821692686934993,Producer Manufacturing,Electrical Products,SEC,resolved,,TURNAROUND
FN,2026-04-02,True,pivot,False,pivot,557.6,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 557.6, ""resistance_date"": ""2026-03-30""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,557.97,0.07,UNCONFIRMED,0.9645204975126684,88.7,2025-06-23,98.0,5,0,281.79,2024-08-19,-47.3,3,44,47.3,4.288888888888889,4.0,11,6.0,-15.4,0.1,False,False,30.6722689076,632.99,-11.851688020347872,Unknown,Unknown,SEC,resolved,,GROWTH
FRO,2026-04-02,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,35.27,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-03-30"", ""ma10_prior_week"": 31.04, ""pending_high"": 35.27, ""touch_date"": ""2026-03-09""}",0.0,,,,,,,,,daily_volume_not_confirmed,36.6,3.77,UNCONFIRMED,0.918307965624952,32.1,2026-01-26,43.4,1,0,25.53,2024-05-20,-53.4,6,88,53.4,4.2555555555555555,5.0,1,6.0,-21.5,-0.5,True,False,,38.66,-5.328504914640442,Transportation,Marine Shipping,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,
INSW,2026-04-02,True,pivot,False,pivot,73.37,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 73.37, ""resistance_date"": ""2026-03-30""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,75.38,2.74,UNCONFIRMED,0.8442593480896479,37.9,2026-01-12,40.4,1,0,53.7,2024-05-20,-53.2,4,86,53.2,4.055555555555555,6.0,1,6.0,-13.5,2.7,True,False,260.5633802817,76.15,-1.0111621799080872,Transportation,Marine Shipping,SEC,resolved,,GROWTH
FCX,2026-04-02,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,58.15,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-03-30"", ""ma10_prior_week"": 60.064, ""pending_high"": 58.15, ""touch_date"": ""2026-03-23""}",0.0,,,,,,,,,daily_volume_not_confirmed,61.38,5.55,UNCONFIRMED,0.8915725477617735,9.1,2026-03-23,15.6,1,0,53.08,2024-05-13,-48.6,8,97,48.6,4.044444444444444,7.0,0,,,,True,False,27.7777777778,69.75,-12.0,Non-Energy Minerals,Other Metals/Minerals,SEC,resolved,,GROWTH
STX,2026-04-02,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,425.54,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-03-30"", ""ma10_prior_week"": 394.897, ""pending_high"": 425.54, ""touch_date"": ""2026-03-23""}",0.0,,,,,,,,,daily_volume_not_confirmed,429.36,0.9,UNCONFIRMED,0.7699174313119008,268.7,2025-05-26,283.0,7,0,112.1,2024-10-14,-44.3,2,32,44.3,3.98888888888889,8.0,7,9.0,-25.6,-6.4,True,False,67.7419354839,459.04,-6.465667479958171,Electronic Technology,Computer Peripherals,SEC,resolved,,GROWTH
NVST,2026-04-02,True,ceiling_breakout,,ceiling,24.68,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,25.81,4.58,UNCONFIRMED,0.819182752528094,0.0,2026-03-30,4.6,0,0,24.68,2024-01-22,-42.4,7,114,42.4,3.855555555555555,9.0,0,,,,True,False,,30.42,-15.154503616042092,Health Technology,Medical Specialties,,expected_unavailable,PRIOR_YEAR_EPS_ZERO,ZERO_BASE
BTSG,2026-04-02,True,pivot,False,pivot,42.67,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 42.67, ""resistance_date"": ""2026-03-30""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,43.1,1.01,UNCONFIRMED,0.8154490499844274,62.9,2025-09-08,73.7,3,0,24.82,2025-01-27,-37.6,2,32,37.6,3.755555555555555,10.0,6,4.0,-12.7,1.0,True,False,209.0909090909,45.59,-5.461724062294371,Health Services,Medical/Nursing Services,SEC,resolved,,GROWTH
