snapshot_date,pool_rows,signal_rows,ACTIONABLE,UNCONFIRMED,EXTENDED,unique_signal_tickers,routes,geometry_complete_rate,volume_known_rate,price_entry_available_rate,forward_8w_complete_rate,pool_rows_change_pct,schema_hash,schema_changed,coverage_regime,coverage_regime_method,pool_path
2026-01-30,100,17,9,7,1,17,ceiling:5;ceiling_pullback:1;ma10_touch_confirm:5;pivot:6,0.5882352941176471,0.5882352941176471,0.5294117647058824,0.5294117647058824,0.0,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,early_stable_low,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-01-30/breakout_follow_pool.csv
2026-02-06,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,-100.0,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,empty_pool,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-02-06/breakout_follow_pool.csv
2026-02-13,119,27,4,15,8,27,ceiling:11;ceiling_pullback:2;ma10_touch_confirm:6;pivot:8,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.3333333333333333,18.999999999999993,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,early_stable_low,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-02-13/breakout_follow_pool.csv
2026-02-20,119,18,5,11,2,18,ceiling:5;ceiling_pullback:2;ma10_touch_confirm:7;pivot:4,0.3888888888888889,0.3888888888888889,0.4444444444444444,0.4444444444444444,0.0,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,early_stable_low,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-02-20/breakout_follow_pool.csv
2026-02-27,111,27,12,12,3,27,ceiling:7;ma10_touch_confirm:6;pivot:11;three_weeks_tight:3,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.3333333333333333,-6.72268907563025,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,early_stable_low,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-02-27/breakout_follow_pool.csv
2026-03-06,106,9,4,2,3,9,ceiling:4;ma10_touch_confirm:3;pivot:1;three_weeks_tight:1,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.5555555555555556,-4.504504504504503,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,early_stable_low,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-03-06/breakout_follow_pool.csv
2026-03-13,102,10,2,7,1,10,ceiling:3;ceiling_pullback:2;ma10_touch_confirm:2;pivot:3,0.3,0.3,0.3,0.3,-3.7735849056603765,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,early_stable_low,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-03-13/breakout_follow_pool.csv
2026-03-20,90,8,3,3,2,8,ceiling:2;ma10_touch_confirm:3;pivot:3,0.625,0.625,0.5,0.5,-11.764705882352944,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,early_stable_low,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-03-20/breakout_follow_pool.csv
2026-03-27,92,10,4,6,0,10,ceiling:5;ma10_touch_confirm:2;pivot:3,0.4,0.4,0.4,0.4,2.2222222222222143,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,early_stable_low,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-03-27/breakout_follow_pool.csv
2026-04-02,141,45,7,35,3,45,ceiling:18;ceiling_pullback:2;ma10_touch_confirm:13;pivot:11;three_weeks_tight:1,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.5555555555555556,53.260869565217384,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,early_stable_low,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-04-02/breakout_follow_pool.csv
2026-04-10,148,69,9,49,11,69,ceiling:17;ceiling_pullback:2;ma10_touch_confirm:16;pivot:33;three_weeks_tight:1,0.2898550724637681,0.2898550724637681,0.5797101449275363,0.5797101449275363,4.964539007092195,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,early_stable_low,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-04-10/breakout_follow_pool.csv
2026-04-17,254,96,13,70,13,96,ceiling:24;ma10_touch_confirm:32;pivot:40,0.2708333333333333,0.2708333333333333,0.5833333333333334,0.5833333333333334,71.62162162162163,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,coverage_transition,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-04-17/breakout_follow_pool.csv
2026-04-24,380,80,27,30,23,80,ceiling:36;ceiling_pullback:2;ma10_touch_confirm:14;pivot:28,0.625,0.625,0.5,0.5,49.60629921259843,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,coverage_transition,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-04-24/breakout_follow_pool.csv
2026-05-01,451,105,38,47,20,105,ceiling:35;ceiling_pullback:4;ma10_touch_confirm:15;pivot:49;three_weeks_tight:2,0.5523809523809524,0.5523809523809524,0.7333333333333333,0.7333333333333333,18.68421052631579,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,coverage_transition,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-05-01/breakout_follow_pool.csv
2026-05-08,513,128,35,45,48,128,ceiling:48;ceiling_pullback:3;ma10_touch_confirm:30;pivot:42;three_weeks_tight:5,0.6484375,0.6484375,0.6953125,0.6953125,13.747228381374722,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,coverage_transition,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-05-08/breakout_follow_pool.csv
2026-05-15,515,66,22,27,17,66,ceiling:14;ceiling_pullback:4;ma10_touch_confirm:15;pivot:32;three_weeks_tight:1,0.5909090909090909,0.5909090909090909,0.6515151515151515,0.6515151515151515,0.3898635477582957,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,coverage_transition,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-05-15/breakout_follow_pool.csv
2026-05-22,554,87,16,58,13,87,ceiling:38;ceiling_pullback:3;ma10_touch_confirm:11;pivot:33;three_weeks_tight:2,0.3333333333333333,0.3333333333333333,0.6781609195402298,0.6781609195402298,7.5728155339805925,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,coverage_transition,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv
2026-05-29,570,112,36,49,27,112,ceiling:28;ceiling_pullback:10;ma10_touch_confirm:32;pivot:40;three_weeks_tight:2,0.5625,0.5625,0.625,0.625,2.8880866425992746,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-05-29/breakout_follow_pool.csv
2026-06-05,594,108,26,70,12,108,ceiling:29;ceiling_pullback:11;ma10_touch_confirm:16;pivot:50;three_weeks_tight:2,0.35185185185185186,0.35185185185185186,0.8055555555555556,0.7962962962962963,4.210526315789465,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-06-05/breakout_follow_pool.csv
2026-06-12,674,268,63,164,41,268,ceiling:72;ceiling_pullback:22;ma10_touch_confirm:52;pivot:109;three_weeks_tight:13,0.3880597014925373,0.3880597014925373,0.8395522388059702,0.835820895522388,13.468013468013474,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-06-12/breakout_follow_pool.csv
2026-06-18,670,145,22,93,30,145,ceiling:21;ceiling_pullback:8;ma10_touch_confirm:66;pivot:50,0.3586206896551724,0.3586206896551724,0.7586206896551724,0.7586206896551724,-0.5934718100890191,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-06-18/breakout_follow_pool.csv
2026-06-26,731,211,117,45,49,211,ceiling:71;ceiling_pullback:10;ma10_touch_confirm:51;pivot:73;three_weeks_tight:6,0.7867298578199052,0.7867298578199052,0.8009478672985783,0.0,9.10447761194031,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-06-26/breakout_follow_pool.csv
2026-07-02,760,120,24,83,13,120,ceiling:28;ceiling_pullback:8;ma10_touch_confirm:41;pivot:41;three_weeks_tight:2,0.30833333333333335,0.30833333333333335,0.775,0.0,3.9671682626539084,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-07-02/breakout_follow_pool.csv
2026-07-10,716,83,10,62,11,83,ceiling:21;ceiling_pullback:2;ma10_touch_confirm:24;pivot:36,0.25301204819277107,0.25301204819277107,0.8313253012048193,0.0,-5.789473684210522,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-07-10/breakout_follow_pool.csv
2026-07-17,754,174,55,103,16,174,ceiling:39;ceiling_pullback:10;ma10_touch_confirm:34;pivot:67;three_weeks_tight:24,0.40804597701149425,0.40804597701149425,0.8505747126436781,0.0,5.307262569832405,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-07-17/breakout_follow_pool.csv
2026-07-24,745,106,28,64,14,106,ceiling:26;ceiling_pullback:9;ma10_touch_confirm:23;pivot:41;three_weeks_tight:7,0.39622641509433965,0.39622641509433965,0.9150943396226415,0.0,-1.1936339522546469,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-07-24/breakout_follow_pool.csv
2026-07-31,742,114,41,54,19,114,ceiling:22;ceiling_pullback:6;ma10_touch_confirm:38;pivot:45;three_weeks_tight:3,0.5263157894736842,0.5263157894736842,0.9122807017543859,0.0,-0.4026845637583931,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-07-31/breakout_follow_pool.csv
2026-08-07,776,167,37,98,32,167,ceiling:40;ceiling_pullback:24;ma10_touch_confirm:32;pivot:66;three_weeks_tight:5,0.41317365269461076,0.41317365269461076,0.9461077844311377,0.0,4.582210242587603,0725dc1ec2d000ee25956f275d3b63647118930163a8f211d8d2e21d5e3cef88,False,late_stable_high,three-segment log-row-count minimum-SSE change points,backtest/ibd_skill_replay_pools/2026-08-07/breakout_follow_pool.csv
