variant,snapshot_date,code,pick_order,entry_date,entry_fill_price,shares,position_cost,stop_price,profit_target,power_trigger_date,minimum_hold_until,exit_date,exit_fill_price,exit_reason,censored,mtm_price,return_pct,holding_days,high_water_pct,entry_fee,exit_fee,net_pnl,capacity,cost_bps_per_side
R2_BALANCED_SOFT,2025-10-10,ALM,3,2025-10-13,8.2,1218.29390122,9990.00999,7.544,10.168,2025-10-14,2025-11-28,2025-10-17,7.544,stop_loss,False,7.544,-8.0,4,30.243902,9.99001,9.190809,-818.381618,10,10
R2_BALANCED_SOFT,2025-10-24,AAPL,2,2025-10-27,263.91,37.85385165,9990.00999,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,9.99001,9.190809,-818.381618,10,10
R2_BALANCED_SOFT,2025-10-31,VTR,2,2025-11-03,71.73,139.27241029,9990.00999,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,9.99001,12.387612,2375.224775,10,10
R2_BALANCED_SOFT,2025-10-31,AMZN,3,2025-11-03,255.36,39.12127972,9990.00999,234.9312,316.6464,,,2025-11-14,234.9312,stop_loss,False,234.9312,-8.0,11,1.268797,9.99001,9.190809,-818.381618,10,10
R2_BALANCED_SOFT,2025-11-07,EXPE,2,2025-11-10,260.74,38.31406762,9990.00999,239.8808,323.3176,,,2025-11-18,239.8808,stop_loss,False,239.8808,-8.0,8,6.600445,9.99001,9.190809,-818.381618,10,10
R2_BALANCED_SOFT,2025-11-14,ALL,1,2025-11-17,211.99,47.12491151,9990.00999,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,9.99001,9.190809,-818.381618,10,10
R2_BALANCED_SOFT,2025-11-14,LH,3,2025-11-17,263.62,37.89549348,9990.00999,242.5304,326.8888,,,2026-08-17,326.8888,profit_target,False,326.8888,24.0,273,24.004249,9.99001,12.387612,2375.224775,10,10
R2_BALANCED_SOFT,2025-11-21,GOOG,2,2025-11-24,310.4,32.18431053,9990.00999,285.568,384.896,,,2026-03-26,285.568,stop_loss,False,285.568,-8.0,122,12.657861,9.99001,9.190809,-818.381618,10,10
R2_BALANCED_SOFT,2025-11-21,ROST,3,2025-11-24,172.27,57.99042195,9990.00999,158.4884,213.6148,,,2026-03-04,213.6148,profit_target,False,213.6148,24.0,100,25.338132,9.99001,12.387612,2375.224775,10,10
R2_BALANCED_SOFT,2025-12-05,LSCC,3,2025-12-08,78.95,126.53590868,9990.00999,72.634,97.898,,,2025-12-17,72.634,stop_loss,False,72.634,-8.0,9,1.291957,9.99001,9.190809,-818.381618,10,10
R2_BALANCED_SOFT,2025-10-10,ALM,3,2025-10-13,8.2,1216.47101758,9975.062344,7.544,10.168,2025-10-14,2025-11-28,2025-10-17,7.544,stop_loss,False,7.544,-8.0,4,30.243902,24.937656,22.942643,-845.885287,10,25
R2_BALANCED_SOFT,2025-10-24,AAPL,2,2025-10-27,263.91,37.79721247,9975.062344,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,24.937656,22.942643,-845.885287,10,25
R2_BALANCED_SOFT,2025-10-31,VTR,2,2025-11-03,71.73,139.06402264,9975.062344,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,24.937656,30.922693,2338.154613,10,25
R2_BALANCED_SOFT,2025-10-31,AMZN,3,2025-11-03,255.36,39.06274414,9975.062344,234.9312,316.6464,,,2025-11-14,234.9312,stop_loss,False,234.9312,-8.0,11,1.268797,24.937656,22.942643,-845.885287,10,25
R2_BALANCED_SOFT,2025-11-07,EXPE,2,2025-11-10,260.74,38.25673983,9975.062344,239.8808,323.3176,,,2025-11-18,239.8808,stop_loss,False,239.8808,-8.0,8,6.600445,24.937656,22.942643,-845.885287,10,25
R2_BALANCED_SOFT,2025-11-14,ALL,1,2025-11-17,211.99,47.05440042,9975.062344,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,24.937656,22.942643,-845.885287,10,25
R2_BALANCED_SOFT,2025-11-14,LH,3,2025-11-17,263.62,37.83879199,9975.062344,242.5304,326.8888,,,2026-08-17,326.8888,profit_target,False,326.8888,24.0,273,24.004249,24.937656,30.922693,2338.154613,10,25
R2_BALANCED_SOFT,2025-11-21,GOOG,2,2025-11-24,310.4,32.13615446,9975.062344,285.568,384.896,,,2026-03-26,285.568,stop_loss,False,285.568,-8.0,122,12.657861,24.937656,22.942643,-845.885287,10,25
R2_BALANCED_SOFT,2025-11-21,ROST,3,2025-11-24,172.27,57.90365324,9975.062344,158.4884,213.6148,,,2026-03-04,213.6148,profit_target,False,213.6148,24.0,100,25.338132,24.937656,30.922693,2338.154613,10,25
R2_BALANCED_SOFT,2025-12-05,LSCC,3,2025-12-08,78.95,126.34657814,9975.062344,72.634,97.898,,,2025-12-17,72.634,stop_loss,False,72.634,-8.0,9,1.291957,24.937656,22.942643,-845.885287,10,25
R3_MINIMAL_TECHNICAL,2025-10-24,AAPL,2,2025-10-27,263.91,126.30568502,33333.333333,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,0.0,0.0,-2666.666667,3,0
R3_MINIMAL_TECHNICAL,2025-10-31,VTR,2,2025-11-03,71.73,464.705609,33333.333333,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,0.0,0.0,8000.0,3,0
R3_MINIMAL_TECHNICAL,2025-11-14,ALL,1,2025-11-17,211.99,157.24012139,33333.333333,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,0.0,0.0,-2666.666667,3,0
R3_MINIMAL_TECHNICAL,2025-10-24,AAPL,2,2025-10-27,263.91,126.17950551,33300.0333,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,33.300033,30.636031,-2727.938728,3,10
R3_MINIMAL_TECHNICAL,2025-10-31,VTR,2,2025-11-03,71.73,464.24136763,33300.0333,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,33.300033,41.292041,7917.415917,3,10
R3_MINIMAL_TECHNICAL,2025-11-14,ALL,1,2025-11-17,211.99,157.08303835,33300.0333,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,33.300033,30.636031,-2727.938728,3,10
R3_MINIMAL_TECHNICAL,2025-10-24,AAPL,2,2025-10-27,263.91,125.99070825,33250.207814,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,83.12552,76.475478,-2819.617623,3,25
R3_MINIMAL_TECHNICAL,2025-10-31,VTR,2,2025-11-03,71.73,463.54674214,33250.207814,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,83.12552,103.075644,7793.848712,3,25
R3_MINIMAL_TECHNICAL,2025-11-14,ALL,1,2025-11-17,211.99,156.84800139,33250.207814,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,83.12552,76.475478,-2819.617623,3,25
R3_MINIMAL_TECHNICAL,2025-10-24,AAPL,2,2025-10-27,263.91,63.15284251,16666.666667,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,0.0,0.0,-1333.333333,6,0
R3_MINIMAL_TECHNICAL,2025-10-31,VTR,2,2025-11-03,71.73,232.3528045,16666.666667,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,0.0,0.0,4000.0,6,0
R3_MINIMAL_TECHNICAL,2025-11-14,ALL,1,2025-11-17,211.99,78.62006069,16666.666667,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,0.0,0.0,-1333.333333,6,0
R3_MINIMAL_TECHNICAL,2025-11-14,LH,3,2025-11-17,263.62,63.22231495,16666.666667,242.5304,326.8888,,,2026-08-17,326.8888,profit_target,False,326.8888,24.0,273,24.004249,0.0,0.0,4000.0,6,0
R3_MINIMAL_TECHNICAL,2025-11-28,ROST,1,2025-12-01,174.38,95.57670987,16666.666667,160.4296,216.2312,,,2026-03-26,216.2312,profit_target,False,216.2312,24.0,115,24.486753,0.0,0.0,4000.0,6,0
R3_MINIMAL_TECHNICAL,2025-12-19,HLT,1,2025-12-22,292.26,57.02684824,16666.666667,268.8792,362.4024,,,,,censored_mtm,True,326.63,11.760077,242,22.438924,0.0,0.0,,6,0
R3_MINIMAL_TECHNICAL,2025-10-24,AAPL,2,2025-10-27,263.91,63.08975276,16650.01665,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,16.650017,15.318015,-1363.969364,6,10
R3_MINIMAL_TECHNICAL,2025-10-31,VTR,2,2025-11-03,71.73,232.12068381,16650.01665,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,16.650017,20.646021,3958.707959,6,10
R3_MINIMAL_TECHNICAL,2025-11-14,ALL,1,2025-11-17,211.99,78.54151918,16650.01665,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,16.650017,15.318015,-1363.969364,6,10
R3_MINIMAL_TECHNICAL,2025-11-14,LH,3,2025-11-17,263.62,63.15915579,16650.01665,242.5304,326.8888,,,2026-08-17,326.8888,profit_target,False,326.8888,24.0,273,24.004249,16.650017,20.646021,3958.707959,6,10
R3_MINIMAL_TECHNICAL,2025-11-28,ROST,1,2025-12-01,174.38,95.48122864,16650.01665,160.4296,216.2312,,,2026-03-26,216.2312,profit_target,False,216.2312,24.0,115,24.486753,16.650017,20.646021,3958.707959,6,10
R3_MINIMAL_TECHNICAL,2025-12-19,HLT,1,2025-12-22,292.26,56.96987836,16650.01665,268.8792,362.4024,,,,,censored_mtm,True,326.63,11.760077,242,22.438924,16.650017,0.0,,6,10
R3_MINIMAL_TECHNICAL,2025-10-24,AAPL,2,2025-10-27,263.91,62.99535412,16625.103907,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,41.56276,38.237739,-1409.808811,6,25
R3_MINIMAL_TECHNICAL,2025-10-31,VTR,2,2025-11-03,71.73,231.77337107,16625.103907,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,41.56276,51.537822,3896.924356,6,25
R3_MINIMAL_TECHNICAL,2025-11-14,ALL,1,2025-11-17,211.99,78.42400069,16625.103907,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,41.56276,38.237739,-1409.808811,6,25
R3_MINIMAL_TECHNICAL,2025-11-14,LH,3,2025-11-17,263.62,63.06465331,16625.103907,242.5304,326.8888,,,2026-08-17,326.8888,profit_target,False,326.8888,24.0,273,24.004249,41.56276,51.537822,3896.924356,6,25
R3_MINIMAL_TECHNICAL,2025-11-28,ROST,1,2025-12-01,174.38,95.33836396,16625.103907,160.4296,216.2312,,,2026-03-26,216.2312,profit_target,False,216.2312,24.0,115,24.486753,41.56276,51.537822,3896.924356,6,25
R3_MINIMAL_TECHNICAL,2025-12-19,HLT,1,2025-12-22,292.26,56.88463665,16625.103907,268.8792,362.4024,,,,,censored_mtm,True,326.63,11.760077,242,22.438924,41.56276,0.0,,6,25
R3_MINIMAL_TECHNICAL,2025-10-24,AAPL,2,2025-10-27,263.91,37.89170551,10000.0,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,0.0,0.0,-800.0,10,0
R3_MINIMAL_TECHNICAL,2025-10-31,VTR,2,2025-11-03,71.73,139.4116827,10000.0,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,0.0,0.0,2400.0,10,0
R3_MINIMAL_TECHNICAL,2025-11-14,ALL,1,2025-11-17,211.99,47.17203642,10000.0,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,0.0,0.0,-800.0,10,0
R3_MINIMAL_TECHNICAL,2025-11-14,LH,3,2025-11-17,263.62,37.93338897,10000.0,242.5304,326.8888,,,2026-08-17,326.8888,profit_target,False,326.8888,24.0,273,24.004249,0.0,0.0,2400.0,10,0
R3_MINIMAL_TECHNICAL,2025-11-28,ROST,1,2025-12-01,174.38,57.34602592,10000.0,160.4296,216.2312,,,2026-03-26,216.2312,profit_target,False,216.2312,24.0,115,24.486753,0.0,0.0,2400.0,10,0
R3_MINIMAL_TECHNICAL,2025-12-19,HLT,1,2025-12-22,292.26,34.21610894,10000.0,268.8792,362.4024,,,,,censored_mtm,True,326.63,11.760077,242,22.438924,0.0,0.0,,10,0
R3_MINIMAL_TECHNICAL,2025-12-19,MU,3,2025-12-22,276.88,36.11672927,10000.0,254.7296,343.3312,2026-01-02,2026-02-06,2026-02-09,380.47,profit_target_post_lock_gap,False,380.47,37.41332,49,64.417798,0.0,0.0,3741.331985,10,0
R3_MINIMAL_TECHNICAL,2025-12-26,HEI,1,2025-12-29,333.96,29.94370583,10000.0,307.2432,414.1104,,,2026-02-26,307.2432,stop_loss,False,307.2432,-8.0,59,8.264463,0.0,0.0,-800.0,10,0
R3_MINIMAL_TECHNICAL,2026-01-02,TSM,2,2026-01-05,328.7,30.422878,10000.0,302.404,407.588,,,2026-04-24,407.588,profit_target,False,407.588,24.0,109,24.286584,0.0,0.0,2400.0,10,0
R3_MINIMAL_TECHNICAL,2026-01-09,GH,1,2026-01-12,113.0,88.49557522,10000.0,103.96,140.12,,,2026-01-12,103.96,stop_loss,False,103.96,-8.0,0,0.80531,0.0,0.0,-800.0,10,0
R3_MINIMAL_TECHNICAL,2025-10-24,AAPL,2,2025-10-27,263.91,37.85385165,9990.00999,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,9.99001,9.190809,-818.381618,10,10
R3_MINIMAL_TECHNICAL,2025-10-31,VTR,2,2025-11-03,71.73,139.27241029,9990.00999,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,9.99001,12.387612,2375.224775,10,10
R3_MINIMAL_TECHNICAL,2025-11-14,ALL,1,2025-11-17,211.99,47.12491151,9990.00999,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,9.99001,9.190809,-818.381618,10,10
R3_MINIMAL_TECHNICAL,2025-11-14,LH,3,2025-11-17,263.62,37.89549348,9990.00999,242.5304,326.8888,,,2026-08-17,326.8888,profit_target,False,326.8888,24.0,273,24.004249,9.99001,12.387612,2375.224775,10,10
R3_MINIMAL_TECHNICAL,2025-11-28,ROST,1,2025-12-01,174.38,57.28873718,9990.00999,160.4296,216.2312,,,2026-03-26,216.2312,profit_target,False,216.2312,24.0,115,24.486753,9.99001,12.387612,2375.224775,10,10
R3_MINIMAL_TECHNICAL,2025-12-19,HLT,1,2025-12-22,292.26,34.18192702,9990.00999,268.8792,362.4024,,,,,censored_mtm,True,326.63,11.760077,242,22.438924,9.99001,0.0,,10,10
R3_MINIMAL_TECHNICAL,2025-12-19,MU,3,2025-12-22,276.88,36.08064862,9990.00999,254.7296,343.3312,2026-01-02,2026-02-06,2026-02-09,380.47,profit_target_post_lock_gap,False,380.47,37.41332,49,64.417798,9.99001,13.727604,3713.876776,10,10
R3_MINIMAL_TECHNICAL,2025-12-26,HEI,1,2025-12-29,333.96,29.91379204,9990.00999,307.2432,414.1104,,,2026-02-26,307.2432,stop_loss,False,307.2432,-8.0,59,8.264463,9.99001,9.190809,-818.381618,10,10
R3_MINIMAL_TECHNICAL,2026-01-02,TSM,2,2026-01-05,328.7,30.39248552,9990.00999,302.404,407.588,,,2026-04-24,407.588,profit_target,False,407.588,24.0,109,24.286584,9.99001,12.387612,2375.224775,10,10
R3_MINIMAL_TECHNICAL,2026-01-09,GH,1,2026-01-12,113.0,88.40716805,9990.00999,103.96,140.12,,,2026-01-12,103.96,stop_loss,False,103.96,-8.0,0,0.80531,9.99001,9.190809,-818.381618,10,10
R3_MINIMAL_TECHNICAL,2025-10-24,AAPL,2,2025-10-27,263.91,37.79721247,9975.062344,242.7972,327.2484,,,2026-01-20,242.7972,stop_loss,False,242.7972,-8.0,85,9.067485,24.937656,22.942643,-845.885287,10,25
R3_MINIMAL_TECHNICAL,2025-10-31,VTR,2,2025-11-03,71.73,139.06402264,9975.062344,65.9916,88.9452,,,2026-05-13,88.9452,profit_target,False,88.9452,24.0,191,25.372926,24.937656,30.922693,2338.154613,10,25
R3_MINIMAL_TECHNICAL,2025-11-14,ALL,1,2025-11-17,211.99,47.05440042,9975.062344,195.0308,262.8676,,,2026-01-13,195.0308,stop_loss,False,195.0308,-8.0,57,0.382093,24.937656,22.942643,-845.885287,10,25
R3_MINIMAL_TECHNICAL,2025-11-14,LH,3,2025-11-17,263.62,37.83879199,9975.062344,242.5304,326.8888,,,2026-08-17,326.8888,profit_target,False,326.8888,24.0,273,24.004249,24.937656,30.922693,2338.154613,10,25
R3_MINIMAL_TECHNICAL,2025-11-28,ROST,1,2025-12-01,174.38,57.20301837,9975.062344,160.4296,216.2312,,,2026-03-26,216.2312,profit_target,False,216.2312,24.0,115,24.486753,24.937656,30.922693,2338.154613,10,25
R3_MINIMAL_TECHNICAL,2025-12-19,HLT,1,2025-12-22,292.26,34.13078199,9975.062344,268.8792,362.4024,,,,,censored_mtm,True,326.63,11.760077,242,22.438924,24.937656,0.0,,10,25
R3_MINIMAL_TECHNICAL,2025-12-19,MU,3,2025-12-22,276.88,36.02666261,9975.062344,254.7296,343.3312,2026-01-02,2026-02-06,2026-02-09,380.47,profit_target_post_lock_gap,False,380.47,37.41332,49,64.417798,24.937656,34.267661,3672.796663,10,25
R3_MINIMAL_TECHNICAL,2025-12-26,HEI,1,2025-12-29,333.96,29.86903325,9975.062344,307.2432,414.1104,,,2026-02-26,307.2432,stop_loss,False,307.2432,-8.0,59,8.264463,24.937656,22.942643,-845.885287,10,25
R3_MINIMAL_TECHNICAL,2026-01-02,TSM,2,2026-01-05,328.7,30.34701048,9975.062344,302.404,407.588,,,2026-04-24,407.588,profit_target,False,407.588,24.0,109,24.286584,24.937656,30.922693,2338.154613,10,25
R3_MINIMAL_TECHNICAL,2026-01-09,GH,1,2026-01-12,113.0,88.274888,9975.062344,103.96,140.12,,,2026-01-12,103.96,stop_loss,False,103.96,-8.0,0,0.80531,24.937656,22.942643,-845.885287,10,25
