fold,train_start,train_end,test_start,test_end,train_evidence_max_date,train_evidence_json,frozen_rules_json,frozen_rule_hash,candidate_generation_status,evaluation_type
1,2025-10-10,2025-12-05,2026-02-13,2026-03-06,2025-12-05,"[{""treatment_contrast"":""OK"",""selected_count"":24,""baseline_selected_count"":13,""added"":14,""removed"":3,""rank_changed"":0,""affected_weeks"":7,""mature_weeks"":8,""independent_8w_time_blocks"":1,""complete_outcomes"":12,""paired_weeks"":4,""mean_return_diff_pct"":3.044135125,""median_return_diff_pct"":2.0504225,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":-3.3333333333,""profit_24_40d_diff_pp"":16.6666666667,""coverage_ratio"":2.4,""industry_top_share"":0.2916666667,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":-0.0929487179,""variant"":""B0 status soft"",""target_rule"":""status"",""rule_family"":""Status"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""OK"",""selected_count"":24,""baseline_selected_count"":13,""added"":14,""removed"":3,""rank_changed"":0,""affected_weeks"":7,""mature_weeks"":8,""independent_8w_time_blocks"":1,""complete_outcomes"":13,""paired_weeks"":4,""mean_return_diff_pct"":3.044135125,""median_return_diff_pct"":2.0504225,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":3.0769230769,""profit_24_40d_diff_pp"":15.3846153846,""coverage_ratio"":2.6,""industry_top_share"":0.25,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":-0.1346153846,""variant"":""B0 status supplemental UNCONFIRMED"",""target_rule"":""status"",""rule_family"":""Status"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":13,""baseline_selected_count"":13,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 no entry_valid"",""target_rule"":""entry_valid"",""rule_family"":""Entry Valid"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":13,""baseline_selected_count"":13,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 close trigger soft"",""target_rule"":""close_trigger"",""rule_family"":""Close > Trigger"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":13,""baseline_selected_count"":13,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 fresh continuous"",""target_rule"":""fresh"",""rule_family"":""Fresh Zone"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":13,""baseline_selected_count"":13,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 volume soft"",""target_rule"":""volume"",""rule_family"":""Entry Volume"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":13,""baseline_selected_count"":13,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 volume route-specific"",""target_rule"":""volume"",""rule_family"":""Entry Volume"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""OK"",""selected_count"":19,""baseline_selected_count"":13,""added"":6,""removed"":0,""rank_changed"":0,""affected_weeks"":4,""mature_weeks"":5,""independent_8w_time_blocks"":0,""complete_outcomes"":7,""paired_weeks"":4,""mean_return_diff_pct"":-2.109105625,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":8.5714285714,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.4,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":-0.0688259109,""variant"":""B0 geometry soft"",""target_rule"":""geometry"",""rule_family"":""Geometry"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":13,""baseline_selected_count"":13,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 geometry failure only"",""target_rule"":""geometry"",""rule_family"":""Geometry"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""OK"",""selected_count"":7,""baseline_selected_count"":13,""added"":0,""removed"":6,""rank_changed"":0,""affected_weeks"":3,""mature_weeks"":2,""independent_8w_time_blocks"":0,""complete_outcomes"":3,""paired_weeks"":2,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":13.3333333333,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":0.6,""industry_top_share"":0.4285714286,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.043956044,""variant"":""B0 pullback dry hard"",""target_rule"":""pullback_dry"",""rule_family"":""Pullback"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":13,""baseline_selected_count"":13,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 pullback dry bonus"",""target_rule"":""pullback_dry"",""rule_family"":""Pullback"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":13,""baseline_selected_count"":13,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 pullback dry drop"",""target_rule"":""pullback_dry"",""rule_family"":""Pullback"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""OK"",""selected_count"":10,""baseline_selected_count"":13,""added"":0,""removed"":3,""rank_changed"":0,""affected_weeks"":2,""mature_weeks"":2,""independent_8w_time_blocks"":0,""complete_outcomes"":3,""paired_weeks"":2,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":13.3333333333,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":0.6,""industry_top_share"":0.5,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.1153846154,""variant"":""B0 EPS >=25 hard"",""target_rule"":""eps"",""rule_family"":""EPS"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":13,""baseline_selected_count"":13,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 EPS >=25 bonus"",""target_rule"":""eps"",""rule_family"":""EPS"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""OK"",""selected_count"":13,""baseline_selected_count"":13,""added"":3,""removed"":3,""rank_changed"":3,""affected_weeks"":1,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 EPS >=25 drop"",""target_rule"":""eps"",""rule_family"":""EPS"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":13,""baseline_selected_count"":13,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3846153846,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.0,""variant"":""B0 EPS unknown manual-review"",""target_rule"":""eps"",""rule_family"":""EPS"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""OK"",""selected_count"":14,""baseline_selected_count"":13,""added"":1,""removed"":0,""rank_changed"":0,""affected_weeks"":1,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":5,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.4285714286,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.043956044,""variant"":""B0 no industry cover"",""target_rule"":""industry_cover"",""rule_family"":""Industry"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""OK"",""selected_count"":7,""baseline_selected_count"":13,""added"":0,""removed"":6,""rank_changed"":0,""affected_weeks"":4,""mature_weeks"":2,""independent_8w_time_blocks"":0,""complete_outcomes"":2,""paired_weeks"":2,""mean_return_diff_pct"":-1.836831,""median_return_diff_pct"":-1.836831,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":30.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":0.4,""industry_top_share"":0.4285714286,""baseline_industry_top_share"":0.3846153846,""industry_top_share_diff"":0.043956044,""variant"":""B0 top1"",""target_rule"":""topk"",""rule_family"":""TopK"",""train_decision"":""INSUFFICIENT_EVIDENCE""}]","[{""atomic_rules"":[],""config"":null,""variant"":""NO_STABLE_CANDIDATE""}]",958c60e69424a6fc970ee707cf928a40d6df60514b56fc66f4003a39f597c289,NO_STABLE_CANDIDATE,blocked_retrospective_evaluation
2,2025-10-10,2026-01-02,2026-03-13,2026-04-02,2026-01-02,"[{""treatment_contrast"":""OK"",""selected_count"":36,""baseline_selected_count"":19,""added"":20,""removed"":3,""rank_changed"":0,""affected_weeks"":10,""mature_weeks"":12,""independent_8w_time_blocks"":1,""complete_outcomes"":21,""paired_weeks"":6,""mean_return_diff_pct"":2.7734256667,""median_return_diff_pct"":2.0504225,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":-7.9365079365,""profit_24_40d_diff_pp"":17.4603174603,""coverage_ratio"":2.3333333333,""industry_top_share"":0.25,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":-0.0657894737,""variant"":""B0 status soft"",""target_rule"":""status"",""rule_family"":""Status"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""OK"",""selected_count"":36,""baseline_selected_count"":19,""added"":20,""removed"":3,""rank_changed"":0,""affected_weeks"":10,""mature_weeks"":12,""independent_8w_time_blocks"":1,""complete_outcomes"":22,""paired_weeks"":6,""mean_return_diff_pct"":2.7734256667,""median_return_diff_pct"":2.0504225,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":-4.0404040404,""profit_24_40d_diff_pp"":16.1616161616,""coverage_ratio"":2.4444444444,""industry_top_share"":0.2222222222,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":-0.0935672515,""variant"":""B0 status supplemental UNCONFIRMED"",""target_rule"":""status"",""rule_family"":""Status"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":19,""baseline_selected_count"":19,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0,""variant"":""B0 no entry_valid"",""target_rule"":""entry_valid"",""rule_family"":""Entry Valid"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":19,""baseline_selected_count"":19,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0,""variant"":""B0 close trigger soft"",""target_rule"":""close_trigger"",""rule_family"":""Close > Trigger"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":19,""baseline_selected_count"":19,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0,""variant"":""B0 fresh continuous"",""target_rule"":""fresh"",""rule_family"":""Fresh Zone"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":19,""baseline_selected_count"":19,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0,""variant"":""B0 volume soft"",""target_rule"":""volume"",""rule_family"":""Entry Volume"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":19,""baseline_selected_count"":19,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0,""variant"":""B0 volume route-specific"",""target_rule"":""volume"",""rule_family"":""Entry Volume"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""OK"",""selected_count"":26,""baseline_selected_count"":19,""added"":7,""removed"":0,""rank_changed"":0,""affected_weeks"":5,""mature_weeks"":8,""independent_8w_time_blocks"":1,""complete_outcomes"":12,""paired_weeks"":6,""mean_return_diff_pct"":-1.4060704167,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":11.1111111111,""profit_24_40d_diff_pp"":-2.7777777778,""coverage_ratio"":1.3333333333,""industry_top_share"":0.2692307692,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":-0.0465587045,""variant"":""B0 geometry soft"",""target_rule"":""geometry"",""rule_family"":""Geometry"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":19,""baseline_selected_count"":19,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0,""variant"":""B0 geometry failure only"",""target_rule"":""geometry"",""rule_family"":""Geometry"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""OK"",""selected_count"":11,""baseline_selected_count"":19,""added"":0,""removed"":8,""rank_changed"":0,""affected_weeks"":5,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":7,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":6.3492063492,""profit_24_40d_diff_pp"":3.1746031746,""coverage_ratio"":0.7777777778,""industry_top_share"":0.2727272727,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":-0.043062201,""variant"":""B0 pullback dry hard"",""target_rule"":""pullback_dry"",""rule_family"":""Pullback"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":19,""baseline_selected_count"":19,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0,""variant"":""B0 pullback dry bonus"",""target_rule"":""pullback_dry"",""rule_family"":""Pullback"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""OK"",""selected_count"":19,""baseline_selected_count"":19,""added"":1,""removed"":1,""rank_changed"":0,""affected_weeks"":1,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":-2.1285393333,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":-11.1111111111,""coverage_ratio"":1.0,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0,""variant"":""B0 pullback dry drop"",""target_rule"":""pullback_dry"",""rule_family"":""Pullback"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""OK"",""selected_count"":16,""baseline_selected_count"":19,""added"":0,""removed"":3,""rank_changed"":0,""affected_weeks"":2,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":7,""paired_weeks"":4,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":6.3492063492,""profit_24_40d_diff_pp"":3.1746031746,""coverage_ratio"":0.7777777778,""industry_top_share"":0.375,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0592105263,""variant"":""B0 EPS >=25 hard"",""target_rule"":""eps"",""rule_family"":""EPS"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""NO_TREATMENT_CONTRAST"",""selected_count"":19,""baseline_selected_count"":19,""added"":0,""removed"":0,""rank_changed"":0,""affected_weeks"":0,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0,""variant"":""B0 EPS >=25 bonus"",""target_rule"":""eps"",""rule_family"":""EPS"",""train_decision"":""NOT_IDENTIFIABLE""},{""treatment_contrast"":""OK"",""selected_count"":19,""baseline_selected_count"":19,""added"":5,""removed"":5,""rank_changed"":4,""affected_weeks"":2,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":2.0940730556,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":-11.1111111111,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.3157894737,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0,""variant"":""B0 EPS >=25 drop"",""target_rule"":""eps"",""rule_family"":""EPS"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""OK"",""selected_count"":20,""baseline_selected_count"":19,""added"":1,""removed"":0,""rank_changed"":0,""affected_weeks"":1,""mature_weeks"":7,""independent_8w_time_blocks"":0,""complete_outcomes"":10,""paired_weeks"":6,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":-2.2222222222,""profit_24_40d_diff_pp"":-1.1111111111,""coverage_ratio"":1.1111111111,""industry_top_share"":0.3,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":-0.0157894737,""variant"":""B0 EPS unknown manual-review"",""target_rule"":""eps"",""rule_family"":""EPS"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""OK"",""selected_count"":20,""baseline_selected_count"":19,""added"":1,""removed"":0,""rank_changed"":0,""affected_weeks"":1,""mature_weeks"":6,""independent_8w_time_blocks"":0,""complete_outcomes"":9,""paired_weeks"":6,""mean_return_diff_pct"":0.0,""median_return_diff_pct"":0.0,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":0.0,""profit_24_40d_diff_pp"":0.0,""coverage_ratio"":1.0,""industry_top_share"":0.35,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0342105263,""variant"":""B0 no industry cover"",""target_rule"":""industry_cover"",""rule_family"":""Industry"",""train_decision"":""INSUFFICIENT_EVIDENCE""},{""treatment_contrast"":""OK"",""selected_count"":10,""baseline_selected_count"":19,""added"":0,""removed"":9,""rank_changed"":0,""affected_weeks"":6,""mature_weeks"":4,""independent_8w_time_blocks"":0,""complete_outcomes"":4,""paired_weeks"":4,""mean_return_diff_pct"":-3.46840925,""median_return_diff_pct"":-1.836831,""return_ci_low_pct"":null,""return_ci_high_pct"":null,""stop_40d_diff_pp"":2.7777777778,""profit_24_40d_diff_pp"":-11.1111111111,""coverage_ratio"":0.4444444444,""industry_top_share"":0.4,""baseline_industry_top_share"":0.3157894737,""industry_top_share_diff"":0.0842105263,""variant"":""B0 top1"",""target_rule"":""topk"",""rule_family"":""TopK"",""train_decision"":""INSUFFICIENT_EVIDENCE""}]","[{""atomic_rules"":[],""config"":null,""variant"":""NO_STABLE_CANDIDATE""}]",958c60e69424a6fc970ee707cf928a40d6df60514b56fc66f4003a39f597c289,NO_STABLE_CANDIDATE,blocked_retrospective_evaluation
