code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type
CDNA,2026-07-17,True,ceiling_breakout,,ceiling,33.13,ceiling_breakout,,1.0,2026-07-16,36.4,33.13,5.554702285991736,0.2176275279203139,0.9918032786885248,1.477459016393442,ceiling,,39.73,19.92,EXTENDED,2.2349726367380667,0.0,2026-07-13,19.9,0,0,33.13,2024-08-12,-66.9,7,100,66.9,5.316091954022989,1.0,0,,,,True,True,126.3157894737,40.47,-1.8285149493451949,Health Technology,Medical Specialties,SEC,resolved,,TURNAROUND
CRNX,2026-07-17,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,83.76,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-13"", ""ma10_prior_week"": 41.237, ""pending_high"": 83.76, ""touch_date"": ""2026-07-06""}",0.0,,,,,,,,,daily_volume_not_confirmed,83.86,0.12,UNCONFIRMED,1.4869161151576442,0.3,2026-07-06,37.6,1,0,60.93,2024-11-04,-60.4,6,87,60.4,5.041666666666666,2.0,0,,,,True,True,-18.2692307692,84.0,-0.1666666666666705,Health Technology,Pharmaceuticals: Major,SEC,resolved,,LOSS_WIDENING
FBRX,2026-07-17,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,45.36,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-13"", ""ma10_prior_week"": 22.559, ""pending_high"": 45.36, ""touch_date"": ""2026-07-06""}",0.0,,,,,,,,,daily_volume_not_confirmed,48.86,7.72,UNCONFIRMED,1.5462054104853171,11.2,2026-07-06,26.9,1,0,38.5,2022-07-04,-89.3,15,209,89.3,4.939655172413793,3.0,0,,,,True,True,9.4890510949,50.0,-2.280000000000004,Health Technology,Biotechnology,SEC,resolved,,LOSS_NARROWING
RHI,2026-07-17,True,ceiling_breakout,,ceiling,33.94,ceiling_breakout,,1.0,2026-07-13,33.94,33.94,1.527529571951323,0.0486152032999411,0.996296296296297,0.6111111111111126,ceiling,,41.8,23.16,EXTENDED,1.45233540674961,0.0,2026-07-13,23.2,0,0,33.94,2026-01-26,-37.1,1,24,37.1,4.916666666666666,4.0,0,,,,True,True,-17.6470588235,42.09,-0.6889997624138888,Commercial Services,Personnel Services,SEC,resolved,,DECLINE
RLYB,2026-07-17,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,15.96,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-13"", ""ma10_prior_week"": 15.44, ""pending_high"": 15.96, ""touch_date"": ""2026-07-06""}",0.0,,,,,,,,,daily_volume_not_confirmed,16.42,2.88,UNCONFIRMED,1.494616160165017,14.2,2026-05-04,68.2,1,0,9.76,2024-11-25,-82.0,5,75,82.0,4.755747126436782,5.0,4,4.0,-5.4,-0.5,True,True,13.6094674556,17.57,-6.545247581104141,Health Technology,Biotechnology,SEC,resolved,,LOSS_NARROWING
COAG,2026-07-17,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,38.45,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-13"", ""ma10_prior_week"": 28.85, ""pending_high"": 38.45, ""touch_date"": ""2026-07-06""}",0.0,,,,,,,,,daily_volume_not_confirmed,49.29,28.19,UNCONFIRMED,1.5939746038928344,29.6,2026-07-06,34.6,1,0,36.61,2026-04-27,-37.2,1,10,37.2,4.712643678160919,6.0,0,,,,True,True,-48.2076637824,50.11,-1.636399920175613,Unknown,Unknown,SEC,resolved,,LOSS_WIDENING
ORKA,2026-07-17,True,pivot,True,pivot,91.12,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 91.12, ""resistance_date"": ""2026-07-13""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 91.12, ""resistance_date"": ""2026-07-13""}}",1.0,2026-07-17,91.12,91.12,1.8835713038455857,0.0173397717295873,0.97557003257329,0.1286644951140063,pivot,,92.7,1.73,ACTIONABLE,1.200779727527722,177.5,2026-01-12,201.2,3,1,30.78,2024-10-14,-82.2,2,65,82.2,4.704022988505747,7.0,5,4.0,-10.9,1.7,True,False,93.3908045977,97.78,-5.195336469625689,Health Technology,Pharmaceuticals: Major,SEC,resolved,,LOSS_NARROWING
DNTH,2026-07-17,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,102.33,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-07-13"", ""ma10_prior_week"": 88.472, ""pending_high"": 102.33, ""touch_date"": ""2026-06-22""}",0.0,,,,,,,,,daily_volume_not_confirmed,105.6,3.2,UNCONFIRMED,1.0945225528558862,201.9,2025-10-27,212.7,6,2,33.77,2024-03-18,-60.4,7,84,60.4,4.602011494252873,8.0,5,3.0,-9.7,9.1,True,False,-3.6585365854,105.72,-0.1135073779795714,Health Technology,Biotechnology,SEC,resolved,,LOSS_WIDENING
CHRN,2026-07-17,True,pivot,False,pivot,24.0,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 24.0, ""resistance_date"": ""2026-07-13""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 24.0, ""resistance_date"": ""2026-07-13""}}",1.0,2026-07-15,24.0,24.0,2.2544560351554477,0.2345833333333333,0.9455882352941176,0.827941176470588,pivot,,26.43,10.13,EXTENDED,1.4068044048134032,69.7,2026-05-04,95.8,3,0,13.5,2026-03-09,-41.6,1,8,41.6,4.540229885057471,9.0,3,5.0,-34.4,10.1,True,True,-10.8695652174,30.0,-11.9,Technology Services,Packaged Software,SEC,resolved,,LOSS_WIDENING
GHRS,2026-07-17,True,pivot,False,pivot,28.32,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 28.32, ""resistance_date"": ""2026-07-13""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 28.32, ""resistance_date"": ""2026-07-13""}}",1.0,2026-07-16,30.04,28.32,6.125094969114392,0.0286016949152541,0.3595890410958904,0.277397260273972,pivot,,28.71,1.38,ACTIONABLE,2.316440394690369,41.8,2026-04-20,52.7,1,0,18.8,2025-07-14,-39.8,5,40,39.8,4.524425287356321,10.0,3,4.0,-10.1,1.4,True,True,-63.1578947368,31.0,-7.387096774193546,Health Technology,Pharmaceuticals: Major,YahooHistoricalEvent,resolved,,LOSS_WIDENING
