code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry
ACMR,2026-01-02,True,pivot,,pivot,42.17,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 42.17, ""resistance_date"": ""2025-12-29""}, {""box_type"": ""S_BOX"", ""price"": 42.17, ""resistance_date"": ""2025-12-29""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,44.88,6.43,UNCONFIRMED,0.832981993198055,27.9,2025-12-01,30.5,2,0,34.4,2024-02-26,-59.7,5,92,59.7,4.620689655172414,1.0,0,,,,True,False,180.56698673982623,127.19,-64.7142070917525,Producer Manufacturing,Industrial Machinery
CGON,2026-01-02,True,ceiling_breakout,,ceiling,39.95,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,41.79,4.61,UNCONFIRMED,0.7804527471163099,0.0,2025-12-29,4.6,0,0,39.95,2024-11-04,-63.0,4,60,63.0,4.448275862068965,2.0,0,,,,True,False,-64.91260349586017,79.39,-47.36112860561784,Health Technology,Biotechnology
CHRN,2026-01-02,True,ceiling_breakout,,ceiling,5.7,ceiling_breakout,,1.0,2025-12-30,8.75,5.7,522.5144329315306,0.856140350877193,0.5673469387755103,0.9959183673469388,ceiling,,7.84,37.54,EXTENDED,9.39986519151734,0.0,2025-12-29,37.5,0,0,5.7,2025-09-29,-38.6,1,13,38.6,4.448275862068965,3.0,0,,,,True,True,-19.328961236678772,30.0,-73.86666666666667,Technology Services,Packaged Software
AMKR,2026-01-02,True,ceiling_breakout,,ceiling,42.45,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,42.79,0.8,UNCONFIRMED,0.5843862212559072,0.0,2025-12-29,0.8,0,0,42.45,2024-07-08,-67.4,2,77,67.4,3.9482758620689657,4.0,0,,,,True,False,216.5300546448088,96.68,-55.7405875051717,Electronic Technology,Semiconductors
ASML,2026-01-02,True,ceiling_breakout,,ceiling,1089.77,ceiling_breakout,,1.0,2026-01-02,1128.34,1089.77,2.1047613995231735,0.0628114189232591,0.771355498721227,1.7506393861892533,ceiling,,1158.22,6.28,EXTENDED,0.723895248933694,0.0,2025-12-29,6.3,0,0,1089.77,2024-07-08,-47.6,3,77,47.6,3.931034482758621,5.0,0,,,,True,False,31.86558343432529,1999.96,-42.08784175683513,Electronic Technology,Semiconductors
PHVS,2026-01-02,True,ceiling_breakout,,ceiling,25.76,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,26.48,2.8,UNCONFIRMED,0.5584408106863197,0.0,2025-12-29,2.8,0,0,25.76,2024-10-28,-55.3,5,61,55.3,3.689655172413793,6.0,0,,,,True,False,13.303628262253335,36.93,-28.29677768751693,Health Technology,Biotechnology
ASX,2026-01-02,True,pivot,True,pivot,16.23,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 16.23, ""resistance_date"": ""2025-12-29""}, {""box_type"": ""S_BOX"", ""price"": 16.35, ""resistance_date"": ""2025-12-29""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,16.69,2.83,UNCONFIRMED,0.7411510216856827,32.6,2025-10-13,35.8,2,1,12.29,2024-07-08,-46.1,4,66,46.1,3.6206896551724137,7.0,1,10.0,-18.5,2.8,True,False,163.44765342960287,45.515,-63.330770075799194,Electronic Technology,Semiconductors
TER,2026-01-02,True,pivot,True,pivot,202.96,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 202.96, ""resistance_date"": ""2025-12-29""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,207.39,2.18,UNCONFIRMED,0.5011663638191599,14.1,2025-11-24,29.6,1,0,160.06,2024-07-08,-59.1,3,72,59.1,3.5344827586206895,8.0,1,5.0,-10.3,2.2,True,False,385.3085410706989,487.91,-57.49420999774549,Electronic Technology,Electronic Production Equipment
TSM,2026-01-02,True,pivot,False,pivot,305.55,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 305.55, ""resistance_date"": ""2025-12-29""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 305.55, ""resistance_date"": ""2025-12-29""}}",1.0,2026-01-02,310.38,305.55,1.6057119174160233,0.0406480117820324,0.7997967479674821,1.2621951219512244,pivot,,317.97,4.06,ACTIONABLE,0.7112468198938888,40.7,2025-06-23,43.1,3,2,222.24,2025-01-20,-40.5,1,22,40.5,3.4827586206896557,9.0,5,9.0,-13.4,4.1,True,False,73.3319927609089,479.0,-33.617954070981206,Electronic Technology,Semiconductors
NGS,2026-01-02,True,pivot,True,pivot,33.6,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 33.6, ""resistance_date"": ""2025-12-29""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,34.17,1.7,UNCONFIRMED,1.1297827055387817,14.5,2025-11-17,16.5,0,0,29.32,2024-11-18,-43.7,4,52,43.7,3.482758620689655,10.0,1,4.0,-6.8,1.7,True,False,-27.42759795570698,44.605,-23.394238314090344,Producer Manufacturing,Industrial Machinery
LSCC,2026-01-02,True,ceiling_breakout,True,ceiling_pullback,76.88,ceiling_breakout,"{""abandon_line"": 69.139, ""atr_zone_width"": 2.1409682316944014, ""ceiling"": 70.55, ""confirm_close"": 78.65, ""confirm_date"": ""2025-12-29"", ""max_zone_width"": 3.5275, ""pending_high"": 76.88, ""touch_atr14"": 7.136560772314672, ""touch_date"": ""2025-12-15"", ""touch_high"": 76.88, ""touch_low"": 71.27, ""zone_cap_applied"": false, ""zone_pct"": 3.034682114379024, ""zone_upper"": 72.6909682316944, ""zone_width"": 2.1409682316944014}",0.0,,,,,,,,,daily_volume_not_confirmed,78.65,2.3,UNCONFIRMED,0.5370118901732189,-0.3,2025-12-01,11.5,0,0,70.55,2025-02-17,-50.8,2,41,50.8,3.362068965517241,11.0,1,5.0,-12.3,-3.2,True,False,550.9433962264152,157.01,-49.90764919431883,Electronic Technology,Semiconductors
MKSI,2026-01-02,True,pivot,False,pivot,165.66,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 165.66, ""resistance_date"": ""2025-12-29""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,168.07,1.45,UNCONFIRMED,0.497261266881973,7.7,2025-11-24,15.6,2,0,145.38,2024-07-08,-62.6,4,72,62.6,3.344827586206897,12.0,1,4.0,-11.5,1.5,True,False,161.68061745841936,447.62,-62.45252669675171,Producer Manufacturing,Industrial Machinery
AXSM,2026-01-02,True,pivot,False,pivot,152.94,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 152.94, ""resistance_date"": ""2025-12-29""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 152.94, ""resistance_date"": ""2025-12-29""}}",1.0,2025-12-31,158.49,152.94,5.793861080953863,0.1941938014907807,0.9320725588575832,1.146275569278271,pivot,,178.69,16.84,EXTENDED,1.9523588586371976,27.9,2025-11-10,28.4,0,0,139.13,2025-02-17,-37.5,3,38,37.5,3.3448275862068964,13.0,2,3.0,-2.1,15.7,True,True,-2.0921364526435107,260.19,-31.323263768784347,Health Technology,Biotechnology
BTSG,2026-01-02,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,37.94,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-29"", ""ma10_prior_week"": 35.004, ""pending_high"": 37.94, ""touch_date"": ""2025-12-15""}",0.0,,,,,,,,,daily_volume_not_confirmed,38.4,1.21,UNCONFIRMED,0.5898272328201155,45.2,2025-09-08,54.7,2,0,24.82,2025-01-27,-37.6,2,32,37.6,3.327586206896552,14.0,2,3.0,-6.4,4.4,True,False,201.7638036809816,73.7499,-47.93213278933259,Health Services,Medical/Nursing Services
ANET,2026-01-02,True,ceiling_breakout,,ceiling,133.57,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,133.6,0.02,UNCONFIRMED,0.5363024447211996,0.0,2025-12-29,0.0,0,0,133.57,2025-01-20,-55.5,2,49,55.5,3.2586206896551726,15.0,0,,,,True,False,35.9553775743707,214.89,-37.82865652194146,Electronic Technology,Computer Peripherals
ATRO,2026-01-02,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,44.41,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-29"", ""ma10_prior_week"": 41.213, ""pending_high"": 44.41, ""touch_date"": ""2025-12-01""}",0.0,,,,,,,,,daily_volume_not_confirmed,45.18,1.73,UNCONFIRMED,0.679497390189602,46.4,2025-09-01,55.2,4,0,29.11,2025-07-07,-25.2,1,8,25.2,3.086206896551724,16.0,4,4.0,-10.5,2.4,True,False,1986.9806094182825,94.46,-52.17023078551768,Electronic Technology,Aerospace & Defense
FTI,2026-01-02,True,pivot,True,pivot,46.74,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 46.74, ""resistance_date"": ""2025-12-29""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,47.24,1.07,UNCONFIRMED,0.6416429748089585,30.1,2025-07-21,43.1,3,0,33.02,2025-01-13,-33.4,2,27,33.4,3.0344827586206895,17.0,4,4.0,-7.4,1.1,True,False,39.912622874083326,79.23,-40.37612015650638,Industrial Services,Oilfield Services/Equipment
NVMI,2026-01-02,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,338.35,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-29"", ""ma10_prior_week"": 317.49, ""pending_high"": 338.35, ""touch_date"": ""2025-12-08""}",0.0,,,,,,,,,daily_volume_not_confirmed,347.34,2.66,UNCONFIRMED,0.6301405482339095,11.0,2025-11-24,23.2,2,0,282.01,2025-02-17,-45.4,3,40,45.4,3.0172413793103443,18.0,1,4.0,-9.1,5.8,True,False,,,,Unknown,Unknown
GE,2026-01-02,True,pivot,False,pivot,315.45,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 315.45, ""resistance_date"": ""2025-12-29""}, {""box_type"": ""S_BOX"", ""price"": 315.45, ""resistance_date"": ""2025-12-29""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,319.88,1.4,UNCONFIRMED,0.6327348943369583,49.8,2025-05-05,52.6,6,1,209.65,2025-02-10,-24.5,1,12,24.5,2.7758620689655173,19.0,5,9.0,-11.7,1.4,True,False,19.539501478664977,388.84,-17.734800946404683,Electronic Technology,Aerospace & Defense
IBKR,2026-01-02,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,66.2,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-29"", ""ma10_prior_week"": 65.896, ""pending_high"": 66.2, ""touch_date"": ""2025-12-22""}",0.0,,,,,,,,,daily_volume_not_confirmed,67.09,1.34,UNCONFIRMED,0.6581123412963769,5.2,2025-07-14,14.3,3,1,58.7,2025-02-10,-44.4,1,22,44.4,2.706896551724138,20.0,4,9.0,-19.6,-8.1,True,False,36.618052818289335,97.84,-31.428863450531473,Finance,Investment Banks/Brokers
HFBL,2026-01-02,True,pivot,False,pivot,16.59,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 16.59, ""resistance_date"": ""2025-12-29""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 16.59, ""resistance_date"": ""2025-12-29""}}",1.0,2025-12-31,17.57,16.59,3.5143769968051117,0.0620855937311635,1.0,3.3225806451612696,pivot,,17.42,5.0,ACTIONABLE,1.5805243445692885,29.2,2025-09-29,29.7,0,1,13.43,2024-09-16,-17.7,4,54,17.7,2.689655172413793,21.0,2,4.0,-24.6,-7.3,True,True,19.387490267324175,24.01,-27.446897126197413,Finance,Savings Banks
UAN,2026-01-02,True,pivot,True,pivot,91.7,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 91.7, ""resistance_date"": ""2025-12-29""}, {""box_type"": ""S_BOX"", ""price"": 91.7, ""resistance_date"": ""2025-12-29""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 91.7, ""resistance_date"": ""2025-12-29""}}",1.0,2025-12-31,91.7,91.7,1.657007941618373,0.0264994547437293,0.7391304347826085,0.4063545150501657,pivot,,93.21,1.65,ACTIONABLE,0.7037148897614014,34.4,2025-05-12,36.4,3,2,68.33,2025-01-13,-23.6,1,17,23.6,2.5172413793103448,22.0,7,8.0,-6.4,1.6,True,False,99.91820486953677,139.5,-33.182795698924735,Process Industries,Chemicals: Agricultural
TBBB,2026-01-02,True,ceiling_breakout,,ceiling,34.34,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,34.37,0.09,UNCONFIRMED,0.665800286168104,0.0,2025-12-29,0.1,0,0,34.34,2024-10-21,-33.0,5,62,33.0,2.3620689655172415,23.0,0,,,,True,False,-609.7368421052631,50.2,-31.53386454183268,Retail Trade,Food Retail
FUSB,2026-01-02,True,ceiling_breakout,,ceiling,13.8,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,13.83,0.22,UNCONFIRMED,0.183066361556064,0.0,2025-12-29,0.2,0,0,13.8,2024-12-02,-26.8,5,56,26.8,2.086206896551724,24.0,0,,,,True,False,1089.0625,16.99,-18.59917598587404,Finance,Regional Banks
DKL,2026-01-02,True,ceiling_breakout,,ceiling,43.87,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,45.04,2.67,UNCONFIRMED,0.6749877972247402,0.0,2025-12-29,2.7,0,0,43.87,2025-09-22,-9.8,1,14,9.8,2.0344827586206895,25.0,0,,,,True,False,-34.94481765834933,61.5,-26.764227642276428,Industrial Services,Oil & Gas Pipelines
CRS,2026-01-02,True,ceiling_breakout,False,ceiling_pullback,337.24,ceiling_breakout,"{""abandon_line"": 284.2588, ""atr_zone_width"": 8.243750216109907, ""ceiling"": 290.06, ""confirm_close"": 337.99, ""confirm_date"": ""2025-12-29"", ""max_zone_width"": 14.503, ""pending_high"": 337.24, ""touch_atr14"": 27.479167387033026, ""touch_date"": ""2025-12-08"", ""touch_high"": 329.33, ""touch_low"": 295.69, ""zone_cap_applied"": false, ""zone_pct"": 2.8420844708370363, ""zone_upper"": 298.3037502161099, ""zone_width"": 8.243750216109907}",0.0,,,,,,,,,daily_volume_not_confirmed,337.99,0.22,UNCONFIRMED,0.7541030624001741,7.7,2025-10-20,16.5,2,0,290.06,2025-07-14,-21.5,1,14,21.5,1.9827586206896552,26.0,1,7.0,-13.8,-1.1,True,False,46.59260938562685,625.985,-46.00669345112103,Non-Energy Minerals,Other Metals/Minerals
WES,2026-01-02,True,ceiling_breakout,,ceiling,36.8,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,37.27,1.28,UNCONFIRMED,0.4887562955121419,0.0,2025-12-29,1.3,0,0,36.8,2025-03-24,-20.2,4,40,20.2,1.8103448275862069,27.0,0,,,,True,False,13.253150057273771,49.0,-23.93877551020408,Industrial Services,Oil & Gas Pipelines
AEE,2026-01-02,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,98.57,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-29"", ""ma10_prior_week"": 100.314, ""pending_high"": 98.57, ""touch_date"": ""2025-12-22""}",0.0,,,,,,,,,daily_volume_not_confirmed,99.48,0.92,UNCONFIRMED,0.5220974774724427,1.1,2025-12-22,2.0,1,0,97.5,2025-02-24,-9.2,5,43,9.2,1.1724137931034484,28.0,0,,,,True,False,11.27901234567902,118.32,-15.922920892494918,Utilities,Electric Utilities
OHI,2026-01-02,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,43.22,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-12-29"", ""ma10_prior_week"": 42.518, ""pending_high"": 43.22, ""touch_date"": ""2025-12-22""}",0.0,,,,,,,,,daily_volume_not_confirmed,43.25,0.07,UNCONFIRMED,0.5342566947898537,2.3,2025-11-03,4.9,2,0,41.23,2025-09-01,-9.0,1,9,9.0,0.8793103448275863,29.0,1,6.0,-5.9,-3.5,False,False,161.3228208497591,52.39,-17.446077495705293,Finance,Real Estate Investment Trusts
CTRN,2026-01-02,False,,True,,,,,,,,,,,,,,,41.53,,,1.7120043553216586,18.9,2025-10-06,20.4,1,0,34.5,2025-06-02,-24.4,2,18,,,,2,5.0,-20.6,-16.1,True,True,757.4108818011257,77.91,-46.694904376845074,Retail Trade,Apparel/Footwear Retail
MYFW,2026-01-02,False,,,,,,,,,,,,,,,,,26.65,,,1.4762714484464368,8.1,2025-12-01,8.2,0,0,24.62,2025-07-14,-17.1,2,20,,,,0,,,,True,True,125.62695924764893,34.36,-22.43888242142026,Finance,Investment Managers
VPG,2026-01-02,False,,False,,,,,,,,,,,,,,,39.28,,,1.3549597088227348,0.7,2025-12-01,10.7,1,0,35.47,2024-02-26,-47.6,5,92,,,,2,2.0,-6.6,-2.6,False,False,-794.6236559139787,151.78,-74.12043747529319,Electronic Technology,Electronic Components
FRST,2026-01-02,False,,False,,,,,,,,,,,,,,,12.79,,,1.239816438073631,-2.4,2025-12-08,3.6,0,0,12.35,2022-08-08,-50.0,12,174,,,,1,3.0,-7.0,-6.0,True,False,285.69979716024346,16.8758,-24.21100036739,Finance,Regional Banks
BELFA,2026-01-02,False,,False,,,,,,,,,,,,,,,152.76,,,1.221020092735703,39.2,2025-07-21,45.2,2,1,105.22,2024-10-14,-48.9,2,40,,,,5,2.0,-5.3,-4.2,False,False,-11.932367149758448,293.51,-47.95407311505571,Electronic Technology,Electronic Components
ASYS,2026-01-02,False,,,,,,,,,,,,,,,,,12.95,,,1.1579825699981456,17.9,2025-12-08,26.3,1,0,10.25,2025-09-22,-34.1,1,11,,,,0,,,,True,False,1297.2972972972973,25.7075,-49.62559564329476,Producer Manufacturing,Industrial Machinery
UVE,2026-01-02,False,,True,,,,,,,,,,,,,,,31.33,,,1.0927050108035803,12.8,2025-09-29,16.2,1,0,26.96,2025-06-23,-20.3,1,14,,,,3,8.0,-13.0,-10.7,False,False,68.84009942004971,45.15,-30.60908084163898,Finance,Property/Casualty Insurance
HCSG,2026-01-02,False,,True,,,,,,,,,,,,,,,17.35,,,1.0924910660777307,6.1,2025-10-13,10.3,3,0,15.73,2025-06-30,-19.5,1,15,,,,2,2.0,-17.2,-14.4,False,False,,25.7496,-32.62031254854444,Commercial Services,Miscellaneous Commercial Services
LBRX,2026-01-02,False,,,,,,,,,,,,,,,,,20.44,,,1.0863189372591868,-3.0,2025-12-15,0.9,0,0,20.25,2025-09-08,-34.0,1,14,,,,1,2.0,-14.5,-11.0,False,False,-689.0322580645161,49.14,-58.4045584045584,Health Technology,Pharmaceuticals: Major
AMG,2026-01-02,False,,False,,,,,,,,,,,,,,,288.82,,,1.0801301583286382,46.1,2025-06-23,46.9,3,0,196.62,2024-10-14,-29.2,2,36,,,,6,2.0,-4.5,-3.6,False,False,146.58531363733675,392.9199,-26.493924079691556,Finance,Investment Managers
AVBC,2026-01-02,False,,False,,,,,,,,,,,,,,,16.43,,,1.0596740809841705,-0.7,2025-12-01,3.3,0,0,15.91,2025-09-15,-10.6,1,11,,,,1,3.0,-6.2,-5.5,False,False,100.10368066355626,22.8965,-28.242307776297693,Finance,Savings Banks
PKBK,2026-01-02,False,,False,,,,,,,,,,,,,,,23.96,,,1.037398848144638,2.8,2025-12-01,4.3,0,0,22.98,2024-11-25,-28.9,4,53,,,,1,4.0,-3.5,-3.2,False,False,48.84024354885474,35.7,-32.885154061624654,Finance,Regional Banks
FISI,2026-01-02,False,,False,,,,,,,,,,,,,,,30.26,,,1.0358748810188072,7.6,2025-10-20,11.3,2,0,27.2,2024-12-09,-26.8,4,45,,,,3,4.0,-6.2,-5.6,False,False,23.404255319148945,42.97,-29.578775890155917,Finance,Regional Banks
NLY,2026-01-02,False,,False,,,,,,,,,,,,,,,21.43,,,1.0294923065794503,18.6,2025-08-04,19.0,2,1,18.01,2025-02-24,-22.1,2,23,,,,3,4.0,-3.8,2.8,False,False,3210.031347962383,24.52,-12.601957585644374,Finance,Real Estate Investment Trusts
PKE,2026-01-02,False,,False,,,,,,,,,,,,,,,21.1,,,1.0068059141046704,4.3,2025-12-08,9.2,1,0,19.33,2025-07-14,-22.8,2,21,,,,1,3.0,-2.6,-0.5,True,False,59.692898272552775,39.86,-47.06472654290015,Electronic Technology,Aerospace & Defense
GHM,2026-01-02,False,,False,,,,,,,,,,,,,,,66.38,,,0.9657072872014696,5.4,2025-12-08,14.4,1,0,58.0,2025-07-28,-20.6,2,19,,,,2,2.0,-10.9,-7.9,False,False,-19.783913565426165,125.82,-47.242091877285006,Producer Manufacturing,Industrial Machinery
TFSL,2026-01-02,False,,False,,,,,,,,,,,,,,,13.07,,,0.9499502035235778,0.4,2025-11-03,3.5,2,0,12.63,2023-12-18,-23.3,8,98,,,,3,3.0,-8.0,-5.5,False,False,44.17989417989418,19.49,-32.939969214982035,Finance,Savings Banks
XENE,2026-01-02,False,,True,,,,,,,,,,,,,,,44.49,,,0.9370542437982612,9.2,2025-11-10,14.0,2,0,39.01,2025-04-28,-27.7,1,28,,,,1,5.0,-6.4,-1.8,True,False,-3.6163668561841686,72.66,-38.769611890999165,Health Technology,Pharmaceuticals: Major
APGE,2026-01-02,False,,False,,,,,,,,,,,,,,,75.78,,,0.927563152886899,44.4,2025-10-06,58.8,1,0,47.71,2025-06-30,-28.0,1,14,,,,3,3.0,-9.2,-6.4,False,False,-0.6011315417255938,134.88,-43.81672597864769,Health Technology,Biotechnology
HAFC,2026-01-02,False,,False,,,,,,,,,,,,,,,26.34,,,0.9207765605433602,1.0,2025-11-03,2.8,1,0,25.63,2024-11-18,-28.8,4,50,,,,1,4.0,-9.5,-8.3,False,False,57.56664662256965,33.5,-21.373134328358212,Finance,Regional Banks
CPBI,2026-01-02,False,,True,,,,,,,,,,,,,,,17.03,,,0.9114719748559456,4.2,2025-12-01,4.6,1,0,16.28,2024-12-16,-20.1,4,50,,,,1,3.0,-2.2,-0.6,True,False,50.36580670003852,21.8349,-22.005596544980744,Finance,Investment Banks/Brokers
SENEA,2026-01-02,False,,True,,,,,,,,,,,,,,,108.22,,,0.8977722772277228,68.0,2024-11-04,70.8,6,3,63.37,2024-05-13,-18.3,2,25,,,,10,7.0,-14.6,-14.4,False,False,33.12611012433392,196.3899,-44.89533321214584,Consumer Non-Durables,Food: Specialty/Candy
ST,2026-01-02,False,,True,,,,,,,,,,,,,,,34.59,,,0.8866126146475424,4.0,2025-12-01,4.3,1,0,33.17,2025-08-18,-15.8,1,15,,,,1,4.0,-9.4,-3.8,True,False,68.07534411977781,53.89,-35.8136945629987,Electronic Technology,Electronic Equipment/Instruments
