code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry
FIGS,2026-03-06,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,15.9,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-03-02"", ""ma10_prior_week"": 11.613, ""pending_high"": 15.9, ""touch_date"": ""2026-02-23""}",1.0,2026-03-02,15.9,15.9,2.927203899071957,0.0767295597484276,0.8697674418604662,0.5674418604651169,ma10_touch_confirm,,16.42,3.27,ACTIONABLE,1.6171669806306666,108.9,2025-10-13,138.0,3,1,6.9,2024-09-23,-48.3,2,55,48.3,4.722222222222222,1.0,2,11.0,-18.7,34.6,True,True,,17.48,-6.06407322654462,Unknown,Unknown
MPC,2026-03-06,True,ceiling_breakout,,ceiling,211.96,ceiling_breakout,,1.0,2026-03-05,224.9,211.96,1.5664986331181698,0.0254765050009435,0.233036326250857,0.3701165181631257,ceiling,,221.28,4.4,ACTIONABLE,1.7119268468411928,0.0,2026-03-02,4.4,0,0,211.96,2024-04-01,-46.8,8,100,46.8,3.8333333333333335,2.0,0,,,,True,True,,228.55,-3.18092321155109,Energy Minerals,Oil Refining/Marketing
PBF,2026-03-06,True,ceiling_breakout,,ceiling,40.85,ceiling_breakout,,1.0,2026-03-04,40.85,40.85,2.174167353732713,0.0966952264381884,0.94240837696335,0.689354275741709,ceiling,,43.25,5.88,EXTENDED,1.781963653282343,0.0,2026-03-02,5.9,0,0,40.85,2025-11-10,-37.8,1,16,37.8,3.7777777777777777,3.0,0,,,,True,True,,47.18,-8.32980076303519,Energy Minerals,Oil Refining/Marketing
EXPE,2026-03-06,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,217.89,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-03-02"", ""ma10_prior_week"": 255.108, ""pending_high"": 217.89, ""touch_date"": ""2026-02-23""}",1.0,2026-03-05,235.0,217.89,3.1059812416987156,0.154435724448116,0.9599535693557748,1.952988972721998,ma10_touch_confirm,,249.62,14.56,EXTENDED,1.6578247661462429,16.0,2026-02-23,21.4,1,0,205.62,2025-02-10,-37.3,3,54,37.3,3.7222222222222223,4.0,0,,,,True,True,,303.14,-17.655208814409175,Consumer Services,Other Consumer Services
VVX,2026-03-06,True,pivot,,pivot,71.4,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 71.4, ""resistance_date"": ""2026-03-02""}, {""box_type"": ""S_BOX"", ""price"": 71.4, ""resistance_date"": ""2026-03-02""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,72.91,2.11,UNCONFIRMED,1.4888724328177598,4.5,2026-02-23,5.3,0,0,69.27,2024-11-04,-40.7,6,68,40.7,3.5555555555555554,5.0,0,,,,True,True,,75.0,-2.7866666666666706,Commercial Services,Miscellaneous Commercial Services
CF,2026-03-06,True,ceiling_breakout,,ceiling,102.67,ceiling_breakout,,1.0,2026-03-02,107.6,102.67,2.2032603158430972,0.015876107918574,0.3346007604562726,0.309885931558935,ceiling,,115.78,12.77,EXTENDED,2.8031862828457115,0.0,2026-03-02,12.8,0,0,102.67,2025-06-16,-26.9,2,37,26.9,3.4444444444444446,6.0,0,,,,True,True,,120.49,-3.90903809444767,Process Industries,Chemicals: Agricultural
LMT,2026-03-06,True,three_weeks_tight_breakout,False,three_weeks_tight,666.24,three_weeks_tight_breakout,"{""breakout_price"": 671.77, ""close_pos_healthy"": true, ""hl_is_tight"": true, ""max_hl_pct"": 0.0558, ""mean_close_pos"": 0.72, ""mean_hl_pct"": 0.0514, ""min_close_pos"": 0.59, ""status"": ""breakout"", ""tight_weeks"": 3, ""twk_high"": 666.24}",1.0,2026-03-02,685.5,666.24,1.832762212298955,0.0157000480307396,0.4533762057877831,0.3737048946052173,three_weeks_tight,,671.77,0.83,ACTIONABLE,1.383427802199538,6.5,2026-01-26,13.8,0,0,590.19,2024-10-14,-31.9,4,67,31.9,3.055555555555556,7.0,2,3.0,-5.3,0.8,False,False,,692.0,-2.9234104046242826,Electronic Technology,Aerospace & Defense
NYAX,2026-03-06,True,ceiling_breakout,,ceiling,51.54,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,56.25,9.14,UNCONFIRMED,1.2189651480563408,0.0,2026-03-02,9.1,0,0,51.54,2025-09-08,-24.0,2,25,24.0,2.5,8.0,0,,,,True,False,,60.76,-7.4226464779460155,Unknown,Unknown
RTX,2026-03-06,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,204.9,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-03-02"", ""ma10_prior_week"": 196.012, ""pending_high"": 204.9, ""touch_date"": ""2026-02-23""}",1.0,2026-03-02,210.65,204.9,2.109645537374721,0.0354319180087847,0.8630705394190876,1.5062240663900417,ma10_touch_confirm,,209.76,2.37,ACTIONABLE,1.677951814330621,55.5,2025-05-26,60.3,8,1,130.88,2025-02-24,-15.6,1,13,15.6,2.388888888888889,9.0,7,3.0,-6.5,1.8,False,False,,214.5,-2.209790209790219,Electronic Technology,Aerospace & Defense
NATL,2026-03-06,False,,False,,,,,,,,,,,,,,,45.46,,,3.3213399508460837,7.6,2026-02-09,12.6,1,0,40.39,2025-09-01,-17.5,1,23,,,,1,3.0,-4.7,5.1,True,True,,48.5,-6.268041237113398,Electronic Technology,Computer Processing Hardware
