model,segment,horizon,weeks,median_spread_pct,mean_spread_pct,beat_b0_pct,stop_delta_pct
f0_elastic_w1,contaminated_validation,W1,11,0.0,1.101151515151515,45.45454545454545,-5.046468293750712e-16
f0_elastic_w1,contaminated_validation,W2,11,-0.18486666666666696,-0.3578545454545457,36.36363636363637,-5.046468293750712e-16
f0_elastic_w1,contaminated_validation,W3,10,-1.9671333333333334,-1.38592,30.0,6.666666666666667
f0_elastic_w1,contaminated_validation,W4,9,-4.903333333333332,-4.128196296296297,22.22222222222222,14.814814814814813
f0_elastic_w1,train_oof,W1,8,-0.9490499999999995,-2.1941916666666663,25.0,4.166666666666666
f0_elastic_w1,train_oof,W2,8,-1.7949499999999998,-3.5630458333333337,25.0,8.333333333333332
f0_elastic_w1,train_oof,W3,8,-3.574583333333333,-5.981933333333334,12.5,8.333333333333332
f0_elastic_w1,train_oof,W4,8,-3.6936666666666667,-7.495983333333333,25.0,4.166666666666666
f0_elastic_w2,contaminated_validation,W1,11,-0.15840000000000004,0.6729393939393937,36.36363636363637,-5.046468293750712e-16
f0_elastic_w2,contaminated_validation,W2,11,-1.2396333333333338,-0.622039393939394,36.36363636363637,-3.0303030303030307
f0_elastic_w2,contaminated_validation,W3,10,-2.4773333333333336,-1.8538466666666664,30.0,6.666666666666667
f0_elastic_w2,contaminated_validation,W4,9,-4.611866666666667,-3.8653925925925927,22.22222222222222,11.11111111111111
f0_elastic_w2,train_oof,W1,8,-3.640066666666667,-3.0205458333333333,25.0,8.333333333333334
f0_elastic_w2,train_oof,W2,8,-2.8871666666666664,-3.559450000000001,12.5,16.666666666666664
f0_elastic_w2,train_oof,W3,8,-5.616783333333333,-6.5569291666666665,12.5,20.833333333333332
f0_elastic_w2,train_oof,W4,8,-3.5845500000000006,-7.702870833333333,12.5,16.666666666666664
f0_elastic_w4,contaminated_validation,W1,11,-0.8429666666666669,-1.1136666666666666,27.27272727272727,3.03030303030303
f0_elastic_w4,contaminated_validation,W2,11,0.34146666666666636,0.169778787878788,54.54545454545454,6.06060606060606
f0_elastic_w4,contaminated_validation,W3,10,-0.3370833333333333,0.5043033333333332,40.0,10.0
f0_elastic_w4,contaminated_validation,W4,9,-1.9342,-1.7086999999999999,33.33333333333333,14.814814814814813
f0_elastic_w4,train_oof,W1,8,-1.3619833333333329,-2.4907416666666666,12.5,16.666666666666664
f0_elastic_w4,train_oof,W2,8,-2.374883333333334,-3.0430083333333338,25.0,16.666666666666664
f0_elastic_w4,train_oof,W3,8,-3.5719333333333334,-4.128491666666666,0.0,16.666666666666664
f0_elastic_w4,train_oof,W4,8,-2.527933333333331,-3.1357916666666665,12.5,12.5
f0_lgbm_w1,contaminated_validation,W1,11,-1.0242000000000002,0.04365454545454561,45.45454545454545,-5.046468293750712e-16
f0_lgbm_w1,contaminated_validation,W2,11,-0.046666666666666634,-0.25218484848484835,45.45454545454545,-6.060606060606061
f0_lgbm_w1,contaminated_validation,W3,10,-0.677116666666667,-1.9497300000000002,30.0,0.0
f0_lgbm_w1,contaminated_validation,W4,9,-0.12049999999999983,-2.438477777777777,44.44444444444444,3.7037037037037033
f0_lgbm_w1,train_oof,W1,8,0.0,-0.17676249999999993,37.5,-4.166666666666666
f0_lgbm_w1,train_oof,W2,8,0.0,-1.1778666666666668,37.5,0.0
f0_lgbm_w1,train_oof,W3,8,-0.10508333333333297,-3.458533333333333,25.0,4.166666666666666
f0_lgbm_w1,train_oof,W4,8,0.0,-4.917916666666665,37.5,0.0
f0_lgbm_w2,contaminated_validation,W1,11,-0.9703666666666668,-0.5259606060606061,18.181818181818183,-5.046468293750712e-16
f0_lgbm_w2,contaminated_validation,W2,11,-1.985666666666666,-1.8561575757575755,36.36363636363637,6.06060606060606
f0_lgbm_w2,contaminated_validation,W3,10,-1.8789999999999998,-3.299646666666667,30.0,16.666666666666664
f0_lgbm_w2,contaminated_validation,W4,9,-6.833966666666669,-7.171262962962962,0.0,22.22222222222222
f0_lgbm_w2,train_oof,W1,8,-0.7514166666666664,-1.1122874999999999,12.5,0.0
f0_lgbm_w2,train_oof,W2,8,0.0,-2.3870000000000005,37.5,8.333333333333332
f0_lgbm_w2,train_oof,W3,8,-0.1357333333333326,-3.776966666666666,12.5,8.333333333333332
f0_lgbm_w2,train_oof,W4,8,-0.48815000000000053,-5.494308333333334,25.0,4.166666666666666
f0_lgbm_w4,contaminated_validation,W1,11,-1.7731666666666668,-0.8934757575757576,36.36363636363637,6.06060606060606
f0_lgbm_w4,contaminated_validation,W2,11,-0.8409999999999993,-0.7590787878787879,45.45454545454545,9.090909090909092
f0_lgbm_w4,contaminated_validation,W3,10,1.5528333333333337,0.21896999999999966,50.0,13.333333333333334
f0_lgbm_w4,contaminated_validation,W4,9,-1.837166666666667,-1.6200444444444442,44.44444444444444,18.51851851851852
f0_lgbm_w4,train_oof,W1,8,0.0,-0.3014541666666666,37.5,0.0
f0_lgbm_w4,train_oof,W2,8,-0.33509999999999973,-1.4271833333333335,25.0,4.166666666666666
f0_lgbm_w4,train_oof,W3,8,-0.6609999999999995,-3.315370833333333,12.5,8.333333333333332
f0_lgbm_w4,train_oof,W4,8,0.0,-4.5146625,37.5,4.166666666666666
f0_ridge_w1,contaminated_validation,W1,11,0.6083000000000007,1.1887757575757576,54.54545454545454,-6.060606060606061
f0_ridge_w1,contaminated_validation,W2,11,0.0,-0.13306363636363647,45.45454545454545,-9.090909090909092
f0_ridge_w1,contaminated_validation,W3,10,-2.2786333333333335,-1.477676666666667,30.0,3.3333333333333335
f0_ridge_w1,contaminated_validation,W4,9,-4.4490333333333325,-3.288011111111111,22.22222222222222,11.11111111111111
f0_ridge_w1,train_oof,W1,8,-2.326366666666666,-3.5289791666666663,12.5,4.166666666666666
f0_ridge_w1,train_oof,W2,8,-3.9530166666666666,-4.310116666666667,25.0,8.333333333333332
f0_ridge_w1,train_oof,W3,8,-6.584816666666667,-7.076316666666667,0.0,8.333333333333332
f0_ridge_w1,train_oof,W4,8,-5.717333333333333,-8.14805,12.5,4.166666666666666
f0_ridge_w2,contaminated_validation,W1,11,-0.15840000000000004,0.8166606060606061,36.36363636363637,-5.046468293750712e-16
f0_ridge_w2,contaminated_validation,W2,11,0.0,-0.17690303030303042,45.45454545454545,-3.0303030303030307
f0_ridge_w2,contaminated_validation,W3,10,-1.0181666666666667,-1.1130666666666666,40.0,3.3333333333333335
f0_ridge_w2,contaminated_validation,W4,9,-4.611866666666667,-3.1055740740740743,33.33333333333333,7.4074074074074066
f0_ridge_w2,train_oof,W1,8,-3.200166666666666,-3.9486583333333334,12.5,8.333333333333332
f0_ridge_w2,train_oof,W2,8,-3.2838499999999997,-4.708654166666667,12.5,12.5
f0_ridge_w2,train_oof,W3,8,-6.3072833333333325,-7.1620625,0.0,12.5
f0_ridge_w2,train_oof,W4,8,-5.30805,-8.536316666666668,0.0,8.333333333333334
f0_ridge_w4,contaminated_validation,W1,11,-0.8429666666666669,-1.1342878787878787,27.27272727272727,3.03030303030303
f0_ridge_w4,contaminated_validation,W2,11,-0.23339999999999994,-0.162390909090909,45.45454545454545,6.06060606060606
f0_ridge_w4,contaminated_validation,W3,10,-1.0446833333333332,-0.3231466666666665,30.0,13.333333333333334
f0_ridge_w4,contaminated_validation,W4,9,-3.8072,-2.7789296296296295,22.22222222222222,18.51851851851852
f0_ridge_w4,train_oof,W1,8,-0.569983333333333,-2.3585125,12.5,16.666666666666664
f0_ridge_w4,train_oof,W2,8,-1.3816000000000006,-2.8517125000000005,25.0,12.5
f0_ridge_w4,train_oof,W3,8,-2.1336333333333335,-4.671424999999999,0.0,16.666666666666664
f0_ridge_w4,train_oof,W4,8,-1.566049999999997,-3.8455583333333325,12.5,12.5
