model,segment,snapshot_date,horizon,return_pct,stop_rate
f0_elastic_w1,contaminated_validation,2026-05-29,W1,0.9209666666666667,0.0
f0_elastic_w1,contaminated_validation,2026-06-05,W1,4.599200000000001,0.0
f0_elastic_w1,contaminated_validation,2026-06-12,W1,4.425999999999999,0.0
f0_elastic_w1,contaminated_validation,2026-06-18,W1,-0.5678999999999998,0.6666666666666666
f0_elastic_w1,contaminated_validation,2026-06-26,W1,4.560066666666667,0.0
f0_elastic_w1,contaminated_validation,2026-07-02,W1,-3.0097,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-07-10,W1,0.023366666666666685,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-07-17,W1,0.49016666666666664,0.0
f0_elastic_w1,contaminated_validation,2026-07-24,W1,1.2763333333333333,0.0
f0_elastic_w1,contaminated_validation,2026-07-31,W1,3.2197999999999998,0.0
f0_elastic_w1,contaminated_validation,2026-08-07,W1,0.6892,0.0
f0_elastic_w1,contaminated_validation,2026-05-29,W2,4.334966666666666,0.0
f0_elastic_w1,contaminated_validation,2026-06-05,W2,3.3740666666666663,0.0
f0_elastic_w1,contaminated_validation,2026-06-12,W2,3.157766666666666,0.0
f0_elastic_w1,contaminated_validation,2026-06-18,W2,-13.462633333333335,0.6666666666666666
f0_elastic_w1,contaminated_validation,2026-06-26,W2,7.412233333333333,0.0
f0_elastic_w1,contaminated_validation,2026-07-02,W2,-3.0942666666666665,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-07-10,W2,-1.2455999999999998,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-07-17,W2,1.4159333333333333,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-07-24,W2,2.6199333333333334,0.0
f0_elastic_w1,contaminated_validation,2026-07-31,W2,3.5117666666666665,0.0
f0_elastic_w1,contaminated_validation,2026-08-07,W2,-4.704666666666667,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-05-29,W4,9.024566666666667,0.0
f0_elastic_w1,contaminated_validation,2026-06-05,W4,2.606066666666667,0.0
f0_elastic_w1,contaminated_validation,2026-06-12,W4,0.9098000000000003,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-06-18,W4,-28.464066666666668,1.0
f0_elastic_w1,contaminated_validation,2026-06-26,W4,-0.2708000000000001,0.0
f0_elastic_w1,contaminated_validation,2026-07-02,W4,-6.616699999999999,0.6666666666666666
f0_elastic_w1,contaminated_validation,2026-07-10,W4,-8.8213,0.6666666666666666
f0_elastic_w1,contaminated_validation,2026-07-17,W4,7.324233333333333,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-07-24,W4,5.220066666666667,0.0
f0_elastic_w1,contaminated_validation,2026-05-29,W3,4.591866666666666,0.0
f0_elastic_w1,contaminated_validation,2026-06-05,W3,3.4961333333333333,0.0
f0_elastic_w1,contaminated_validation,2026-06-12,W3,1.1990666666666667,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-06-18,W3,-16.2817,1.0
f0_elastic_w1,contaminated_validation,2026-06-26,W3,8.721300000000001,0.0
f0_elastic_w1,contaminated_validation,2026-07-02,W3,-4.977266666666667,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-07-10,W3,-1.9653,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-07-17,W3,2.6798333333333333,0.3333333333333333
f0_elastic_w1,contaminated_validation,2026-07-24,W3,3.401666666666667,0.0
f0_elastic_w1,contaminated_validation,2026-07-31,W3,1.9293666666666667,0.0
f0_elastic_w1,train_oof,2026-02-27,W1,3.192933333333334,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-02,W1,9.125866666666667,0.0
f0_elastic_w1,train_oof,2026-04-10,W1,-2.1700666666666666,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-17,W1,-0.044899999999999864,0.0
f0_elastic_w1,train_oof,2026-04-24,W1,3.6134,0.0
f0_elastic_w1,train_oof,2026-05-01,W1,-3.591533333333334,0.3333333333333333
f0_elastic_w1,train_oof,2026-05-08,W1,-1.7538666666666665,0.0
f0_elastic_w1,train_oof,2026-05-15,W1,-11.511099999999999,0.3333333333333333
f0_elastic_w1,train_oof,2026-02-27,W2,0.10319999999999989,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-02,W2,13.6653,0.0
f0_elastic_w1,train_oof,2026-04-10,W2,-8.227966666666667,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-17,W2,-3.121,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-24,W2,5.145300000000001,0.3333333333333333
f0_elastic_w1,train_oof,2026-05-01,W2,-3.541733333333333,0.3333333333333333
f0_elastic_w1,train_oof,2026-05-08,W2,-0.22706666666666667,0.3333333333333333
f0_elastic_w1,train_oof,2026-05-15,W2,-14.747566666666666,0.3333333333333333
f0_elastic_w1,train_oof,2026-02-27,W4,-0.8960333333333329,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-02,W4,18.650966666666665,0.0
f0_elastic_w1,train_oof,2026-04-10,W4,-4.0616666666666665,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-17,W4,-3.8375,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-24,W4,4.1894,0.3333333333333333
f0_elastic_w1,train_oof,2026-05-01,W4,-6.0518,0.3333333333333333
f0_elastic_w1,train_oof,2026-05-08,W4,-0.9532333333333334,0.3333333333333333
f0_elastic_w1,train_oof,2026-05-15,W4,-13.398966666666666,0.3333333333333333
f0_elastic_w1,train_oof,2026-02-27,W3,1.3448,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-02,W3,18.964499999999997,0.0
f0_elastic_w1,train_oof,2026-04-10,W3,-6.068266666666667,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-17,W3,-4.337666666666666,0.3333333333333333
f0_elastic_w1,train_oof,2026-04-24,W3,0.6557333333333332,0.3333333333333333
f0_elastic_w1,train_oof,2026-05-01,W3,-6.282033333333334,0.3333333333333333
f0_elastic_w1,train_oof,2026-05-08,W3,1.1018333333333332,0.3333333333333333
f0_elastic_w1,train_oof,2026-05-15,W3,-17.5924,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-05-29,W1,0.9806666666666667,0.0
f0_elastic_w2,contaminated_validation,2026-06-05,W1,2.7299333333333338,0.0
f0_elastic_w2,contaminated_validation,2026-06-12,W1,4.645433333333333,0.0
f0_elastic_w2,contaminated_validation,2026-06-18,W1,-0.5678999999999998,0.6666666666666666
f0_elastic_w2,contaminated_validation,2026-06-26,W1,4.195133333333334,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-07-02,W1,-2.8805666666666667,0.0
f0_elastic_w2,contaminated_validation,2026-07-10,W1,0.023366666666666685,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-07-17,W1,0.3507666666666666,0.0
f0_elastic_w2,contaminated_validation,2026-07-24,W1,1.2763333333333333,0.0
f0_elastic_w2,contaminated_validation,2026-07-31,W1,0.47479999999999994,0.0
f0_elastic_w2,contaminated_validation,2026-08-07,W1,0.6892,0.0
f0_elastic_w2,contaminated_validation,2026-05-29,W2,2.647133333333333,0.0
f0_elastic_w2,contaminated_validation,2026-06-05,W2,2.7079000000000004,0.0
f0_elastic_w2,contaminated_validation,2026-06-12,W2,4.577533333333332,0.0
f0_elastic_w2,contaminated_validation,2026-06-18,W2,-13.462633333333335,0.6666666666666666
f0_elastic_w2,contaminated_validation,2026-06-26,W2,7.037133333333333,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-07-02,W2,1.3908333333333331,0.0
f0_elastic_w2,contaminated_validation,2026-07-10,W2,-1.2455999999999998,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-07-17,W2,-0.5230666666666667,0.0
f0_elastic_w2,contaminated_validation,2026-07-24,W2,2.6199333333333334,0.0
f0_elastic_w2,contaminated_validation,2026-07-31,W2,-0.6310333333333333,0.0
f0_elastic_w2,contaminated_validation,2026-08-07,W2,-4.704666666666667,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-05-29,W4,12.184366666666667,0.0
f0_elastic_w2,contaminated_validation,2026-06-05,W4,4.939166666666667,0.0
f0_elastic_w2,contaminated_validation,2026-06-12,W4,-0.8391333333333332,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-06-18,W4,-28.464066666666668,1.0
f0_elastic_w2,contaminated_validation,2026-06-26,W4,2.0473666666666666,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-07-02,W4,-3.7243333333333335,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-07-10,W4,-8.8213,0.6666666666666666
f0_elastic_w2,contaminated_validation,2026-07-17,W4,0.7349666666666668,0.0
f0_elastic_w2,contaminated_validation,2026-07-24,W4,5.220066666666667,0.0
f0_elastic_w2,contaminated_validation,2026-05-29,W3,3.854533333333333,0.0
f0_elastic_w2,contaminated_validation,2026-06-05,W3,4.5837666666666665,0.0
f0_elastic_w2,contaminated_validation,2026-06-12,W3,2.5235000000000003,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-06-18,W3,-16.2817,1.0
f0_elastic_w2,contaminated_validation,2026-06-26,W3,5.5947000000000005,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-07-02,W3,-2.1451333333333333,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-07-10,W3,-1.9653,0.3333333333333333
f0_elastic_w2,contaminated_validation,2026-07-17,W3,0.0015666666666666422,0.0
f0_elastic_w2,contaminated_validation,2026-07-24,W3,3.401666666666667,0.0
f0_elastic_w2,contaminated_validation,2026-07-31,W3,-1.4519,0.0
f0_elastic_w2,train_oof,2026-02-27,W1,-4.679466666666666,0.3333333333333333
f0_elastic_w2,train_oof,2026-04-02,W1,9.125866666666667,0.0
f0_elastic_w2,train_oof,2026-04-10,W1,3.5627,0.0
f0_elastic_w2,train_oof,2026-04-17,W1,-0.36176666666666657,0.0
f0_elastic_w2,train_oof,2026-04-24,W1,2.7565666666666666,0.0
