policy,panel,quarter,horizon,role,snapshot_date,rule_available,n,flagged_n,retained_n,known_n,unknown_n,coverage,known_coverage,baseline_gross,baseline_net,veto_cash_net,random_cash_net,cash_delta,cash_delta_gross,incremental_vs_random,avoided_gross_loss,foregone_gross_gain,saved_cost,flagged_mean,retained_mean,known_retained_mean,known_matched_return_spread,stop_lift,matched,stop_capture,winner_loss,break_even_cost_bps
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-04-05,True,37,4,33,18,19,0.10810810810810811,0.4864864864864865,-0.03074315511236197,-0.03274315511236196,-0.027211801296026468,-0.029203354559674183,0.005531353816335495,0.005315137600119292,0.001991553263647715,0.005315137600119292,0.0,0.00021621621621621624,-0.04916502280110345,-0.028510201453120585,-0.03550309128667601,0.01366193151442744,-0.0357142857142857,1,0.16666666666666666,,-491.6502280110345
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-04-12,True,4,0,4,1,3,0.0,0.25,-0.040750960298109776,-0.04275096029810978,-0.04275096029810978,-0.04275096029810978,0.0,-0.0,0.0,-0.0,0.0,0.0,,-0.040750960298109776,-0.0446650086879808,,,0,0.0,,
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-04-19,True,9,1,8,3,6,0.1111111111111111,0.3333333333333333,0.02241434937897199,0.02041434937897199,0.000771917156047789,0.01814608833686399,-0.0196424322229242,-0.019864654445146422,-0.0173741711808162,-0.0,0.019864654445146422,0.0002222222222222222,0.1787818900063178,0.0028684068005537626,0.0214515549878465,-0.1573303350184713,0.0,1,0.0,1.0,1787.818900063178
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-04-26,True,59,11,48,35,24,0.1864406779661017,0.5932203389830508,0.016334536812733322,0.014334536812733322,0.0024817048562874146,0.01166199605103728,-0.011852831956445906,-0.012225713312378112,-0.009180291194749866,0.0015673640127454459,0.013793077325123559,0.0003728813559322034,0.06557428049366441,0.005050428885853282,0.00026007942377326634,-0.06531420106989115,0.04924242424242425,1,0.14285714285714285,0.8333333333333334,655.7428049366441
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-05-03,True,46,9,37,29,17,0.1956521739130435,0.6304347826086957,0.029238464768304547,0.027238464768304545,0.019465453199262704,0.021909199922331916,-0.007773011569041841,-0.008164315916867925,-0.0024437467230692123,0.0006524062986644869,0.008816722215532414,0.000391304347826087,0.04172872579732496,0.026200293166650925,0.0301580686028528,-0.011570657194472159,-0.0888888888888889,1,0.09090909090909091,0.6666666666666666,417.28725797324955
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-05-10,True,72,13,59,35,37,0.18055555555555555,0.4861111111111111,0.006683407203108183,0.004683407203108182,0.000869773637774959,0.0038377920136580933,-0.003813633565333223,-0.004174744676444334,-0.0029680183758831343,0.003022977172741282,0.007197721849185615,0.0003611111111111111,0.023121662823384,0.0030614186766067305,0.004343284963341928,-0.01877837786004207,0.2167832167832168,1,0.2857142857142857,0.8,231.21662823384
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-05-17,True,42,6,36,19,23,0.14285714285714285,0.4523809523809524,0.0002907394827462698,-0.0017092605172537294,0.0018768917584609554,-0.0014650804433603394,0.003586152275714685,0.003300437990000398,0.003341972201821295,0.007059085568511407,0.0037586475785110094,0.0002857142857142857,-0.023103065930002786,0.004189707051537782,-0.019387658489497996,0.0037154074405047893,0.5128205128205128,1,0.36363636363636365,,-231.03065930002785
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-05-24,True,26,8,18,13,13,0.3076923076923077,0.5,-0.022913427431593393,-0.024913427431593395,-0.015338953168085666,-0.01724775745264158,0.009574474263507729,0.008959089648123116,0.0019088042845559136,0.010925080925024524,0.0019659912769014075,0.0006153846153846154,-0.029117041356400124,-0.020156265687234852,-0.018229621121628656,0.010887420234771468,0.22499999999999998,1,0.5555555555555556,0.0,-291.17041356400125
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-05-31,True,22,3,19,13,9,0.13636363636363635,0.5909090909090909,-0.022478917907388294,-0.024478917907388296,-0.016556498446497706,-0.02114088364728989,0.00792241946089059,0.007649692188163313,0.004584385200792185,0.008582527577727163,0.00093283538956385,0.00027272727272727274,-0.056097742713197625,-0.017170682411734188,-0.00670484139555288,0.04939290131764475,0.4666666666666666,1,0.2222222222222222,,-560.9774271319762
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-06-07,True,8,1,7,3,5,0.125,0.375,-0.0657134677381905,-0.06771346773819051,-0.06565186669137867,-0.05924928427091669,0.0020616010468118423,0.00181160104681185,-0.006402582420461975,0.00181160104681185,0.0,0.00025,-0.0144928083744948,-0.07303070479014705,-0.0210057487155139,-0.0065129403410191,0.5,1,0.2,,-144.928083744948
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-06-14,True,18,3,15,10,8,0.16666666666666666,0.5555555555555556,0.01712036768564819,0.015120367685648185,0.018717438439410188,0.01260030640470682,0.0035970707537620033,0.0032637374204286663,0.006117132034703368,0.005492742208143306,0.002229004787714639,0.0003333333333333333,-0.019582424522571997,0.024460926127292226,-0.009275732910490529,0.010306691612081469,0.5238095238095237,1,0.5,0.0,-195.82424522571998
deep_pullback,nonoverlap_w4,2024Q2,w1,PRIMARY,2024-06-21,True,30,3,27,14,16,0.1,0.4666666666666667,0.0013987122273629667,-0.0006012877726370348,-0.0009575301548840477,-0.0005411589953733313,-0.0003562423822470129,-0.0005562423822470133,-0.0004163711595107164,0.00034249056642786,0.0008987329486748733,0.0002,0.005562423822470133,0.0009360776056843933,0.003700924963411364,-0.001861498859058769,-0.18181818181818182,1,0.0,0.0,55.62423822470133
