policy,panel,quarter,horizon,role,group,n,unique_tickers,mean,median,p10,p90,positive_return_rate,ambiguous_3w_n,stop_first_3w_n,fast_winner_3w_n,unresolved_3w_n,mae_3w_median,mfe_3w_median,mae_4w_median,mfe_4w_median
deep_pullback,all_entries,2025Q4,w4,PRIMARY,baseline,865,460,0.026911896966363213,0.0151803333564966,-0.09488611402823469,0.1440132558404339,0.5757225433526012,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
deep_pullback,all_entries,2025Q4,w4,PRIMARY,flagged,103,78,0.03289481799792445,0.0434783362802657,-0.15081924202963562,0.1855049730829906,0.5922330097087378,0,41,13,49,-0.0610477090491876,0.0896764184589964,-0.0694969302723464,0.1085111155237175
deep_pullback,all_entries,2025Q4,w4,PRIMARY,retained,762,415,0.026103181918789974,0.01473088201937785,-0.08899782952258298,0.13291940184813822,0.573490813648294,1,201,50,510,-0.0446832832475732,0.05184769462035095,-0.053309438615878946,0.0633562441381613
deep_pullback,all_entries,2025Q4,w4,PRIMARY,unknown_feature,464,297,0.03099706220230978,0.01398551919193845,-0.07995691613278945,0.14645052887991566,0.5797413793103449,1,116,29,318,-0.0447994119845348,0.051687540520946845,-0.05368542544626015,0.0627030871117739
deep_pullback,nonoverlap_w4,2025Q4,w1,PRIMARY,baseline,604,455,-0.0005347774686351826,0.00038534905283645,-0.06622452089498555,0.05838408687414766,0.5016556291390728,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
deep_pullback,nonoverlap_w4,2025Q4,w1,PRIMARY,flagged,80,75,-0.0029302414530546035,0.008330527209719451,-0.10712922109834622,0.07936933054883885,0.5625,0,33,10,37,-0.06755833841997394,0.08753814187627301,-0.0706201616135958,0.1089222040834733
deep_pullback,nonoverlap_w4,2025Q4,w1,PRIMARY,retained,524,403,-0.00016905777635740872,0.0,-0.06248598497577767,0.056585400141329366,0.49236641221374045,1,145,35,343,-0.04686757294642095,0.05046548881673925,-0.05677133181482055,0.059863955100171104
deep_pullback,nonoverlap_w4,2025Q4,w1,PRIMARY,unknown_feature,330,289,0.0012928348707145667,-0.0005371889400065,-0.06287468669228923,0.05923126469690415,0.48787878787878786,1,88,23,218,-0.04956225744962085,0.051336291382092,-0.0558660093429025,0.059863955100171104
deep_pullback,nonoverlap_w4,2025Q4,w2,PRIMARY,baseline,604,455,0.00250182802965347,0.0004419565719531,-0.08271432071674267,0.08579505884110315,0.5016556291390728,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
deep_pullback,nonoverlap_w4,2025Q4,w2,PRIMARY,flagged,80,75,-0.010292904697196863,-0.009728130538603,-0.17176137546930811,0.10254355687186961,0.4375,0,33,10,37,-0.06755833841997394,0.08753814187627301,-0.0706201616135958,0.1089222040834733
deep_pullback,nonoverlap_w4,2025Q4,w2,PRIMARY,retained,524,403,0.004455222339096269,0.00136860929388345,-0.075242225646406,0.08415170040709172,0.5114503816793893,1,145,35,343,-0.04686757294642095,0.05046548881673925,-0.05677133181482055,0.059863955100171104
deep_pullback,nonoverlap_w4,2025Q4,w2,PRIMARY,unknown_feature,330,289,0.005195886847435483,0.0031049985146493504,-0.07474578225584498,0.08563791753110281,0.5212121212121212,1,88,23,218,-0.04956225744962085,0.051336291382092,-0.0558660093429025,0.059863955100171104
deep_pullback,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,baseline,604,455,0.010515629982461796,0.00232363722539325,-0.0909197203493238,0.12076652630981598,0.5182119205298014,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
deep_pullback,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,flagged,80,75,0.006644875190643784,0.00054660526390945,-0.16704469619166776,0.14772087892813773,0.5,0,33,10,37,-0.06755833841997394,0.08753814187627301,-0.0706201616135958,0.1089222040834733
deep_pullback,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,retained,524,403,0.01110658491251035,0.0025061854151686,-0.07909056882689951,0.11013912315094677,0.5209923664122137,1,145,35,343,-0.04686757294642095,0.05046548881673925,-0.05677133181482055,0.059863955100171104
deep_pullback,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,unknown_feature,330,289,0.015160079019954571,0.00433531948476165,-0.07674924459229619,0.12517499590887257,0.5363636363636364,1,88,23,218,-0.04956225744962085,0.051336291382092,-0.0558660093429025,0.059863955100171104
deep_pullback,nonoverlap_w4,2025Q4,w4,PRIMARY,baseline,604,455,0.024414361095011057,0.0142909776336619,-0.0990424604509003,0.1464796314533983,0.5711920529801324,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
deep_pullback,nonoverlap_w4,2025Q4,w4,PRIMARY,flagged,80,75,0.03965319364019808,0.03907413934414255,-0.15373357362272766,0.18795770577633492,0.575,0,33,10,37,-0.06755833841997394,0.08753814187627301,-0.0706201616135958,0.1089222040834733
deep_pullback,nonoverlap_w4,2025Q4,w4,PRIMARY,retained,524,403,0.022087821775135175,0.0123064516767149,-0.0919310892087841,0.13092670300956605,0.5706106870229007,1,145,35,343,-0.04686757294642095,0.05046548881673925,-0.05677133181482055,0.059863955100171104
deep_pullback,nonoverlap_w4,2025Q4,w4,PRIMARY,unknown_feature,330,289,0.026859512762414172,0.01206281399672845,-0.0778593819896282,0.14830946079431875,0.5787878787878787,1,88,23,218,-0.04956225744962085,0.051336291382092,-0.0558660093429025,0.059863955100171104
extended_vs_candidate,all_entries,2025Q4,w1,PRIMARY,baseline,865,460,0.000955968198771936,0.0018667897134967,-0.06207358425659606,0.05865710359418752,0.5167630057803468,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
extended_vs_candidate,all_entries,2025Q4,w1,PRIMARY,flagged,182,152,-0.0005173843268997733,0.0032548356503242,-0.08855582024464233,0.08813977345960936,0.5054945054945055,0,83,19,80,-0.07235907126141965,0.07498952608160275,-0.07874325039585181,0.0944294036314827
extended_vs_candidate,all_entries,2025Q4,w1,PRIMARY,retained,683,399,0.0013485745818938273,0.0015962057613652,-0.057444964674712835,0.054402458206253425,0.5197657393850659,1,159,44,479,-0.0429687753619092,0.052229858428596,-0.0485830253390099,0.0637652996381719
extended_vs_candidate,all_entries,2025Q4,w1,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,all_entries,2025Q4,w2,PRIMARY,baseline,865,460,0.005825900210532088,0.0031818043101916,-0.08070045808937686,0.08640628515309016,0.5248554913294797,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
extended_vs_candidate,all_entries,2025Q4,w2,PRIMARY,flagged,182,152,-0.00197626054090115,-0.00362219067743295,-0.11690964319287442,0.1103669997045326,0.489010989010989,0,83,19,80,-0.07235907126141965,0.07498952608160275,-0.07874325039585181,0.0944294036314827
extended_vs_candidate,all_entries,2025Q4,w2,PRIMARY,retained,683,399,0.00790495329510141,0.0046439214851454,-0.07004298460863652,0.08203732993663812,0.5344070278184481,1,159,44,479,-0.0429687753619092,0.052229858428596,-0.0485830253390099,0.0637652996381719
extended_vs_candidate,all_entries,2025Q4,w2,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,baseline,865,460,0.01503015351410834,0.0076758136729364,-0.0866473868954096,0.11399347235243512,0.5410404624277456,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
extended_vs_candidate,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,flagged,182,152,0.008452687458826401,-7.414392376870003e-05,-0.12870663342081035,0.1373646842211854,0.5,0,83,19,80,-0.07235907126141965,0.07498952608160275,-0.07874325039585181,0.0944294036314827
extended_vs_candidate,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,retained,683,399,0.016782860427814506,0.008532374190872,-0.07859929578937867,0.10838769520703001,0.5519765739385066,1,159,44,479,-0.0429687753619092,0.052229858428596,-0.0485830253390099,0.0637652996381719
extended_vs_candidate,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,all_entries,2025Q4,w4,PRIMARY,baseline,865,460,0.026911896966363213,0.0151803333564966,-0.09488611402823469,0.1440132558404339,0.5757225433526012,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
extended_vs_candidate,all_entries,2025Q4,w4,PRIMARY,flagged,182,152,0.03049077294517782,0.0185320704351759,-0.11549423869734227,0.16282566549824087,0.5824175824175825,0,83,19,80,-0.07235907126141965,0.07498952608160275,-0.07874325039585181,0.0944294036314827
extended_vs_candidate,all_entries,2025Q4,w4,PRIMARY,retained,683,399,0.025958228696752295,0.0147798466312465,-0.0859181174219405,0.13162918390954317,0.5739385065885798,1,159,44,479,-0.0429687753619092,0.052229858428596,-0.0485830253390099,0.0637652996381719
extended_vs_candidate,all_entries,2025Q4,w4,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,nonoverlap_w4,2025Q4,w1,PRIMARY,baseline,604,455,-0.0005347774686351826,0.00038534905283645,-0.06622452089498555,0.05838408687414766,0.5016556291390728,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
extended_vs_candidate,nonoverlap_w4,2025Q4,w1,PRIMARY,flagged,128,121,0.002818881593771222,0.0032548356503242,-0.0826292194498025,0.1001773170741012,0.5078125,0,61,16,51,-0.07874325039585181,0.0724695751450399,-0.0840018331126341,0.0925022328873955
extended_vs_candidate,nonoverlap_w4,2025Q4,w1,PRIMARY,retained,476,378,-0.0014366017543243,0.00016313587285965,-0.0618277726127475,0.0521253191191286,0.5,1,117,29,329,-0.046058986500224,0.0510891148126757,-0.0536177822460458,0.06113394916878665
extended_vs_candidate,nonoverlap_w4,2025Q4,w1,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,nonoverlap_w4,2025Q4,w2,PRIMARY,baseline,604,455,0.00250182802965347,0.0004419565719531,-0.08271432071674267,0.08579505884110315,0.5016556291390728,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
extended_vs_candidate,nonoverlap_w4,2025Q4,w2,PRIMARY,flagged,128,121,-0.003190148359079813,-0.004677722617860499,-0.11652807277249953,0.11875250868936277,0.46875,0,61,16,51,-0.07874325039585181,0.0724695751450399,-0.0840018331126341,0.0925022328873955
extended_vs_candidate,nonoverlap_w4,2025Q4,w2,PRIMARY,retained,476,378,0.0040324435291447715,0.0012052321728669001,-0.07385842265667075,0.08077055050001555,0.5105042016806722,1,117,29,329,-0.046058986500224,0.0510891148126757,-0.0536177822460458,0.06113394916878665
extended_vs_candidate,nonoverlap_w4,2025Q4,w2,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,baseline,604,455,0.010515629982461796,0.00232363722539325,-0.0909197203493238,0.12076652630981598,0.5182119205298014,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
extended_vs_candidate,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,flagged,128,121,0.0040988491910935315,-0.0067286835119393,-0.13904531845239654,0.141416988819149,0.46875,0,61,16,51,-0.07874325039585181,0.0724695751450399,-0.0840018331126341,0.0925022328873955
extended_vs_candidate,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,retained,476,378,0.012241150867535616,0.0039793935231149,-0.07734288994515276,0.11067250785267119,0.5315126050420168,1,117,29,329,-0.046058986500224,0.0510891148126757,-0.0536177822460458,0.06113394916878665
extended_vs_candidate,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
extended_vs_candidate,nonoverlap_w4,2025Q4,w4,PRIMARY,baseline,604,455,0.024414361095011057,0.0142909776336619,-0.0990424604509003,0.1464796314533983,0.5711920529801324,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
extended_vs_candidate,nonoverlap_w4,2025Q4,w4,PRIMARY,flagged,128,121,0.02956393396739883,0.0096957189213984,-0.12036611206173067,0.16499115574838413,0.5546875,0,61,16,51,-0.07874325039585181,0.0724695751450399,-0.0840018331126341,0.0925022328873955
extended_vs_candidate,nonoverlap_w4,2025Q4,w4,PRIMARY,retained,476,378,0.02302960200327653,0.01520112180116615,-0.0883265050463683,0.1343439092429854,0.5756302521008403,1,117,29,329,-0.046058986500224,0.0510891148126757,-0.0536177822460458,0.06113394916878665
extended_vs_candidate,nonoverlap_w4,2025Q4,w4,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
deep_pullback_and_extended,all_entries,2025Q4,w1,PRIMARY,baseline,865,460,0.000955968198771936,0.0018667897134967,-0.06207358425659606,0.05865710359418752,0.5167630057803468,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
deep_pullback_and_extended,all_entries,2025Q4,w1,PRIMARY,flagged,30,27,-0.01028820764597618,0.0030051622959006,-0.11118342562857976,0.0649644857769816,0.5,0,20,3,7,-0.137132497822826,0.0751645202419455,-0.14966204342779493,0.09480258226934249
deep_pullback_and_extended,all_entries,2025Q4,w1,PRIMARY,retained,835,450,0.0013599505644515098,0.0018667897134967,-0.06166213334623258,0.05780864341093455,0.5173652694610779,1,222,60,552,-0.0450168109821178,0.0547336620029736,-0.0530806075348224,0.0675827217533486
deep_pullback_and_extended,all_entries,2025Q4,w1,PRIMARY,unknown_feature,464,297,0.0021921300946856266,0.0015404365207647998,-0.05909999353119813,0.058384086874147624,0.5107758620689655,1,116,29,318,-0.0447994119845348,0.051687540520946845,-0.05368542544626015,0.0627030871117739
deep_pullback_and_extended,all_entries,2025Q4,w2,PRIMARY,baseline,865,460,0.005825900210532088,0.0031818043101916,-0.08070045808937686,0.08640628515309016,0.5248554913294797,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
deep_pullback_and_extended,all_entries,2025Q4,w2,PRIMARY,flagged,30,27,-0.04615159402216613,-0.06816936399674445,-0.1653899982056305,0.10460216799650056,0.3,0,20,3,7,-0.137132497822826,0.0751645202419455,-0.14966204342779493,0.09480258226934249
deep_pullback_and_extended,all_entries,2025Q4,w2,PRIMARY,retained,835,450,0.007693355093144,0.0048063059297036,-0.07522933917162752,0.08608739312268789,0.5329341317365269,1,222,60,552,-0.0450168109821178,0.0547336620029736,-0.0530806075348224,0.0675827217533486
deep_pullback_and_extended,all_entries,2025Q4,w2,PRIMARY,unknown_feature,464,297,0.007413469093046232,0.004861556347298851,-0.07358041776989245,0.0838857866117403,0.5366379310344828,1,116,29,318,-0.0447994119845348,0.051687540520946845,-0.05368542544626015,0.0627030871117739
deep_pullback_and_extended,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,baseline,865,460,0.01503015351410834,0.0076758136729364,-0.0866473868954096,0.11399347235243512,0.5410404624277456,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
deep_pullback_and_extended,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,flagged,30,27,-0.05372761699497654,-0.0843672457410175,-0.21288276679055068,0.11721125674240009,0.3,0,20,3,7,-0.137132497822826,0.0751645202419455,-0.14966204342779493,0.09480258226934249
deep_pullback_and_extended,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,retained,835,450,0.017500492574314984,0.0092340347614694,-0.08177762918435677,0.11333095342517925,0.5497005988023952,1,222,60,552,-0.0450168109821178,0.0547336620029736,-0.0530806075348224,0.0675827217533486
deep_pullback_and_extended,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,unknown_feature,464,297,0.01936742743328791,0.0054658381070761,-0.07594655662869526,0.11677496430637832,0.5387931034482759,1,116,29,318,-0.0447994119845348,0.051687540520946845,-0.05368542544626015,0.0627030871117739
deep_pullback_and_extended,all_entries,2025Q4,w4,PRIMARY,baseline,865,460,0.026911896966363213,0.0151803333564966,-0.09488611402823469,0.1440132558404339,0.5757225433526012,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
deep_pullback_and_extended,all_entries,2025Q4,w4,PRIMARY,flagged,30,27,-0.024510274070248705,-0.03920900946165385,-0.14256657556323424,0.1604132903177107,0.4,0,20,3,7,-0.137132497822826,0.0751645202419455,-0.14966204342779493,0.09480258226934249
deep_pullback_and_extended,all_entries,2025Q4,w4,PRIMARY,retained,835,450,0.02875940011737921,0.0160796348698077,-0.09129385046587048,0.14355340463387226,0.5820359281437125,1,222,60,552,-0.0450168109821178,0.0547336620029736,-0.0530806075348224,0.0675827217533486
deep_pullback_and_extended,all_entries,2025Q4,w4,PRIMARY,unknown_feature,464,297,0.03099706220230978,0.01398551919193845,-0.07995691613278945,0.14645052887991566,0.5797413793103449,1,116,29,318,-0.0447994119845348,0.051687540520946845,-0.05368542544626015,0.0627030871117739
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w1,PRIMARY,baseline,604,455,-0.0005347774686351826,0.00038534905283645,-0.06622452089498555,0.05838408687414766,0.5016556291390728,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w1,PRIMARY,flagged,25,24,-0.005017115579748069,0.0102766891985108,-0.11359201150624251,0.07896416159699546,0.52,0,17,2,6,-0.1327124785488781,0.072204053432761,-0.1466821974731018,0.0925495027801903
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w1,PRIMARY,retained,579,441,-0.0003412395536475795,0.0003262717457193,-0.06305247899530365,0.05734082424627213,0.5008635578583766,1,161,43,374,-0.0475324131311064,0.0531521491436417,-0.0567263504901852,0.0657181096417893
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w1,PRIMARY,unknown_feature,330,289,0.0012928348707145667,-0.0005371889400065,-0.06287468669228923,0.05923126469690415,0.48787878787878786,1,88,23,218,-0.04956225744962085,0.051336291382092,-0.0558660093429025,0.059863955100171104
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w2,PRIMARY,baseline,604,455,0.00250182802965347,0.0004419565719531,-0.08271432071674267,0.08579505884110315,0.5016556291390728,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w2,PRIMARY,flagged,25,24,-0.052045657199026596,-0.0734749550871866,-0.17134983435607504,0.09402995867242071,0.28,0,17,2,6,-0.1327124785488781,0.072204053432761,-0.1466821974731018,0.0925495027801903
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w2,PRIMARY,retained,579,441,0.004857073505848636,0.0014602205481688,-0.07771860705339441,0.0856641077494362,0.5112262521588946,1,161,43,374,-0.0475324131311064,0.0531521491436417,-0.0567263504901852,0.0657181096417893
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w2,PRIMARY,unknown_feature,330,289,0.005195886847435483,0.0031049985146493504,-0.07474578225584498,0.08563791753110281,0.5212121212121212,1,88,23,218,-0.04956225744962085,0.051336291382092,-0.0558660093429025,0.059863955100171104
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,baseline,604,455,0.010515629982461796,0.00232363722539325,-0.0909197203493238,0.12076652630981598,0.5182119205298014,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,flagged,25,24,-0.05511605103305188,-0.0851927158234487,-0.19245103475284026,0.10102127990556413,0.28,0,17,2,6,-0.1327124785488781,0.072204053432761,-0.1466821974731018,0.0925495027801903
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,retained,579,441,0.013349467677432161,0.0039436447788292,-0.08206930941940868,0.12208363838175808,0.5284974093264249,1,161,43,374,-0.0475324131311064,0.0531521491436417,-0.0567263504901852,0.0657181096417893
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,unknown_feature,330,289,0.015160079019954571,0.00433531948476165,-0.07674924459229619,0.12517499590887257,0.5363636363636364,1,88,23,218,-0.04956225744962085,0.051336291382092,-0.0558660093429025,0.059863955100171104
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w4,PRIMARY,baseline,604,455,0.024414361095011057,0.0142909776336619,-0.0990424604509003,0.1464796314533983,0.5711920529801324,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w4,PRIMARY,flagged,25,24,-0.014314019186373619,-0.0272808852281141,-0.13698474548782924,0.14591426155784162,0.4,0,17,2,6,-0.1327124785488781,0.072204053432761,-0.1466821974731018,0.0925495027801903
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w4,PRIMARY,retained,579,441,0.026086570951720244,0.0151803333564966,-0.09523164360490691,0.1447456513236452,0.5785837651122625,1,161,43,374,-0.0475324131311064,0.0531521491436417,-0.0567263504901852,0.0657181096417893
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w4,PRIMARY,unknown_feature,330,289,0.026859512762414172,0.01206281399672845,-0.0778593819896282,0.14830946079431875,0.5787878787878787,1,88,23,218,-0.04956225744962085,0.051336291382092,-0.0558660093429025,0.059863955100171104
high_pct_above_ceiling,all_entries,2025Q4,w1,PRIMARY,baseline,865,460,0.000955968198771936,0.0018667897134967,-0.06207358425659606,0.05865710359418752,0.5167630057803468,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
high_pct_above_ceiling,all_entries,2025Q4,w1,PRIMARY,flagged,221,142,-0.006909924829205964,-0.0013950679924016,-0.0823130997044031,0.0595441321574894,0.49321266968325794,1,95,22,103,-0.0651339929167054,0.0736892795853325,-0.0762625855611724,0.0966717198807454
high_pct_above_ceiling,all_entries,2025Q4,w1,PRIMARY,retained,644,352,0.003655288632286093,0.0025544567979678,-0.0563519420387613,0.05838408687414766,0.5248447204968945,0,147,41,456,-0.04135420250757455,0.05040300383714755,-0.04856672777267595,0.05969449963224155
high_pct_above_ceiling,all_entries,2025Q4,w1,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
high_pct_above_ceiling,all_entries,2025Q4,w2,PRIMARY,baseline,865,460,0.005825900210532088,0.0031818043101916,-0.08070045808937686,0.08640628515309016,0.5248554913294797,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
high_pct_above_ceiling,all_entries,2025Q4,w2,PRIMARY,flagged,221,142,-0.005531696579082746,-0.0071713267904437,-0.1249002093815048,0.099162408873983,0.47058823529411764,1,95,22,103,-0.0651339929167054,0.0736892795853325,-0.0762625855611724,0.0966717198807454
high_pct_above_ceiling,all_entries,2025Q4,w2,PRIMARY,retained,644,352,0.009723460599514816,0.00589162662106265,-0.0701189347179731,0.08371766091745164,0.5434782608695652,0,147,41,456,-0.04135420250757455,0.05040300383714755,-0.04856672777267595,0.05969449963224155
high_pct_above_ceiling,all_entries,2025Q4,w2,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
high_pct_above_ceiling,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,baseline,865,460,0.01503015351410834,0.0076758136729364,-0.0866473868954096,0.11399347235243512,0.5410404624277456,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
high_pct_above_ceiling,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,flagged,221,142,0.008006232169889212,0.0105383264725542,-0.1377214811308231,0.1320017706864817,0.5339366515837104,1,95,22,103,-0.0651339929167054,0.0736892795853325,-0.0762625855611724,0.0966717198807454
high_pct_above_ceiling,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,retained,644,352,0.017440536459872976,0.00645302952675335,-0.07117695732233999,0.10833894486558644,0.5434782608695652,0,147,41,456,-0.04135420250757455,0.05040300383714755,-0.04856672777267595,0.05969449963224155
high_pct_above_ceiling,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
high_pct_above_ceiling,all_entries,2025Q4,w4,PRIMARY,baseline,865,460,0.026911896966363213,0.0151803333564966,-0.09488611402823469,0.1440132558404339,0.5757225433526012,1,242,63,559,-0.0463439475101196,0.0551230407557696,-0.0537050074277486,0.0680542233940622
high_pct_above_ceiling,all_entries,2025Q4,w4,PRIMARY,flagged,221,142,0.026036473203093366,0.0233209624741159,-0.1388802742357962,0.1823655815534695,0.5565610859728507,1,95,22,103,-0.0651339929167054,0.0736892795853325,-0.0762625855611724,0.0966717198807454
high_pct_above_ceiling,all_entries,2025Q4,w4,PRIMARY,retained,644,352,0.027212314127361092,0.0141491036192378,-0.0784042735922759,0.13092670300956608,0.5822981366459627,0,147,41,456,-0.04135420250757455,0.05040300383714755,-0.04856672777267595,0.05969449963224155
high_pct_above_ceiling,all_entries,2025Q4,w4,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
high_pct_above_ceiling,nonoverlap_w4,2025Q4,w1,PRIMARY,baseline,604,455,-0.0005347774686351826,0.00038534905283645,-0.06622452089498555,0.05838408687414766,0.5016556291390728,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
high_pct_above_ceiling,nonoverlap_w4,2025Q4,w1,PRIMARY,flagged,153,129,-0.008507864193383535,-0.0018547435255026,-0.08736533964214527,0.06113623149860049,0.49019607843137253,1,69,14,69,-0.0709310500771354,0.0703917185465494,-0.0804058744504355,0.0925495027801903
high_pct_above_ceiling,nonoverlap_w4,2025Q4,w1,PRIMARY,retained,451,350,0.0021700612650377617,0.0005483897183884,-0.0617284054442299,0.0579710421354873,0.5055432372505543,0,109,31,311,-0.0426896780415693,0.0491810560199836,-0.0531818216497247,0.057846186711238
high_pct_above_ceiling,nonoverlap_w4,2025Q4,w1,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
high_pct_above_ceiling,nonoverlap_w4,2025Q4,w2,PRIMARY,baseline,604,455,0.00250182802965347,0.0004419565719531,-0.08271432071674267,0.08579505884110315,0.5016556291390728,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
high_pct_above_ceiling,nonoverlap_w4,2025Q4,w2,PRIMARY,flagged,153,129,-0.013192442632889318,-0.012888929578993,-0.12456542857886829,0.08803410717291159,0.41830065359477125,1,69,14,69,-0.0709310500771354,0.0703917185465494,-0.0804058744504355,0.0925495027801903
high_pct_above_ceiling,nonoverlap_w4,2025Q4,w2,PRIMARY,retained,451,350,0.00782604845397508,0.0045579024172992,-0.0703079110308815,0.0855323524690099,0.5299334811529933,0,109,31,311,-0.0426896780415693,0.0491810560199836,-0.0531818216497247,0.057846186711238
high_pct_above_ceiling,nonoverlap_w4,2025Q4,w2,PRIMARY,unknown_feature,0,0,,,,,,0,0,0,0,,,,
high_pct_above_ceiling,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,baseline,604,455,0.010515629982461796,0.00232363722539325,-0.0909197203493238,0.12076652630981598,0.5182119205298014,1,178,45,380,-0.0498140865354062,0.05355494710021865,-0.0578715066158645,0.06746560529989605
