policy,panel,horizon,role,total_quarters,supported_quarters,empty_quarters,no_flag_quarters,available_weeks,observed_weeks,rule_available_weeks,wholly_unknown_weeks,positive_supported_quarters,stop_positive_supported_quarters,incremental_mean,incremental_median,positive_week_fraction,block_ci_low,block_ci_high,leave_one_quarter_out_min,leave_one_quarter_out_max,without_best_week,without_worst_week,calendar_quarters_observed,independent_confirmation,baseline_net,veto_cash_net,random_cash_net,cash_delta,cash_delta_gross,avoided_gross_loss,foregone_gross_gain,saved_cost,coverage,known_coverage,known_matched_return_spread,stop_lift,break_even_cost_bps,leave_one_ticker_out_min,leave_one_ticker_out_max
high_pct_above_ceiling,nonoverlap_w4,w3,DIAGNOSTIC_ONLY,9,8,1,0,104,104,104,0,4,8,0.0005503138054760723,0.0,0.49038461538461536,-0.00285268475799641,0.004167761401003744,-0.0006887682930428749,0.0011157898092037405,-0.00018034354273798803,0.0010530128334152384,8,False,0.01589776795778853,0.012952063313811622,0.012401749508335554,-0.0029457046439769047,-0.0034541991634100175,0.011256504392220125,0.014710703555630145,0.000508494519433112,0.25424725971655604,1.0,0.00012923634363671305,0.11804822882890968,135.8598384604374,5.485478162537735e-05,0.0010819190020494062
high_pct_above_ceiling,nonoverlap_w4,w4,PRIMARY,9,8,1,0,104,104,104,0,2,8,-0.0008867678242691133,-0.0008636062961446568,0.4423076923076923,-0.004903200442719942,0.003615735131651104,-0.002843321018271261,-0.00010573361086978984,-0.0019079928995003202,-0.00011282653838810753,8,False,0.02161272658811269,0.015810528685456474,0.016697296509725585,-0.0058021979026562165,-0.006310692422089329,0.012134276445632197,0.018444968867721526,0.000508494519433112,0.25424725971655604,1.0,-0.005995330488399251,0.11804822882890968,248.21083338812443,-0.0014500717446747123,-4.8595816639399236e-05
r6_rdagent,all_entries,w1,PRIMARY,9,8,1,0,104,104,104,0,4,7,0.00011062810345521777,0.0,0.49038461538461536,-0.0006464791076990176,0.0006867742223531177,-2.3598022504964408e-05,0.00026642147258383456,-5.8072303964383614e-05,0.0002298348771840911,8,False,0.0020478789013322197,0.0016385391813946919,0.0015279110779394737,-0.00040933971993752837,-0.000726318426990568,0.003389291325593442,0.00411560975258401,0.0003169787070530396,0.1584893535265198,0.5834152097824068,-0.00443447366493987,0.10793855264269152,45.82758468183379,2.177122679973063e-05,0.00025539074674789137
r6_rdagent,all_entries,w2,PRIMARY,9,8,1,0,104,104,104,0,5,7,0.0007996932698356421,0.0008048449666950282,0.5865384615384616,-0.0004359046610519061,0.0025020883382720635,0.00034579805733936993,0.0011451350126467437,0.000567877092589566,0.001017426907853204,8,False,0.008433800023805725,0.007543787595592012,0.006744094325756371,-0.0008900124282137112,-0.0012069911352667521,0.005058325993927956,0.006265317129194708,0.0003169787070530396,0.1584893535265198,0.5834152097824068,0.008577598155422429,0.10793855264269152,76.15597567976627,0.0006168564093103503,0.0009186979149797829
r6_rdagent,all_entries,w3,DIAGNOSTIC_ONLY,9,8,1,0,104,104,104,0,5,7,0.0008187127307848659,0.00018053040710949188,0.5192307692307693,-0.0008438835024006042,0.003329830333293721,-0.000341710649293041,0.0014381994251791094,0.0004842839353711329,0.0010658448146414424,8,False,0.012965969592123705,0.011255891983835207,0.010437179253050342,-0.0017100776082884966,-0.002027056315341537,0.0056728842261074535,0.00769994054144899,0.0003169787070530396,0.1584893535265198,0.5834152097824068,0.00877329251670902,0.10793855264269152,127.89857932017827,0.0006113508545821748,0.001017271260658856
r6_rdagent,all_entries,w4,PRIMARY,9,8,1,0,104,104,104,0,4,7,0.0009561823530928848,-3.8015607548676916e-05,0.46153846153846156,-0.0014028051491943336,0.0047150325454750905,-0.0009784086979467018,0.0014917009528696945,0.00041890718619229524,0.0012858381812918022,8,False,0.019221135617188315,0.016130392785974747,0.015174210432881861,-0.0030907428312135663,-0.0034077215382666056,0.006049661354372406,0.009457382892639012,0.0003169787070530396,0.1584893535265198,0.5834152097824068,0.01944958192407066,0.10793855264269152,215.01264674515795,0.00017296311698729584,0.001160858234716653
r6_rdagent,nonoverlap_w4,w1,PRIMARY,9,8,1,0,104,104,104,0,3,6,-6.669417517988279e-05,-5.007948472429691e-05,0.4326923076923077,-0.0008889601418895337,0.000682661642307599,-0.0002510562747225691,0.00011265755179513407,-0.00023219021049019842,3.4939897939385145e-05,8,False,0.001848784871818955,0.0015783199546226326,0.0016450141298025157,-0.0002704649171963225,-0.000588453494301446,0.0035670742333192983,0.004155527727620744,0.0003179885771051233,0.15899428855256167,0.5689117491274844,-0.010306433085853993,0.1079026732228555,37.01098320314255,-0.00017186690634183368,0.00010774552111871229
r6_rdagent,nonoverlap_w4,w2,PRIMARY,9,8,1,0,104,104,104,0,6,6,0.0005444692344697642,0.0003873787506564999,0.5288461538461539,-0.0008804842826437807,0.0023348421500954154,0.00018500304573394605,0.0010291473488043344,0.00030516960144433584,0.0007792854584862819,8,False,0.011036934503257458,0.009700564269845592,0.009156095035375827,-0.0013363702334118646,-0.001654358810516987,0.005155285355428001,0.006809644165944988,0.0003179885771051233,0.15899428855256167,0.5689117491274844,0.0042777738876556585,0.1079026732228555,104.05146156995917,0.00039557092004332504,0.0007528841538215592
r6_rdagent,nonoverlap_w4,w3,DIAGNOSTIC_ONLY,9,8,1,0,104,104,104,0,6,6,0.0004859963842976664,0.0005954233437839296,0.5480769230769231,-0.001108983475782604,0.0026214000428135117,-0.00041872249363301316,0.0012062788034613889,0.00029035682715332,0.0007463582759681542,8,False,0.01589776795778853,0.013623193847271342,0.013137197462973677,-0.0022745741105171862,-0.00259256268762231,0.005750037845794204,0.008342600533416514,0.0003179885771051233,0.15899428855256167,0.5689117491274844,-0.004191568121621696,0.1079026732228555,163.06011437418638,0.0002917599697973945,0.0007298095412418689
r6_rdagent,nonoverlap_w4,w4,PRIMARY,9,8,1,0,104,104,104,0,3,6,0.00048453613113402094,0.0002559221967214087,0.5192307692307693,-0.0016979474514671555,0.0038592560035450034,-0.0012143169482443789,0.001199071696230404,-6.224990393682533e-05,0.0008387767465750505,8,False,0.02161272658811269,0.018024276938524642,0.01753974080739062,-0.003588449649588046,-0.00390643822669317,0.006248054930141635,0.010154493156834808,0.0003179885771051233,0.15899428855256167,0.5689117491274844,-0.0005813819105877163,0.1079026732228555,245.69676447225,-3.456782513257362e-05,0.0007753819652626889
r6_simple,all_entries,w1,PRIMARY,9,8,1,0,104,104,104,0,5,5,0.0005216221333032186,6.63776027329515e-06,0.5,-0.00016804836506466775,0.0016062387014598495,3.305536499476268e-05,0.0007479082428802313,0.0003592098443268151,0.0006953676994597179,8,False,0.0020478789013322197,0.0021783613197305517,0.0016567391864273319,0.00013048241839833127,-0.00013617946324351793,0.003272715242129242,0.003408894705372759,0.0002666618816418493,0.13333094082092461,0.5718169202200479,0.002112820918410218,0.08933146722470557,10.213643015271236,0.00038439525332837964,0.0006651532727362702
