policy,panel,horizon,code,affected_weeks,incremental_without_ticker
deep_pullback,nonoverlap_w4,w3,FLEX,8,0.0006679537033720638
deep_pullback,nonoverlap_w4,w3,FLUT,5,0.000689682211541513
deep_pullback,nonoverlap_w4,w3,FLXS,5,0.0006817326354945831
deep_pullback,nonoverlap_w4,w3,FMBH,5,0.0006753579303337777
deep_pullback,nonoverlap_w4,w3,FN,7,0.0006811849089575414
deep_pullback,nonoverlap_w4,w3,FNB,5,0.0006778052043224584
deep_pullback,nonoverlap_w4,w3,FNRN,5,0.0006796790113921278
deep_pullback,nonoverlap_w4,w3,FNWD,2,0.0006761534283484684
deep_pullback,nonoverlap_w4,w3,FORM,4,0.0006949646369239701
deep_pullback,nonoverlap_w4,w3,FRAF,5,0.000702395231611555
deep_pullback,nonoverlap_w4,w3,FRBA,2,0.0006780767392870422
deep_pullback,nonoverlap_w4,w3,FRD,1,0.0006753267141035242
deep_pullback,nonoverlap_w4,w3,FRO,3,0.0006783157193293111
deep_pullback,nonoverlap_w4,w3,FROG,2,0.000673496724751182
deep_pullback,nonoverlap_w4,w3,FRST,2,0.0006747902518030578
deep_pullback,nonoverlap_w4,w3,FSBC,1,0.000673927734955149
deep_pullback,nonoverlap_w4,w3,FSEA,11,0.0006904949833479951
deep_pullback,nonoverlap_w4,w3,FSLY,2,0.0006719991668440999
deep_pullback,nonoverlap_w4,w3,FSTR,2,0.0006774433574881182
deep_pullback,nonoverlap_w4,w3,FTAI,5,0.0006163705326699396
deep_pullback,nonoverlap_w4,w3,FTDR,4,0.0006761923498791402
deep_pullback,nonoverlap_w4,w3,FTK,4,0.0005402183707277562
deep_pullback,nonoverlap_w4,w3,FTNT,3,0.0006758492174783083
deep_pullback,nonoverlap_w4,w3,FULT,5,0.0006794598362886872
deep_pullback,nonoverlap_w4,w3,FUNC,2,0.0006756165781082425
deep_pullback,nonoverlap_w4,w3,FUSB,3,0.0006720012514594149
deep_pullback,nonoverlap_w4,w3,GATX,6,0.0006790670640349482
deep_pullback,nonoverlap_w4,w3,GD,8,0.0006859162953488494
deep_pullback,nonoverlap_w4,w3,GE,13,0.0006787439114288419
deep_pullback,nonoverlap_w4,w3,GEF,1,0.0006762967431735039
deep_pullback,nonoverlap_w4,w3,GEN,1,0.0006789220690124067
deep_pullback,nonoverlap_w4,w3,GENC,3,0.0006826722354798255
deep_pullback,nonoverlap_w4,w3,GEV,7,0.0006736264195125351
deep_pullback,nonoverlap_w4,w3,GFF,1,0.0006760943920964063
deep_pullback,nonoverlap_w4,w3,GFS,2,0.0006654464015240953
deep_pullback,nonoverlap_w4,w3,GHC,7,0.0006751925654436673
deep_pullback,nonoverlap_w4,w3,GHM,5,0.0006815327748151345
deep_pullback,nonoverlap_w4,w3,GHRS,1,0.0006758947161615703
deep_pullback,nonoverlap_w4,w3,GIII,1,0.0006759717831953435
deep_pullback,nonoverlap_w4,w3,GKOS,7,0.0006767041637304168
deep_pullback,nonoverlap_w4,w3,GL,4,0.0006790069593252182
deep_pullback,nonoverlap_w4,w3,GLBE,2,0.0006733549143123918
deep_pullback,nonoverlap_w4,w3,GLP,3,0.0006647791253123346
deep_pullback,nonoverlap_w4,w3,GLW,8,0.0006752618816233738
deep_pullback,nonoverlap_w4,w3,GLXY,2,0.0006669416661626778
deep_pullback,nonoverlap_w4,w3,GMED,4,0.0006846641312173169
deep_pullback,nonoverlap_w4,w3,GOLF,8,0.0006857038248626482
deep_pullback,nonoverlap_w4,w3,GOOG,9,0.0006716556805071188
deep_pullback,nonoverlap_w4,w3,GPRE,1,0.0006772694454048705
deep_pullback,nonoverlap_w4,w3,GRC,2,0.0006759797326742731
deep_pullback,nonoverlap_w4,w3,GRDN,6,0.000669694394053129
deep_pullback,nonoverlap_w4,w3,GRMN,9,0.0006603998576020163
deep_pullback,nonoverlap_w4,w3,GS,9,0.0006686045165526796
deep_pullback,nonoverlap_w4,w3,GSAT,3,0.0006438363896055495
deep_pullback,nonoverlap_w4,w3,GSBC,2,0.0006772359320455647
deep_pullback,nonoverlap_w4,w3,GSK,2,0.0006760745364128522
deep_pullback,nonoverlap_w4,w3,GSL,5,0.0006698192777453209
deep_pullback,nonoverlap_w4,w3,GTES,3,0.0006757649671220391
deep_pullback,nonoverlap_w4,w3,GTX,6,0.0006682505625516833
deep_pullback,nonoverlap_w4,w3,GVA,6,0.000674119277916176
deep_pullback,nonoverlap_w4,w3,GWRE,5,0.00068738366710999
deep_pullback,nonoverlap_w4,w3,GWW,3,0.0006681547644593623
deep_pullback,nonoverlap_w4,w3,H,3,0.0006966069158624738
deep_pullback,nonoverlap_w4,w3,HAFC,2,0.0006773430448565776
deep_pullback,nonoverlap_w4,w3,HALO,4,0.0007055156921788824
deep_pullback,nonoverlap_w4,w3,HBB,2,0.0006771063890521521
deep_pullback,nonoverlap_w4,w3,HBCP,5,0.0006782293374764235
deep_pullback,nonoverlap_w4,w3,HBT,7,0.0006793854951837561
deep_pullback,nonoverlap_w4,w3,HCC,5,0.0007002349142107879
deep_pullback,nonoverlap_w4,w3,HEI,8,0.0006533174020783099
deep_pullback,nonoverlap_w4,w3,HESM,4,0.0006802108008680329
deep_pullback,nonoverlap_w4,w3,HG,10,0.0006642651023260627
deep_pullback,nonoverlap_w4,w3,HIMS,2,0.0007522815377257823
deep_pullback,nonoverlap_w4,w3,HIPO,1,0.0006762280059271278
deep_pullback,nonoverlap_w4,w3,HLIT,1,0.0006776722710938518
deep_pullback,nonoverlap_w4,w3,HLT,8,0.0006777695541924226
deep_pullback,nonoverlap_w4,w3,HMN,7,0.0006712163486887726
deep_pullback,nonoverlap_w4,w3,HNVR,3,0.0006939364716203836
deep_pullback,nonoverlap_w4,w3,HON,4,0.000678570930624142
deep_pullback,nonoverlap_w4,w3,HOOD,5,0.0006169728787976972
deep_pullback,nonoverlap_w4,w3,HPE,6,0.0006929028310370714
deep_pullback,nonoverlap_w4,w3,HTB,9,0.0006780943025090678
deep_pullback,nonoverlap_w4,w3,HTFL,1,0.0006767410372710585
deep_pullback,nonoverlap_w4,w3,HTGC,4,0.0006735507629351025
deep_pullback,nonoverlap_w4,w3,HWBK,5,0.0006765388111417815
deep_pullback,nonoverlap_w4,w3,HWC,6,0.0006771482114978372
deep_pullback,nonoverlap_w4,w3,HWM,10,0.0007148289093771308
deep_pullback,nonoverlap_w4,w3,HXL,4,0.0006770668607354323
deep_pullback,nonoverlap_w4,w3,HYNE,2,0.0006677976534551673
deep_pullback,nonoverlap_w4,w3,HZO,1,0.000676792151254568
deep_pullback,nonoverlap_w4,w3,IBCP,4,0.0006719365874781264
deep_pullback,nonoverlap_w4,w3,IBKR,7,0.000649751513684936
deep_pullback,nonoverlap_w4,w3,IBM,7,0.0006672715702455668
deep_pullback,nonoverlap_w4,w3,IBOC,5,0.0006696069686712279
deep_pullback,nonoverlap_w4,w3,ICHR,3,0.0006567146097463007
deep_pullback,nonoverlap_w4,w3,IDA,7,0.0006773151699538862
deep_pullback,nonoverlap_w4,w3,IDCC,9,0.0006803708756480449
deep_pullback,nonoverlap_w4,w3,IDT,1,0.000678011079341747
deep_pullback,nonoverlap_w4,w3,IESC,11,0.0007149870814108241
deep_pullback,nonoverlap_w4,w3,IFS,7,0.0006966565045015399
deep_pullback,nonoverlap_w4,w3,IGIC,5,0.0006724828425379649
deep_pullback,nonoverlap_w4,w3,IMAX,9,0.0007042570127086443
deep_pullback,nonoverlap_w4,w3,INBX,3,0.0006713585037471226
deep_pullback,nonoverlap_w4,w3,INCY,1,0.00067578248961616
deep_pullback,nonoverlap_w4,w3,INDV,2,0.0006808493284087362
deep_pullback,nonoverlap_w4,w3,INGM,3,0.0006822061618320969
deep_pullback,nonoverlap_w4,w3,INSW,3,0.0006687210861462753
deep_pullback,nonoverlap_w4,w3,INTU,2,0.0006617691185180411
deep_pullback,nonoverlap_w4,w3,INVA,3,0.0006816791656823079
deep_pullback,nonoverlap_w4,w3,IONQ,1,0.0006762370869956495
deep_pullback,nonoverlap_w4,w3,IOR,2,0.0006759208615318704
deep_pullback,nonoverlap_w4,w3,IOSP,1,0.00067569137742617
deep_pullback,nonoverlap_w4,w3,IOT,6,0.0006912685379577357
deep_pullback,nonoverlap_w4,w3,IREN,3,0.0006703821820172493
deep_pullback,nonoverlap_w4,w3,IRM,3,0.0006716975525731093
deep_pullback,nonoverlap_w4,w3,ISRG,7,0.0006726224222334253
deep_pullback,nonoverlap_w4,w3,ITIC,1,0.0006755095856868045
deep_pullback,nonoverlap_w4,w3,ITRN,5,0.0006757253943393698
deep_pullback,nonoverlap_w4,w3,ITT,9,0.0006857944875515818
deep_pullback,nonoverlap_w4,w3,IVT,2,0.0006764936449937087
deep_pullback,nonoverlap_w4,w3,JAZZ,1,0.0006767932010862094
deep_pullback,nonoverlap_w4,w3,JBHT,1,0.0006755550067379357
deep_pullback,nonoverlap_w4,w3,JBL,4,0.0006729353010416973
deep_pullback,nonoverlap_w4,w3,JCI,6,0.0006814773186937432
deep_pullback,nonoverlap_w4,w3,JLL,6,0.0006500096636221032
deep_pullback,nonoverlap_w4,w3,JNJ,4,0.0006786949332787442
deep_pullback,nonoverlap_w4,w3,JOBY,3,0.0006284287814046995
deep_pullback,nonoverlap_w4,w3,JPM,11,0.0006739558123125012
deep_pullback,nonoverlap_w4,w3,JXN,7,0.0006712261164249924
deep_pullback,nonoverlap_w4,w3,KALU,2,0.0006711752972269184
deep_pullback,nonoverlap_w4,w3,KARO,4,0.0006773752784994171
deep_pullback,nonoverlap_w4,w3,KEN,1,0.0006773198032744843
deep_pullback,nonoverlap_w4,w3,KEP,1,0.0006772562755056157
deep_pullback,nonoverlap_w4,w3,KEX,3,0.0006779674745680768
deep_pullback,nonoverlap_w4,w3,KEYS,2,0.000675715241321888
deep_pullback,nonoverlap_w4,w3,KGC,10,0.000742326220976509
deep_pullback,nonoverlap_w4,w3,KGS,5,0.0006706876734945357
deep_pullback,nonoverlap_w4,w3,KKR,7,0.0006806966980900509
deep_pullback,nonoverlap_w4,w3,KLAC,10,0.0006836716691917828
deep_pullback,nonoverlap_w4,w3,KN,4,0.0006772974876109435
deep_pullback,nonoverlap_w4,w3,KNSA,9,0.000685436900613414
deep_pullback,nonoverlap_w4,w3,KO,4,0.0006862953339887846
deep_pullback,nonoverlap_w4,w3,KR,3,0.0006805499201233326
deep_pullback,nonoverlap_w4,w3,KRG,2,0.000675842519081242
deep_pullback,nonoverlap_w4,w3,KRT,2,0.0006743757650241023
deep_pullback,nonoverlap_w4,w3,KRYS,3,0.0006769561928270846
deep_pullback,nonoverlap_w4,w3,KYIV,4,0.0006432084990303014
deep_pullback,nonoverlap_w4,w3,KYMR,5,0.0006829926185645841
deep_pullback,nonoverlap_w4,w3,LAMR,3,0.0006754790556809898
deep_pullback,nonoverlap_w4,w3,LARK,3,0.0007040879518720502
deep_pullback,nonoverlap_w4,w3,LASR,1,0.000671112375575326
deep_pullback,nonoverlap_w4,w3,LAUR,9,0.0007044172556939774
deep_pullback,nonoverlap_w4,w3,LB,3,0.00067761539456292
deep_pullback,nonoverlap_w4,w3,LBRT,4,0.0006774121712034436
deep_pullback,nonoverlap_w4,w3,LBRX,3,0.0006651692211471093
deep_pullback,nonoverlap_w4,w3,LDOS,4,0.0006712678258896597
deep_pullback,nonoverlap_w4,w3,LEU,4,0.0006843938174857522
deep_pullback,nonoverlap_w4,w3,LEVI,1,0.0006798659600269694
deep_pullback,nonoverlap_w4,w3,LFUS,1,0.0006755275952859296
deep_pullback,nonoverlap_w4,w3,LGN,3,0.0006896575678585075
deep_pullback,nonoverlap_w4,w3,LGND,1,0.0006757584088927974
deep_pullback,nonoverlap_w4,w3,LH,3,0.0006780215280784073
deep_pullback,nonoverlap_w4,w3,LIF,4,0.0006910835378456233
deep_pullback,nonoverlap_w4,w3,LIN,3,0.0006738859741202834
deep_pullback,nonoverlap_w4,w3,LINC,9,0.0006154340096913194
deep_pullback,nonoverlap_w4,w3,LIND,3,0.0006753542489147542
deep_pullback,nonoverlap_w4,w3,LION,1,0.0006862666669847895
deep_pullback,nonoverlap_w4,w3,LITE,1,0.00067474689821608
deep_pullback,nonoverlap_w4,w3,LKNCY,2,0.0006818318398418381
deep_pullback,nonoverlap_w4,w3,LLY,5,0.0006736646353072866
deep_pullback,nonoverlap_w4,w3,LLYVA,4,0.0006727962932201528
deep_pullback,nonoverlap_w4,w3,LMND,7,0.0006303022171673984
deep_pullback,nonoverlap_w4,w3,LMT,4,0.0006819998957051904
deep_pullback,nonoverlap_w4,w3,LNT,6,0.0006875676698313681
deep_pullback,nonoverlap_w4,w3,LOCO,2,0.0006777946684433354
deep_pullback,nonoverlap_w4,w3,LPG,2,0.0006786400229038939
deep_pullback,nonoverlap_w4,w3,LPTH,1,0.0006594247556863815
deep_pullback,nonoverlap_w4,w3,LQDA,4,0.0007479742541799852
deep_pullback,nonoverlap_w4,w3,LQDT,3,0.0006656259599647379
deep_pullback,nonoverlap_w4,w3,LRCX,2,0.0006888324661881145
deep_pullback,nonoverlap_w4,w3,LSBK,5,0.0006519615194940924
deep_pullback,nonoverlap_w4,w3,LTH,5,0.0006460960238572355
deep_pullback,nonoverlap_w4,w3,LYFT,2,0.0006795380294993061
deep_pullback,nonoverlap_w4,w3,LYTS,3,0.0006766156176996372
deep_pullback,nonoverlap_w4,w3,LYV,5,0.0006802770820560275
deep_pullback,nonoverlap_w4,w3,MAMA,8,0.0008895843081270557
deep_pullback,nonoverlap_w4,w3,MANH,3,0.0006795638340194928
deep_pullback,nonoverlap_w4,w3,MAR,4,0.0006760961420371586
deep_pullback,nonoverlap_w4,w3,MAS,4,0.0006777849720376618
deep_pullback,nonoverlap_w4,w3,MATX,3,0.0006761767775450443
deep_pullback,nonoverlap_w4,w3,MBBC,3,0.0006725659946474217
deep_pullback,nonoverlap_w4,w3,MBIN,2,0.0006583284204002641
deep_pullback,nonoverlap_w4,w3,MBWM,3,0.0006763795161808062
deep_pullback,nonoverlap_w4,w3,MBX,1,0.0006945329465853529
deep_pullback,nonoverlap_w4,w3,MCBS,3,0.0006759152710161622
deep_pullback,nonoverlap_w4,w3,MCHP,1,0.0006778331313533654
deep_pullback,nonoverlap_w4,w3,MCRI,2,0.0006717867204081751
deep_pullback,nonoverlap_w4,w3,MCY,8,0.0006929858325357072
deep_pullback,nonoverlap_w4,w3,MDU,9,0.0006712649284501593
deep_pullback,nonoverlap_w4,w3,MEC,2,0.0006806142604120389
deep_pullback,nonoverlap_w4,w3,MET,3,0.0006747521291340546
deep_pullback,nonoverlap_w4,w3,META,8,0.0006929188828388145
deep_pullback,nonoverlap_w4,w3,MG,6,0.000649241688304468
deep_pullback,nonoverlap_w4,w3,MGYR,9,0.0006569673810778109
deep_pullback,nonoverlap_w4,w3,MHO,2,0.0006686030611147471
deep_pullback,nonoverlap_w4,w3,MIAX,1,0.0006805871217364672
deep_pullback,nonoverlap_w4,w3,MIRM,5,0.0006750823836877259
deep_pullback,nonoverlap_w4,w3,MKSI,1,0.0006746036988001611
deep_pullback,nonoverlap_w4,w3,MLI,7,0.0006701631991518514
deep_pullback,nonoverlap_w4,w3,MLR,4,0.0006613295580768943
deep_pullback,nonoverlap_w4,w3,MMM,9,0.0006639290570903009
deep_pullback,nonoverlap_w4,w3,MNDY,5,0.0006931345427091524
deep_pullback,nonoverlap_w4,w3,MNPR,2,0.0005599578033333169
deep_pullback,nonoverlap_w4,w3,MNST,5,0.0006758024693379294
deep_pullback,nonoverlap_w4,w3,MO,6,0.0006713885978006837
deep_pullback,nonoverlap_w4,w3,MOD,8,0.0006428796795693306
deep_pullback,nonoverlap_w4,w3,MOG-A,4,0.0006701932908112989
deep_pullback,nonoverlap_w4,w3,MPB,1,0.0006757526274116282
deep_pullback,nonoverlap_w4,w3,MPC,1,0.0006767845648556312
deep_pullback,nonoverlap_w4,w3,MPLX,9,0.0006807274069828636
deep_pullback,nonoverlap_w4,w3,MPWR,3,0.0006702436712982077
deep_pullback,nonoverlap_w4,w3,MRAM,1,0.0006863446613689685
deep_pullback,nonoverlap_w4,w3,MRCY,6,0.0006574389386484117
deep_pullback,nonoverlap_w4,w3,MRVL,1,0.000667060230094258
deep_pullback,nonoverlap_w4,w3,MRX,4,0.000661612414322622
deep_pullback,nonoverlap_w4,w3,MS,8,0.0006812550282797899
deep_pullback,nonoverlap_w4,w3,MSFT,4,0.0006779816922981098
deep_pullback,nonoverlap_w4,w3,MSGE,6,0.0006703152116261795
deep_pullback,nonoverlap_w4,w3,MSGS,3,0.0006742372783885909
deep_pullback,nonoverlap_w4,w3,MSM,2,0.0006759546545868259
deep_pullback,nonoverlap_w4,w3,MTB,3,0.0006770930421891297
deep_pullback,nonoverlap_w4,w3,MTG,10,0.0007176542548459322
deep_pullback,nonoverlap_w4,w3,MTH,3,0.000676023022499189
deep_pullback,nonoverlap_w4,w3,MTRN,2,0.0006663035109892829
deep_pullback,nonoverlap_w4,w3,MTSI,6,0.0006807896595126071
deep_pullback,nonoverlap_w4,w3,MTZ,9,0.0006789758773238835
deep_pullback,nonoverlap_w4,w3,MU,3,0.0006756746438243532
deep_pullback,nonoverlap_w4,w3,MUSA,5,0.0006904922245356338
deep_pullback,nonoverlap_w4,w3,MYFW,4,0.0006755319021565382
deep_pullback,nonoverlap_w4,w3,MYRG,5,0.0006813332240732463
deep_pullback,nonoverlap_w4,w3,NATL,4,0.0006844215836903817
deep_pullback,nonoverlap_w4,w3,NBBK,6,0.0006714549332794694
deep_pullback,nonoverlap_w4,w3,NBIS,4,0.000674053871787719
deep_pullback,nonoverlap_w4,w3,NBIX,2,0.0006799708969377444
deep_pullback,nonoverlap_w4,w3,NBTB,3,0.0006779831342001582
deep_pullback,nonoverlap_w4,w3,NDSN,2,0.0006794617862823742
deep_pullback,nonoverlap_w4,w3,NEE,1,0.0006751260907223188
deep_pullback,nonoverlap_w4,w3,NEM,4,0.0006741858351088539
deep_pullback,nonoverlap_w4,w3,NESR,1,0.0006798333804383191
deep_pullback,nonoverlap_w4,w3,NET,2,0.000683981390041497
deep_pullback,nonoverlap_w4,w3,NEU,1,0.0006760779196613055
deep_pullback,nonoverlap_w4,w3,NEXA,4,0.0006242763985104146
deep_pullback,nonoverlap_w4,w3,NFG,6,0.000680371957439787
deep_pullback,nonoverlap_w4,w3,NFLX,8,0.0007155958743761356
deep_pullback,nonoverlap_w4,w3,NGS,7,0.0006698833862433028
deep_pullback,nonoverlap_w4,w3,NHC,5,0.0006728824577443262
deep_pullback,nonoverlap_w4,w3,NI,9,0.000664398621699208
deep_pullback,nonoverlap_w4,w3,NIC,6,0.0006924731232497554
deep_pullback,nonoverlap_w4,w3,NMIH,4,0.000676890159076148
deep_pullback,nonoverlap_w4,w3,NMM,4,0.0006739481386646846
deep_pullback,nonoverlap_w4,w3,NNNN,1,0.0007572327494909349
deep_pullback,nonoverlap_w4,w3,NOW,5,0.0006739133371823828
deep_pullback,nonoverlap_w4,w3,NPK,6,0.0006779936180454564
deep_pullback,nonoverlap_w4,w3,NPKI,9,0.0006895507110733075
deep_pullback,nonoverlap_w4,w3,NPO,8,0.0006732937075837615
deep_pullback,nonoverlap_w4,w3,NRC,2,0.0006764462580864741
deep_pullback,nonoverlap_w4,w3,NREF,1,0.0006760887282047071
deep_pullback,nonoverlap_w4,w3,NRG,12,0.0005930456295929634
deep_pullback,nonoverlap_w4,w3,NSC,2,0.0006777301286158808
deep_pullback,nonoverlap_w4,w3,NSIT,3,0.0006754808461129926
deep_pullback,nonoverlap_w4,w3,NTAP,3,0.0006582911783373913
deep_pullback,nonoverlap_w4,w3,NTB,3,0.0006770933307803132
deep_pullback,nonoverlap_w4,w3,NTCT,6,0.0006689036028740059
deep_pullback,nonoverlap_w4,w3,NTNX,4,0.0006831675310003528
deep_pullback,nonoverlap_w4,w3,NTRA,5,0.0007039228376095199
deep_pullback,nonoverlap_w4,w3,NTRS,1,0.0006749216165905491
deep_pullback,nonoverlap_w4,w3,NTST,1,0.0006740967864698552
deep_pullback,nonoverlap_w4,w3,NU,6,0.0005676974442271373
deep_pullback,nonoverlap_w4,w3,NUTX,1,0.0006761682026062016
deep_pullback,nonoverlap_w4,w3,NVDA,7,0.0006660512294863092
deep_pullback,nonoverlap_w4,w3,NVGS,5,0.0006816599793639909
deep_pullback,nonoverlap_w4,w3,NVMI,6,0.0006907471687537115
deep_pullback,nonoverlap_w4,w3,NVO,1,0.0006683120867288276
deep_pullback,nonoverlap_w4,w3,NVR,3,0.0006753277258273651
deep_pullback,nonoverlap_w4,w3,NVRI,5,0.0006735231705061674
deep_pullback,nonoverlap_w4,w3,NVT,5,0.0006823441986682394
deep_pullback,nonoverlap_w4,w3,NVZMY,2,0.0006768429609987047
deep_pullback,nonoverlap_w4,w3,NWE,5,0.0006980554949204439
deep_pullback,nonoverlap_w4,w3,NWPX,5,0.0006729020713615089
deep_pullback,nonoverlap_w4,w3,NWS,6,0.0006797994505773111
deep_pullback,nonoverlap_w4,w3,NXPI,2,0.0006786797943362157
deep_pullback,nonoverlap_w4,w3,NXT,6,0.0006806179918781455
deep_pullback,nonoverlap_w4,w3,NYAX,7,0.0006699921889176013
deep_pullback,nonoverlap_w4,w3,OCC,1,0.0006818612609226054
deep_pullback,nonoverlap_w4,w3,OCS,3,0.0006693664168147646
deep_pullback,nonoverlap_w4,w3,ODC,8,0.0006665684513537035
deep_pullback,nonoverlap_w4,w3,ODFL,2,0.0006813306146253541
deep_pullback,nonoverlap_w4,w3,OESX,3,0.0006820506369416725
deep_pullback,nonoverlap_w4,w3,OFG,2,0.0006763591577490297
deep_pullback,nonoverlap_w4,w3,OGE,2,0.0006813839728636624
deep_pullback,nonoverlap_w4,w3,OHI,2,0.0006882646387037834
deep_pullback,nonoverlap_w4,w3,OII,2,0.0006674996181684488
deep_pullback,nonoverlap_w4,w3,OKLO,4,0.0008724656990906888
deep_pullback,nonoverlap_w4,w3,ONB,3,0.0006796383712276446
deep_pullback,nonoverlap_w4,w3,ONDS,3,0.0006909542493920332
deep_pullback,nonoverlap_w4,w3,ONON,6,0.000675576426065565
deep_pullback,nonoverlap_w4,w3,ONTO,2,0.0006874118305684895
deep_pullback,nonoverlap_w4,w3,OPEN,2,0.0006687436519341965
deep_pullback,nonoverlap_w4,w3,OPLN,2,0.0006744866587445343
deep_pullback,nonoverlap_w4,w3,OPY,6,0.0006850420164653768
deep_pullback,nonoverlap_w4,w3,OR,9,0.0006863220679232724
deep_pullback,nonoverlap_w4,w3,ORA,1,0.0006810591726939408
deep_pullback,nonoverlap_w4,w3,ORCL,4,0.0006880672797691482
deep_pullback,nonoverlap_w4,w3,ORKA,1,0.000617664701358656
deep_pullback,nonoverlap_w4,w3,ORN,2,0.0006908646484381854
deep_pullback,nonoverlap_w4,w3,ORRF,3,0.000675633772510373
deep_pullback,nonoverlap_w4,w3,OSBC,6,0.0006790877324354626
deep_pullback,nonoverlap_w4,w3,OSIS,11,0.000656567970773264
deep_pullback,nonoverlap_w4,w3,OSS,1,0.0006736024665487862
deep_pullback,nonoverlap_w4,w3,OSW,5,0.0006821492884992199
deep_pullback,nonoverlap_w4,w3,OUST,2,0.0007374406470050583
deep_pullback,nonoverlap_w4,w3,OVBC,5,0.0006726513587358099
deep_pullback,nonoverlap_w4,w3,OVLY,3,0.0006844014061978941
deep_pullback,nonoverlap_w4,w3,OVV,1,0.000673720777158828
deep_pullback,nonoverlap_w4,w3,OZK,1,0.0006848290088602535
deep_pullback,nonoverlap_w4,w3,P,5,0.0006497806551356532
deep_pullback,nonoverlap_w4,w3,PAA,4,0.0006599093566714789
deep_pullback,nonoverlap_w4,w3,PAAS,9,0.0006449719988776006
deep_pullback,nonoverlap_w4,w3,PAC,5,0.0006953509528173257
deep_pullback,nonoverlap_w4,w3,PACS,3,0.0006173826838393897
deep_pullback,nonoverlap_w4,w3,PAG,2,0.0006768844694521418
deep_pullback,nonoverlap_w4,w3,PAHC,2,0.0006750332823535956
deep_pullback,nonoverlap_w4,w3,PANW,4,0.0006805164868394351
deep_pullback,nonoverlap_w4,w3,PARR,3,0.0006715122572345642
deep_pullback,nonoverlap_w4,w3,PBAM,4,0.0006739835483114273
deep_pullback,nonoverlap_w4,w3,PBF,2,0.0006773537367237837
deep_pullback,nonoverlap_w4,w3,PBFS,5,0.0006797389216078854
deep_pullback,nonoverlap_w4,w3,PBI,5,0.0006723931935097918
deep_pullback,nonoverlap_w4,w3,PBT,4,0.0006644728792017873
deep_pullback,nonoverlap_w4,w3,PCAR,1,0.0006756424297327863
deep_pullback,nonoverlap_w4,w3,PCOR,1,0.0006825892651523729
deep_pullback,nonoverlap_w4,w3,PDD,1,0.0006895013719676623
deep_pullback,nonoverlap_w4,w3,PDLB,7,0.0006813552942397271
deep_pullback,nonoverlap_w4,w3,PDYN,1,0.0006639363765176739
deep_pullback,nonoverlap_w4,w3,PEBK,1,0.0006756186447878265
deep_pullback,nonoverlap_w4,w3,PEBO,1,0.0006757239513883958
deep_pullback,nonoverlap_w4,w3,PECO,2,0.0006777112160365988
deep_pullback,nonoverlap_w4,w3,PESI,1,0.0006746864258342244
deep_pullback,nonoverlap_w4,w3,PFBC,4,0.0006775747220333137
deep_pullback,nonoverlap_w4,w3,PFG,1,0.0006756243571042055
deep_pullback,nonoverlap_w4,w3,PFGC,6,0.0006791274068024555
deep_pullback,nonoverlap_w4,w3,PG,4,0.000675432714582913
deep_pullback,nonoverlap_w4,w3,PGR,7,0.0006739732131729756
deep_pullback,nonoverlap_w4,w3,PGY,1,0.0006695158971726831
deep_pullback,nonoverlap_w4,w3,PH,8,0.0006780417620553293
deep_pullback,nonoverlap_w4,w3,PHG,2,0.0006750692453671137
deep_pullback,nonoverlap_w4,w3,PHIN,8,0.0006733967856125668
deep_pullback,nonoverlap_w4,w3,PHM,5,0.00065216931013385
deep_pullback,nonoverlap_w4,w3,PHVS,2,0.0006792529282653143
deep_pullback,nonoverlap_w4,w3,PKE,5,0.0006747294504194795
deep_pullback,nonoverlap_w4,w3,PKG,5,0.0006776435507810934
deep_pullback,nonoverlap_w4,w3,PKOH,3,0.0006777937118313301
deep_pullback,nonoverlap_w4,w3,PL,6,0.0007220815507612018
deep_pullback,nonoverlap_w4,w3,PLAB,3,0.0006757717650841945
deep_pullback,nonoverlap_w4,w3,PLAY,2,0.0006853216688621432
deep_pullback,nonoverlap_w4,w3,PLBC,3,0.000676182127284414
deep_pullback,nonoverlap_w4,w3,PLGO,1,0.0006768374756677068
deep_pullback,nonoverlap_w4,w3,PLOW,1,0.0006741004755565717
deep_pullback,nonoverlap_w4,w3,PLPC,4,0.0006568922741602647
deep_pullback,nonoverlap_w4,w3,PLSE,1,0.0006749880056746144
deep_pullback,nonoverlap_w4,w3,PLTR,10,0.0007779319039470915
deep_pullback,nonoverlap_w4,w3,PLUG,1,0.0006810165234651384
deep_pullback,nonoverlap_w4,w3,PLXS,5,0.0006639950105890329
deep_pullback,nonoverlap_w4,w3,PM,7,0.0006689539752337645
deep_pullback,nonoverlap_w4,w3,PNC,1,0.0006758262837757355
deep_pullback,nonoverlap_w4,w3,PNRG,4,0.0005436858854941642
deep_pullback,nonoverlap_w4,w3,PNW,6,0.0006776345585524061
deep_pullback,nonoverlap_w4,w3,PODD,1,0.0006780039818191649
deep_pullback,nonoverlap_w4,w3,POET,1,0.0007051521377637593
deep_pullback,nonoverlap_w4,w3,POWL,4,0.0006946536092801701
deep_pullback,nonoverlap_w4,w3,PPC,6,0.0006885532252219554
deep_pullback,nonoverlap_w4,w3,PR,1,0.0006740731278832146
deep_pullback,nonoverlap_w4,w3,PRAX,1,0.0006775501448383439
deep_pullback,nonoverlap_w4,w3,PRE,2,0.0006760031131007791
deep_pullback,nonoverlap_w4,w3,PRI,4,0.0006743044712022703
