policy,panel,quarter,horizon,role,snapshot_date,path_label,baseline_n,flagged_n,avoided_gross_loss,foregone_gross_gain,saved_cost,cash_delta_contribution
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-10-25,unresolved_3w,7,2,0.0035313966561344003,0.0030971645843155464,0.0003076923076923077,0.0007419243795111619
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-01,ambiguous_3w,1,1,-0.0,0.005457705359887268,5.882352941176471e-05,-0.005398881830475503
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-01,stop_first_3w,3,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-01,fast_winner_3w,11,5,-0.0,0.02434914741187198,0.00029411764705882356,-0.024055029764813156
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-01,unresolved_3w,19,5,6.750918959373529e-05,0.011054556149993044,0.00029411764705882356,-0.010692929313340484
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-08,ambiguous_3w,2,1,0.0033060403528321473,0.0,1.5503875968992248e-05,0.0033215442288011396
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-08,stop_first_3w,16,8,0.0038812573880557567,0.0,0.00012403100775193799,0.004005288395807695
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-08,fast_winner_3w,3,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-08,unresolved_3w,108,22,0.002597059957192994,0.0035671866732687623,0.00034108527131782945,-0.0006290414447579389
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-15,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-15,stop_first_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-15,fast_winner_3w,3,1,-0.0,0.0025403557233675002,5.882352941176471e-05,-0.0024815321939557354
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-15,unresolved_3w,31,6,-0.0,0.006366033066241662,0.00035294117647058826,-0.006013091889771073
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-22,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-22,stop_first_3w,21,8,0.003128647239891318,0.0003083264802006524,0.00019047619047619048,0.003010796950166856
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-22,fast_winner_3w,2,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-22,unresolved_3w,61,14,0.0015069771548862545,0.0010100659214426632,0.0003333333333333333,0.000830244566776925
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-29,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-29,stop_first_3w,26,4,0.012173444738883973,0.0,0.00017777777777777779,0.012351222516661752
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-29,fast_winner_3w,1,1,-0.0,0.011183115859457192,4.4444444444444447e-05,-0.011138671415012746
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-11-29,unresolved_3w,18,2,-0.0,0.0010749782434754667,8.888888888888889e-05,-0.0009860893545865777
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-06,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-06,stop_first_3w,16,9,0.020271879860028312,0.0018067837354819218,0.0005625000000000001,0.01902759612454639
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-06,fast_winner_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-06,unresolved_3w,16,3,-0.0,0.003443967975203447,0.0001875,-0.003256467975203447
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-13,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-13,stop_first_3w,15,4,0.014661570503449585,0.0,0.00034782608695652176,0.015009396590406107
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-13,fast_winner_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-13,unresolved_3w,8,2,-0.0,0.005165500401275861,0.00017391304347826088,-0.0049915873577976
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-20,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-20,stop_first_3w,1,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-20,fast_winner_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-20,unresolved_3w,5,3,0.00847965641923855,0.0,0.001,0.009479656419238551
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-27,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-27,stop_first_3w,3,2,0.004237037941261567,0.00110626222545944,0.0002666666666666667,0.0033974423824687937
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-27,fast_winner_3w,4,1,-0.0,0.005101687454531173,0.00013333333333333334,-0.0049683541211978394
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w1,PRIMARY,2024-12-27,unresolved_3w,8,3,0.0005456813143188867,0.0016022009795477867,0.0004,-0.0006565196652288998
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-04,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-04,stop_first_3w,5,1,0.0017902263016229766,0.0,6.666666666666667e-05,0.0018568929682896433
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-04,fast_winner_3w,2,1,-0.0,0.005087017407488283,6.666666666666667e-05,-0.0050203507408216165
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-04,unresolved_3w,23,6,0.0012576801827803802,0.0029280674200563668,0.0004,-0.0012703872372759864
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-11,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-11,stop_first_3w,10,3,0.002982129380269758,0.0,9.375e-05,0.003075879380269758
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-11,fast_winner_3w,3,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-11,unresolved_3w,51,16,0.0016967714435518252,0.00673011354707128,0.0005,-0.004533342103519454
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-18,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-18,stop_first_3w,28,9,0.009593424520012179,0.0002433424734326206,0.00017647058823529413,0.009526552634814852
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-18,fast_winner_3w,7,1,-0.0,0.001620815891523497,1.9607843137254903e-05,-0.001601208048386242
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-18,unresolved_3w,67,13,0.0011498812637539383,0.0008815986505221539,0.00025490196078431374,0.0005231845740160981
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-25,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-25,stop_first_3w,4,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-25,fast_winner_3w,2,2,-0.0,0.033634711061379524,0.0003076923076923077,-0.03332701875368722
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-10-25,unresolved_3w,7,2,-0.0,0.014441037533105569,0.0003076923076923077,-0.014133345225413261
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-01,ambiguous_3w,1,1,0.0037619699042407647,0.0,5.882352941176471e-05,0.0038207934336525295
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-01,stop_first_3w,3,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-01,fast_winner_3w,11,5,-0.0,0.019156484256008296,0.00029411764705882356,-0.018862366608949473
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-01,unresolved_3w,19,5,-0.0,0.009756239571314277,0.00029411764705882356,-0.009462121924255454
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-08,ambiguous_3w,2,1,0.002922303406910062,0.0,1.5503875968992248e-05,0.002937807282879054
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-08,stop_first_3w,16,8,0.0023834043152783477,0.002933082805953284,0.00012403100775193799,-0.00042564748292299844
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-08,fast_winner_3w,3,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-08,unresolved_3w,108,22,0.0004397603323758473,0.007915733203777362,0.00034108527131782945,-0.0071348876000836845
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-15,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-15,stop_first_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-15,fast_winner_3w,3,1,-0.0,0.005658960474208132,5.882352941176471e-05,-0.005600136944796367
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-15,unresolved_3w,31,6,0.00021408170582032943,0.0060844744038287615,0.00035294117647058826,-0.005517451521537844
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-22,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-22,stop_first_3w,21,8,0.007798532910990979,0.0,0.00019047619047619048,0.00798900910146717
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-22,fast_winner_3w,2,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-22,unresolved_3w,61,14,0.0038364748262958615,0.001136371213539969,0.0003333333333333333,0.003033436946089226
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-29,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-29,stop_first_3w,26,4,0.018540421238858865,0.0,0.00017777777777777779,0.01871819901663664
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-29,fast_winner_3w,1,1,-0.0,0.011957155530986027,4.4444444444444447e-05,-0.011912711086541582
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-11-29,unresolved_3w,18,2,-0.0,0.003063360817212291,8.888888888888889e-05,-0.0029744719283234023
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-06,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-06,stop_first_3w,16,9,0.021798833894027553,0.006326069552304384,0.0005625000000000001,0.016035264341723168
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-06,fast_winner_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-06,unresolved_3w,16,3,-0.0,0.004125946144138847,0.0001875,-0.003938446144138847
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-13,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-13,stop_first_3w,15,4,0.017593619412651224,0.0,0.00034782608695652176,0.017941445499607744
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-13,fast_winner_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-13,unresolved_3w,8,2,-0.0,0.004131425130194252,0.00017391304347826088,-0.003957512086715991
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-20,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-20,stop_first_3w,1,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-20,fast_winner_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-20,unresolved_3w,5,3,0.005641020261324366,0.009801319893697534,0.001,-0.003160299632373166
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-27,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-27,stop_first_3w,3,2,0.01574096493574078,0.0,0.0002666666666666667,0.016007631602407445
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-27,fast_winner_3w,4,1,-0.0,0.004688036291126307,0.00013333333333333334,-0.004554702957792973
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w2,PRIMARY,2024-12-27,unresolved_3w,8,3,0.00017150079323576667,0.0034569432749174196,0.0004,-0.002885442481681653
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-04,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-04,stop_first_3w,5,1,0.002306425431163957,0.0,6.666666666666667e-05,0.0023730920978306236
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-04,fast_winner_3w,2,1,-0.0,0.007012667694368373,6.666666666666667e-05,-0.006946001027701707
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-04,unresolved_3w,23,6,0.0063495742795581,0.0007518484900058599,0.0004,0.00599772578955224
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-11,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-11,stop_first_3w,10,3,0.004792754465744535,0.0,9.375e-05,0.004886504465744535
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-11,fast_winner_3w,3,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-11,unresolved_3w,51,16,0.0023807960022683653,0.0077266436591367,0.0005,-0.004845847656868334
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-18,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-18,stop_first_3w,28,9,0.013843297344763937,0.0008741262741957922,0.00017647058823529413,0.013145641658803438
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-18,fast_winner_3w,7,1,-0.0,0.0025199042617969607,1.9607843137254903e-05,-0.002500296418659706
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-18,unresolved_3w,67,13,0.0003911273408739657,0.007659664812064575,0.00025490196078431374,-0.007013635510406296
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-25,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-25,stop_first_3w,4,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-25,fast_winner_3w,2,2,-0.0,0.0317195244301603,0.0003076923076923077,-0.031411832122467995
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-10-25,unresolved_3w,7,2,0.004964426688100085,0.0064283986950046616,0.0003076923076923077,-0.0011562796992122687
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-01,ambiguous_3w,1,1,-0.0,0.006497949103595892,5.882352941176471e-05,-0.006439125574184127
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-01,stop_first_3w,3,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-01,fast_winner_3w,11,5,-0.0,0.02937963005240732,0.00029411764705882356,-0.029085512405348492
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-01,unresolved_3w,19,5,-0.0,0.016161797144666992,0.00029411764705882356,-0.01586767949760817
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-08,ambiguous_3w,2,1,0.002318315303339241,0.0,1.5503875968992248e-05,0.002333819179308233
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-08,stop_first_3w,16,8,0.0024634335558805266,0.003867005659846707,0.00012403100775193799,-0.001279541096214242
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-08,fast_winner_3w,3,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-08,unresolved_3w,108,22,0.0006745776413778619,0.007855896550004815,0.00034108527131782945,-0.006840233637309124
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-15,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-15,stop_first_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-15,fast_winner_3w,3,1,-0.0,0.005624364362433271,5.882352941176471e-05,-0.005565540833021506
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-15,unresolved_3w,31,6,0.002390738422358523,0.002545580093651606,0.00035294117647058826,0.00019809950517750603
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-22,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-22,stop_first_3w,21,8,0.011198396921150036,0.0,0.00019047619047619048,0.011388873111626226
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-22,fast_winner_3w,2,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-22,unresolved_3w,61,14,0.0031039981469678586,0.0007106164468855131,0.0003333333333333333,0.002726715033415679
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-29,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-29,stop_first_3w,26,4,0.01501996521896373,0.00875292090616889,0.00017777777777777779,0.0064448220905726165
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-29,fast_winner_3w,1,1,-0.0,0.008608973788003831,4.4444444444444447e-05,-0.008564529343559387
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-11-29,unresolved_3w,18,2,0.0008217763382372845,0.003577235289920851,8.888888888888889e-05,-0.0026665700627946775
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-06,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-06,stop_first_3w,16,9,0.03421389396365778,0.0019873854654169154,0.0005625000000000001,0.03278900849824086
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-06,fast_winner_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-06,unresolved_3w,16,3,0.00041724266669704687,0.004303930382751257,0.0001875,-0.0036991877160542095
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-13,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-13,stop_first_3w,15,4,0.024043558678727758,0.0,0.00034782608695652176,0.02439138476568428
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-13,fast_winner_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-13,unresolved_3w,8,2,-0.0,0.005526262065516857,0.00017391304347826088,-0.005352349022038595
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-20,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-20,stop_first_3w,1,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-20,fast_winner_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-20,unresolved_3w,5,3,0.007636397023579867,0.0120033752529608,0.001,-0.003366978229380932
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-27,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-27,stop_first_3w,3,2,0.00832229874956684,0.0,0.0002666666666666667,0.008588965416233506
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-27,fast_winner_3w,4,1,-0.0,0.010341257169131287,0.00013333333333333334,-0.010207923835797954
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,2024-12-27,unresolved_3w,8,3,-0.0,0.013465416925363387,0.0004,-0.013065416925363388
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-04,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-04,stop_first_3w,5,1,-0.0,0.00040636894808812667,6.666666666666667e-05,-0.00033970228142145997
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-04,fast_winner_3w,2,1,-0.0,0.00829986781922302,6.666666666666667e-05,-0.008233201152556354
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-04,unresolved_3w,23,6,0.00643995342025261,0.006348934414410797,0.0004,0.0004910190058418136
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-11,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-11,stop_first_3w,10,3,0.0013919296974494297,0.0,9.375e-05,0.0014856796974494295
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-11,fast_winner_3w,3,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-11,unresolved_3w,51,16,0.003353054674005433,0.032140720898745076,0.0005,-0.028287666224739647
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-18,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-18,stop_first_3w,28,9,0.0160734239122984,0.0009769647875969725,0.00017647058823529413,0.015272929712936723
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-18,fast_winner_3w,7,1,-0.0,0.002340789686104362,1.9607843137254903e-05,-0.002321181842967107
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-18,unresolved_3w,67,13,0.0011522315264220733,0.0054491852300449384,0.00025490196078431374,-0.004042051742838551
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-25,ambiguous_3w,0,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-25,stop_first_3w,4,0,-0.0,0.0,0.0,-0.0
high_pct_above_ceiling,nonoverlap_w4,2024Q4,w4,PRIMARY,2024-10-25,fast_winner_3w,2,2,-0.0,0.05329989014436926,0.0003076923076923077,-0.052992197836676955
