policy,panel,quarter,horizon,role,status,n,flagged_n,unknown_n,snapshot_weeks,matched_weeks,evidence_weeks,operational_cash_delta,cash_delta,cash_delta_gross,incremental_vs_random,stop_lift,avoided_gross_loss,foregone_gross_gain,saved_cost,coverage
high_pct_above_ceiling,all_entries,2025Q1,w2,PRIMARY,SUPPORTED,703,243,0,13,13,13,0.009734779295133132,0.009734779295133132,0.00910818453020389,0.005510950756102838,0.1463724284609396,0.01820442973879127,0.009096245208587374,0.0006265947649292394,0.3132973824646197
high_pct_above_ceiling,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,SUPPORTED,703,243,0,13,13,13,0.009719728883969285,0.009719728883969285,0.009093134119040048,0.0016356963785713549,0.1463724284609396,0.019948540031403863,0.010855405912363818,0.0006265947649292394,0.3132973824646197
high_pct_above_ceiling,all_entries,2025Q1,w4,PRIMARY,SUPPORTED,703,243,0,13,13,13,0.01043322486656039,0.01043322486656039,0.009806630101631143,0.00228746137587626,0.1463724284609396,0.021190705387555887,0.01138407528592474,0.0006265947649292394,0.3132973824646197
high_pct_above_ceiling,nonoverlap_w4,2025Q1,w1,PRIMARY,SUPPORTED,467,150,0,13,13,13,0.004555846910890322,0.004555846910890322,0.003960034401973501,0.0037237794829560007,0.17865161477025587,0.012223007186150612,0.008262972784177107,0.0005958125089168194,0.29790625445840974
high_pct_above_ceiling,nonoverlap_w4,2025Q1,w2,PRIMARY,SUPPORTED,467,150,0,13,13,13,0.009630471287822066,0.009630471287822066,0.009034658778905245,0.005977256626255272,0.17865161477025587,0.018502880105031635,0.009468221326126394,0.0005958125089168194,0.29790625445840974
high_pct_above_ceiling,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,SUPPORTED,467,150,0,13,13,13,0.010379300596147419,0.010379300596147419,0.009783488087230601,0.0023222570795670174,0.17865161477025587,0.020929115274399755,0.01114562718716915,0.0005958125089168194,0.29790625445840974
high_pct_above_ceiling,nonoverlap_w4,2025Q1,w4,PRIMARY,SUPPORTED,467,150,0,13,13,13,0.01011317683641443,0.01011317683641443,0.009517364327497611,0.0027454122734809575,0.17865161477025587,0.020807105655414455,0.01128974132791685,0.0005958125089168194,0.29790625445840974
deep_pullback,all_entries,2025Q2,w1,PRIMARY,SUPPORTED,399,50,258,13,12,13,0.0015074903103627318,0.0015074903103627318,0.0012380656177486337,0.002822980986281871,0.3010822510822511,0.006217094026922544,0.004979028409173912,0.0002694246926140975,0.13471234630704879
deep_pullback,all_entries,2025Q2,w2,PRIMARY,SUPPORTED,399,50,258,13,12,13,-0.0016224915908359854,-0.0016224915908359854,-0.0018919162834500818,0.002030062057264678,0.3010822510822511,0.00490213174338374,0.006794048026833824,0.0002694246926140975,0.13471234630704879
deep_pullback,all_entries,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,399,50,258,13,12,13,-0.005423993513056408,-0.005423993513056408,-0.005693418205670508,-0.00031956982356005806,0.3010822510822511,0.006372968212981023,0.01206638641865153,0.0002694246926140975,0.13471234630704879
deep_pullback,all_entries,2025Q2,w4,PRIMARY,SUPPORTED,399,50,258,13,12,13,-0.015964041899396104,-0.015964041899396104,-0.0162334665920102,-0.0075306838400461765,0.3010822510822511,0.0074032276799586745,0.02363669427196887,0.0002694246926140975,0.13471234630704879
deep_pullback,nonoverlap_w4,2025Q2,w1,PRIMARY,SUPPORTED,271,34,183,13,11,13,0.0024240524953535914,0.0024240524953535914,0.0021306428609918745,0.0028924860339718133,0.3602529049897471,0.007972996075256304,0.005842353214264431,0.0002934096343617151,0.14670481718085754
deep_pullback,nonoverlap_w4,2025Q2,w2,PRIMARY,SUPPORTED,271,34,183,13,11,13,-0.003784258629853411,-0.003784258629853411,-0.004077668264215127,0.0005965299120499758,0.3602529049897471,0.00488625052036772,0.008963918784582848,0.0002934096343617151,0.14670481718085754
deep_pullback,nonoverlap_w4,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,271,34,183,13,11,13,-0.004609634532003764,-0.004609634532003764,-0.004903044166365478,0.001148658318141202,0.3602529049897471,0.006901975162300732,0.011805019328666209,0.0002934096343617151,0.14670481718085754
deep_pullback,nonoverlap_w4,2025Q2,w4,PRIMARY,SUPPORTED,271,34,183,13,11,13,-0.011556012482292662,-0.011556012482292662,-0.011849422116654379,-0.0025332508171528,0.3602529049897471,0.008449768760175062,0.02029919087682944,0.0002934096343617151,0.14670481718085754
extended_vs_candidate,all_entries,2025Q2,w1,PRIMARY,SUPPORTED,399,83,0,13,11,13,-0.0014507189586359878,-0.0014507189586359878,-0.0018175120821562508,-0.00013467933364446155,0.07752819120410888,0.00449482835735088,0.0063123404395071326,0.00036679312352026435,0.18339656176013217
extended_vs_candidate,all_entries,2025Q2,w2,PRIMARY,SUPPORTED,399,83,0,13,11,13,-0.007911466815654928,-0.007911466815654928,-0.008278259939175194,-0.003340872079924249,0.07752819120410888,0.0031675222547549414,0.011445782193930137,0.00036679312352026435,0.18339656176013217
extended_vs_candidate,all_entries,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,399,83,0,13,11,13,-0.010440599547922534,-0.010440599547922534,-0.010807392671442798,-0.0036008460987324883,0.07752819120410888,0.004118205389140963,0.014925598060583757,0.00036679312352026435,0.18339656176013217
extended_vs_candidate,all_entries,2025Q2,w4,PRIMARY,SUPPORTED,399,83,0,13,11,13,-0.009717808226547352,-0.009717808226547352,-0.010084601350067612,-0.0005021614601344222,0.07752819120410888,0.004663693014946185,0.014748294365013794,0.00036679312352026435,0.18339656176013217
extended_vs_candidate,nonoverlap_w4,2025Q2,w1,PRIMARY,SUPPORTED,271,65,0,13,11,13,-0.0007249422533800592,-0.0007249422533800592,-0.0011389483992588442,0.0006045036109403206,0.09769302585911627,0.00630258873777038,0.007441537137029225,0.00041400614587878135,0.2070030729393907
extended_vs_candidate,nonoverlap_w4,2025Q2,w2,PRIMARY,SUPPORTED,271,65,0,13,11,13,-0.010444702800025072,-0.010444702800025072,-0.01085870894590385,-0.003178313846715008,0.09769302585911627,0.003772771785867236,0.014631480731771087,0.00041400614587878135,0.2070030729393907
extended_vs_candidate,nonoverlap_w4,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,271,65,0,13,11,13,-0.01458100455108205,-0.01458100455108205,-0.014995010696960827,-0.004464307494568529,0.09769302585911627,0.004632293384625929,0.019627304081586756,0.00041400614587878135,0.2070030729393907
extended_vs_candidate,nonoverlap_w4,2025Q2,w4,PRIMARY,SUPPORTED,271,65,0,13,11,13,-0.014091205607406822,-0.014091205607406822,-0.014505211753285603,-0.0030181210717001397,0.09769302585911627,0.00562474499575698,0.020129956749042586,0.00041400614587878135,0.2070030729393907
deep_pullback_and_extended,all_entries,2025Q2,w1,PRIMARY,SUPPORTED,399,12,258,13,7,13,0.0021837439761602387,0.0021837439761602387,0.0021103740300979857,0.002392378922157044,0.36783446712018136,0.003578987205921963,0.0014686131758239766,7.336994606225376e-05,0.036684973031126875
deep_pullback_and_extended,all_entries,2025Q2,w2,PRIMARY,SUPPORTED,399,12,258,13,7,13,-0.001058828428537944,-0.001058828428537944,-0.0011321983746001975,-9.155650493314936e-05,0.36783446712018136,0.0012619428457343674,0.0023941412203345646,7.336994606225376e-05,0.036684973031126875
deep_pullback_and_extended,all_entries,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,399,12,258,13,7,13,-0.0021477251964065872,-0.0021477251964065872,-0.0022210951424688394,-0.0007600400668946242,0.36783446712018136,0.0020758631658205832,0.0042969583082894235,7.336994606225376e-05,0.036684973031126875
deep_pullback_and_extended,all_entries,2025Q2,w4,PRIMARY,SUPPORTED,399,12,258,13,7,13,6.962257545155628e-05,6.962257545155628e-05,-3.747370610692434e-06,0.001987397894805563,0.36783446712018136,0.002365961547517882,0.002369708918128575,7.336994606225376e-05,0.036684973031126875
deep_pullback_and_extended,nonoverlap_w4,2025Q2,w1,PRIMARY,SUPPORTED,271,10,183,13,7,13,0.0035496431233296615,0.0035496431233296615,0.0034571415902543558,0.003289677010164261,0.3404761904761905,0.005366706610301282,0.001909565020046927,9.250153307530357e-05,0.04625076653765178
deep_pullback_and_extended,nonoverlap_w4,2025Q2,w2,PRIMARY,SUPPORTED,271,10,183,13,7,13,-0.0017367013809800234,-0.0017367013809800234,-0.0018292029140553273,-0.0004440247663524269,0.3404761904761905,0.0015058295156183668,0.0033350324296736946,9.250153307530357e-05,0.04625076653765178
deep_pullback_and_extended,nonoverlap_w4,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,271,10,183,13,7,13,-0.0036554975653963215,-0.0036554975653963215,-0.003747999098471624,-0.0018052921794786145,0.3404761904761905,0.002416761558730105,0.006164760657201729,9.250153307530357e-05,0.04625076653765178
deep_pullback_and_extended,nonoverlap_w4,2025Q2,w4,PRIMARY,SUPPORTED,271,10,183,13,7,13,-0.0005146136361829549,-0.0005146136361829549,-0.0006071151692582579,0.001665585239922225,0.3404761904761905,0.002795013513209811,0.0034021286824680685,9.250153307530357e-05,0.04625076653765178
high_pct_above_ceiling,all_entries,2025Q2,w1,PRIMARY,SUPPORTED,399,62,0,13,12,13,0.00187681144148767,0.00187681144148767,0.001543239772012518,0.003036032282729783,0.17290742782071108,0.00684575651405107,0.005302516742038551,0.00033357166947515273,0.16678583473757638
high_pct_above_ceiling,all_entries,2025Q2,w2,PRIMARY,SUPPORTED,399,62,0,13,12,13,-0.004189312165473359,-0.004189312165473359,-0.0045228838349485115,-0.0006027095362283357,0.17290742782071108,0.00541019618209434,0.00993308001704285,0.00033357166947515273,0.16678583473757638
high_pct_above_ceiling,all_entries,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,399,62,0,13,12,13,-0.009075777369834297,-0.009075777369834297,-0.00940934903930945,-0.003400157021459067,0.17290742782071108,0.0065039241002254455,0.015913273139534896,0.00033357166947515273,0.16678583473757638
high_pct_above_ceiling,all_entries,2025Q2,w4,PRIMARY,SUPPORTED,399,62,0,13,12,13,-0.019662515319332483,-0.019662515319332483,-0.019996086988807633,-0.009977927285990562,0.17290742782071108,0.007564962623503441,0.02756104961231107,0.00033357166947515273,0.16678583473757638
high_pct_above_ceiling,nonoverlap_w4,2025Q2,w1,PRIMARY,SUPPORTED,271,42,0,13,12,13,0.002733915201646912,0.002733915201646912,0.0023681515691745753,0.0026783488721541333,0.1433586860670194,0.008351715716312505,0.00598356414713793,0.0003657636324723337,0.18288181623616678
high_pct_above_ceiling,nonoverlap_w4,2025Q2,w2,PRIMARY,SUPPORTED,271,42,0,13,12,13,-0.00648394718643848,-0.00648394718643848,-0.006849710818910815,-0.0014489783335853471,0.1433586860670194,0.005631267391524522,0.012480978210435336,0.0003657636324723337,0.18288181623616678
high_pct_above_ceiling,nonoverlap_w4,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,271,42,0,13,12,13,-0.009377614215837644,-0.009377614215837644,-0.009743377848309977,-0.0020876678298039244,0.1433586860670194,0.006876868964628174,0.016620246812938153,0.0003657636324723337,0.18288181623616678
high_pct_above_ceiling,nonoverlap_w4,2025Q2,w4,PRIMARY,SUPPORTED,271,42,0,13,12,13,-0.016954191697371827,-0.016954191697371827,-0.017319955329844157,-0.0063540073180643735,0.1433586860670194,0.008404281774482865,0.025724237104327023,0.0003657636324723337,0.18288181623616678
deep_pullback,all_entries,2025Q3,w1,PRIMARY,SUPPORTED,809,71,472,13,13,13,-0.00042022681906471004,-0.00042022681906471004,-0.000590174383876922,0.0002632805167581475,0.3335253296417704,0.0017932029951632082,0.00238337737904013,0.00016994756481221123,0.08497378240610563
deep_pullback,all_entries,2025Q3,w2,PRIMARY,SUPPORTED,809,71,472,13,13,13,0.0005701615625491447,0.0005701615625491447,0.00040021399773693654,0.0012786737535303407,0.3335253296417704,0.0038221528949904608,0.003421938897253524,0.00016994756481221123,0.08497378240610563
deep_pullback,all_entries,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,809,71,472,13,13,13,-0.0005036222576724741,-0.0005036222576724741,-0.0006735698224846861,0.0007626085590527975,0.3335253296417704,0.004597128435445067,0.005270698257929753,0.00016994756481221123,0.08497378240610563
deep_pullback,all_entries,2025Q3,w4,PRIMARY,SUPPORTED,809,71,472,13,13,13,-0.000353329229660826,-0.000353329229660826,-0.0005232767944730357,0.0008808137038573765,0.3335253296417704,0.00441887947853229,0.0049421562730053254,0.00016994756481221123,0.08497378240610563
deep_pullback,nonoverlap_w4,2025Q3,w1,PRIMARY,SUPPORTED,540,57,322,13,13,13,-0.001346025367056739,-0.001346025367056739,-0.0015522080003742553,-8.008106585423474e-05,0.2559939678932813,0.0018858749532803631,0.0034380829536546182,0.00020618263331751815,0.10309131665875906
deep_pullback,nonoverlap_w4,2025Q3,w2,PRIMARY,SUPPORTED,540,57,322,13,13,13,-0.00041727951582512643,-0.00041727951582512643,-0.0006234621491426437,0.001024971437421568,0.2559939678932813,0.003682200555288351,0.004305662704430995,0.00020618263331751815,0.10309131665875906
deep_pullback,nonoverlap_w4,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,540,57,322,13,13,13,-0.0023885147714104962,-0.0023885147714104962,-0.002594697404728016,0.00010495181673820527,0.2559939678932813,0.004378308010010687,0.006973005414738704,0.00020618263331751815,0.10309131665875906
deep_pullback,nonoverlap_w4,2025Q3,w4,PRIMARY,SUPPORTED,540,57,322,13,13,13,-0.00181367947745234,-0.00181367947745234,-0.0020198621107698576,0.0005430386721810138,0.2559939678932813,0.004297678432877756,0.006317540543647613,0.00020618263331751815,0.10309131665875906
extended_vs_candidate,all_entries,2025Q3,w1,PRIMARY,SUPPORTED,809,150,0,13,13,13,-0.0020364995206806806,-0.0020364995206806806,-0.002395142624635029,-0.0010432933923366795,0.16422365350117618,0.0030437748034853576,0.005438917428120387,0.0003586431039543485,0.1793215519771742
extended_vs_candidate,all_entries,2025Q3,w2,PRIMARY,SUPPORTED,809,150,0,13,13,13,-0.0031413700806860547,-0.0031413700806860547,-0.0035000131846404012,-0.0013801475966382522,0.16422365350117618,0.0047889819523792045,0.008288995137019608,0.0003586431039543485,0.1793215519771742
extended_vs_candidate,all_entries,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,809,150,0,13,13,13,-0.005982085527699014,-0.005982085527699014,-0.006340728631653363,-0.002936682269979103,0.16422365350117618,0.004530746732115799,0.010871475363769163,0.0003586431039543485,0.1793215519771742
extended_vs_candidate,all_entries,2025Q3,w4,PRIMARY,SUPPORTED,809,150,0,13,13,13,-0.006037875869638216,-0.006037875869638216,-0.006396518973592566,-0.0027827138302025755,0.16422365350117618,0.0063802593501127575,0.012776778323705327,0.0003586431039543485,0.1793215519771742
extended_vs_candidate,nonoverlap_w4,2025Q3,w1,PRIMARY,SUPPORTED,540,116,0,13,13,13,-0.003133940673460389,-0.003133940673460389,-0.003554230457113263,-0.0011267809748657569,0.1774292663498619,0.0036286213137749403,0.0071828517708882045,0.0004202897836528743,0.21014489182643714
extended_vs_candidate,nonoverlap_w4,2025Q3,w2,PRIMARY,SUPPORTED,540,116,0,13,13,13,-0.004622645672916868,-0.004622645672916868,-0.0050429354565697405,-0.0017031000986480313,0.1774292663498619,0.005295198099261497,0.010338133555831238,0.0004202897836528743,0.21014489182643714
extended_vs_candidate,nonoverlap_w4,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,540,116,0,13,13,13,-0.00863281773488967,-0.00863281773488967,-0.009053107518542549,-0.0038606317277414047,0.1774292663498619,0.005177040972511459,0.014230148491054003,0.0004202897836528743,0.21014489182643714
extended_vs_candidate,nonoverlap_w4,2025Q3,w4,PRIMARY,SUPPORTED,540,116,0,13,13,13,-0.008364920256328175,-0.008364920256328175,-0.008785210039981051,-0.0032546854247419575,0.1774292663498619,0.007410493362093164,0.016195703402074213,0.0004202897836528743,0.21014489182643714
deep_pullback_and_extended,all_entries,2025Q3,w1,PRIMARY,SUPPORTED,809,25,472,13,12,13,-0.00035248922620823405,-0.00035248922620823405,-0.00041729270807772453,-0.00015239575825958535,0.3626344341421408,0.0008020500736573706,0.0012193427817350953,6.480348186949089e-05,0.032401740934745446
deep_pullback_and_extended,all_entries,2025Q3,w2,PRIMARY,SUPPORTED,809,25,472,13,12,13,0.0006036382138590182,0.0006036382138590182,0.0005388347319895297,0.0007514557047594842,0.3626344341421408,0.001643787195267817,0.0011049524632782872,6.480348186949089e-05,0.032401740934745446
deep_pullback_and_extended,all_entries,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,809,25,472,13,12,13,-0.00016404799916441484,-0.00016404799916441484,-0.00022885148103390628,0.00021345954984822675,0.3626344341421408,0.0014939862528661402,0.0017228377339000463,6.480348186949089e-05,0.032401740934745446
deep_pullback_and_extended,all_entries,2025Q3,w4,PRIMARY,SUPPORTED,809,25,472,13,12,13,0.00019414319328739483,0.00019414319328739483,0.00012933971141790404,0.0005894083458339556,0.3626344341421408,0.0017483711800288535,0.0016190314686109497,6.480348186949089e-05,0.032401740934745446
deep_pullback_and_extended,nonoverlap_w4,2025Q3,w1,PRIMARY,SUPPORTED,540,21,322,13,11,13,-0.0007206749370554049,-0.0007206749370554049,-0.0008050835938280502,-0.0002775745525153468,0.2508878188557333,0.0010479314580529155,0.0018530150518809656,8.440865677264664e-05,0.04220432838632331
deep_pullback_and_extended,nonoverlap_w4,2025Q3,w2,PRIMARY,SUPPORTED,540,21,322,13,11,13,0.0004333865211731406,0.0004333865211731406,0.00034897786440049393,0.0007682197120381896,0.2508878188557333,0.0019214432161412454,0.0015724653517407519,8.440865677264664e-05,0.04220432838632331
deep_pullback_and_extended,nonoverlap_w4,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,540,21,322,13,11,13,-0.0005438087710181676,-0.0005438087710181676,-0.000628217427790814,0.00016738275048720235,0.2508878188557333,0.0018405355213293663,0.0024687529491201807,8.440865677264664e-05,0.04220432838632331
deep_pullback_and_extended,nonoverlap_w4,2025Q3,w4,PRIMARY,SUPPORTED,540,21,322,13,11,13,0.00039133699686646556,0.00039133699686646556,0.00030692834009382234,0.0010700094872275261,0.2508878188557333,0.0023290853138561284,0.0020221569737623062,8.440865677264664e-05,0.04220432838632331
high_pct_above_ceiling,all_entries,2025Q3,w1,PRIMARY,SUPPORTED,809,137,0,13,13,13,-0.0005604807722401228,-0.0005604807722401228,-0.0009113308839729447,0.0006249693122977985,0.15969259304496763,0.003260961145631054,0.004172292029603999,0.0003508501117328209,0.17542505586641044
high_pct_above_ceiling,all_entries,2025Q3,w2,PRIMARY,SUPPORTED,809,137,0,13,13,13,-0.001575260337406882,-0.001575260337406882,-0.0019261104491397007,-0.0002371298232029784,0.15969259304496763,0.005250402532262439,0.007176512981402141,0.0003508501117328209,0.17542505586641044
high_pct_above_ceiling,all_entries,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,809,137,0,13,13,13,-0.004091072405241073,-0.004091072405241073,-0.0044419225169738934,-0.0016824804439594557,0.15969259304496763,0.006450279086056173,0.01089220160303007,0.0003508501117328209,0.17542505586641044
high_pct_above_ceiling,all_entries,2025Q3,w4,PRIMARY,SUPPORTED,809,137,0,13,13,13,-0.005921695398714913,-0.005921695398714913,-0.006272545510447734,-0.0032069339084126415,0.15969259304496763,0.005811677791869067,0.012084223302316798,0.0003508501117328209,0.17542505586641044
high_pct_above_ceiling,nonoverlap_w4,2025Q3,w1,PRIMARY,SUPPORTED,540,95,0,13,13,13,-0.002485156896770427,-0.002485156896770427,-0.002859510083027241,-0.00034590108854050036,0.11554376425287065,0.003057193087304302,0.005916703170331541,0.0003743531862568148,0.18717659312840734
high_pct_above_ceiling,nonoverlap_w4,2025Q3,w2,PRIMARY,SUPPORTED,540,95,0,13,13,13,-0.004910352245473804,-0.004910352245473804,-0.005284705431730619,-0.0022545047817037226,0.11554376425287065,0.004265489269617271,0.009550194701347891,0.0003743531862568148,0.18717659312840734
high_pct_above_ceiling,nonoverlap_w4,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,540,95,0,13,13,13,-0.0077713188126316834,-0.0077713188126316834,-0.008145671998888503,-0.003399249993623058,0.11554376425287065,0.005661243767242178,0.01380691576613068,0.0003743531862568148,0.18717659312840734
high_pct_above_ceiling,nonoverlap_w4,2025Q3,w4,PRIMARY,SUPPORTED,540,95,0,13,13,13,-0.008982838741462995,-0.008982838741462995,-0.00935719192771981,-0.004274639384044857,0.11554376425287065,0.005172421523880441,0.014529613451600247,0.0003743531862568148,0.18717659312840734
deep_pullback,all_entries,2025Q4,w1,PRIMARY,SUPPORTED,865,103,464,13,13,13,0.0008956439463343387,0.0008956439463343387,0.0006707956589794378,0.0010350991885816109,0.13372511408289586,0.0033571994841523267,0.0026864038251728883,0.00022484828735489987,0.11242414367744995
deep_pullback,all_entries,2025Q4,w2,PRIMARY,SUPPORTED,865,103,464,13,13,13,0.0006204991505582932,0.0006204991505582932,0.0003956508632033922,0.0013453997745382516,0.13372511408289586,0.004884416030767858,0.0044887651675644645,0.00022484828735489987,0.11242414367744995
deep_pullback,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,865,103,464,13,13,13,-0.0009711743764112802,-0.0009711743764112802,-0.0011960226637661808,0.0009572972298429378,0.13372511408289586,0.005674322923635848,0.006870345587402028,0.00022484828735489987,0.11242414367744995
deep_pullback,all_entries,2025Q4,w4,PRIMARY,SUPPORTED,865,103,464,13,13,13,-0.0034326435355768706,-0.0034326435355768706,-0.003657491822931771,0.00014171317009395738,0.13372511408289586,0.0054058619202490875,0.009063353743180859,0.00022484828735489987,0.11242414367744995
deep_pullback,nonoverlap_w4,2025Q4,w1,PRIMARY,SUPPORTED,604,80,330,13,13,13,0.0007849543510777338,0.0007849543510777338,0.000514262697478937,0.0007706308837396997,0.12785824856258296,0.0040549879828785254,0.0035407252853995896,0.00027069165359879714,0.13534582679939858
deep_pullback,nonoverlap_w4,2025Q4,w2,PRIMARY,SUPPORTED,604,80,330,13,13,13,0.0007495972023336902,0.0007495972023336902,0.0004789055487348928,0.0015875058254022308,0.12785824856258296,0.006150868448142112,0.005671962899407218,0.00027069165359879714,0.13534582679939858
deep_pullback,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,604,80,330,13,13,13,-0.0020509844835740394,-0.0020509844835740394,-0.0023216761371728355,0.0003787563746350453,0.12785824856258296,0.006563571141735706,0.008885247278908541,0.00027069165359879714,0.13534582679939858
deep_pullback,nonoverlap_w4,2025Q4,w4,PRIMARY,SUPPORTED,604,80,330,13,13,13,-0.0055946999567544125,-0.0055946999567544125,-0.0058653916103532135,-0.0010950996947052213,0.12785824856258296,0.0059892619397744614,0.011854653550127676,0.00027069165359879714,0.13534582679939858
extended_vs_candidate,all_entries,2025Q4,w1,PRIMARY,SUPPORTED,865,182,0,13,13,13,-0.0002889679272420676,-0.0002889679272420676,-0.000690068070592162,-0.0004628760709189018,0.1885847359370622,0.005564083525531003,0.006254151596123166,0.00040110014335009394,0.200550071675047
extended_vs_candidate,all_entries,2025Q4,w2,PRIMARY,SUPPORTED,865,182,0,13,13,13,0.00018073968600029757,0.00018073968600029757,-0.00022036045734979642,0.0006953714204917755,0.1885847359370622,0.007983184464220233,0.008203544921570027,0.00040110014335009394,0.200550071675047
extended_vs_candidate,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,865,182,0,13,13,13,-0.001202118555300036,-0.001202118555300036,-0.001603218698650132,0.0007659494076088025,0.1885847359370622,0.008252710970886338,0.00985592966953647,0.00040110014335009394,0.200550071675047
extended_vs_candidate,all_entries,2025Q4,w4,PRIMARY,SUPPORTED,865,182,0,13,13,13,-0.005066167350018108,-0.005066167350018108,-0.0054672674933682035,-0.000394304343827882,0.1885847359370622,0.008236758644381895,0.013704026137750099,0.00040110014335009394,0.200550071675047
extended_vs_candidate,nonoverlap_w4,2025Q4,w1,PRIMARY,SUPPORTED,604,128,0,13,13,13,-0.0015452000829521036,-0.0015452000829521036,-0.0019518490509847863,-0.0016704260404693542,0.2093256321241417,0.005496945070415123,0.007448794121399908,0.0004066489680326828,0.2033244840163414
extended_vs_candidate,nonoverlap_w4,2025Q4,w2,PRIMARY,SUPPORTED,604,128,0,13,13,13,-0.0002223315103944202,-0.0002223315103944202,-0.0006289804784271023,0.00032698197565975265,0.2093256321241417,0.008025138013501444,0.008654118491928545,0.0004066489680326828,0.2033244840163414
extended_vs_candidate,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,604,128,0,13,13,13,-0.0013473287859280903,-0.0013473287859280903,-0.0017539777539607728,0.000747730224396812,0.2093256321241417,0.008785451815015563,0.010539429568976336,0.0004066489680326828,0.2033244840163414
extended_vs_candidate,nonoverlap_w4,2025Q4,w4,PRIMARY,SUPPORTED,604,128,0,13,13,13,-0.005766054054778676,-0.005766054054778676,-0.006172703022811361,-0.000530949757906221,0.2093256321241417,0.008912025003774634,0.015084728026585994,0.0004066489680326828,0.2033244840163414
deep_pullback_and_extended,all_entries,2025Q4,w1,PRIMARY,SUPPORTED,865,30,464,13,8,13,0.0006435206735337341,0.0006435206735337341,0.0005813249705711059,0.0005664241615893995,0.4075274388601594,0.0012446910132222237,0.0006633660426511177,6.219570296262796e-05,0.03109785148131398
deep_pullback_and_extended,all_entries,2025Q4,w2,PRIMARY,SUPPORTED,865,30,464,13,8,13,0.0018346487225347817,0.0018346487225347817,0.0017724530195721536,0.0017532843785929121,0.4075274388601594,0.002391220735860732,0.0006187677162885785,6.219570296262796e-05,0.03109785148131398
deep_pullback_and_extended,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,865,30,464,13,8,13,0.0023229474537351936,0.0023229474537351936,0.0022607517507725657,0.0024928159304031883,0.4075274388601594,0.002985928337921113,0.0007251765871485473,6.219570296262796e-05,0.03109785148131398
deep_pullback_and_extended,all_entries,2025Q4,w4,PRIMARY,SUPPORTED,865,30,464,13,8,13,0.00138867932747766,0.00138867932747766,0.0013264836245150296,0.002052210407840308,0.4075274388601594,0.0025270443961825264,0.0012005607716674967,6.219570296262796e-05,0.03109785148131398
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w1,PRIMARY,SUPPORTED,604,25,330,13,8,13,0.0004896054011601464,0.0004896054011601464,0.0004154308609377255,0.0002798195690586197,0.40815767096312205,0.0013381422843037833,0.0009227114233660574,7.417454022242094e-05,0.03708727011121046
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w2,PRIMARY,SUPPORTED,604,25,330,13,8,13,0.002225765865948898,0.002225765865948898,0.0021515913257264766,0.0020021042072944114,0.40815767096312205,0.0028898954514784644,0.0007383041257519881,7.417454022242094e-05,0.03708727011121046
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,604,25,330,13,8,13,0.002486672958426738,0.002486672958426738,0.0024124984182043174,0.0026427895911926773,0.40815767096312205,0.003140180876401234,0.0007276824581969169,7.417454022242094e-05,0.03708727011121046
deep_pullback_and_extended,nonoverlap_w4,2025Q4,w4,PRIMARY,SUPPORTED,604,25,330,13,8,13,0.0009872593184953,0.0009872593184953,0.0009130847782728782,0.001887095276654959,0.40815767096312205,0.002358763946077195,0.0014456791678043172,7.417454022242094e-05,0.03708727011121046
high_pct_above_ceiling,all_entries,2025Q4,w1,PRIMARY,SUPPORTED,865,221,0,13,13,13,0.002424482595225793,0.002424482595225793,0.0019129452293453293,0.0028380127015902104,0.21560528319850172,0.006875776637272273,0.004962831407926947,0.0005115373658804629,0.25576868294023153
