code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source
OKLO,2025-10-10,True,pivot,False,pivot,136.53,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 136.53, ""resistance_date"": ""2025-10-06""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 136.53, ""resistance_date"": ""2025-10-06""}}",1.0,2025-10-10,137.69,136.53,2.0430116046512015,0.0778583461510289,0.4209670865501825,0.4319382364892321,pivot,,147.16,7.79,EXTENDED,1.5620318371289466,113.3,2025-07-14,148.8,4,1,59.14,2025-02-03,-70.5,1,23,70.5,4.583333333333333,1.0,2,4.0,-20.5,7.8,True,True,,161.41,-8.82844929062635,Unknown,Unknown,
RIOT,2025-10-10,True,ceiling_breakout,,ceiling,20.65,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,21.01,1.74,UNCONFIRMED,1.0651585751436417,0.0,2025-10-06,1.7,0,0,20.65,2023-07-10,-70.0,6,117,70.0,4.083333333333333,2.0,0,,,,True,False,-100.0,23.93,-12.202256581696602,Technology Services,Information Technology Services,SEC
CORZ,2025-10-10,True,ceiling_breakout,,ceiling,18.35,ceiling_breakout,,1.0,2025-10-10,18.35,18.35,2.479734919289035,0.0092643051771115,0.3875968992248064,0.1317829457364327,ceiling,,18.52,0.93,ACTIONABLE,1.9315324034815793,0.0,2025-10-06,0.9,0,0,18.35,2024-11-18,-66.2,3,46,66.2,3.916666666666667,3.0,0,,,,True,True,91.0569105691,19.31,-4.091144484722942,Technology Services,Packaged Software,SEC
VRT,2025-10-10,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,168.99,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-06"", ""ma10_prior_week"": 136.906, ""pending_high"": 168.99, ""touch_date"": ""2025-09-29""}",1.0,2025-10-10,178.43,168.99,2.341085843475388,0.0001183501982364,0.0249134948096875,0.0013840830449814,ma10_touch_confirm,,169.01,0.01,ACTIONABLE,1.5894674225901673,5.5,2025-09-29,8.6,1,0,155.68,2025-01-20,-65.6,2,36,65.6,3.6666666666666665,4.0,0,,,,True,True,109.0909090909,183.1,-7.69524849808848,Electronic Technology,Electronic Production Equipment,SEC
ASTS,2025-10-10,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,68.8,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-06"", ""ma10_prior_week"": 48.626, ""pending_high"": 68.8, ""touch_date"": ""2025-09-29""}",1.0,2025-10-07,68.8,68.8,1.6884452261723697,0.0864825581395349,0.856651376146789,0.6823394495412848,ma10_touch_confirm,,82.03,19.23,EXTENDED,2.182823144946845,21.1,2025-09-29,41.2,1,0,58.08,2025-07-14,-37.9,1,11,37.9,3.5833333333333335,5.0,0,,,,True,True,-357.1428571429,91.41,-10.261459358932278,Unknown,Unknown,SEC
MP,2025-10-10,True,pivot,True,pivot,75.92,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 75.92, ""resistance_date"": ""2025-10-06""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 75.92, ""resistance_date"": ""2025-10-06""}}",1.0,2025-10-10,75.92,75.92,4.079836336412631,0.0318756585879873,0.4273281114012183,0.2106179286335946,pivot,,78.34,3.19,ACTIONABLE,2.319889269406536,156.4,2025-06-09,190.7,2,0,26.95,2025-03-10,-30.8,1,13,30.8,3.2499999999999996,6.0,3,9.0,-25.6,-5.0,True,True,-625.0,84.92,-7.748469147432879,Unknown,Unknown,SEC
ALM,2025-10-10,True,ceiling_breakout,,ceiling,7.74,ceiling_breakout,,1.0,2025-10-09,7.99,7.74,2.9970922468693693,0.0116279069767442,0.4318181818181823,0.204545454545454,ceiling,,7.75,0.13,ACTIONABLE,3.558895559768739,0.0,2025-10-06,0.1,0,0,7.74,2025-06-30,-59.2,1,14,59.2,3.125,7.0,0,,,,True,True,,8.39,-7.628128724672234,Non-Energy Minerals,Other Metals/Minerals,
TEM,2025-10-10,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,94.0,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-06"", ""ma10_prior_week"": 77.03, ""pending_high"": 94.0, ""touch_date"": ""2025-09-29""}",0.0,,,,,,,,,daily_volume_not_confirmed,96.39,2.54,UNCONFIRMED,1.0427877712395246,5.2,2025-09-29,5.4,1,0,91.45,2025-02-10,-60.4,2,33,60.4,3.0833333333333335,8.0,0,,,,True,False,,104.32,-7.601610429447847,Unknown,Unknown,
ANET,2025-10-10,True,pivot,False,pivot,150.25,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 150.25, ""resistance_date"": ""2025-10-06""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,154.1,2.56,UNCONFIRMED,1.1983495511173794,12.9,2025-08-25,15.4,1,0,133.57,2025-01-20,-55.5,1,31,55.5,2.5833333333333335,9.0,2,4.0,-7.3,2.6,True,False,-66.4516129032,162.68,-5.274157855913453,Electronic Technology,Computer Peripherals,SEC
SANM,2025-10-10,True,pivot,True,pivot,122.08,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 122.08, ""resistance_date"": ""2025-10-06""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 122.08, ""resistance_date"": ""2025-10-06""}}",1.0,2025-10-06,160.25,122.08,5.769200474695176,0.146788990825688,0.2552408973887458,0.6590658330268482,pivot,,122.71,0.52,ACTIONABLE,2.5200849953688556,25.1,2025-06-23,35.9,2,1,90.32,2024-11-04,-29.5,2,33,29.5,2.479166666666667,10.0,2,10.0,-11.2,0.5,False,False,-28.90625,160.25,-23.425897035881437,Electronic Technology,Electronic Production Equipment,SEC
GH,2025-10-10,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,63.63,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-10-06"", ""ma10_prior_week"": 58.04, ""pending_high"": 63.63, ""touch_date"": ""2025-09-08""}",0.0,,,,,,,,,daily_volume_not_confirmed,64.22,0.93,UNCONFIRMED,0.8219473832184276,18.4,2025-08-04,29.8,2,0,49.48,2025-02-10,-29.5,3,25,29.5,1.8958333333333333,11.0,1,7.0,-20.9,-4.9,True,False,-25.3731343284,68.0,-5.558823529411772,Health Technology,Medical Specialties,SEC
GSK,2025-10-10,True,ceiling_breakout,,ceiling,43.39,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,43.54,0.35,UNCONFIRMED,1.2490418313567049,0.0,2025-10-06,0.3,0,0,43.39,2024-05-20,-29.3,4,72,29.3,1.75,12.0,0,,,,False,False,,45.59,-4.49660013160782,Unknown,Unknown,
PLUG,2025-10-10,False,,,,,,,,,,,,,,,,,3.42,,,2.46929072173529,-10.2,2025-09-29,3.0,0,0,3.32,2025-01-06,-79.2,2,38,,,,1,2.0,-15.2,-13.4,False,False,,4.58,-25.327510917030573,Unknown,Unknown,
MNPR,2025-10-10,False,,,,,,,,,,,,,,,,,87.82,,,2.300480920427986,38.8,2025-09-15,70.6,0,0,51.48,2025-02-03,-49.4,3,32,,,,1,2.0,-14.6,-13.1,False,False,,105.0,-16.361904761904768,Health Technology,Biotechnology,
IREN,2025-10-10,False,,False,,,,,,,,,,,,,,,59.77,,,2.0960324636837786,224.0,2025-08-04,275.4,2,0,15.92,2024-12-02,-67.8,2,35,,,,1,3.0,-14.2,102.6,True,True,,70.05,-14.675231977159164,Unknown,Unknown,
STX,2025-10-10,False,,False,,,,,,,,,,,,,,,214.38,,,1.7628256468722707,83.3,2025-05-26,90.4,1,0,112.59,2024-10-14,-44.3,2,32,,,,4,2.0,-19.5,-18.8,False,False,,264.83,-19.049956575916628,Electronic Technology,Computer Peripherals,
RKLB,2025-10-10,False,,False,,,,,,,,,,,,,,,64.26,,,1.754000328868624,81.6,2025-06-23,92.7,3,1,33.34,2025-01-20,-55.9,1,22,,,,2,4.0,-16.3,18.9,True,True,,73.5,-12.571428571428566,Electronic Technology,Aerospace & Defense,
IONQ,2025-10-10,False,,False,,,,,,,,,,,,,,,70.65,,,1.7412525906881378,27.0,2025-09-08,47.5,1,0,47.91,2024-12-30,-62.7,3,36,,,,2,2.0,-4.2,-4.2,False,False,,82.97,-14.848740508617563,Electronic Technology,Computer Processing Hardware,
SOFI,2025-10-10,False,,False,,,,,,,,,,,,,,,26.19,,,1.7038809981007808,41.0,2025-06-30,42.2,1,0,18.42,2025-01-20,-53.3,1,23,,,,2,4.0,-16.2,-11.6,True,True,,30.3,-13.564356435643566,Unknown,Unknown,
QBTS,2025-10-10,False,,False,,,,,,,,,,,,,,,33.02,,,1.6997788451662152,169.6,2025-05-12,189.4,3,2,11.41,2024-12-23,-67.2,2,20,,,,3,3.0,-16.4,20.8,True,True,,39.55,-16.510745891276844,Unknown,Unknown,
TSM,2025-10-10,False,,True,,,,,,,,,,,,,,,280.66,,,1.632074090667915,22.8,2025-06-23,24.9,1,1,224.7,2025-01-20,-40.5,1,22,,,,3,2.0,-5.5,-5.4,False,False,,307.3,-8.669053042629349,Electronic Technology,Semiconductors,
FUTU,2025-10-10,False,,False,,,,,,,,,,,,,,,154.6,,,1.6176790613317875,3.1,2025-07-07,21.4,0,0,127.39,2024-09-30,-44.6,2,40,,,,2,8.0,-22.0,-20.4,False,False,,199.86,-22.645852096467532,Unknown,Unknown,
JOBY,2025-10-10,False,,False,,,,,,,,,,,,,,,16.28,,,1.6118879838622635,35.2,2025-07-07,35.9,1,0,11.98,2023-06-26,-62.4,7,106,,,,2,2.0,-12.9,-12.4,False,False,,20.95,-22.291169451073976,Unknown,Unknown,
CRDO,2025-10-10,False,,False,,,,,,,,,,,,,,,138.83,,,1.601499871802875,48.5,2025-06-23,60.1,1,0,86.69,2025-01-20,-66.4,1,22,,,,3,4.0,-23.7,-21.4,False,False,,176.7,-21.431805319750975,Technology Services,Information Technology Services,
KLAC,2025-10-10,False,,,,,,,,,,,,,,,,,982.75,,,1.5770744168882973,8.6,2025-09-01,10.9,1,0,886.13,2024-07-08,-38.1,5,60,,,,1,2.0,-15.1,-14.9,False,False,,1155.0,-14.913419913419911,Electronic Technology,Semiconductors,
RTX,2025-10-10,False,,False,,,,,,,,,,,,,,,157.7,,,1.5705954447789303,16.1,2025-05-26,19.6,4,0,131.83,2025-02-24,-15.6,1,13,,,,4,2.0,-6.4,-6.3,False,False,,170.85,-7.696810067310511,Electronic Technology,Aerospace & Defense,
BABA,2025-10-10,False,,,,,,,,,,,,,,,,,159.01,,,1.5648201625759344,2.5,2025-09-08,11.3,0,0,142.88,2025-02-17,-34.1,2,29,,,,1,2.0,-18.4,-17.5,False,False,,192.67,-17.470285981211397,Unknown,Unknown,
LKNCY,2025-10-10,False,,False,,,,,,,,,,,,,,,39.5,,,1.542157732199709,2.6,2025-06-30,9.9,1,0,35.95,2023-10-02,-51.9,7,91,,,,4,2.0,-6.5,-3.6,False,False,,43.64,-9.486709440879926,Unknown,Unknown,
HUT,2025-10-10,False,,False,,,,,,,,,,,,,,,43.57,,,1.523705942840458,34.3,2025-09-08,36.4,0,0,31.95,2024-12-02,-68.6,3,40,,,,1,3.0,-18.2,10.4,True,True,,51.3,-15.068226120857698,Technology Services,Data Processing Services,
SNDK,2025-10-10,False,,False,,,,,,,,,,,,,,,116.91,,,1.4924261296270578,70.5,2025-09-01,109.9,0,0,55.69,2025-03-24,-49.9,2,23,,,,2,2.0,-15.6,-14.7,False,False,,137.05,-14.695366654505658,Electronic Technology,Computer Peripherals,
FFIV,2025-10-10,False,,True,,,,,,,,,,,,,,,331.75,,,1.478691704222526,3.1,2025-08-04,6.1,1,1,312.76,2025-02-10,-27.4,1,25,,,,2,4.0,-5.1,-0.9,True,True,,346.0,-4.118497109826591,Technology Services,Packaged Software,
AVAV,2025-10-10,False,,,,,,,,,,,,,,,,,392.29,,,1.4638381252051715,30.2,2025-09-22,37.2,0,0,285.99,2025-06-23,-34.3,1,13,,,,0,,,,True,True,,417.86,-6.119274398123775,Unknown,Unknown,
ABBV,2025-10-10,False,,False,,,,,,,,,,,,,,,230.5,,,1.447221411512599,8.4,2025-09-01,8.8,0,0,211.86,2024-10-28,-24.8,3,44,,,,2,2.0,-7.0,-5.8,False,False,,244.81,-5.8453494546791385,Health Technology,Pharmaceuticals: Major,
PAC,2025-10-10,False,,False,,,,,,,,,,,,,,,225.88,,,1.4387114020809877,14.1,2025-04-21,14.7,3,0,196.97,2024-12-02,-17.5,2,20,,,,4,5.0,-13.8,-12.9,False,False,,259.33,-12.898623375621789,Unknown,Unknown,
