snapshot_date,policy_id,pick_count,selected_codes,composition_groups,setup_routes,industries,confirmed_non_pullback_count,confirmed_pullback_count,standard_count,incomplete_count,distinct_industry_count
2026-05-08,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""HFBL"", ""LINC"", ""FTNT""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Savings Banks"", ""Unknown"", ""Information Technology Services""]",1,2,0,0,3
2026-05-08,TRACK_F__FCS_MAX1_NO_IND,3,"[""HFBL"", ""FTNT"", ""MATX""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""pullback""]","[""Savings Banks"", ""Information Technology Services"", ""Marine Shipping""]",1,1,1,0,3
2026-05-15,B0_ORIGINAL,3,"[""HLIO"", ""CVS"", ""AIZ""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""non_pullback"", ""non_pullback"", ""non_pullback""]","[""Industrial Machinery"", ""Drugstore Chains"", ""Property/Casualty Insurance""]",3,0,0,0,3
2026-05-15,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""HLIO"", ""CVS"", ""VAL""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""non_pullback"", ""pullback""]","[""Industrial Machinery"", ""Drugstore Chains"", ""Contract Drilling""]",2,1,0,0,3
2026-05-15,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""HLIO"", ""CVS"", ""VAL""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""non_pullback"", ""pullback""]","[""Industrial Machinery"", ""Drugstore Chains"", ""Contract Drilling""]",2,1,0,0,3
2026-05-15,TRACK_F__FCS_MAX1,3,"[""HLIO"", ""VAL"", ""ALKS""]","[""confirmed_non_pullback"", ""confirmed_pullback"", ""standard""]","[""non_pullback"", ""pullback"", ""non_pullback""]","[""Industrial Machinery"", ""Contract Drilling"", ""Pharmaceuticals: Major""]",1,1,1,0,3
2026-05-15,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""HLIO"", ""CVS"", ""VAL""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""non_pullback"", ""pullback""]","[""Industrial Machinery"", ""Drugstore Chains"", ""Contract Drilling""]",2,1,0,0,3
2026-05-15,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""HLIO"", ""CVS"", ""VAL""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""non_pullback"", ""pullback""]","[""Industrial Machinery"", ""Drugstore Chains"", ""Contract Drilling""]",2,1,0,0,3
2026-05-15,TRACK_F__FCS_MAX1_NO_IND,3,"[""HLIO"", ""VAL"", ""ALKS""]","[""confirmed_non_pullback"", ""confirmed_pullback"", ""standard""]","[""non_pullback"", ""pullback"", ""non_pullback""]","[""Industrial Machinery"", ""Contract Drilling"", ""Pharmaceuticals: Major""]",1,1,1,0,3
2026-05-22,B0_ORIGINAL,3,"[""CMPR"", ""PDLB"", ""CLBK""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""non_pullback"", ""non_pullback"", ""non_pullback""]","[""Commercial Printing/Forms"", ""Savings Banks"", ""Unknown""]",3,0,0,0,3
2026-05-22,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""ROIV"", ""CMPR"", ""PDLB""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Commercial Printing/Forms"", ""Savings Banks""]",2,1,0,0,3
2026-05-22,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""ROIV"", ""CMPR"", ""PDLB""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Commercial Printing/Forms"", ""Savings Banks""]",2,1,0,0,3
2026-05-22,TRACK_F__FCS_MAX1,3,"[""ROIV"", ""CMPR"", ""GS""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Commercial Printing/Forms"", ""Investment Banks/Brokers""]",1,1,1,0,3
2026-05-22,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""ROIV"", ""CMPR"", ""PDLB""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Commercial Printing/Forms"", ""Savings Banks""]",2,1,0,0,3
2026-05-22,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""ROIV"", ""CMPR"", ""PDLB""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Commercial Printing/Forms"", ""Savings Banks""]",2,1,0,0,3
2026-05-22,TRACK_F__FCS_MAX1_NO_IND,3,"[""ROIV"", ""CMPR"", ""GS""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Commercial Printing/Forms"", ""Investment Banks/Brokers""]",1,1,1,0,3
2026-05-29,B0_ORIGINAL,3,"[""BWA"", ""NBIX"", ""ILMN""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""non_pullback"", ""non_pullback"", ""non_pullback""]","[""Trucks/Construction/Farm Machinery"", ""Biotechnology"", ""Medical Specialties""]",3,0,0,0,3
2026-05-29,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""AVGO"", ""FUSB"", ""NVRI""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Semiconductors"", ""Regional Banks"", ""Other Metals/Minerals""]",0,3,0,0,3
2026-05-29,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""AVGO"", ""FUSB"", ""NVRI""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Semiconductors"", ""Regional Banks"", ""Other Metals/Minerals""]",0,3,0,0,3
2026-05-29,TRACK_F__FCS_MAX1,3,"[""AVGO"", ""BWA"", ""SHEN""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""pullback""]","[""Semiconductors"", ""Trucks/Construction/Farm Machinery"", ""Unknown""]",1,1,1,0,3
2026-05-29,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""AVGO"", ""FUSB"", ""NVRI""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Semiconductors"", ""Regional Banks"", ""Other Metals/Minerals""]",0,3,0,0,3
2026-05-29,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""AVGO"", ""FUSB"", ""NVRI""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Semiconductors"", ""Regional Banks"", ""Other Metals/Minerals""]",0,3,0,0,3
2026-05-29,TRACK_F__FCS_MAX1_NO_IND,3,"[""AVGO"", ""BWA"", ""SHEN""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""pullback""]","[""Semiconductors"", ""Trucks/Construction/Farm Machinery"", ""Unknown""]",1,1,1,0,3
2026-06-05,B0_ORIGINAL,3,"[""TWIN"", ""AMG"", ""TBBB""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""non_pullback"", ""non_pullback"", ""non_pullback""]","[""Trucks/Construction/Farm Machinery"", ""Investment Managers"", ""Food Retail""]",3,0,0,0,3
2026-06-05,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""FSBC"", ""MCRI"", ""TWIN""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Regional Banks"", ""Hotels/Resorts/Cruise lines"", ""Trucks/Construction/Farm Machinery""]",1,2,0,0,3
2026-06-05,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""FSBC"", ""MCRI"", ""TWIN""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Regional Banks"", ""Hotels/Resorts/Cruise lines"", ""Trucks/Construction/Farm Machinery""]",1,2,0,0,3
2026-06-05,TRACK_F__FCS_MAX1,2,"[""FSBC"", ""TWIN""]","[""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""non_pullback""]","[""Regional Banks"", ""Trucks/Construction/Farm Machinery""]",1,1,0,0,2
2026-06-05,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""FSBC"", ""MCRI"", ""TWIN""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Regional Banks"", ""Hotels/Resorts/Cruise lines"", ""Trucks/Construction/Farm Machinery""]",1,2,0,0,3
2026-06-05,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""FSBC"", ""MCRI"", ""TWIN""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Regional Banks"", ""Hotels/Resorts/Cruise lines"", ""Trucks/Construction/Farm Machinery""]",1,2,0,0,3
2026-06-05,TRACK_F__FCS_MAX1_NO_IND,2,"[""FSBC"", ""TWIN""]","[""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""non_pullback""]","[""Regional Banks"", ""Trucks/Construction/Farm Machinery""]",1,1,0,0,2
2026-06-12,B0_ORIGINAL,3,"[""MCS"", ""CWBC"", ""FDSB""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""non_pullback"", ""non_pullback"", ""non_pullback""]","[""Movies/Entertainment"", ""Regional Banks"", ""Savings Banks""]",3,0,0,0,3
2026-06-12,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""MCS"", ""CWBC"", ""SLAB""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""non_pullback"", ""pullback""]","[""Movies/Entertainment"", ""Regional Banks"", ""Semiconductors""]",2,1,0,0,3
2026-06-12,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""MCS"", ""CWBC"", ""SLAB""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""non_pullback"", ""pullback""]","[""Movies/Entertainment"", ""Regional Banks"", ""Semiconductors""]",2,1,0,0,3
2026-06-12,TRACK_F__FCS_MAX1,3,"[""MCS"", ""SLAB"", ""PRM""]","[""confirmed_non_pullback"", ""confirmed_pullback"", ""standard""]","[""non_pullback"", ""pullback"", ""pullback""]","[""Movies/Entertainment"", ""Semiconductors"", ""Chemicals: Major Diversified""]",1,1,1,0,3
2026-06-12,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""MCS"", ""CWBC"", ""SLAB""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""non_pullback"", ""pullback""]","[""Movies/Entertainment"", ""Regional Banks"", ""Semiconductors""]",2,1,0,0,3
2026-06-12,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""MCS"", ""CWBC"", ""SLAB""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""non_pullback"", ""pullback""]","[""Movies/Entertainment"", ""Regional Banks"", ""Semiconductors""]",2,1,0,0,3
2026-06-12,TRACK_F__FCS_MAX1_NO_IND,3,"[""MCS"", ""SLAB"", ""PRM""]","[""confirmed_non_pullback"", ""confirmed_pullback"", ""standard""]","[""non_pullback"", ""pullback"", ""pullback""]","[""Movies/Entertainment"", ""Semiconductors"", ""Chemicals: Major Diversified""]",1,1,1,0,3
2026-06-18,B0_ORIGINAL,3,"[""TER"", ""ADI"", ""GEV""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Electronic Production Equipment"", ""Semiconductors"", ""Electrical Products""]",0,3,0,0,3
2026-06-18,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""TER"", ""ADI"", ""GEV""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Electronic Production Equipment"", ""Semiconductors"", ""Electrical Products""]",0,3,0,0,3
2026-06-18,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""TER"", ""ADI"", ""GEV""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Electronic Production Equipment"", ""Semiconductors"", ""Electrical Products""]",0,3,0,0,3
2026-06-18,TRACK_F__FCS_MAX1,2,"[""TER"", ""NVT""]","[""confirmed_pullback"", ""standard""]","[""pullback"", ""pullback""]","[""Electronic Production Equipment"", ""Electronic Components""]",0,1,1,0,2
2026-06-18,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""TER"", ""ADI"", ""TXN""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Electronic Production Equipment"", ""Semiconductors"", ""Semiconductors""]",0,3,0,0,2
2026-06-18,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""TER"", ""ADI"", ""TXN""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Electronic Production Equipment"", ""Semiconductors"", ""Semiconductors""]",0,3,0,0,2
2026-06-18,TRACK_F__FCS_MAX1_NO_IND,2,"[""TER"", ""NVT""]","[""confirmed_pullback"", ""standard""]","[""pullback"", ""pullback""]","[""Electronic Production Equipment"", ""Electronic Components""]",0,1,1,0,2
2026-06-26,B0_ORIGINAL,3,"[""EGBN"", ""ADPT"", ""QCRH""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""non_pullback"", ""non_pullback"", ""non_pullback""]","[""Regional Banks"", ""Biotechnology"", ""Major Banks""]",3,0,0,0,3
2026-06-26,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""ETON"", ""ELVN"", ""EGBN""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Biotechnology"", ""Regional Banks""]",1,2,0,0,3
2026-06-26,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""ETON"", ""ELVN"", ""EGBN""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Biotechnology"", ""Regional Banks""]",1,2,0,0,3
2026-06-26,TRACK_F__FCS_MAX1,3,"[""ETON"", ""EGBN"", ""ACU""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Regional Banks"", ""Wholesale Distributors""]",1,1,1,0,3
2026-06-26,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""ETON"", ""ELVN"", ""EGBN""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Biotechnology"", ""Regional Banks""]",1,2,0,0,3
2026-06-26,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""ETON"", ""ELVN"", ""EGBN""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Biotechnology"", ""Regional Banks""]",1,2,0,0,3
2026-06-26,TRACK_F__FCS_MAX1_NO_IND,3,"[""ETON"", ""EGBN"", ""ACU""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Regional Banks"", ""Wholesale Distributors""]",1,1,1,0,3
2026-07-02,B0_ORIGINAL,3,"[""BMRC"", ""BSET"", ""PACS""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""non_pullback"", ""non_pullback"", ""non_pullback""]","[""Regional Banks"", ""Home Furnishings"", ""Hospital/Nursing Management""]",3,0,0,0,3
2026-07-02,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""TCBK"", ""NTST"", ""BSET""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Regional Banks"", ""Real Estate Investment Trusts"", ""Home Furnishings""]",1,2,0,0,3
2026-07-02,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""TCBK"", ""NTST"", ""BSET""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Regional Banks"", ""Real Estate Investment Trusts"", ""Home Furnishings""]",1,2,0,0,3
2026-07-02,TRACK_F__FCS_MAX1,3,"[""TCBK"", ""BSET"", ""TRIN""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""pullback""]","[""Regional Banks"", ""Home Furnishings"", ""Investment Trusts/Mutual Funds""]",1,1,1,0,3
2026-07-02,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""TCBK"", ""NTST"", ""BMRC""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Regional Banks"", ""Real Estate Investment Trusts"", ""Regional Banks""]",1,2,0,0,2
2026-07-02,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""TCBK"", ""NTST"", ""BMRC""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Regional Banks"", ""Real Estate Investment Trusts"", ""Regional Banks""]",1,2,0,0,2
2026-07-02,TRACK_F__FCS_MAX1_NO_IND,3,"[""TCBK"", ""BMRC"", ""TRIN""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""pullback""]","[""Regional Banks"", ""Regional Banks"", ""Investment Trusts/Mutual Funds""]",1,1,1,0,2
2026-07-10,B0_ORIGINAL,3,"[""BSVN"", ""RAPP"", ""LASR""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Regional Banks"", ""Biotechnology"", ""Unknown""]",0,3,0,0,3
2026-07-10,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""BSVN"", ""RAPP"", ""LASR""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Regional Banks"", ""Biotechnology"", ""Unknown""]",0,3,0,0,3
2026-07-10,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""BSVN"", ""RAPP"", ""LASR""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Regional Banks"", ""Biotechnology"", ""Unknown""]",0,3,0,0,3
2026-07-10,TRACK_F__FCS_MAX1,2,"[""BSVN"", ""PNTG""]","[""confirmed_pullback"", ""standard""]","[""pullback"", ""pullback""]","[""Regional Banks"", ""Medical/Nursing Services""]",0,1,1,0,2
2026-07-10,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""BSVN"", ""RAPP"", ""PHVS""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Regional Banks"", ""Biotechnology"", ""Biotechnology""]",0,3,0,0,2
2026-07-10,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""BSVN"", ""RAPP"", ""PHVS""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Regional Banks"", ""Biotechnology"", ""Biotechnology""]",0,3,0,0,2
2026-07-10,TRACK_F__FCS_MAX1_NO_IND,2,"[""BSVN"", ""PNTG""]","[""confirmed_pullback"", ""standard""]","[""pullback"", ""pullback""]","[""Regional Banks"", ""Medical/Nursing Services""]",0,1,1,0,2
2026-07-17,B0_ORIGINAL,3,"[""CZFS"", ""BIIB"", ""IRM""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""non_pullback"", ""non_pullback"", ""non_pullback""]","[""Regional Banks"", ""Pharmaceuticals: Major"", ""Real Estate Investment Trusts""]",3,0,0,0,3
2026-07-17,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""GPRE"", ""ONB"", ""SRBK""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Chemicals: Specialty"", ""Major Banks"", ""Regional Banks""]",0,3,0,0,3
2026-07-17,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""GPRE"", ""ONB"", ""SRBK""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Chemicals: Specialty"", ""Major Banks"", ""Regional Banks""]",0,3,0,0,3
2026-07-17,TRACK_F__FCS_MAX1,3,"[""GPRE"", ""CZFS"", ""EPR""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Chemicals: Specialty"", ""Regional Banks"", ""Real Estate Investment Trusts""]",1,1,1,0,3
2026-07-17,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""GPRE"", ""ONB"", ""SRBK""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Chemicals: Specialty"", ""Major Banks"", ""Regional Banks""]",0,3,0,0,3
2026-07-17,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""GPRE"", ""ONB"", ""SRBK""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Chemicals: Specialty"", ""Major Banks"", ""Regional Banks""]",0,3,0,0,3
2026-07-17,TRACK_F__FCS_MAX1_NO_IND,3,"[""GPRE"", ""CZFS"", ""EPR""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Chemicals: Specialty"", ""Regional Banks"", ""Real Estate Investment Trusts""]",1,1,1,0,3
2026-07-24,B0_ORIGINAL,3,"[""BLFS"", ""IMAX"", ""PKG""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""non_pullback"", ""non_pullback"", ""non_pullback""]","[""Medical Specialties"", ""Electronics/Appliances"", ""Containers/Packaging""]",3,0,0,0,3
2026-07-24,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""LBRX"", ""CCBG"", ""BLFS""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Regional Banks"", ""Medical Specialties""]",1,2,0,0,3
2026-07-24,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""LBRX"", ""CCBG"", ""BLFS""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Regional Banks"", ""Medical Specialties""]",1,2,0,0,3
2026-07-24,TRACK_F__FCS_MAX1,3,"[""LBRX"", ""BLFS"", ""NWFL""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Medical Specialties"", ""Regional Banks""]",1,1,1,0,3
2026-07-24,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""LBRX"", ""CCBG"", ""BLFS""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Regional Banks"", ""Medical Specialties""]",1,2,0,0,3
2026-07-24,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""LBRX"", ""CCBG"", ""BLFS""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Pharmaceuticals: Major"", ""Regional Banks"", ""Medical Specialties""]",1,2,0,0,3
2026-07-24,TRACK_F__FCS_MAX1_NO_IND,3,"[""LBRX"", ""BLFS"", ""PLSE""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""pullback""]","[""Pharmaceuticals: Major"", ""Medical Specialties"", ""Medical Specialties""]",1,1,1,0,2
2026-07-31,B0_ORIGINAL,3,"[""SHOO"", ""NBBK"", ""GSAT""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""non_pullback"", ""pullback""]","[""Apparel/Footwear"", ""Regional Banks"", ""Wireless Telecommunications""]",2,1,0,0,3
2026-07-31,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""GSAT"", ""CZFS"", ""LH""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Wireless Telecommunications"", ""Regional Banks"", ""Medical/Nursing Services""]",0,3,0,0,3
2026-07-31,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""GSAT"", ""CZFS"", ""LH""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Wireless Telecommunications"", ""Regional Banks"", ""Medical/Nursing Services""]",0,3,0,0,3
2026-07-31,TRACK_F__FCS_MAX1,3,"[""GSAT"", ""SHOO"", ""TOWN""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""pullback""]","[""Wireless Telecommunications"", ""Apparel/Footwear"", ""Regional Banks""]",1,1,1,0,3
2026-07-31,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""GSAT"", ""CZFS"", ""LH""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""pullback"", ""pullback"", ""pullback""]","[""Wireless Telecommunications"", ""Regional Banks"", ""Medical/Nursing Services""]",0,3,0,0,3
