snapshot_date,policy_id,pick_count,selected_codes,composition_groups,setup_routes,industries,confirmed_non_pullback_count,confirmed_pullback_count,standard_count,incomplete_count,distinct_industry_count
2026-05-01,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""RBB"", ""PR"", ""ESP""]","[""confirmed_non_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""pullback"", ""pullback""]","[""Regional Banks"", ""Integrated Oil"", ""Electronic Components""]",1,2,0,0,3
2026-05-01,TRACK_F__FCS_MAX1,3,"[""RBB"", ""PR"", ""GVA""]","[""confirmed_non_pullback"", ""confirmed_pullback"", ""standard""]","[""non_pullback"", ""pullback"", ""pullback""]","[""Regional Banks"", ""Integrated Oil"", ""Engineering & Construction""]",1,1,1,0,3
2026-05-01,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""RBB"", ""PR"", ""ESP""]","[""confirmed_non_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""pullback"", ""pullback""]","[""Regional Banks"", ""Integrated Oil"", ""Electronic Components""]",1,2,0,0,3
2026-05-01,TRACK_F__CONFIRMED_ONLY_TOP3_NO_IND,3,"[""RBB"", ""PR"", ""ESP""]","[""confirmed_non_pullback"", ""confirmed_pullback"", ""confirmed_pullback""]","[""non_pullback"", ""pullback"", ""pullback""]","[""Regional Banks"", ""Integrated Oil"", ""Electronic Components""]",1,2,0,0,3
2026-05-01,TRACK_F__FCS_MAX1_NO_IND,3,"[""RBB"", ""PR"", ""GVA""]","[""confirmed_non_pullback"", ""confirmed_pullback"", ""standard""]","[""non_pullback"", ""pullback"", ""pullback""]","[""Regional Banks"", ""Integrated Oil"", ""Engineering & Construction""]",1,1,1,0,3
2026-05-08,B0_ORIGINAL,3,"[""FTNT"", ""KRYS"", ""CTS""]","[""confirmed_non_pullback"", ""confirmed_non_pullback"", ""confirmed_non_pullback""]","[""non_pullback"", ""non_pullback"", ""non_pullback""]","[""Information Technology Services"", ""Biotechnology"", ""Electronic Production Equipment""]",3,0,0,0,3
2026-05-08,TRACK_F__CONFIRMED_PARITY_FALLBACK,3,"[""HFBL"", ""LINC"", ""FTNT""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Savings Banks"", ""Unknown"", ""Information Technology Services""]",1,2,0,0,3
2026-05-08,TRACK_F__CONFIRMED_ONLY_TOP3,3,"[""HFBL"", ""LINC"", ""FTNT""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Savings Banks"", ""Unknown"", ""Information Technology Services""]",1,2,0,0,3
2026-05-08,TRACK_F__FCS_MAX1,3,"[""HFBL"", ""FTNT"", ""MATX""]","[""confirmed_pullback"", ""confirmed_non_pullback"", ""standard""]","[""pullback"", ""non_pullback"", ""pullback""]","[""Savings Banks"", ""Information Technology Services"", ""Marine Shipping""]",1,1,1,0,3
2026-05-08,TRACK_F__CONFIRMED_PARITY_FALLBACK_NO_IND,3,"[""HFBL"", ""LINC"", ""FTNT""]","[""confirmed_pullback"", ""confirmed_pullback"", ""confirmed_non_pullback""]","[""pullback"", ""pullback"", ""non_pullback""]","[""Savings Banks"", ""Unknown"", ""Information Technology Services""]",1,2,0,0,3
