code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry
LYFT,2025-11-07,True,ceiling_breakout,,ceiling,20.82,ceiling_breakout,,1.0,2025-11-06,21.06,20.82,2.5274662217117125,0.020653218059558,0.5803571428571427,0.1919642857142854,ceiling,,22.04,5.86,EXTENDED,1.2572968876268489,0.0,2025-11-03,5.9,0,0,20.82,2022-08-01,-62.3,12,170,62.3,4.566666666666666,1.0,0,,,,True,False,,23.5,-6.212765957446809,Unknown,Unknown
SEDG,2025-11-07,True,pivot,False,pivot,39.6,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 39.6, ""resistance_date"": ""2025-11-03""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 39.6, ""resistance_date"": ""2025-11-03""}}",1.0,2025-11-05,39.6,39.6,3.827919398989371,0.0358585858585858,0.9488536155202824,0.125220458553792,pivot,,40.0,1.01,ACTIONABLE,1.7019044228924327,45.2,2025-06-30,68.3,2,1,23.77,2025-02-17,-53.7,1,19,53.7,4.366666666666667,2.0,5,3.0,-18.3,-4.1,True,True,,41.92,-4.580152671755733,Unknown,Unknown
STX,2025-11-07,True,pivot,False,pivot,264.0,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 264.0, ""resistance_date"": ""2025-11-03""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 264.0, ""resistance_date"": ""2025-11-03""}}",1.0,2025-11-05,264.0,264.0,1.9452315776441944,0.0445833333333332,0.693203154337213,0.4419827262485912,pivot,,279.35,5.81,EXTENDED,1.0887059939118178,138.9,2025-05-26,148.1,2,0,112.59,2024-10-14,-44.3,2,32,44.3,4.066666666666666,3.0,4,5.0,-20.8,5.8,True,False,,284.42,-1.7825750650446448,Electronic Technology,Computer Peripherals
FIGS,2025-11-07,True,pivot,False,pivot,7.54,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 7.54, ""resistance_date"": ""2025-11-03""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 7.54, ""resistance_date"": ""2025-11-03""}}",1.0,2025-11-07,8.36,7.54,2.91681454365635,0.1339522546419098,0.567901234567902,1.2469135802469136,pivot,,8.55,13.4,EXTENDED,1.5966888474364889,8.8,2025-10-13,23.9,2,0,6.9,2024-09-23,-48.3,2,55,48.3,3.7000000000000006,4.0,1,3.0,-12.2,1.5,True,True,,8.9,-3.93258426966292,Unknown,Unknown
COLL,2025-11-07,True,ceiling_breakout,,ceiling,42.23,ceiling_breakout,,1.0,2025-11-07,42.23,42.23,2.1072591018944413,0.0016575893914279,0.6923076923076901,0.02834008097166,ceiling,,42.3,0.17,ACTIONABLE,1.88133182204756,0.0,2025-11-03,0.2,0,0,42.23,2024-04-01,-45.0,6,83,45.0,3.6,5.0,0,,,,True,True,,43.06,-1.7649790989317404,Unknown,Unknown
GH,2025-11-07,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,95.88,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-11-03"", ""ma10_prior_week"": 65.932, ""pending_high"": 95.88, ""touch_date"": ""2025-10-27""}",0.0,,,,,,,,,daily_volume_not_confirmed,96.72,0.88,UNCONFIRMED,1.6250520088411953,78.4,2025-08-04,95.5,4,1,49.48,2025-02-10,-29.5,3,25,29.5,3.5166666666666666,6.0,1,9.0,-20.9,43.3,True,True,,100.22,-3.492316902813808,Health Technology,Medical Specialties
EXPE,2025-11-07,True,ceiling_breakout,False,ceiling_pullback,240.98,ceiling_breakout,"{""abandon_line"": 202.2818, ""atr_zone_width"": 3.9209530674470647, ""ceiling"": 206.41, ""confirm_close"": 258.25, ""confirm_date"": ""2025-11-03"", ""max_zone_width"": 10.320500000000001, ""pending_high"": 240.98, ""touch_atr14"": 13.069843558156883, ""touch_date"": ""2025-09-29"", ""touch_high"": 224.97, ""touch_low"": 210.27, ""zone_cap_applied"": false, ""zone_pct"": 1.8995945290669372, ""zone_upper"": 210.33095306744707, ""zone_width"": 3.9209530674470647}",1.0,2025-11-07,246.99,240.98,4.527885500373275,0.0716656983982073,0.6771568095496475,0.9370591427021178,ceiling_pullback,,258.25,7.17,EXTENDED,1.9155800495400712,24.7,2025-08-11,25.1,1,1,206.41,2025-02-10,-37.3,1,26,37.3,3.5,7.0,2,7.0,-6.9,14.6,True,True,,264.2,-2.252081756245261,Consumer Services,Other Consumer Services
SANM,2025-11-07,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,160.25,10_wk_ema_touch_confirm,"{""confirm_date"": ""2025-11-03"", ""ma10_prior_week"": 122.475, ""pending_high"": 160.25, ""touch_date"": ""2025-10-06""}",1.0,2025-11-04,160.25,160.25,2.800591022192512,0.020780031201248,0.813436223331821,0.1511575124829783,ma10_touch_confirm,,170.31,6.28,EXTENDED,1.6030849097882398,73.7,2025-06-23,88.6,3,1,90.32,2024-11-04,-29.5,2,33,29.5,3.35,8.0,2,10.0,-11.2,39.5,True,True,,178.39,-4.529401872302252,Electronic Technology,Electronic Production Equipment
XYL,2025-11-07,True,pivot,True,pivot,150.98,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 150.98, ""resistance_date"": ""2025-11-03""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,151.31,0.22,UNCONFIRMED,0.8458068541442073,1.0,2025-09-29,5.4,0,0,143.6,2024-05-20,-30.5,6,71,30.5,2.7666666666666666,9.0,1,5.0,-4.9,0.2,True,False,,154.27,-1.9187139430868028,Unknown,Unknown
NRG,2025-11-07,True,pivot,,pivot,171.6,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 171.6, ""resistance_date"": ""2025-11-03""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,172.5,0.52,UNCONFIRMED,1.063290499277429,1.5,2025-10-20,2.5,0,0,168.36,2025-07-28,-16.6,1,12,16.6,2.4,10.0,0,,,,False,False,,180.08,-4.209240337627729,Unknown,Unknown
