code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type
COHR,2026-01-23,True,pivot,False,pivot,195.92,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 195.92, ""resistance_date"": ""2026-01-19""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,196.94,0.52,UNCONFIRMED,0.970370674431791,69.3,2025-10-13,73.4,1,0,113.6,2024-12-02,-59.9,2,45,59.9,4.464285714285714,1.0,3,4.0,-14.5,0.5,True,False,3075.0,213.3,-7.669948429442108,Electronic Technology,Semiconductors,SEC,resolved,,TURNAROUND
ALM,2026-01-23,True,pivot,False,pivot,9.58,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 9.58, ""resistance_date"": ""2026-01-19""}, {""box_type"": ""M_BOX"", ""price"": 10.68, ""resistance_date"": ""2026-01-19""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 9.58, ""resistance_date"": ""2026-01-19""}}",1.0,2026-01-21,9.69,9.58,5.038594427699772,0.0584551148225469,0.8000000000000019,0.7466666666666674,pivot,,11.12,16.08,EXTENDED,2.630858912795223,31.4,2025-12-15,43.7,1,0,7.74,2025-06-30,-59.2,2,24,59.2,4.392857142857143,2.0,1,5.0,-12.5,16.1,True,True,,11.24,-1.067615658362997,Non-Energy Minerals,Other Metals/Minerals,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,
BILI,2026-01-23,True,ceiling_breakout,,ceiling,32.5,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,33.4,2.77,UNCONFIRMED,1.3785643389918518,0.0,2026-01-19,2.8,0,0,32.5,2024-09-30,-55.5,5,68,55.5,4.071428571428571,3.0,0,,,,True,True,,33.74,-1.0077059869591063,Unknown,Unknown,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,
GH,2026-01-23,True,pivot,True,pivot,112.43,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 112.43, ""resistance_date"": ""2026-01-19""}, {""box_type"": ""S_BOX"", ""price"": 112.43, ""resistance_date"": ""2026-01-19""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,114.75,2.06,UNCONFIRMED,1.0252731250713083,111.6,2025-08-04,131.9,5,2,49.48,2025-02-10,-29.5,3,25,29.5,3.571428571428571,4.0,3,7.0,-14.4,2.1,True,False,15.9090909091,120.74,-4.961073380818282,Health Technology,Medical Specialties,SEC,resolved,,LOSS_NARROWING
NU,2026-01-23,True,pivot,False,pivot,17.56,pivot,"{""pivot_candidates"": [{""box_type"": ""M_BOX"", ""price"": 17.56, ""resistance_date"": ""2026-01-19""}, {""box_type"": ""S_BOX"", ""price"": 17.56, ""resistance_date"": ""2026-01-19""}], ""selected_pivot"": {""box_type"": ""M_BOX"", ""price"": 17.56, ""resistance_date"": ""2026-01-19""}}",1.0,2026-01-22,17.67,17.56,1.599108744956027,0.0250569476082005,1.0,0.656716417910448,pivot,,18.04,2.73,ACTIONABLE,1.7540124712342264,13.9,2025-10-20,16.8,3,1,15.44,2024-08-26,-41.6,6,60,41.6,3.535714285714286,5.0,3,3.0,-11.2,-1.8,True,True,,18.37,-1.796407185628757,Unknown,Unknown,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,
BIDU,2026-01-23,True,pivot,,pivot,151.08,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 151.08, ""resistance_date"": ""2026-01-19""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 151.08, ""resistance_date"": ""2026-01-19""}}",1.0,2026-01-21,158.51,151.08,1.6741905309698522,0.0741329097167062,0.752650176678444,1.9787985865724371,pivot,,161.44,6.86,EXTENDED,1.0763947267529432,8.0,2026-01-12,11.2,0,0,145.2,2025-09-29,-25.6,1,15,25.6,3.392857142857143,6.0,0,,,,True,False,,165.3,-2.335148215366012,Unknown,Unknown,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,
ROKU,2026-01-23,True,ceiling_breakout,,ceiling,104.96,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,106.23,1.21,UNCONFIRMED,0.9638003835639678,0.0,2026-01-19,1.2,0,0,104.96,2025-02-10,-50.0,2,49,50.0,3.3214285714285716,7.0,0,,,,True,False,366.6666666667,116.66,-8.940510886336362,Technology Services,Packaged Software,SEC,resolved,,TURNAROUND
MTB,2026-01-23,True,ceiling_breakout,,ceiling,213.68,ceiling_breakout,,1.0,2026-01-21,213.68,213.68,1.7659229528520548,0.0256458255335079,0.8181818181818182,0.6919191919191917,ceiling,,213.82,0.07,ACTIONABLE,1.3608533982338358,0.0,2026-01-19,0.1,0,0,213.68,2024-11-18,-31.0,5,61,31.0,3.0714285714285716,8.0,0,,,,True,True,19.9004975124,222.18,-3.762714915834009,Finance,Regional Banks,SEC,resolved,,GROWTH
LMND,2026-01-23,True,pivot,False,pivot,85.2,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 85.2, ""resistance_date"": ""2026-01-19""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 85.2, ""resistance_date"": ""2026-01-19""}}",1.0,2026-01-22,89.3,85.2,2.7463655847560737,0.1334507042253521,0.7365506329113914,0.8995253164556954,pivot,,93.25,9.45,EXTENDED,1.4765407989981527,24.3,2025-11-03,50.8,2,0,61.82,2025-09-15,-23.9,1,7,23.9,3.0,9.0,3,6.0,-18.2,9.4,True,True,46.3157894737,99.9,-6.656656656656656,Unknown,Unknown,SEC,resolved,,LOSS_NARROWING
CVNA,2026-01-23,True,10_wk_ema_touch_confirm,False,ma10_touch_confirm,466.16,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-01-19"", ""ma10_prior_week"": 405.329, ""pending_high"": 466.16, ""touch_date"": ""2026-01-05""}",0.0,,,,,,,,,daily_volume_not_confirmed,473.31,1.53,UNCONFIRMED,0.712561674692344,18.4,2025-12-01,19.2,1,0,396.96,2025-09-15,-28.2,1,11,28.2,2.7142857142857144,10.0,2,3.0,-5.1,1.5,True,False,115.8940397351,486.89,-2.7891310152190374,Unknown,Unknown,SEC,resolved,,TURNAROUND
MDT,2026-01-23,True,ceiling_breakout,,ceiling,97.94,ceiling_breakout,,1.0,2026-01-21,99.29,97.94,1.592536214065112,0.0239942822136003,0.6768558951965097,1.0262008733624464,ceiling,,100.88,3.0,ACTIONABLE,1.3581501133390148,0.0,2026-01-19,3.0,0,0,97.94,2025-03-03,-20.1,3,46,20.1,2.5357142857142856,11.0,0,,,,True,True,8.0808080808,106.33,-5.125552525157529,Unknown,Unknown,SEC,resolved,,GROWTH
KO,2026-01-23,True,ceiling_breakout,,ceiling,71.85,ceiling_breakout,,0.0,,,,,,,,,daily_volume_not_confirmed,72.88,1.43,UNCONFIRMED,1.142440331654838,0.0,2026-01-19,1.4,0,0,71.85,2024-08-26,-18.1,5,73,18.1,2.0,12.0,0,,,,True,False,30.303030303,73.06,-0.2463728442376189,Consumer Non-Durables,Beverages: Non-Alcoholic,SEC,resolved,,GROWTH
PAC,2026-01-23,True,pivot,False,pivot,273.4,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 273.4, ""resistance_date"": ""2026-01-19""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,276.7,1.21,UNCONFIRMED,1.1978239339053784,6.3,2025-12-08,6.7,2,0,259.33,2025-09-08,-20.2,1,13,20.2,1.9642857142857144,13.0,1,5.0,-6.9,1.2,True,False,,284.49,-2.7382333298182737,Unknown,Unknown,,expected_unavailable,NO_PRIOR_YEAR_QUARTER,
BKR,2026-01-23,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,52.33,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-01-19"", ""ma10_prior_week"": 48.269, ""pending_high"": 52.33, ""touch_date"": ""2026-01-12""}",1.0,2026-01-23,55.31,52.33,1.993118069448556,0.0303841008981464,0.0794701986754994,1.0529801324503298,ma10_touch_confirm,,53.92,3.04,ACTIONABLE,1.6458688293865291,4.2,2026-01-12,6.4,1,0,50.69,2025-09-22,-13.8,2,16,13.8,1.9642857142857144,14.0,0,,,,True,True,-58.5365853659,55.31,-2.5131079370819043,Industrial Services,Contract Drilling,SEC,resolved,,DECLINE
EWBC,2026-01-23,False,,False,,,,,,,,,,,,,,,111.35,,,2.5349120314083544,0.9,2025-12-01,1.1,0,0,110.15,2025-09-08,-16.4,1,12,,,,3,3.0,-7.5,-7.0,False,False,,119.73,-6.99908126618225,Finance,Regional Banks,,,,
MMM,2026-01-23,False,,True,,,,,,,,,,,,,,,162.68,,,2.261175352433585,-3.0,2025-10-20,2.9,0,0,158.06,2025-02-24,-23.9,4,34,,,,2,9.0,-11.2,-5.6,True,True,,174.69,-6.875035777663285,Producer Manufacturing,Industrial Conglomerates,,,,
IBKR,2026-01-23,False,,True,,,,,,,,,,,,,,,77.58,,,2.037118690483404,21.4,2025-07-14,31.9,3,2,58.82,2025-02-10,-44.4,1,22,,,,4,10.0,-19.5,6.0,True,True,,78.56,-1.2474541751527513,Finance,Investment Banks/Brokers,,,,
FTAI,2026-01-23,False,,,,,,,,,,,,,,,,,292.1,,,1.9601215681043649,38.9,2025-12-29,62.4,1,0,179.86,2025-01-06,-58.7,4,51,,,,0,,,,True,True,,310.0,-5.774193548387085,Unknown,Unknown,,,,
MRNA,2026-01-23,False,,,,,,,,,,,,,,,,,48.71,,,1.9314544524098576,16.4,2026-01-12,36.9,0,0,35.59,2025-07-21,-37.4,2,25,,,,0,,,,True,True,,55.2,-11.757246376811592,Health Technology,Biotechnology,,,,
ZION,2026-01-23,False,,False,,,,,,,,,,,,,,,59.08,,,1.8169076028497475,0.2,2025-12-08,0.3,0,0,58.89,2025-09-15,-22.2,1,12,,,,2,3.0,-5.8,-4.0,True,True,,62.26,-5.107613234821717,Finance,Major Banks,,,,
PFG,2026-01-23,False,,False,,,,,,,,,,,,,,,91.21,,,1.7585643100639905,1.4,2025-12-08,3.9,0,0,87.8,2022-11-07,-32.8,14,161,,,,2,3.0,-4.6,-1.4,True,True,,92.69,-1.5967202502966904,Finance,Investment Managers,,,,
