snapshot_date,code,industry,w1_return_pct,w2_return_pct,w4_return_pct,w3_return_pct,w1_stop8,w2_stop8,w4_stop8,w3_stop8,score,model,segment,fold,model_pick_order,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,eps_yoy_growth_source,eps_yoy_growth_status,eps_yoy_growth_missing_reason,eps_growth_type,b0_eligible,is_valid_entry,entry_status,entry_date,entry_open,stop_8_hit_ever,gap_stop,profit20_hit,max_drawdown_to_asof_pct,px_vs_ma10,px_vs_ma20,px_vs_ma50,ma10_slope_5,ma20_slope_5,ma50_slope_10,mom_5,mom_10,mom_20,mom_60,rv_20,atr_14_pct,vol_ratio_5_20,up_day_ratio_20,drawdown_20,rel_spy_20,rel_spy_60,trigger_pos,eps_known,is_actionable,rule_ceiling,rule_pivot,rule_ma10_touch_confirm,rule_ceiling_pullback,rule_three_weeks_tight,pick_order,is_b0,period,agent_factor_risk_adj_mom_20,agent_factor_risk_adj_mom_10,agent_factor_risk_adj_mom_60,agent_factor_vol_confirmed_mom_20,agent_factor_prox_52w_high
2026-06-26,NTRA,Biotechnology,5.4038,1.8679,-1.1358,2.4113,False,False,False,False,5.526000704189751,agent_lgbm_w2,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,ASND,Pharmaceuticals: Major,4.2814,2.7428,-3.5596,-0.8472,False,False,False,False,5.024409968102732,agent_lgbm_w2,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,UTMD,Medical Specialties,-2.96,-9.3867,-10.48,-6.9333,True,True,True,True,4.033965078474384,agent_lgbm_w2,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,FLYW,Miscellaneous Commercial Services,-5.9765,-3.2551,-14.5678,-15.2081,False,False,True,True,2.623351736006213,agent_lgbm_w2,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,BSET,Home Furnishings,2.4814,6.1042,-6.799,-4.268,False,False,False,False,1.4010719977178465,agent_lgbm_w2,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,SBFG,Regional Banks,4.7734,7.9824,4.8135,2.1661,False,False,False,False,0.9109165950660842,agent_lgbm_w2,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,LASR,Unknown,-2.0925,-1.0038,-20.6136,-2.7287,True,True,True,True,1.2033279139338873,agent_lgbm_w2,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,BSVN,Regional Banks,-1.0101,-3.9627,-1.7677,-2.331,False,False,False,False,-0.36743643394148134,agent_lgbm_w2,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,PHVS,Biotechnology,0.3446,-1.8667,0.2585,-6.3182,False,False,True,True,-0.6425137252076576,agent_lgbm_w2,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,BOH,Regional Banks,-1.709,-6.4731,-6.0166,-7.1989,False,False,True,True,3.7697437129269695,agent_lgbm_w2,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,KARO,Packaged Software,1.0368,2.4725,-0.654,3.3817,False,False,False,False,3.0442489091846476,agent_lgbm_w2,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,FRME,Major Banks,-3.1621,-3.2519,-1.996,-4.4853,True,True,True,True,2.874843248139338,agent_lgbm_w2,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24,PKG,Containers/Packaging,-3.7921,0.1996,-1.0723,-0.0196,False,False,False,False,5.476864656576941,agent_lgbm_w2,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24,SBLK,Marine Shipping,4.4961,5.0206,14.275,5.5826,False,False,False,False,4.2913362720366335,agent_lgbm_w2,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24,PCAR,Trucks/Construction/Farm Machinery,-0.1057,0.2189,-1.087,-1.2682,False,False,False,False,3.2012646274115233,agent_lgbm_w2,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-31,TOWN,Regional Banks,-1.7056,-0.761,,-0.9446,False,False,,False,2.890048382751571,agent_lgbm_w2,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-31,GSAT,Wireless Telecommunications,0.3369,-0.8782,,-0.9143,False,False,,False,0.052897859391395366,agent_lgbm_w2,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-31,AMTB,Major Banks,-3.612,-2.4415,,-4.0468,False,False,,False,-0.5562813319153723,agent_lgbm_w2,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07,AVT,Electronics Distributors,-1.8359,-9.0872,,,False,True,,,3.596183170763311,agent_lgbm_w2,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07,ALX,Real Estate Investment Trusts,-0.4502,-2.1921,,,False,False,,,2.5523397928038003,agent_lgbm_w2,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07,WTTR,Oil & Gas Production,1.213,-4.3183,,,False,False,,,2.1827049916203567,agent_lgbm_w2,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27,EQIX,Real Estate Investment Trusts,-2.3401,1.068,0.3483,-0.0516,False,False,False,False,2.7228999325427514,agent_lgbm_w2,train_oof,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27,EXPE,Other Consumer Services,20.0897,9.8689,8.6347,13.1424,False,False,False,False,2.7228999325427514,agent_lgbm_w2,train_oof,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27,GMED,Unknown,-8.1708,-10.6273,-11.6711,-9.0564,True,True,True,True,2.7228999325427514,agent_lgbm_w2,train_oof,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06,FIGS,Unknown,-6.6038,-10.6289,-7.7987,-7.5472,False,True,True,True,2.7228999325427514,agent_lgbm_w2,train_oof,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06,RTX,Aerospace & Defense,-3.4161,-6.4231,-7.3413,-10.4101,False,False,True,True,2.7228999325427514,agent_lgbm_w2,train_oof,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-13,DOCN,Packaged Software,19.1609,17.3875,8.9821,29.7722,False,False,False,False,2.7228999325427514,agent_lgbm_w2,train_oof,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-20,LMND,Unknown,-5.1562,-3.9531,10.8437,-14.9219,False,True,True,True,2.7228999325427514,agent_lgbm_w2,train_oof,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,DELL,Computer Processing Hardware,0.9305,2.9136,25.4609,13.7656,True,True,True,True,0.738652273243852,agent_lgbm_w2,train_oof,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,CASY,Specialty Stores,4.3037,3.5674,12.1789,5.8886,False,False,False,False,0.5495261600554927,agent_lgbm_w2,train_oof,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,INVA,Unknown,3.7555,5.8515,0.917,2.9258,False,False,False,False,3.8043130283720314,agent_lgbm_w2,train_oof,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,PFIS,Regional Banks,6.1676,7.4494,4.2541,3.7711,False,False,False,False,3.4930226509470956,agent_lgbm_w2,train_oof,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,MRVL,Semiconductors,17.4545,27.695,50.7818,50.1966,False,False,False,False,0.6318557206943631,agent_lgbm_w2,train_oof,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-10,SPIR,Unknown,-11.7833,-25.4628,-16.5237,-17.9233,True,True,True,True,3.697516475822543,agent_lgbm_w2,train_oof,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-10,HLIO,Industrial Machinery,-2.8179,-3.625,-3.5401,-5.4942,False,False,False,False,3.682148764135455,agent_lgbm_w2,train_oof,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-10,BVFL,Savings Banks,2.3162,2.1148,0.7049,-1.5106,False,False,False,False,3.4930226509470956,agent_lgbm_w2,train_oof,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17,AMLX,Pharmaceuticals: Major,-6.1674,-11.8392,-26.8722,-18.8877,False,True,True,True,3.697516475822543,agent_lgbm_w2,train_oof,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17,CVEO,Hotels/Resorts/Cruise lines,3.6573,2.8336,12.0593,2.6689,False,False,False,False,3.697516475822543,agent_lgbm_w2,train_oof,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17,GHM,Industrial Machinery,2.3754,-0.3574,3.3004,3.2058,False,False,False,False,3.697516475822543,agent_lgbm_w2,train_oof,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24,UNP,Railroads,-1.1639,-1.7832,-1.3243,0.4104,False,False,False,False,3.949665871718437,agent_lgbm_w2,train_oof,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24,BATRA,Movies/Entertainment,0.4826,1.8374,-1.4477,0.1299,False,False,False,False,3.7710152179375553,agent_lgbm_w2,train_oof,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24,MCRI,Hotels/Resorts/Cruise lines,2.284,3.1383,1.5779,2.5804,False,False,False,False,3.7710152179375553,agent_lgbm_w2,train_oof,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01,BEN,Investment Managers,4.3095,6.9223,4.2077,4.2077,False,False,False,False,4.575905215558915,agent_lgbm_w2,train_oof,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01,RGCO,Unknown,-5.3086,-9.5885,-5.9259,-8.1481,True,True,True,True,4.423207804175746,agent_lgbm_w2,train_oof,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01,DTM,Oil & Gas Pipelines,-2.7412,0.8498,-4.6669,2.9263,False,False,False,False,4.102363283101607,agent_lgbm_w2,train_oof,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,CTS,Electronic Production Equipment,-5.8472,0.5976,1.4537,3.6505,False,True,True,True,4.65064256721766,agent_lgbm_w2,train_oof,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,HWBK,Regional Banks,-3.8662,-3.6194,-0.7129,0.0548,False,False,False,False,4.423207804175746,agent_lgbm_w2,train_oof,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,FTNT,Information Technology Services,9.5272,19.4737,29.0633,23.0776,False,False,False,False,3.8457525695963004,agent_lgbm_w2,train_oof,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15,VAL,Contract Drilling,-3.6843,-11.8145,-14.366,-15.7083,False,True,True,True,4.497945155834491,agent_lgbm_w2,train_oof,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15,CVS,Drugstore Chains,-2.5444,-4.9311,6.5398,0.2418,False,False,False,False,3.8457525695963004,agent_lgbm_w2,train_oof,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15,DVA,Medical/Nursing Services,-0.4413,-2.5276,4.6439,-3.6309,False,False,False,False,3.8457525695963004,agent_lgbm_w2,train_oof,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,ILMN,Medical Specialties,0.9139,0.0746,9.7606,0.6714,False,False,False,False,14.317784502764466,agent_lgbm_w4,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,VELO,Industrial Machinery,-30.299,12.1372,-26.825,31.3105,True,True,True,True,12.35707303702441,agent_lgbm_w4,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,BWA,Trucks/Construction/Farm Machinery,2.6572,5.3145,-3.7314,1.5406,False,False,False,False,10.690768309467723,agent_lgbm_w4,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,MCRI,Hotels/Resorts/Cruise lines,5.5033,6.8444,6.2556,9.4693,False,False,False,False,5.077559153839175,agent_lgbm_w4,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,AMG,Investment Managers,5.2005,4.6903,2.228,1.4507,False,False,False,False,3.372217590731284,agent_lgbm_w4,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,FCCO,Regional Banks,2.5592,0.4479,4.8305,5.4702,False,False,False,False,2.601026484649829,agent_lgbm_w4,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,CRDO,Information Technology Services,3.3574,-9.5057,-1.981,-8.019,True,True,True,True,12.054638299068262,agent_lgbm_w4,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,MCS,Movies/Entertainment,6.9027,11.5643,-2.4204,3.9892,False,False,False,False,11.68377546439998,agent_lgbm_w4,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12,BDL,Restaurants,20.0273,20.0546,22.5102,19.236,False,False,False,False,9.388144856651868,agent_lgbm_w4,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18,LION,Unknown,6.9798,-4.3705,-9.4586,-12.1331,False,False,True,True,12.054638299068262,agent_lgbm_w4,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18,TER,Electronic Production Equipment,-4.2268,-19.0841,-29.3287,-21.1646,True,True,True,True,12.054638299068262,agent_lgbm_w4,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18,INTC,Semiconductors,-7.7631,-13.4919,-31.6849,-21.0466,True,True,True,True,9.634719547286792,agent_lgbm_w4,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,ADPT,Biotechnology,-0.0472,-0.6604,5.0472,8.1132,False,False,False,False,14.75494103957829,agent_lgbm_w4,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,BIOA,Unknown,5.2411,2.0545,-8.7212,-4.3606,False,False,True,True,13.726746918881336,agent_lgbm_w4,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,PTRN,Advertising/Marketing Services,14.913,25.8696,-3.6087,22.2174,False,False,False,False,10.662464363481664,agent_lgbm_w4,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,FCEL,Electronic Equipment/Instruments,-26.9538,-35.7416,-24.9392,-26.1549,True,True,True,True,15.093123442659778,agent_lgbm_w4,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,BSET,Home Furnishings,2.4814,6.1042,-6.799,-4.268,False,False,False,False,14.531889174302341,agent_lgbm_w4,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02,FLYW,Miscellaneous Commercial Services,-5.9765,-3.2551,-14.5678,-15.2081,False,False,True,True,9.968529858405084,agent_lgbm_w4,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,PNTG,Medical/Nursing Services,3.1727,1.2297,-4.0826,-0.8362,False,False,True,False,6.6267251805063845,agent_lgbm_w4,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,LASR,Unknown,-2.0925,-1.0038,-20.6136,-2.7287,True,True,True,True,3.0253272685368158,agent_lgbm_w4,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10,PHVS,Biotechnology,0.3446,-1.8667,0.2585,-6.3182,False,False,True,True,2.0631446486131373,agent_lgbm_w4,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,KARO,Packaged Software,1.0368,2.4725,-0.654,3.3817,False,False,False,False,15.6498386338558,agent_lgbm_w4,contaminated_validation,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,HTO,Water Utilities,-1.7818,-5.6399,-1.0691,-3.5947,False,False,False,False,8.383434347782314,agent_lgbm_w4,contaminated_validation,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,ORKA,Pharmaceuticals: Major,-1.0734,3.596,19.1928,6.0756,False,True,True,True,6.734813855314316,agent_lgbm_w4,contaminated_validation,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
