ticker,code,close,SMA10|1W,SMA40|1W,sector,industry
NASDAQ:JBHT,JBHT,262.88,236.03599999999992,194.489,Transportation,Trucking
NYSE:XPO,XPO,210.73,206.76,163.80299999999997,Transportation,Trucking
NASDAQ:FTAI,FTAI,239.84,244.32300000000004,213.5745,Electronic Technology,Aerospace & Defense
NYSE:FMX,FMX,121.55,115.58600000000001,103.7559999999999,Consumer Non-Durables,Beverages: Non-Alcoholic
NASDAQ:UTHR,UTHR,563.93,560.704,482.1967500000002,Health Technology,Biotechnology
NYSE:FN,FN,662.21,640.048,489.28275,Electronic Technology,Semiconductors
NYSE:RF,RF,27.53,27.039000000000023,26.88375,Finance,Major Banks
NYSE:BG,BG,119.95,123.63199999999999,104.70225000000005,Process Industries,Agricultural Commodities/Milling
NYSE:AER,AER,139.45,140.53800000000012,136.04274999999998,Finance,Finance/Rental/Leasing
NYSE:KEY,KEY,21.41,21.013999999999996,19.980250000000005,Finance,Major Banks
NASDAQ:ROIV,ROIV,32.41,28.608999999999998,22.523000000000003,Health Technology,Pharmaceuticals: Major
NYSE:PAAS,PAAS,54.83,54.9,48.70150000000001,Non-Energy Minerals,Precious Metals
NASDAQ:STRL,STRL,752.0,562.369,402.6736250000001,Industrial Services,Engineering & Construction
NYSE:LYB,LYB,71.3,73.63400000000001,56.607499999999916,Process Industries,Chemicals: Specialty
NYSE:TSN,TSN,66.52,64.559,59.40799999999992,Consumer Non-Durables,Food: Meat/Fish/Dairy
NYSE:CPAY,CPAY,350.48,314.60299999999995,310.0009999999999,Commercial Services,Miscellaneous Commercial Services
NYSE:CHD,CHD,96.12,94.91800000000008,91.91575000000007,Consumer Non-Durables,Household/Personal Care
NYSE:DRI,DRI,197.27,197.05400000000003,195.69375000000014,Consumer Services,Restaurants
NYSE:NI,NI,47.02,47.095000000000006,44.23274999999998,Utilities,Gas Distributors
NYSE:IHG,IHG,155.1,142.35899999999992,134.50399999999996,Consumer Services,Hotels/Resorts/Cruise lines
NYSE:L,L,108.78,107.95299999999995,104.57374999999995,Finance,Property/Casualty Insurance
NASDAQ:PFG,PFG,102.81,95.44199999999998,88.79899999999995,Finance,Investment Managers
NASDAQ:SBAC,SBAC,207.74,205.57199999999983,197.39300000000006,Finance,Real Estate Investment Trusts
NYSE:SQM,SQM,81.38,84.649,66.25150000000001,Process Industries,Chemicals: Specialty
NYSE:WST,WST,305.5,280.661,265.93849999999986,Health Technology,Medical Specialties
NASDAQ:FFIV,FFIV,382.42,319.56800000000015,290.37575,Technology Services,Packaged Software
NASDAQ:ILMN,ILMN,141.92,131.481,122.39899999999993,Health Technology,Medical Specialties
NYSE:PKX,PKX,72.5,69.25500000000002,58.75249999999996,Non-Energy Minerals,Steel
NYSE:DGX,DGX,193.75,193.20099999999996,188.1109999999999,Health Services,Services to the Health Industry
NASDAQ:CHRW,CHRW,180.64,171.9969999999999,160.235375,Transportation,Air Freight/Couriers
NASDAQ:WWD,WWD,356.38,366.3069999999999,315.12225,Producer Manufacturing,Industrial Machinery
NASDAQ:MKSI,MKSI,311.51,272.058,194.09125,Producer Manufacturing,Industrial Machinery
NYSE:ATI,ATI,153.73,153.159,119.14074999999998,Non-Energy Minerals,Other Metals/Minerals
NYSE:CRS,CRS,422.01,412.75,336.53075,Non-Energy Minerals,Other Metals/Minerals
NASDAQ:AKAM,AKAM,143.55,117.1480000000001,94.30349999999993,Technology Services,Data Processing Services
NYSE:EXPD,EXPD,158.42,148.90899999999988,142.04575000000006,Transportation,Air Freight/Couriers
NYSE:ULS,ULS,101.98,91.04599999999998,79.92525000000002,Commercial Services,Miscellaneous Commercial Services
NYSE:ALB,ALB,170.21,182.195,140.72575,Process Industries,Chemicals: Specialty
NYSE:YPF,YPF,47.07,43.527,36.013499999999986,Energy Minerals,Integrated Oil
NYSE:BURL,BURL,310.19,319.092,293.40825,Retail Trade,Apparel/Footwear Retail
NASDAQ:ENTG,ENTG,127.7,133.418,106.73787500000003,Producer Manufacturing,Industrial Machinery
NYSE:LUV,LUV,39.7,39.435,38.69574999999999,Transportation,Airlines
NYSE:DD,DD,47.25,46.66699999999999,41.275075018000024,Process Industries,Chemicals: Major Diversified
NASDAQ:VTRS,VTRS,16.59,14.77100000000001,12.541749999999999,Health Technology,Pharmaceuticals: Major
NASDAQ:EVRG,EVRG,83.16,81.76200000000001,77.51225000000008,Utilities,Electric Utilities
NASDAQ:MRNA,MRNA,48.12,50.242999999999995,37.49875,Health Technology,Biotechnology
NASDAQ:LSCC,LSCC,138.74,112.69900000000003,85.42725000000003,Electronic Technology,Semiconductors
NYSE:IFF,IFF,74.43,72.89900000000003,69.49749999999993,Consumer Non-Durables,Food: Specialty/Candy
NYSE:CF,CF,123.3,123.24999999999996,97.14149999999992,Process Industries,Chemicals: Agricultural
NYSE:SNA,SNA,363.31,369.7280000000002,355.33375000000007,Consumer Durables,Tools & Hardware
NASDAQ:IREN,IREN,52.71,46.17400000000001,45.22425,Technology Services,Data Processing Services
NASDAQ:LNT,LNT,72.5,71.954,68.47699999999999,Utilities,Electric Utilities
NASDAQ:NXT,NXT,125.42,121.38200000000002,99.94262499999999,Electronic Technology,Electronic Equipment/Instruments
NYSE:BWXT,BWXT,202.66,213.484,194.58250000000004,Electronic Technology,Electronic Equipment/Instruments
NYSE:SNX,SNX,230.68,206.677,167.55849999999995,Distribution Services,Electronics Distributors
NYSE:RS,RS,362.26,335.4079999999998,306.95774999999975,Non-Energy Minerals,Steel
NYSE:BCH,BCH,37.95,37.72600000000001,36.72699999999998,Finance,Major Banks
NASDAQ:SITM,SITM,697.0,535.655,376.88975000000005,Electronic Technology,Semiconductors
NYSE:APG,APG,42.04,43.64700000000001,39.88475,Industrial Services,Engineering & Construction
NASDAQ:ROKU,ROKU,124.16,111.32499999999997,102.22224999999995,Technology Services,Packaged Software
NYSE:WES,WES,46.02,42.496000000000045,40.360499999999966,Industrial Services,Oil & Gas Pipelines
NYSE:BIP,BIP,39.19,36.726999999999975,35.306249999999984,Utilities,Alternative Power Generation
NYSE:RBC,RBC,571.05,573.0909999999999,483.1944999999999,Producer Manufacturing,Metal Fabrication
NYSE:FTV,FTV,59.03,58.23999999999994,54.18549999999999,Electronic Technology,Electronic Equipment/Instruments
NYSE:PR,PR,20.89,20.70300000000001,16.163000000000004,Energy Minerals,Integrated Oil
NASDAQ:TTMI,TTMI,169.36,133.42399999999998,87.35624999999999,Electronic Technology,Electronic Components
NYSE:ZTO,ZTO,23.22,24.620999999999995,21.77625,Transportation,Air Freight/Couriers
NYSE:ITT,ITT,193.34,201.9070000000001,187.3907499999999,Producer Manufacturing,Auto Parts: OEM
NASDAQ:VNOM,VNOM,47.7,47.387000000000015,41.48412500000001,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:WCC,WCC,349.98,314.745,268.6792500000001,Distribution Services,Wholesale Distributors
NYSE:MGA,MGA,60.96,58.83799999999992,53.441999999999965,Producer Manufacturing,Auto Parts: OEM
NASDAQ:AMKR,AMKR,68.49,62.693000000000005,43.962375,Electronic Technology,Semiconductors
NYSE:AA,AA,64.14,64.353,50.799000000000014,Non-Energy Minerals,Aluminum
NASDAQ:EWBC,EWBC,123.29,116.423,111.03875000000002,Finance,Regional Banks
NYSE:CIB,CIB,65.54,69.21000000000001,64.6905,Finance,Regional Banks
NYSE:OVV,OVV,59.53,58.10700000000004,46.02899999999999,Energy Minerals,Integrated Oil
NYSE:DOCN,DOCN,160.11,109.226,62.67499999999999,Technology Services,Packaged Software
NYSE:WPC,WPC,75.01,71.87299999999996,69.23125000000003,Finance,Real Estate Investment Trusts
NYSE:AGI,AGI,39.52,43.236000000000004,38.943000000000005,Non-Energy Minerals,Precious Metals
NASDAQ:KSPI,KSPI,91.86,81.48600000000003,78.83774999999994,Finance,Finance/Rental/Leasing
NASDAQ:PAA,PAA,23.33,22.084999999999997,19.143999999999984,Industrial Services,Oil & Gas Pipelines
NYSE:H,H,173.19,159.31799999999998,155.67675000000003,Consumer Services,Hotels/Resorts/Cruise lines
NYSE:BEN,BEN,31.2,27.28299999999997,25.133,Finance,Investment Managers
NYSE:KIM,KIM,23.81,23.18800000000001,21.8995,Finance,Real Estate Investment Trusts
NYSE:EMA,EMA,52.54,52.358999999999995,49.78050000000002,Utilities,Electric Utilities
NYSE:RTO,RTO,31.95,32.638,29.63099999999999,Commercial Services,Miscellaneous Commercial Services
NYSE:WSO,WSO,386.57,400.9629999999996,384.1772500000003,Producer Manufacturing,Building Products
NASDAQ:NVMI,NVMI,494.03,493.48550000000006,386.967625,Electronic Technology,Electronic Equipment/Instruments
NYSE:TXT,TXT,89.52,89.92699999999996,87.93024999999997,Electronic Technology,Aerospace & Defense
NYSE:IEX,IEX,208.19,202.06100000000004,185.1584999999997,Producer Manufacturing,Industrial Machinery
NASDAQ:NDSN,NDSN,276.2,274.338,254.5963749999997,Producer Manufacturing,Industrial Machinery
NYSE:CLH,CLH,291.4,296.1539999999999,258.35125000000005,Industrial Services,Environmental Services
NASDAQ:LAMR,LAMR,151.8,137.44199999999995,130.296,Finance,Real Estate Investment Trusts
NASDAQ:HST,HST,22.3,20.582,18.5975,Finance,Real Estate Investment Trusts
NASDAQ:GH,GH,114.97,91.468,89.50912500000001,Health Technology,Medical Specialties
NYSE:DTM,DTM,148.76,139.3089999999999,123.83875,Industrial Services,Oil & Gas Pipelines
NYSE:BALL,BALL,56.81,59.624999999999986,55.43674999999998,Process Industries,Containers/Packaging
NASDAQ:ASND,ASND,241.34,232.25400000000013,215.92399999999992,Health Technology,Pharmaceuticals: Major
NASDAQ:JAZZ,JAZZ,239.01,204.0689999999999,167.0370000000001,Health Technology,Pharmaceuticals: Major
NYSE:MLI,MLI,134.08,125.06200000000001,114.41575,Producer Manufacturing,Metal Fabrication
NYSE:PL,PL,42.66,36.937999999999995,21.912249999999997,Technology Services,Packaged Software
NYSE:SUN,SUN,71.98,66.89499999999998,57.87849999999995,Distribution Services,Wholesale Distributors
NYSE:OHI,OHI,48.99,46.38399999999997,44.57950000000001,Finance,Real Estate Investment Trusts
NYSE:WF,WF,62.44,67.554,61.63250000000001,Finance,Major Banks
NASDAQ:RMBS,RMBS,133.56,117.20149999999997,101.89225000000002,Electronic Technology,Semiconductors
NYSE:GNRC,GNRC,245.19,226.54800000000006,187.93599999999992,Producer Manufacturing,Electrical Products
NASDAQ:LECO,LECO,260.51,257.78399999999993,251.75724999999994,Producer Manufacturing,Industrial Machinery
NASDAQ:REG,REG,77.74,77.57100000000001,73.37112500000003,Finance,Real Estate Investment Trusts
NYSE:EG,EG,358.42,340.09600000000023,335.0229999999997,Finance,Property/Casualty Insurance
NYSE:BSAC,BSAC,31.26,32.399999999999984,30.67875000000002,Finance,Regional Banks
NASDAQ:TIGO,TIGO,84.11,80.35499999999999,61.105749999999986,Communications,Wireless Telecommunications
NYSE:RGA,RGA,214.13,207.07199999999997,200.64475,Finance,Life/Health Insurance
NASDAQ:HTHT,HTHT,46.59,50.2,46.13875,Consumer Services,Hotels/Resorts/Cruise lines
NASDAQ:APA,APA,39.32,39.16299999999999,28.877750000000013,Energy Minerals,Integrated Oil
NYSE:SKM,SKM,37.96,35.13200000000002,26.065999999999995,Communications,Wireless Telecommunications
NYSE:MOD,MOD,257.33,243.512,180.41199999999998,Producer Manufacturing,Industrial Machinery
NYSE:ARMK,ARMK,51.53,45.02999999999999,40.318000000000026,Consumer Services,Restaurants
NASDAQ:RGC,RGC,27.39,28.319000000000006,22.166000000000004,Health Technology,Pharmaceuticals: Major
NYSE:UNM,UNM,83.83,78.056,76.08049999999999,Finance,Multi-Line Insurance
NASDAQ:GLPI,GLPI,47.22,46.571,45.95499999999999,Finance,Real Estate Investment Trusts
NASDAQ:BBIO,BBIO,68.22,70.631,66.57762499999998,Health Technology,Biotechnology
NASDAQ:AAOI,AAOI,165.26,144.992,64.822625,Electronic Technology,Semiconductors
NASDAQ:SMTC,SMTC,141.85,104.024,80.50412500000002,Electronic Technology,Semiconductors
NYSE:ONTO,ONTO,263.12,258.81699999999995,183.042,Electronic Technology,Electronic Equipment/Instruments
NASDAQ:IESC,IESC,655.88,572.3895000000002,452.25412499999993,Industrial Services,Engineering & Construction
NYSE:ALLY,ALLY,42.62,41.91300000000002,41.52825000000001,Finance,Finance/Rental/Leasing
NYSE:RRX,RRX,195.19,198.85200000000006,168.25925,Producer Manufacturing,Electrical Products
NYSE:RNR,RNR,303.06,300.767,276.5875,Finance,Property/Casualty Insurance
NYSE:BWA,BWA,62.95,56.99800000000001,49.299500000000016,Producer Manufacturing,Trucks/Construction/Farm Machinery
NYSE:PEN,PEN,327.38,329.03600000000006,306.2305,Health Technology,Medical Specialties
NYSE:DINO,DINO,71.12,64.233,54.916499999999985,Energy Minerals,Oil Refining/Marketing
NYSE:AIZ,AIZ,256.25,230.33500000000032,225.7729999999999,Finance,Property/Casualty Insurance
NYSE:DVA,DVA,196.87,164.60399999999998,137.12350000000004,Health Services,Medical/Nursing Services
NASDAQ:EXEL,EXEL,49.9,45.265,42.50437500000003,Health Technology,Pharmaceuticals: Major
NASDAQ:HAS,HAS,88.6,93.07200000000003,85.96575000000001,Consumer Durables,Recreational Products
NASDAQ:SAIA,SAIA,466.47,410.36400000000015,347.51475000000033,Transportation,Trucking
NASDAQ:ENLT,ENLT,89.21,80.83000000000001,53.32037499999999,Utilities,Alternative Power Generation
NASDAQ:IONS,IONS,75.06,74.236,73.40875000000001,Health Technology,Pharmaceuticals: Major
NYSE:DY,DY,412.78,394.17200000000014,344.61599999999993,Industrial Services,Engineering & Construction
NASDAQ:SANM,SANM,231.18,183.612,152.31824999999998,Electronic Technology,Electronic Production Equipment
NYSE:PNW,PNW,101.93,101.27099999999994,94.04674999999999,Utilities,Electric Utilities
NYSE:ELS,ELS,63.01,63.32499999999999,62.960250000000045,Finance,Real Estate Investment Trusts
NYSE:BJ,BJ,95.35,95.19900000000004,94.64975,Retail Trade,Specialty Stores
NASDAQ:FIVE,FIVE,219.87,225.9329999999999,187.54924999999994,Retail Trade,Discount Stores
NYSE:TFII,TFII,146.82,127.77399999999997,107.27700000000002,Transportation,Trucking
NASDAQ:VICR,VICR,264.2,221.30900000000003,133.95375,Electronic Technology,Electronic Components
NYSE:NYT,NYT,74.33,79.57700000000003,69.36224999999999,Consumer Services,Publishing: Newspapers
NYSE:GL,GL,154.46,147.80700000000004,141.14524999999998,Finance,Multi-Line Insurance
NYSE:IVZ,IVZ,26.98,25.203,24.887500000000006,Finance,Investment Managers
NASDAQ:AEIS,AEIS,313.05,348.5559999999999,253.43662499999996,Electronic Technology,Electronic Production Equipment
NASDAQ:DRS,DRS,44.56,43.30200000000001,40.379,Electronic Technology,Aerospace & Defense
NASDAQ:AXSM,AXSM,230.62,191.70850000000002,159.34662499999996,Health Technology,Biotechnology
NYSE:WBS,WBS,73.1,71.20100000000001,64.96750000000004,Finance,Savings Banks
NASDAQ:MDGL,MDGL,513.47,512.367,490.6452499999999,Health Technology,Pharmaceuticals: Major
NYSE:AR,AR,37.98,39.214999999999996,35.34075000000003,Energy Minerals,Oil & Gas Production
NASDAQ:COKE,COKE,176.22,189.13499999999993,159.90075000000002,Consumer Non-Durables,Beverages: Non-Alcoholic
NASDAQ:ALGN,ALGN,163.38,173.1300000000001,158.4450000000001,Health Technology,Medical Specialties
NYSE:KNX,KNX,71.0,62.69599999999999,53.05675000000001,Transportation,Trucking
NYSE:FHN,FHN,24.23,23.700999999999997,23.1985,Finance,Regional Banks
NYSE:GMED,GMED,84.03,86.846,80.33599999999997,Health Technology,Medical Specialties
NASDAQ:BTSG,BTSG,58.59,49.129999999999995,37.9125,Health Services,Medical/Nursing Services
NYSE:WLK,WLK,88.5,106.63600000000005,88.17675000000008,Process Industries,Chemicals: Specialty
NYSE:AIT,AIT,306.25,288.02299999999997,270.1710000000001,Distribution Services,Wholesale Distributors
NASDAQ:APLD,APLD,39.52,32.39,29.020750000000003,Technology Services,Data Processing Services
NASDAQ:VIAV,VIAV,48.1,44.27149999999999,24.73475,Technology Services,Information Technology Services
NASDAQ:LFUS,LFUS,441.26,393.14399999999995,308.0580000000001,Electronic Technology,Electronic Production Equipment
NYSE:EGP,EGP,205.04,195.86100000000005,183.39774999999992,Finance,Real Estate Investment Trusts
NYSE:ARW,ARW,214.45,174.459,136.74525000000003,Distribution Services,Electronics Distributors
NASDAQ:AAON,AAON,133.76,103.2090000000001,94.07649999999998,Producer Manufacturing,Industrial Machinery
NASDAQ:SEIC,SEIC,90.77,83.88799999999999,83.6822500000001,Finance,Investment Managers
NASDAQ:HUT,HUT,96.51,73.525,51.894250000000014,Miscellaneous,Miscellaneous
NASDAQ:ARWR,ARWR,77.14,68.501,54.637874999999994,Health Technology,Biotechnology
NASDAQ:WULF,WULF,21.63,19.304,14.603250000000003,Technology Services,Data Processing Services
NYSE:BEP,BEP,34.75,33.60900000000002,29.606749999999995,Utilities,Electric Utilities
NASDAQ:GSAT,GSAT,82.45,76.38300000000001,58.58075000000001,Communications,Wireless Telecommunications
NASDAQ:CGNX,CGNX,63.37,55.83999999999999,46.35975000000006,Electronic Technology,Electronic Equipment/Instruments
NYSE:AM,AM,22.08,21.99600000000003,19.6585,Industrial Services,Oil & Gas Pipelines
NYSE:MUSA,MUSA,555.64,528.9579999999999,429.5467500000001,Retail Trade,Specialty Stores
NASDAQ:SFD,SFD,26.08,26.907999999999998,24.112000000000002,Consumer Non-Durables,Food: Meat/Fish/Dairy
NASDAQ:VSAT,VSAT,75.27,60.765,43.1625,Electronic Technology,Telecommunications Equipment
NASDAQ:WTFC,WTFC,149.81,144.19199999999998,139.87625,Finance,Regional Banks
NYSE:FRT,FRT,116.06,110.56500000000003,103.45475000000006,Finance,Real Estate Investment Trusts
NYSE:AHR,AHR,51.68,49.51399999999999,47.46750000000001,Finance,Real Estate Investment Trusts
NYSE:MOG.A,MOG.A,316.58,305.23299999999995,261.51824999999997,Electronic Technology,Aerospace & Defense
NYSE:WTS,WTS,299.15,295.83399999999983,289.7502500000001,Producer Manufacturing,Industrial Machinery
NYSE:GTLS,GTLS,207.49,207.48200000000003,204.53474999999997,Consumer Services,Other Consumer Services
NASDAQ:FCFS,FCFS,226.57,211.0660000000001,174.7924999999999,Finance,Finance/Rental/Leasing
NYSE:RRC,RRC,42.08,43.017,38.509,Energy Minerals,Oil & Gas Production
NASDAQ:UMBF,UMBF,130.18,121.45099999999995,118.87999999999992,Finance,Major Banks
NYSE:OGE,OGE,47.9,47.685000000000024,45.620749999999994,Utilities,Electric Utilities
NYSE:ESI,ESI,40.55,38.523000000000025,30.337999999999994,Process Industries,Chemicals: Major Diversified
NASDAQ:POWL,POWL,271.05,240.70794660499996,153.81339301474998,Producer Manufacturing,Electrical Products
NYSE:AG,AG,19.94,20.549,17.540000000000006,Non-Energy Minerals,Precious Metals
NYSE:CTRE,CTRE,41.49,39.21199999999999,37.24225000000001,Finance,Real Estate Investment Trusts
NASDAQ:CYTK,CYTK,78.77,68.285,61.60650000000002,Health Technology,Pharmaceuticals: Major
NYSE:IAG,IAG,16.62,17.829,16.079500000000003,Non-Energy Minerals,Precious Metals
NYSE:VMI,VMI,503.36,455.52599999999956,424.4624999999999,Producer Manufacturing,Metal Fabrication
NASDAQ:FORM,FORM,125.31,124.62199999999999,74.814,Electronic Technology,Semiconductors
NYSE:HBM,HBM,24.49,23.102,19.7255,Non-Energy Minerals,Other Metals/Minerals
NASDAQ:BPOP,BPOP,149.56,142.80300000000003,129.57487500000002,Finance,Regional Banks
NYSE:CAVA,CAVA,80.53,84.25000000000001,68.37924999999998,Consumer Services,Restaurants
NYSE:DAR,DAR,58.98,60.67100000000001,44.004749999999945,Consumer Non-Durables,Food: Specialty/Candy
NASDAQ:MASI,MASI,178.79,178.33299999999997,154.14674999999994,Health Technology,Medical Specialties
NASDAQ:PRAX,PRAX,335.61,323.46600000000007,234.73587500000002,Health Technology,Pharmaceuticals: Major
NYSE:MGM,MGM,36.51,37.459000000000046,35.72600000000001,Consumer Services,Casinos/Gaming
NYSE:BRX,BRX,30.42,29.624000000000013,27.894000000000023,Finance,Real Estate Investment Trusts
NASDAQ:ONB,ONB,23.77,23.111000000000008,22.664250000000006,Finance,Major Banks
NYSE:PSO,PSO,15.16,14.082000000000003,13.745249999999995,Consumer Services,Publishing: Books/Magazines
NASDAQ:SIRI,SIRI,27.05,25.161,22.61274999999996,Consumer Services,Broadcasting
NYSE:R,R,234.79,224.955,197.98200000000006,Transportation,Air Freight/Couriers
NASDAQ:ZION,ZION,61.71,59.979999999999976,57.61962500000002,Finance,Major Banks
NYSE:ADC,ADC,75.54,76.40700000000001,74.59724999999996,Finance,Real Estate Investment Trusts
NASDAQ:FRHC,FRHC,147.38,145.3729999999999,143.59250000000003,Finance,Investment Banks/Brokers
NYSE:ALSN,ALSN,108.35,121.54899999999998,103.10899999999997,Producer Manufacturing,Auto Parts: OEM
NASDAQ:LLYVA,LLYVA,95.92,92.74499999999999,88.348375,Consumer Services,Movies/Entertainment
NASDAQ:ABVX,ABVX,119.9,117.68199999999999,110.262125,Health Technology,Pharmaceuticals: Other
NASDAQ:RIOT,RIOT,23.67,18.209999999999997,16.609625,Technology Services,Information Technology Services
NASDAQ:LLYVK,LLYVK,98.24,95.19750000000002,90.79312499999999,Consumer Services,Movies/Entertainment
NASDAQ:SNEX,SNEX,112.92,98.77233681799997,75.79085975349999,Finance,Investment Banks/Brokers
NASDAQ:KRYS,KRYS,302.05,274.384,233.840875,Health Technology,Biotechnology
NYSE:BVN,BVN,33.89,34.248000000000005,29.643500000000007,Non-Energy Minerals,Precious Metals
NYSE:AGX,AGX,630.5,620.568,399.10850000000005,Industrial Services,Engineering & Construction
NYSE:CFR,CFR,139.75,138.54100000000003,132.65550000000002,Finance,Regional Banks
NYSE:PRI,PRI,281.06,266.64,263.8727499999999,Finance,Life/Health Insurance
NYSE:FRO,FRO,38.94,36.16,28.127499999999998,Transportation,Marine Shipping
NASDAQ:MXL,MXL,96.77,52.49399999999999,25.698499999999996,Electronic Technology,Semiconductors
NYSE:TTC,TTC,89.13,93.03000000000002,84.95074999999999,Producer Manufacturing,Trucks/Construction/Farm Machinery
NYSE:NNN,NNN,45.3,43.760000000000055,42.550500000000056,Finance,Real Estate Investment Trusts
NYSE:NE,NE,53.97,49.916999999999994,37.08200000000002,Industrial Services,Contract Drilling
NASDAQ:COLB,COLB,29.67,28.642000000000003,27.977000000000025,Finance,Regional Banks
NYSE:FR,FR,62.27,60.66400000000001,57.52824999999996,Finance,Real Estate Investment Trusts
NYSE:MSGS,MSGS,353.15,331.8929999999999,268.9415,Consumer Services,Movies/Entertainment
NASDAQ:SIMO,SIMO,258.02,177.372,119.77375000000006,Electronic Technology,Semiconductors
NASDAQ:CRUS,CRUS,166.01,159.01899999999995,133.864625,Electronic Technology,Semiconductors
NYSE:GKOS,GKOS,143.82,124.11799999999998,106.78475000000003,Health Technology,Medical Specialties
NASDAQ:MTCH,MTCH,35.99,34.322,33.500875000000015,Technology Services,Internet Software/Services
NYSE:KNTK,KNTK,50.2,48.094999999999985,41.5795,Industrial Services,Oil & Gas Pipelines
NYSE:SM,SM,34.81,30.382000000000005,24.12924999999999,Energy Minerals,Integrated Oil
NASDAQ:HSIC,HSIC,73.23,74.07399999999993,73.19050000000006,Distribution Services,Medical Distributors
NYSE:VIRT,VIRT,53.77,48.583999999999975,39.539750000000055,Finance,Investment Banks/Brokers
NYSE:AGCO,AGCO,114.77,115.72399999999998,113.67999999999999,Producer Manufacturing,Trucks/Construction/Farm Machinery
NYSE:YOU,YOU,62.01,53.362,40.31874999999998,Technology Services,Packaged Software
NYSE:TX,TX,44.56,42.11199999999999,39.00874999999999,Non-Energy Minerals,Steel
NYSE:HESM,HESM,40.05,38.92100000000001,36.535250000000005,Energy Minerals,Integrated Oil
NASDAQ:ALGM,ALGM,44.33,39.96600000000001,33.11287500000002,Electronic Technology,Semiconductors
NASDAQ:CHRD,CHRD,145.55,138.776,108.95575000000001,Energy Minerals,Integrated Oil
NYSE:PRMB,PRMB,22.56,20.509000000000004,19.982999999999993,Consumer Non-Durables,Beverages: Non-Alcoholic
NYSE:TKR,TKR,117.2,107.19999999999996,91.40274999999998,Producer Manufacturing,Industrial Machinery
NYSE:ORA,ORA,131.78,117.13499999999999,110.58850000000002,Utilities,Electric Utilities
NASDAQ:NUVL,NUVL,102.32,102.06500000000008,97.53337499999995,Health Technology,Pharmaceuticals: Major
NYSE:EMN,EMN,70.65,72.504,68.07474999999997,Process Industries,Chemicals: Specialty
NASDAQ:WFRD,WFRD,111.38,102.30199999999994,84.45075,Industrial Services,Oilfield Services/Equipment
NYSE:JHG,JHG,51.8,51.485000000000014,47.36375000000001,Finance,Investment Managers
NYSE:ZWS,ZWS,47.82,47.94900000000003,47.45749999999999,Producer Manufacturing,Industrial Machinery
NASDAQ:CIFR,CIFR,19.48,17.207500000000003,15.737375000000004,Technology Services,Data Processing Services
NYSE:AMG,AMG,301.34,286.95599999999996,274.17725,Finance,Investment Managers
NYSE:KEX,KEX,148.69,141.74800000000002,116.28374999999998,Transportation,Marine Shipping
NYSE:ENS,ENS,214.56,200.712,155.45424999999997,Producer Manufacturing,Electrical Products
NASDAQ:BOKF,BOKF,129.94,130.536,121.08775,Finance,Major Banks
NYSE:CMC,CMC,71.08,66.33400000000002,65.95650000000002,Non-Energy Minerals,Steel
NYSE:IDA,IDA,141.55,143.435,134.6714999999998,Utilities,Electric Utilities
NYSE:SOBO,SOBO,37.5,34.239000000000004,29.737499999999994,Industrial Services,Oil & Gas Pipelines
NYSE:JXN,JXN,110.9,108.02900000000004,105.32625,Finance,Life/Health Insurance
NYSE:ESE,ESE,296.45,299.42600000000004,240.93150000000006,Electronic Technology,Electronic Equipment/Instruments
NYSE:CWEN,CWEN,37.35,38.887,35.06099999999997,Utilities,Alternative Power Generation
NYSE:ECG,ECG,148.75,136.51799999999997,102.42125000000001,Industrial Services,Engineering & Construction
NYSE:NOV,NOV,21.15,19.705999999999996,16.81475,Industrial Services,Oilfield Services/Equipment
NYSE:VAL,VAL,109.59,98.24099999999999,69.55450000000002,Industrial Services,Contract Drilling
NYSE:VIST,VIST,75.29,70.427,53.07199999999999,Energy Minerals,Oil & Gas Production
NYSE:VOYA,VOYA,82.37,75.32700000000008,74.11125000000003,Finance,Life/Health Insurance
NYSE:KGS,KGS,73.35,64.73400000000001,45.63550000000001,Industrial Services,Oilfield Services/Equipment
NYSE:MTDR,MTDR,59.52,60.025,49.091249999999995,Energy Minerals,Integrated Oil
NASDAQ:CORZ,CORZ,23.18,19.682000000000006,17.605749999999997,Technology Services,Data Processing Services
NYSE:LTH,LTH,33.06,28.795999999999985,27.63275000000001,Consumer Services,Other Consumer Services
NYSE:STAG,STAG,38.3,37.963999999999984,37.72474999999999,Finance,Real Estate Investment Trusts
NASDAQ:LUNR,LUNR,33.67,25.817,16.608375000000002,Electronic Technology,Aerospace & Defense
NASDAQ:CAMT,CAMT,159.37,175.42000000000002,133.44212500000003,Electronic Technology,Electronic Components
NYSE:CWAN,CWAN,24.4,24.03,21.97724999999999,Technology Services,Packaged Software
NASDAQ:IMVT,IMVT,35.56,27.294999999999995,23.66499999999998,Health Technology,Biotechnology
NYSE:CDP,CDP,31.84,31.625999999999998,30.289249999999992,Finance,Real Estate Investment Trusts
NASDAQ:SLAB,SLAB,216.89,213.00900000000001,164.81849999999997,Electronic Technology,Semiconductors
NYSE:HR,HR,20.47,18.65000000000001,17.943500000000004,Finance,Real Estate Investment Trusts
NASDAQ:FLY,FLY,44.0,35.415499999999994,29.519625,Electronic Technology,Aerospace & Defense
NYSE:TRNO,TRNO,66.17,64.34699999999998,61.77475000000011,Finance,Real Estate Investment Trusts
