code,weeks_present,first_seen,last_seen,row_count,has_signal
THR,5,2026-05-01,2026-05-29,5,True
INDV,5,2026-05-01,2026-08-07,5,True
WOLF,5,2026-05-08,2026-06-05,5,False
ORN,5,2026-05-08,2026-07-02,5,True
MXL,5,2026-05-08,2026-06-05,5,True
SEB,5,2026-05-08,2026-06-05,5,False
ITT,5,2026-05-08,2026-06-18,5,True
CGNX,5,2026-05-08,2026-06-05,5,True
TRS,5,2026-05-08,2026-07-02,5,True
PM,5,2026-05-15,2026-08-07,5,True
ORA,5,2026-05-15,2026-06-12,5,True
USAC,5,2026-05-15,2026-06-12,5,True
APC,5,2026-05-15,2026-06-12,5,False
LPG,5,2026-05-22,2026-08-07,5,True
QCOM,5,2026-05-22,2026-06-18,5,True
BCML,5,2026-06-12,2026-07-17,5,True
CWBC,5,2026-06-12,2026-07-17,5,True
NNN,5,2026-06-12,2026-08-07,5,True
HQ,5,2026-06-18,2026-07-17,5,True
UDR,5,2026-06-26,2026-07-24,5,True
MIRM,5,2026-06-26,2026-07-24,5,True
MPLT,5,2026-06-26,2026-07-24,5,True
FRME,5,2026-06-26,2026-07-31,5,True
USCB,5,2026-06-26,2026-08-07,5,True
AHR,5,2026-07-02,2026-08-07,5,True
NBTB,5,2026-07-02,2026-08-07,5,True
LYV,5,2026-07-02,2026-08-07,5,True
RAPP,5,2026-07-10,2026-08-07,5,True
BZH,5,2026-07-10,2026-08-07,5,True
IIPR,5,2026-07-10,2026-08-07,5,False
RGA,5,2026-07-10,2026-08-07,5,True
BBIO,5,2026-07-10,2026-08-07,5,True
ETSY,5,2026-07-10,2026-08-07,5,False
SION,5,2026-07-10,2026-08-07,5,True
TRAX,5,2026-07-10,2026-08-07,5,True
PAG,5,2026-07-10,2026-08-07,5,True
CHE,5,2026-07-10,2026-08-07,5,False
CLMT,5,2026-07-10,2026-08-07,5,True
CNXN,5,2026-07-10,2026-08-07,5,True
EWTX,5,2026-07-10,2026-08-07,5,True
AMSC,4,2025-10-10,2025-11-07,4,False
SOGP,4,2025-10-10,2025-11-07,4,False
XYL,4,2025-10-10,2025-11-07,4,True
URBN,4,2025-10-10,2026-01-09,4,True
DASH,4,2025-10-10,2025-12-05,4,True
PLTR,4,2025-10-10,2025-12-26,4,True
LYFT,4,2025-11-07,2025-12-05,4,True
LMND,4,2026-01-23,2026-03-20,4,True
HYMC,4,2026-03-06,2026-03-27,4,False
NCSM,4,2026-04-02,2026-04-24,4,True
EE,4,2026-04-02,2026-04-24,4,False
USFD,4,2026-04-02,2026-07-02,4,True
REPX,4,2026-04-02,2026-05-01,4,True
EQX,4,2026-04-10,2026-05-01,4,False
CASH,4,2026-04-17,2026-05-08,4,True
GATX,4,2026-04-17,2026-05-08,4,True
GRMN,4,2026-04-17,2026-08-07,4,True
SPFI,4,2026-04-17,2026-07-17,4,True
ENTG,4,2026-04-24,2026-07-02,4,True
Q,4,2026-04-24,2026-05-29,4,True
TPC,4,2026-05-01,2026-08-07,4,True
OCS,4,2026-05-01,2026-05-22,4,True
ESOA,4,2026-05-01,2026-05-22,4,True
NEXA,4,2026-05-08,2026-05-29,4,False
NXT,4,2026-05-15,2026-06-05,4,True
VOYG,4,2026-05-22,2026-06-12,4,True
AUGO,4,2026-05-29,2026-06-18,4,False
BWA,4,2026-05-29,2026-06-18,4,True
TOYO,4,2026-05-29,2026-06-18,4,False
LYTS,4,2026-06-12,2026-07-02,4,True
RMIX,4,2026-06-12,2026-07-02,4,True
FC,4,2026-06-12,2026-07-02,4,False
RNST,4,2026-06-12,2026-08-07,4,True
IMAX,4,2026-06-18,2026-08-07,4,True
ADPT,4,2026-06-26,2026-08-07,4,True
SRRK,4,2026-06-26,2026-07-17,4,True
CDNL,4,2026-06-26,2026-07-17,4,False
ACU,4,2026-06-26,2026-08-07,4,True
NIC,4,2026-06-26,2026-08-07,4,True
BFST,4,2026-06-26,2026-08-07,4,True
AUB,4,2026-07-02,2026-08-07,4,False
MPB,4,2026-07-02,2026-08-07,4,True
AXS,4,2026-07-02,2026-07-24,4,True
CRL,4,2026-07-02,2026-08-07,4,True
SAH,4,2026-07-10,2026-07-31,4,True
ITIC,4,2026-07-17,2026-08-07,4,True
RUSHA,4,2026-07-17,2026-08-07,4,True
USB,4,2026-07-17,2026-08-07,4,False
CCK,4,2026-07-17,2026-08-07,4,True
ESQ,4,2026-07-17,2026-08-07,4,True
GHRS,4,2026-07-17,2026-08-07,4,True
DKL,4,2026-07-17,2026-08-07,4,True
UNF,4,2026-07-17,2026-08-07,4,True
KFY,4,2026-07-17,2026-08-07,4,True
KELYA,4,2026-07-17,2026-08-07,4,True
MRK,4,2026-07-17,2026-08-07,4,True
RF,4,2026-07-17,2026-08-07,4,False
SNA,4,2026-07-17,2026-08-07,4,True
MCHB,4,2026-07-17,2026-08-07,4,True
DEA,4,2026-07-17,2026-08-07,4,False
SEIC,4,2026-07-17,2026-08-07,4,True
KARO,4,2026-07-17,2026-08-07,4,True
FBRX,4,2026-07-17,2026-08-07,4,True
CDNA,4,2026-07-17,2026-08-07,4,True
OHI,4,2026-07-17,2026-08-07,4,True
ACT,4,2026-07-17,2026-08-07,4,True
RHI,4,2026-07-17,2026-08-07,4,True
PSNL,4,2026-07-17,2026-08-07,4,False
PLD,4,2026-07-17,2026-08-07,4,True
COAG,4,2026-07-17,2026-08-07,4,True
REG,4,2026-07-17,2026-08-07,4,True
CRNX,4,2026-07-17,2026-08-07,4,True
CBNK,4,2026-07-17,2026-08-07,4,True
RMR,4,2026-07-17,2026-08-07,4,False
FNB,4,2026-07-17,2026-08-07,4,False
BAC,4,2026-07-17,2026-08-07,4,True
EPR,4,2026-07-17,2026-08-07,4,True
RCL,3,2025-10-10,2025-10-31,3,False
HKXCY,3,2025-10-10,2025-10-31,3,False
FAST,3,2025-10-10,2026-08-07,3,True
GLXY,3,2025-10-10,2025-10-31,3,False
ZS,3,2025-10-24,2025-11-07,3,True
AMZN,3,2025-10-31,2026-01-09,3,True
NUTX,3,2025-12-12,2026-07-02,3,True
GMED,3,2026-01-09,2026-04-24,3,True
FIGR,3,2026-01-16,2026-01-30,3,False
ONDS,3,2026-01-16,2026-01-30,3,False
CCJ,3,2026-02-13,2026-02-27,3,False
AMLX,3,2026-04-17,2026-08-07,3,True
MWH,3,2026-04-24,2026-05-22,3,False
WLAC,3,2026-04-24,2026-05-08,3,True
LPTH,3,2026-04-24,2026-05-29,3,True
ALSN,3,2026-04-24,2026-05-08,3,True
TSN,3,2026-05-08,2026-05-22,3,True
TH,3,2026-05-15,2026-06-26,3,True
ENPH,3,2026-05-22,2026-06-05,3,True
CYD,3,2026-05-22,2026-06-05,3,True
VELO,3,2026-05-29,2026-06-18,3,True
LEA,3,2026-05-29,2026-06-12,3,True
TNL,3,2026-06-05,2026-06-18,3,True
FIVE,3,2026-06-05,2026-06-18,3,False
NPK,3,2026-06-05,2026-06-18,3,False
FAC,3,2026-06-12,2026-06-26,3,True
CBFV,3,2026-06-12,2026-07-02,3,True
M,3,2026-06-12,2026-06-26,3,True
IBOC,3,2026-06-12,2026-07-02,3,True
WYFI,3,2026-06-18,2026-07-10,3,True
AAL,3,2026-06-26,2026-07-10,3,True
BIOA,3,2026-06-26,2026-07-10,3,True
MAMA,3,2026-06-26,2026-07-10,3,True
PFS,3,2026-07-02,2026-08-07,3,False
MVBF,3,2026-07-02,2026-08-07,3,True
BFC,3,2026-07-02,2026-08-07,3,True
SGHC,3,2026-07-10,2026-07-24,3,True
RDN,3,2026-07-17,2026-07-31,3,True
IOR,3,2026-07-17,2026-07-31,3,True
PARR,3,2026-07-17,2026-07-31,3,True
CUZ,3,2026-07-17,2026-07-31,3,False
HIW,3,2026-07-17,2026-07-31,3,True
TOWN,3,2026-07-24,2026-08-07,3,True
PCAR,3,2026-07-24,2026-08-07,3,True
AVBC,3,2026-07-24,2026-08-07,3,True
IBCP,3,2026-07-24,2026-08-07,3,True
BLFS,3,2026-07-24,2026-08-07,3,True
SAFT,3,2026-07-24,2026-08-07,3,True
THRM,3,2026-07-24,2026-08-07,3,True
CORT,3,2026-07-24,2026-08-07,3,False
SCSC,3,2026-07-24,2026-08-07,3,False
HALO,3,2026-07-24,2026-08-07,3,True
CZNC,3,2026-07-24,2026-08-07,3,True
SXT,3,2026-07-24,2026-08-07,3,True
WASH,3,2026-07-24,2026-08-07,3,False
PK,3,2026-07-24,2026-08-07,3,False
GD,3,2026-07-24,2026-08-07,3,True
CPNG,2,2025-10-10,2025-10-31,2,True
RMD,2,2025-10-10,2025-10-24,2,False
CDNS,2,2025-10-24,2025-10-31,2,True
BILI,2,2026-01-23,2026-01-30,2,True
ALHC,2,2026-01-23,2026-01-30,2,False
CDE,2,2026-02-20,2026-02-27,2,True
SPIR,2,2026-04-10,2026-05-29,2,True
DHIL,2,2026-04-17,2026-04-24,2,True
GCT,2,2026-04-17,2026-04-24,2,True
OSIS,2,2026-04-17,2026-04-24,2,True
ACLX,2,2026-04-17,2026-04-24,2,True
TDY,2,2026-04-24,2026-05-01,2,False
CSV,2,2026-04-24,2026-05-01,2,True
CVGW,2,2026-04-24,2026-05-01,2,True
MPLX,2,2026-05-01,2026-08-07,2,False
BKTI,2,2026-05-01,2026-05-08,2,False
ET,2,2026-05-01,2026-05-22,2,True
HAL,2,2026-05-01,2026-05-22,2,True
FIHL,2,2026-05-01,2026-05-08,2,False
WFCF,2,2026-05-08,2026-07-02,2,True
ESCA,2,2026-05-08,2026-08-07,2,True
LIFE,2,2026-05-08,2026-05-15,2,True
PNRG,2,2026-05-15,2026-05-22,2,True
SKYT,2,2026-05-22,2026-05-29,2,True
UMAC,2,2026-05-29,2026-06-05,2,True
F,2,2026-05-29,2026-06-05,2,False
TXNM,2,2026-05-29,2026-06-05,2,False
ODFL,2,2026-06-05,2026-06-12,2,True
AVA,2,2026-06-05,2026-06-12,2,True
NWE,2,2026-06-05,2026-06-12,2,False
SUNB,2,2026-06-12,2026-06-18,2,False
TJX,2,2026-06-12,2026-06-18,2,True
CIFR,2,2026-06-18,2026-06-26,2,True
NVCT,2,2026-06-26,2026-07-02,2,True
EBMT,2,2026-06-26,2026-07-02,2,True
CBU,2,2026-06-26,2026-07-02,2,True
CUBI,2,2026-06-26,2026-08-07,2,True
MG,2,2026-06-26,2026-07-02,2,False
MCB,2,2026-06-26,2026-07-02,2,True
AKTS,2,2026-06-26,2026-07-02,2,True
INTG,2,2026-06-26,2026-07-02,2,True
ASIC,2,2026-07-02,2026-07-10,2,True
KYIV,2,2026-07-02,2026-07-10,2,True
WDFC,2,2026-07-10,2026-07-17,2,False
LOB,2,2026-07-10,2026-07-17,2,True
STAG,2,2026-07-17,2026-07-24,2,True
FA,2,2026-07-17,2026-08-07,2,True
EIX,2,2026-07-17,2026-07-24,2,True
CTVA,2,2026-07-17,2026-07-24,2,False
JXN,2,2026-07-17,2026-08-07,2,True
GTY,2,2026-07-17,2026-07-24,2,True
WRLD,2,2026-07-24,2026-08-07,2,True
PKG,2,2026-07-24,2026-08-07,2,True
OVV,2,2026-07-24,2026-07-31,2,True
BIP,2,2026-07-24,2026-07-31,2,True
PBAM,2,2026-07-31,2026-08-07,2,False
AGM,2,2026-07-31,2026-08-07,2,False
RNG,2,2026-07-31,2026-08-07,2,True
SNOW,2,2026-07-31,2026-08-07,2,True
EAT,2,2026-07-31,2026-08-07,2,True
RCKY,2,2026-07-31,2026-08-07,2,True
GKOS,2,2026-07-31,2026-08-07,2,True
NMIH,2,2026-07-31,2026-08-07,2,True
FRBA,2,2026-07-31,2026-08-07,2,True
NEU,2,2026-07-31,2026-08-07,2,True
CNK,2,2026-07-31,2026-08-07,2,True
SHOO,2,2026-07-31,2026-08-07,2,True
MBIN,2,2026-07-31,2026-08-07,2,True
ST,2,2026-07-31,2026-08-07,2,False
MTG,2,2026-07-31,2026-08-07,2,False
SAIH,2,2026-07-31,2026-08-07,2,True
SYBT,2,2026-07-31,2026-08-07,2,True
AME,2,2026-07-31,2026-08-07,2,True
FNWD,2,2026-07-31,2026-08-07,2,False
CFBK,2,2026-07-31,2026-08-07,2,False
RACC,2,2026-07-31,2026-08-07,2,True
PRK,2,2026-07-31,2026-08-07,2,True
TXRH,2,2026-07-31,2026-08-07,2,True
SE,1,2025-10-10,2025-10-10,1,False
TEM,1,2025-10-10,2025-10-10,1,True
PLUG,1,2025-10-10,2025-10-10,1,False
AXON,1,2025-10-10,2025-10-10,1,False
CG,1,2025-10-24,2025-10-24,1,False
UHS,1,2025-11-28,2025-11-28,1,True
SAIA,1,2026-01-02,2026-01-02,1,False
SOLV,1,2026-01-09,2026-01-09,1,True
LDOS,1,2026-01-09,2026-01-09,1,True
MAS,1,2026-02-13,2026-02-13,1,True
AS,1,2026-02-20,2026-02-20,1,True
PHG,1,2026-02-27,2026-02-27,1,True
KR,1,2026-03-13,2026-03-13,1,True
ARLP,1,2026-04-02,2026-04-02,1,False
CAAP,1,2026-04-02,2026-04-02,1,False
CMC,1,2026-04-10,2026-04-10,1,True
CAR,1,2026-04-17,2026-04-17,1,False
TT,1,2026-04-24,2026-04-24,1,False
RMBS,1,2026-04-24,2026-04-24,1,True
SCI,1,2026-04-24,2026-04-24,1,True
LGN,1,2026-04-24,2026-04-24,1,False
RNGR,1,2026-04-24,2026-04-24,1,True
PKST,1,2026-05-01,2026-05-01,1,False
CE,1,2026-05-01,2026-05-01,1,True
PRIM,1,2026-05-01,2026-05-01,1,False
ROAD,1,2026-05-08,2026-05-08,1,True
CCSI,1,2026-05-08,2026-05-08,1,True
MLI,1,2026-05-08,2026-05-08,1,True
WLFC,1,2026-05-08,2026-05-08,1,True
MCFT,1,2026-05-08,2026-05-08,1,True
AAON,1,2026-05-08,2026-05-08,1,True
CAPL,1,2026-05-15,2026-05-15,1,True
MIAX,1,2026-05-15,2026-05-15,1,False
ALMU,1,2026-05-15,2026-05-15,1,False
CAEP,1,2026-05-15,2026-05-15,1,True
NE,1,2026-05-22,2026-05-22,1,False
VRSN,1,2026-05-22,2026-05-22,1,True
NOV,1,2026-05-22,2026-05-22,1,True
CMPR,1,2026-05-22,2026-05-22,1,True
CLFD,1,2026-05-29,2026-05-29,1,True
MSCI,1,2026-05-29,2026-05-29,1,True
TBN,1,2026-06-05,2026-06-05,1,True
WTM,1,2026-06-05,2026-06-05,1,False
NSA,1,2026-06-12,2026-06-12,1,True
WPC,1,2026-06-12,2026-06-12,1,True
BFS,1,2026-06-26,2026-06-26,1,True
HGV,1,2026-06-26,2026-06-26,1,True
NGVT,1,2026-06-26,2026-06-26,1,True
CNP,1,2026-06-26,2026-06-26,1,True
EGBN,1,2026-06-26,2026-06-26,1,True
AUPH,1,2026-06-26,2026-06-26,1,True
STEL,1,2026-06-26,2026-06-26,1,True
LLYVA,1,2026-07-02,2026-07-02,1,True
XZO,1,2026-07-02,2026-07-02,1,True
WLY,1,2026-07-02,2026-07-02,1,True
COLB,1,2026-07-02,2026-07-02,1,False
VSEC,1,2026-07-02,2026-07-02,1,True
HWC,1,2026-07-02,2026-07-02,1,False
LEVI,1,2026-07-02,2026-07-02,1,False
VRTX,1,2026-07-02,2026-07-02,1,True
RDWR,1,2026-07-10,2026-07-10,1,True
FTH,1,2026-07-10,2026-07-10,1,True
HTO,1,2026-07-17,2026-07-17,1,True
BIIB,1,2026-07-17,2026-07-17,1,True
OZK,1,2026-07-17,2026-07-17,1,True
CUBE,1,2026-07-17,2026-07-17,1,True
KEY,1,2026-07-17,2026-07-17,1,False
FIBK,1,2026-07-17,2026-07-17,1,False
WTFC,1,2026-07-17,2026-07-17,1,True
OGE,1,2026-07-24,2026-07-24,1,True
SON,1,2026-07-24,2026-07-24,1,True
BANC,1,2026-07-24,2026-07-24,1,False
GIII,1,2026-07-31,2026-07-31,1,True
NBBK,1,2026-07-31,2026-07-31,1,True
NLY,1,2026-08-07,2026-08-07,1,True
MTUS,1,2026-08-07,2026-08-07,1,True
DBX,1,2026-08-07,2026-08-07,1,True
MGYR,1,2026-08-07,2026-08-07,1,False
TILE,1,2026-08-07,2026-08-07,1,True
NKSH,1,2026-08-07,2026-08-07,1,True
RJF,1,2026-08-07,2026-08-07,1,False
NDSN,1,2026-08-07,2026-08-07,1,True
IVZ,1,2026-08-07,2026-08-07,1,True
SWK,1,2026-08-07,2026-08-07,1,True
IBTA,1,2026-08-07,2026-08-07,1,True
HNVR,1,2026-08-07,2026-08-07,1,True
CPAY,1,2026-08-07,2026-08-07,1,True
CIX,1,2026-08-07,2026-08-07,1,True
JHX,1,2026-08-07,2026-08-07,1,True
VAC,1,2026-08-07,2026-08-07,1,True
NAVN,1,2026-08-07,2026-08-07,1,True
PH,1,2026-08-07,2026-08-07,1,True
BVS,1,2026-08-07,2026-08-07,1,True
ESNT,1,2026-08-07,2026-08-07,1,True
HBB,1,2026-08-07,2026-08-07,1,True
THC,1,2026-08-07,2026-08-07,1,False
GFF,1,2026-08-07,2026-08-07,1,True
IOSP,1,2026-08-07,2026-08-07,1,True
HVT,1,2026-08-07,2026-08-07,1,True
MKTW,1,2026-08-07,2026-08-07,1,False
JAN,1,2026-08-07,2026-08-07,1,False
DYN,1,2026-08-07,2026-08-07,1,False
ALH,1,2026-08-07,2026-08-07,1,True
LNC,1,2026-08-07,2026-08-07,1,False
AIRT,1,2026-08-07,2026-08-07,1,True
CFFI,1,2026-08-07,2026-08-07,1,True
ABNB,1,2026-08-07,2026-08-07,1,True
