code,snapshot_date,signal,signal_source,pullback_v_is_dry,ibd_candidate_rule,ibd_candidate_price,ibd_candidate_signal_source,ibd_candidate_extra,ibd_entry_valid,ibd_entry_date,ibd_entry_price,ibd_trigger_price,ibd_entry_volume_ratio,ibd_entry_close_vs_trigger_pct,ibd_entry_close_position,ibd_entry_breakout_range_ratio,ibd_entry_rule,ibd_entry_reject_reason,latest_close,current_vs_ibd_candidate_pct,ibd_entry_status,volume_ratio,hold_return,breakout_date,pct_above_ceiling,touched_ema10_count,mbox_count,ceiling,ceiling_date,base_depth_pct,base_mbox_count,base_duration_weeks,base_depth_abs,C_continuous,rank_C_continuous,pullback_count,pullback_duration_weeks,pullback_pct,pullback_pct_off_peak,is_bullish,is_priority,eps_yoy_growth,price_52_week_high,dist_to_52w_high_pct,sector,industry,eps_yoy_growth_source
WDC,2026-03-20,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,283.78,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-03-16"", ""ma10_prior_week"": 255.441, ""pending_high"": 283.78, ""touch_date"": ""2026-03-02""}",0.0,,,,,,,,,daily_volume_not_confirmed,293.1,3.28,UNCONFIRMED,1.3930391459937894,364.2,2025-06-23,384.5,3,0,60.49,2024-07-08,-52.5,3,50,52.5,4.375,1.0,5,5.0,-23.2,-5.4,True,True,190.1840490798,319.62,-8.297353106814331,Electronic Technology,Computer Peripherals,SEC
DOCN,2026-03-20,True,pivot,False,pivot,70.43,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 70.43, ""resistance_date"": ""2026-03-16""}], ""selected_pivot"": {""box_type"": ""S_BOX"", ""price"": 70.43, ""resistance_date"": ""2026-03-16""}}",1.0,2026-03-16,70.43,70.43,1.572209758569311,0.0224336220360641,0.4095238095238105,0.2149659863945577,pivot,,82.65,17.35,EXTENDED,1.618390798981216,55.4,2026-01-05,59.9,2,0,51.69,2023-07-17,-62.5,9,129,62.5,3.875,2.0,2,5.0,-27.5,17.4,True,True,357.5757575758,86.5,-4.450867052023111,Technology Services,Packaged Software,SEC
CIEN,2026-03-20,True,pivot,False,pivot,365.9,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 365.9, ""resistance_date"": ""2026-03-16""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,383.89,4.92,UNCONFIRMED,1.378174226522533,229.0,2025-09-01,278.4,6,0,101.44,2025-01-20,-51.5,2,32,51.5,3.75,3.0,4,4.0,-23.9,4.9,True,True,232.2580645161,419.8,-8.55407336827061,Electronic Technology,Telecommunications Equipment,SEC
STX,2026-03-20,True,10_wk_ema_touch_confirm,True,ma10_touch_confirm,407.7,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-03-16"", ""ma10_prior_week"": 379.48, ""pending_high"": 407.7, ""touch_date"": ""2026-03-02""}",1.0,2026-03-20,433.3,407.7,1.9878049999286131,0.0086583272013736,0.0649606299212604,0.1158136482939641,ma10_touch_confirm,,411.23,0.87,ACTIONABLE,1.4747717156223004,252.6,2025-05-26,266.2,6,0,112.29,2024-10-14,-44.3,2,32,44.3,3.375,4.0,7,7.0,-25.6,-10.5,True,True,67.7419354839,459.84,-10.571068197633949,Electronic Technology,Computer Peripherals,SEC
SEDG,2026-03-20,True,ceiling_breakout,,ceiling,41.6,ceiling_breakout,,1.0,2026-03-20,47.48,41.6,2.9595283635704295,0.2435096153846152,0.7332185886402748,1.743545611015489,ceiling,,51.73,24.35,EXTENDED,2.0109175659883194,0.0,2026-03-16,24.4,0,0,41.6,2025-11-03,-32.2,1,19,32.2,3.125,5.0,0,,,,True,True,96.1075069509,53.28,-2.9091591591591692,Unknown,Unknown,SEC
MTZ,2026-03-20,True,pivot,False,pivot,300.0,pivot,"{""pivot_candidates"": [{""box_type"": ""S_BOX"", ""price"": 300.0, ""resistance_date"": ""2026-03-16""}]}",0.0,,,,,,,,,daily_volume_not_confirmed,300.58,0.19,UNCONFIRMED,1.399310401488842,74.8,2025-06-23,80.0,6,2,166.95,2025-01-20,-40.3,1,22,40.3,2.75,6.0,7,4.0,-8.1,0.2,True,True,68.5950413223,316.18,-4.9338984122968,Unknown,Unknown,SEC
BTU,2026-03-20,True,10_wk_ema_touch_confirm,,ma10_touch_confirm,36.5,10_wk_ema_touch_confirm,"{""confirm_date"": ""2026-03-16"", ""ma10_prior_week"": 34.595, ""pending_high"": 36.5, ""touch_date"": ""2026-03-09""}",1.0,2026-03-19,37.0,36.5,3.198941549980351,0.026027397260274,0.1398601398601402,0.2214452214452221,ma10_touch_confirm,,37.31,2.22,ACTIONABLE,2.101009917631544,7.7,2026-03-09,15.0,1,0,32.44,2025-09-29,-24.5,2,23,24.5,2.125,7.0,0,,,,True,True,-178.3783783784,41.14,-9.309674282936308,Unknown,Unknown,SEC
LMND,2026-03-20,True,ceiling_breakout,,ceiling,61.82,ceiling_breakout,,1.0,2026-03-17,62.42,61.82,2.176558941231044,0.0816887738595923,0.8396551724137943,0.8706896551724149,ceiling,,64.18,3.82,ACTIONABLE,1.2742858237399788,0.0,2026-03-16,3.8,0,0,61.82,2025-09-15,-23.9,2,26,23.9,1.625,8.0,0,,,,True,False,46.3157894737,99.9,-35.75575575575575,Unknown,Unknown,SEC
VRT,2026-03-20,False,,False,,,,,,,,,,,,,,,255.88,,,4.105844398050565,9.1,2026-02-09,26.5,0,0,202.33,2025-10-27,-27.0,1,15,,,,2,2.0,-7.7,-7.5,False,False,,276.71,-7.527736619565606,Electronic Technology,Electronic Production Equipment,
COHR,2026-03-20,False,,False,,,,,,,,,,,,,,,253.63,,,3.201306116454969,118.0,2025-10-13,123.3,2,0,113.6,2024-12-02,-59.9,2,45,,,,5,4.0,-16.8,-8.3,False,False,,300.2,-15.512991339107264,Electronic Technology,Semiconductors,
SATS,2026-03-20,False,,True,,,,,,,,,,,,,,,109.84,,,2.932797021408494,34.0,2025-12-01,37.3,1,0,79.98,2025-09-29,-17.8,1,9,,,,2,9.0,-19.1,-14.7,False,False,,132.25,-16.945179584120986,Unknown,Unknown,
NYAX,2026-03-20,False,,,,,,,,,,,,,,,,,60.36,,,2.7911939434233384,7.3,2026-03-02,17.1,1,0,51.54,2025-09-08,-24.0,2,25,,,,0,,,,True,True,,61.65,-2.092457420924576,Unknown,Unknown,
CF,2026-03-20,False,,,,,,,,,,,,,,,,,124.9,,,2.757925178347972,7.9,2026-03-02,21.7,0,0,102.67,2025-06-16,-26.9,2,37,,,,1,2.0,-12.6,-9.1,True,True,,137.44,-9.123981373690338,Process Industries,Chemicals: Agricultural,
VICR,2026-03-20,False,,False,,,,,,,,,,,,,,,164.54,,,2.4078215294867604,57.6,2025-12-15,67.2,2,0,98.38,2023-07-24,-68.6,9,125,,,,2,4.0,-23.4,-20.1,False,False,,209.53,-21.4718656039708,Electronic Technology,Electronic Components,
LITE,2026-03-20,False,,False,,,,,,,,,,,,,,,706.35,,,2.363369596660859,575.8,2025-07-21,579.2,2,0,104.0,2025-01-20,-56.1,1,26,,,,6,4.0,-28.3,-7.7,True,True,,787.45,-10.29906660740365,Producer Manufacturing,Electrical Products,
BTSG,2026-03-20,False,,False,,,,,,,,,,,,,,,41.21,,,2.3031658652736486,55.8,2025-09-08,66.0,3,0,24.82,2025-01-27,-37.6,2,32,,,,6,3.0,-12.7,-3.4,True,True,,44.87,-8.156897704479604,Health Services,Medical/Nursing Services,
APEI,2026-03-20,False,,False,,,,,,,,,,,,,,,53.89,,,2.2431823004319256,33.7,2026-01-05,38.9,2,0,38.8,2025-09-22,-22.2,1,15,,,,5,2.0,-9.6,-8.2,False,False,,58.69,-8.178565343329359,Unknown,Unknown,
LMT,2026-03-20,False,,False,,,,,,,,,,,,,,,627.43,,,1.9017974750816944,-0.6,2026-01-26,6.3,0,0,590.19,2024-10-14,-31.9,4,67,,,,3,3.0,-9.6,-8.9,False,False,,692.0,-9.33092485549134,Electronic Technology,Aerospace & Defense,
AAOI,2026-03-20,False,,,,,,,,,,,,,,,,,87.54,,,1.9012598538847552,100.7,2026-01-26,103.3,1,0,43.05,2024-11-25,-77.4,3,61,,,,1,2.0,-34.4,-32.1,False,False,,128.96,-32.11848635235732,Electronic Technology,Semiconductors,
NEM,2026-03-20,False,,False,,,,,,,,,,,,,,,95.8,,,1.8861151205621725,21.5,2025-09-08,26.2,2,0,75.93,2022-04-11,-62.9,10,178,,,,6,4.0,-28.0,-26.8,False,False,,134.61,-28.8314389718446,Unknown,Unknown,
AU,2026-03-20,False,,False,,,,,,,,,,,,,,,79.99,,,1.8750540194175136,171.4,2025-03-03,171.9,7,1,29.42,2024-08-12,-28.6,2,29,,,,11,4.0,-36.7,-36.7,False,False,,127.01,-37.020707030942454,Unknown,Unknown,
AMGN,2026-03-20,False,,True,,,,,,,,,,,,,,,347.8,,,1.8638521491122004,7.0,2025-12-15,7.5,3,0,323.47,2024-09-16,-24.7,4,65,,,,4,4.0,-11.6,-10.9,False,False,,391.29,-11.114518643461368,Health Technology,Biotechnology,
MU,2026-03-20,False,,False,,,,,,,,,,,,,,,422.9,,,1.8461323005398724,169.2,2025-09-08,195.2,2,0,143.28,2024-06-10,-57.1,5,65,,,,5,5.0,-16.9,-1.8,False,False,,471.34,-10.277082360928414,Electronic Technology,Semiconductors,
NATL,2026-03-20,False,,False,,,,,,,,,,,,,,,42.34,,,1.7566574551660914,0.2,2026-02-09,4.8,1,0,40.39,2025-09-01,-17.5,1,23,,,,2,3.0,-13.3,-12.7,False,False,,48.5,-12.701030927835044,Electronic Technology,Computer Processing Hardware,
ALM,2026-03-20,False,,False,,,,,,,,,,,,,,,16.2,,,1.707107915611158,91.5,2025-12-15,109.3,2,0,7.74,2025-06-30,-59.2,2,24,,,,3,2.0,-32.5,-28.2,False,False,,22.55,-28.159645232815965,Non-Energy Minerals,Other Metals/Minerals,
SHEL,2026-03-20,False,,,,,,,,,,,,,,,,,90.44,,,1.6900929396598423,15.9,2026-02-09,20.8,0,0,74.86,2025-03-24,-24.8,4,46,,,,0,,,,True,True,,92.95,-2.700376546530403,Energy Minerals,Integrated Oil,
PAAS,2026-03-20,False,,False,,,,,,,,,,,,,,,46.66,,,1.6846638003605083,63.3,2025-06-02,82.0,3,1,25.64,2024-10-21,-23.6,1,32,,,,9,4.0,-33.2,-32.1,False,False,,69.81,-33.16143818937116,Unknown,Unknown,
PAHC,2026-03-20,False,,False,,,,,,,,,,,,,,,50.76,,,1.6316466746888674,-4.1,2026-02-02,9.9,0,0,46.19,2025-11-10,-21.9,1,12,,,,2,4.0,-19.0,-9.1,True,True,,56.17,-9.631475876802575,Unknown,Unknown,
KRYS,2026-03-20,False,,False,,,,,,,,,,,,,,,251.68,,,1.6234734799737105,7.5,2025-12-01,14.7,1,0,219.34,2024-07-22,-44.0,5,71,,,,3,10.0,-17.4,-15.0,False,False,,298.3,-15.62856185048609,Health Technology,Biotechnology,
MPC,2026-03-20,False,,,,,,,,,,,,,,,,,232.53,,,1.6221171216558985,5.1,2026-03-02,9.7,0,0,211.96,2024-04-01,-46.8,8,100,,,,0,,,,True,True,,242.98,-4.3007654951024765,Energy Minerals,Oil Refining/Marketing,
CAH,2026-03-20,False,,False,,,,,,,,,,,,,,,207.83,,,1.6063054925210916,9.2,2025-10-27,24.7,3,0,166.7,2025-06-23,-17.8,1,18,,,,4,4.0,-10.2,-9.7,False,False,,233.6,-11.031678082191776,Distribution Services,Medical Distributors,
