snapshot_date,total_candidates,n_draws,seed,valid_draw_pct,w1_valid_draw_pct,w2_valid_draw_pct,w3_valid_draw_pct,w4_valid_draw_pct,w1_mean_return_pct_p05,w1_mean_return_pct_p25,w1_mean_return_pct_p50,w1_mean_return_pct_p75,w1_mean_return_pct_p95,w1_mean_max_gain_pct_p05,w1_mean_max_gain_pct_p25,w1_mean_max_gain_pct_p50,w1_mean_max_gain_pct_p75,w1_mean_max_gain_pct_p95,w2_mean_return_pct_p05,w2_mean_return_pct_p25,w2_mean_return_pct_p50,w2_mean_return_pct_p75,w2_mean_return_pct_p95,w3_mean_return_pct_p05,w3_mean_return_pct_p25,w3_mean_return_pct_p50,w3_mean_return_pct_p75,w3_mean_return_pct_p95,w4_mean_return_pct_p05,w4_mean_return_pct_p25,w4_mean_return_pct_p50,w4_mean_return_pct_p75,w4_mean_return_pct_p95,asof_mean_return_pct_p05,asof_mean_return_pct_p25,asof_mean_return_pct_p50,asof_mean_return_pct_p75,asof_mean_return_pct_p95,asof_mean_exec_return_pct_p05,asof_mean_exec_return_pct_p25,asof_mean_exec_return_pct_p50,asof_mean_exec_return_pct_p75,asof_mean_exec_return_pct_p95,asof_mean_max_gain_pct_p05,asof_mean_max_gain_pct_p25,asof_mean_max_gain_pct_p50,asof_mean_max_gain_pct_p75,asof_mean_max_gain_pct_p95,asof_worst_return_pct_p05,asof_worst_return_pct_p25,asof_worst_return_pct_p50,asof_worst_return_pct_p75,asof_worst_return_pct_p95,asof_stop8_count_p05,asof_stop8_count_p25,asof_stop8_count_p50,asof_stop8_count_p75,asof_stop8_count_p95,b0_actual_asof_mean_return_pct,b0_actual_asof_mean_exec_return_pct,b0_actual_asof_mean_max_gain_pct,b0_actual_w1_mean_return_pct,b0_actual_stop8_count,b0_asof_return_percentile,b0_asof_exec_return_percentile,b0_w1_return_percentile
2026-05-29,112,1000,60571,96.9,96.9,96.9,96.9,96.9,-11.0444,-5.5068,-1.5508,1.1729,5.0096,2.3857,4.3938,6.4117,8.9121,14.0814,-8.3666,-0.4091,4.4343,8.2666,15.7992,-10.1239,-0.3065,5.0335,11.1235,19.5644,-14.2407,-1.749,5.0838,11.2435,20.5935,-27.8776,-12.8695,-3.6396,5.5232,20.2713,-8.3775,-6.6553,-1.2045,4.6273,16.2291,8.6456,14.4505,21.3922,29.1183,43.9707,-56.0603,-37.6023,-22.2994,-7.3956,2.1437,0.0,1.0,2.0,2.0,3.0,7.8009,8.1448,21.7464,2.1358,1.0,80.5,84.73,82.97
2026-06-05,108,1000,60647,91.8,91.8,91.8,91.8,91.8,-2.0091,1.768,3.1283,4.2336,6.5446,2.6362,3.699,4.5947,5.6364,7.9711,-4.9657,-0.4335,1.7774,3.7841,6.3603,-3.498,2.1563,5.3722,8.2537,13.0013,-4.302,2.1858,5.0139,8.0078,14.5442,-13.1391,1.9877,6.0564,10.8872,18.7593,-4.9136,-0.4561,3.6142,8.0017,14.7646,8.9666,12.7597,16.5746,21.1373,31.0024,-49.726,-10.7379,1.1173,4.3353,8.5743,0.0,0.0,1.0,1.0,2.0,17.1049,17.1049,24.5153,3.9909,0.0,92.27,97.39,71.13
2026-06-12,268,1000,60654,97.9,97.9,97.9,97.9,96.7,-4.4526,-2.3064,-0.7205,1.0363,3.9825,0.4991,1.3442,2.395,3.8699,6.4706,-6.0213,-0.5624,1.938,4.327,8.2463,-9.213,-2.7709,1.0374,3.8117,8.4801,-9.7585,-3.2401,0.4133,3.4207,8.2883,-19.323,-6.5491,0.6147,6.5888,15.2249,-8.0,-3.1077,0.8125,5.5863,14.2047,6.0434,9.0142,12.3599,17.3371,26.4689,-44.6959,-25.9375,-10.7805,-2.2546,5.7295,0.0,1.0,1.0,2.0,3.0,0.0547,1.3425,8.6119,-1.6498,1.0,47.19,54.03,33.91
2026-06-18,145,1000,60660,95.6,95.6,95.6,95.6,95.6,-9.8347,-4.8326,-1.3958,1.7351,5.7198,1.8227,3.4329,5.1515,6.938,10.1607,-16.2098,-8.6932,-3.9407,1.0005,7.1571,-16.5229,-9.2181,-4.3131,0.6362,6.3707,-22.9419,-13.8556,-7.5748,-0.5726,7.4097,-27.2882,-16.511,-8.8275,0.0684,14.9365,-8.9703,-8.0,-3.9107,2.6164,11.149,4.1593,7.4052,12.656,18.0958,27.8011,-48.3543,-39.3223,-25.2594,-16.6352,-0.2905,1.0,2.0,2.0,3.0,3.0,-16.3428,-8.6927,4.8869,-7.7837,3.0,25.42,8.05,10.77
2026-06-26,211,1000,60668,97.2,97.2,95.5,95.5,95.5,-4.3184,-0.88,0.6503,1.9205,4.3449,1.531,2.5657,3.5211,4.7142,8.1581,-6.2126,-2.2904,-0.6103,1.0862,4.7204,-8.5502,-1.8288,0.8996,3.1185,7.2981,-9.3279,-2.8369,0.3501,2.9672,8.0336,-14.0833,-3.9622,0.2274,4.9863,19.1667,-8.0,-4.1914,-1.4029,2.5615,13.0491,3.8527,6.601,9.4522,13.6004,28.4565,-35.0254,-13.2817,-7.6445,-2.9223,2.7147,0.0,1.0,1.0,2.0,3.0,7.6517,5.9634,11.5368,-2.0633,1.0,82.0,85.49,14.4
2026-07-02,120,1000,60744,95.1,95.1,95.1,95.1,95.1,-7.5244,-3.1842,-1.1512,0.7646,3.4914,1.266,2.2583,3.3285,4.5552,7.8778,-10.5509,-4.6075,-0.8869,2.4914,7.1328,-11.7967,-5.9404,-1.6061,1.9102,6.8157,-13.8582,-6.2682,-2.1205,1.8064,7.5851,-17.3107,-5.9821,-0.8057,3.625,13.8013,-8.2599,-5.3388,-2.0564,2.6338,12.5361,4.2515,6.7774,9.0288,13.0693,21.0136,-54.9693,-15.5401,-9.3416,-3.9431,3.2912,0.0,1.0,1.0,2.0,3.0,-3.3327,-6.5306,9.9807,0.0919,2.0,36.17,20.08,67.09
2026-07-10,83,1000,60752,100.0,100.0,100.0,100.0,91.9,-9.1051,-3.4032,-0.3107,2.1248,5.2323,1.8941,3.2981,4.5036,5.9803,8.4329,-10.2766,-3.4152,-0.2936,2.0768,6.2105,-14.4937,-5.226,-0.5587,2.8304,8.3948,-13.4312,-4.3511,0.6463,5.1364,10.8639,-21.4776,-5.022,2.5873,8.0826,15.4256,-8.0,-3.6523,1.1033,6.6186,13.6646,4.4802,8.7677,12.6429,16.8193,23.8764,-52.3704,-20.2879,-5.7278,-2.1109,5.6606,0.0,1.0,1.0,2.0,3.0,-6.547,3.3317,14.0779,0.1818,1.0,21.5,60.8,54.8
2026-07-17,174,1000,60759,98.5,98.5,98.5,98.5,98.5,-5.2962,-2.0749,-0.5728,0.7414,2.7022,0.7976,1.6311,2.3387,3.4061,5.8317,-7.8163,-3.0897,-0.5142,1.574,5.47,-8.4928,-3.616,-0.8011,1.9163,8.3582,-8.438,-2.5044,0.6002,3.7657,10.452,-10.3499,-4.4011,-1.4923,1.8441,8.654,-8.0,-4.7527,-2.4174,0.4332,6.8309,2.4546,4.5236,6.3157,8.6263,15.0634,-26.6972,-11.3095,-7.8148,-3.9293,1.0265,0.0,1.0,1.0,2.0,3.0,5.4682,5.4682,10.7066,1.883,0.0,89.95,93.2,89.44
2026-07-24,106,1000,60766,100.0,100.0,100.0,100.0,100.0,-5.4077,-1.47,0.3165,1.9171,4.7083,1.5915,2.6322,3.7897,5.065,8.0647,-3.7788,-0.9995,0.8144,3.2812,12.5863,-4.0642,-0.5766,1.7501,4.2385,13.6346,-7.0152,-2.3932,0.5426,4.8515,17.2262,-7.3869,-2.4703,0.4674,4.8008,16.68,-5.5613,-2.3866,0.2705,4.7051,17.4483,2.7109,4.5522,6.9034,10.4541,22.3643,-20.4652,-8.0129,-5.0114,-1.5926,2.1635,0.0,0.0,1.0,1.0,2.0,6.1665,6.1665,10.4194,1.8503,0.0,80.0,80.2,73.6
2026-07-31,114,1000,60773,100.0,100.0,100.0,100.0,0.0,-3.4981,-1.5278,0.3163,2.6183,7.4788,1.35,2.4141,3.9531,6.6007,11.6877,-3.8107,-1.0088,1.1158,3.973,9.0871,-6.0289,-2.7849,-0.4194,2.6199,12.0728,,,,,,-6.0239,-2.7194,-0.3112,2.6336,12.1257,-6.4227,-3.532,-1.1015,1.8586,9.8566,1.8471,3.5687,5.8506,9.446,20.2518,-10.643,-6.7161,-4.0468,-2.7244,-0.5346,0.0,0.0,1.0,1.0,2.0,-2.2008,-2.2008,2.7311,0.1805,0.0,30.4,37.8,48.3
2026-08-07,167,1000,60849,100.0,100.0,100.0,0.0,0.0,-3.4009,-0.5204,1.0019,2.4876,5.9822,1.5399,2.8382,4.1296,5.8397,10.3806,-9.52,-4.5296,-1.8328,0.509,5.7463,,,,,,,,,,,-10.0216,-4.599,-1.8328,0.6027,5.7463,-7.1134,-4.3146,-2.089,0.0891,5.2363,1.9134,3.4998,5.031,7.0693,13.7187,-20.1817,-10.4902,-6.7308,-3.2008,-0.5116,0.0,0.0,1.0,1.0,2.0,-6.0197,-4.353,3.7429,0.6892,1.0,16.2,24.5,43.3
