variant_name,variant_group,horizon,horizon_status,segment,total_weeks,sample_mature_weeks,feasible_weeks,insufficient_pool_weeks,median_pool_size,mean_pool_size,p25_pool_size,p75_pool_size,mean_valid_draw_pct,median_weekly_p50_ret_pct,mean_weekly_p50_ret_pct,p25_weekly_p50_ret_pct,p75_weekly_p50_ret_pct,mean_worst_pick_pct,median_worst_pick_pct,mean_max_gain_pct,mean_stop8_ever_rate_pct,mean_all_stopped_rate_pct,mean_profit20_ever_rate_pct
E1_INDUSTRY_DIVERSE,PRIMARY_DECOMPOSITION,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,18.0,24.5,15.0,26.0,100.0,0.9304,1.2134,-1.6588,5.0525,-5.3974,-4.1478,5.3366,42.98,17.05,43.84
E1_INDUSTRY_DIVERSE,PRIMARY_DECOMPOSITION,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,18.0,24.5,15.0,26.0,100.0,1.7668,0.7518,-4.6896,5.4134,-8.4237,-5.5348,6.0376,46.97,18.94,48.71
B0_REFERENCE,PRIMARY_DECOMPOSITION,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,3.0,3.0,3.0,3.0,100.0,0.6892,0.4104,0.1362,2.0094,-2.7847,-2.5259,4.4447,27.27,9.09,54.55
B0_REFERENCE,PRIMARY_DECOMPOSITION,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,3.0,3.0,3.0,3.0,100.0,1.6008,0.6596,-2.5798,4.9248,-3.0354,-0.8782,5.3598,27.27,9.09,54.55
B0_REFERENCE,PRIMARY_DECOMPOSITION,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,3.0,3.0,3.0,3.0,100.0,1.0142,1.6654,-1.2217,4.1506,-3.6075,-2.3792,5.3569,26.67,10.0,60.0
B0_REFERENCE,PRIMARY_DECOMPOSITION,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,3.0,3.0,3.0,3.0,100.0,3.7727,2.0073,-0.0744,6.9386,-6.75,-2.4204,6.8139,29.63,11.11,66.67
E0_NO_ACTIONABLE,ABLATION,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,102.0,115.0,84.5,139.0,100.0,-0.2944,0.0451,-0.7268,0.4907,-4.6714,-3.9798,4.359,39.22,7.95,41.08
E0_NO_ACTIONABLE,ABLATION,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,102.0,115.0,84.5,139.0,100.0,-0.2542,0.7345,-0.6437,1.8074,-5.9249,-5.528,4.8223,39.22,7.95,41.08
E0_NO_ACTIONABLE,ABLATION,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,102.0,115.0,84.5,139.0,100.0,0.3065,1.1933,-0.8495,1.7964,-6.8905,-7.0015,5.2693,40.48,8.56,44.24
E0_NO_ACTIONABLE,ABLATION,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,102.0,115.0,84.5,139.0,100.0,0.1474,1.0162,-0.4767,0.8434,-8.6549,-7.7823,5.4382,43.08,9.48,46.84
E0_NO_GEOMETRY_GATE,ABLATION,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,32.0,39.6,22.0,47.0,100.0,0.3435,0.2553,-0.9577,1.4109,-3.5843,-2.738,4.2618,37.42,10.7,33.19
E0_NO_GEOMETRY_GATE,ABLATION,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,32.0,39.6,22.0,47.0,100.0,0.2956,0.1227,-0.8785,2.3813,-4.9692,-2.4413,4.6346,37.42,10.7,33.19
E0_NO_GEOMETRY_GATE,ABLATION,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,32.0,39.6,22.0,47.0,100.0,0.9208,0.6461,-0.9738,3.4033,-5.3549,-3.701,4.6807,39.01,11.66,36.51
E0_NO_GEOMETRY_GATE,ABLATION,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,32.0,39.6,22.0,47.0,100.0,1.8832,0.2593,1.1392,2.7274,-7.7314,-6.7769,5.1495,41.78,12.94,40.57
E0_NO_BUYPOINT_GATE,ABLATION,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,-0.1594,-0.0559,-0.348,0.6807,-4.087,-2.0931,4.2398,38.49,14.15,36.91
E0_NO_BUYPOINT_GATE,ABLATION,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,0.2196,0.1611,-1.3967,3.6614,-5.0265,-3.1842,4.8443,38.49,14.15,36.91
E0_NO_BUYPOINT_GATE,ABLATION,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,18.0,24.5,15.0,26.0,100.0,1.387,0.8678,-2.2643,5.3098,-4.9757,-3.8365,5.0038,39.96,15.49,40.6
E0_NO_BUYPOINT_GATE,ABLATION,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,18.0,24.5,15.0,26.0,100.0,2.4545,0.1666,-3.918,5.2113,-8.0525,-4.3749,5.6499,43.84,17.21,45.11
E0_NO_EPS_KNOWN,ABLATION,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,19.0,25.3,16.0,27.0,99.7,0.3544,0.0399,-0.4325,0.661,-4.121,-2.896,4.2977,39.67,15.34,37.01
E0_NO_EPS_KNOWN,ABLATION,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,19.0,25.3,16.0,27.0,99.4,0.2196,0.1848,-1.6618,3.934,-5.0866,-3.1292,5.0104,39.67,15.34,37.01
E0_NO_EPS_KNOWN,ABLATION,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,19.0,25.3,16.0,27.0,99.4,1.3924,0.9092,-2.3501,6.3296,-5.1056,-4.0725,5.1675,41.26,16.81,40.71
E0_NO_EPS_KNOWN,ABLATION,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,19.0,25.3,16.0,27.0,99.3,2.0614,0.1313,-3.918,6.3624,-8.1214,-4.3871,5.9975,44.78,18.68,45.24
E0_NO_INDUSTRY_KNOWN,ABLATION,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,-0.1594,-0.0559,-0.348,0.6807,-4.087,-2.0931,4.2398,38.49,14.15,36.91
E0_NO_INDUSTRY_KNOWN,ABLATION,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,0.2196,0.1611,-1.3967,3.6614,-5.0265,-3.1842,4.8443,38.49,14.15,36.91
E0_NO_INDUSTRY_KNOWN,ABLATION,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,18.0,24.5,15.0,26.0,100.0,1.387,0.8678,-2.2643,5.3098,-4.9757,-3.8365,5.0038,39.96,15.49,40.6
E0_NO_INDUSTRY_KNOWN,ABLATION,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,18.0,24.5,15.0,26.0,100.0,2.4545,0.1666,-3.918,5.2113,-8.0525,-4.3749,5.6499,43.84,17.21,45.11
S0_REVIEW_UNIVERSE,ADDBACK,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,120.0,146.2,110.0,170.5,97.5,-0.2042,-0.0367,-0.9604,0.5351,-4.9939,-3.9891,4.4196,40.79,9.21,38.78
S0_REVIEW_UNIVERSE,ADDBACK,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,120.0,146.2,110.0,170.5,97.4,-0.1067,0.1712,-0.7407,1.4684,-6.6594,-6.181,4.5354,40.79,9.21,38.78
S0_REVIEW_UNIVERSE,ADDBACK,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,120.0,146.2,110.0,170.5,97.1,0.1244,0.6146,-0.889,1.7669,-7.725,-7.1987,4.6875,41.9,9.86,41.5
S0_REVIEW_UNIVERSE,ADDBACK,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,120.0,146.2,110.0,170.5,95.9,0.4549,0.2565,0.0358,0.6839,-9.8085,-7.9927,4.7254,44.27,10.86,43.98
S1_ACTIONABLE,ADDBACK,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,36.0,41.7,25.0,48.0,97.5,0.0076,0.0313,-0.8437,1.4558,-3.8989,-3.2517,4.1514,37.81,11.54,32.29
S1_ACTIONABLE,ADDBACK,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,36.0,41.7,25.0,48.0,97.3,0.0662,-0.0212,-0.8707,2.6692,-5.3922,-3.5473,4.4581,37.81,11.54,32.29
S1_ACTIONABLE,ADDBACK,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,36.0,41.7,25.0,48.0,97.0,0.8197,0.3716,-1.3818,3.4227,-5.9052,-4.5797,4.4653,39.44,12.58,35.52
S1_ACTIONABLE,ADDBACK,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,36.0,41.7,25.0,48.0,93.3,1.4389,-0.0615,0.9071,2.9014,-8.3443,-6.8232,5.0179,41.86,13.93,39.47
S2_GEOMETRY,ADDBACK,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,19.0,25.3,16.0,27.0,99.7,0.3544,0.0399,-0.4325,0.661,-4.121,-2.896,4.2977,39.67,15.34,37.01
S2_GEOMETRY,ADDBACK,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,19.0,25.3,16.0,27.0,99.4,0.2196,0.1848,-1.6618,3.934,-5.0866,-3.1292,5.0104,39.67,15.34,37.01
S2_GEOMETRY,ADDBACK,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,19.0,25.3,16.0,27.0,99.4,1.3924,0.9092,-2.3501,6.3296,-5.1056,-4.0725,5.1675,41.26,16.81,40.71
S2_GEOMETRY,ADDBACK,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,19.0,25.3,16.0,27.0,99.3,2.0614,0.1313,-3.918,6.3624,-8.1214,-4.3871,5.9975,44.78,18.68,45.24
S3_BUYPOINT,ADDBACK,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,19.0,25.3,16.0,27.0,99.7,0.3544,0.0399,-0.4325,0.661,-4.121,-2.896,4.2977,39.67,15.34,37.01
S3_BUYPOINT,ADDBACK,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,19.0,25.3,16.0,27.0,99.4,0.2196,0.1848,-1.6618,3.934,-5.0866,-3.1292,5.0104,39.67,15.34,37.01
S3_BUYPOINT,ADDBACK,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,19.0,25.3,16.0,27.0,99.4,1.3924,0.9092,-2.3501,6.3296,-5.1056,-4.0725,5.1675,41.26,16.81,40.71
S3_BUYPOINT,ADDBACK,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,19.0,25.3,16.0,27.0,99.3,2.0614,0.1313,-3.918,6.3624,-8.1214,-4.3871,5.9975,44.78,18.68,45.24
S4_EPS_KNOWN,ADDBACK,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,-0.1594,-0.0559,-0.348,0.6807,-4.087,-2.0931,4.2398,38.49,14.15,36.91
S4_EPS_KNOWN,ADDBACK,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,0.2196,0.1611,-1.3967,3.6614,-5.0265,-3.1842,4.8443,38.49,14.15,36.91
S4_EPS_KNOWN,ADDBACK,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,18.0,24.5,15.0,26.0,100.0,1.387,0.8678,-2.2643,5.3098,-4.9757,-3.8365,5.0038,39.96,15.49,40.6
S4_EPS_KNOWN,ADDBACK,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,18.0,24.5,15.0,26.0,100.0,2.4545,0.1666,-3.918,5.2113,-8.0525,-4.3749,5.6499,43.84,17.21,45.11
S5_INDUSTRY_KNOWN,ADDBACK,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,-0.1594,-0.0559,-0.348,0.6807,-4.087,-2.0931,4.2398,38.49,14.15,36.91
S5_INDUSTRY_KNOWN,ADDBACK,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,0.2196,0.1611,-1.3967,3.6614,-5.0265,-3.1842,4.8443,38.49,14.15,36.91
S5_INDUSTRY_KNOWN,ADDBACK,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,18.0,24.5,15.0,26.0,100.0,1.387,0.8678,-2.2643,5.3098,-4.9757,-3.8365,5.0038,39.96,15.49,40.6
S5_INDUSTRY_KNOWN,ADDBACK,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,18.0,24.5,15.0,26.0,100.0,2.4545,0.1666,-3.918,5.2113,-8.0525,-4.3749,5.6499,43.84,17.21,45.11
T_FRESH_5,TIGHTENING_PROBE,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,-0.1594,-0.0559,-0.348,0.6807,-4.087,-2.0931,4.2398,38.49,14.15,36.91
T_FRESH_5,TIGHTENING_PROBE,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,0.2196,0.1611,-1.3967,3.6614,-5.0265,-3.1842,4.8443,38.49,14.15,36.91
T_FRESH_5,TIGHTENING_PROBE,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,18.0,24.5,15.0,26.0,100.0,1.387,0.8678,-2.2643,5.3098,-4.9757,-3.8365,5.0038,39.96,15.49,40.6
T_FRESH_5,TIGHTENING_PROBE,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,18.0,24.5,15.0,26.0,100.0,2.4545,0.1666,-3.918,5.2113,-8.0525,-4.3749,5.6499,43.84,17.21,45.11
T_FRESH_2,TIGHTENING_PROBE,W1,PRIMARY,Contaminated validation weeks 31-40,11,10,10,1,10.0,11.1,7.5,12.0,100.0,0.0888,0.4452,-0.4996,0.7803,-3.7791,-2.3394,3.8768,34.58,12.86,44.27
T_FRESH_2,TIGHTENING_PROBE,W2,PRIMARY,Contaminated validation weeks 31-40,11,10,10,1,10.0,11.1,7.5,12.0,100.0,1.8023,0.8569,-0.3277,3.9245,-4.5432,-3.8439,5.5465,34.58,12.86,44.27
T_FRESH_2,TIGHTENING_PROBE,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,9,10,1,10.0,11.1,7.5,12.0,100.0,2.0052,2.3791,0.3367,5.8263,-4.1812,-4.0959,5.9286,36.07,14.29,49.19
T_FRESH_2,TIGHTENING_PROBE,W4,PRIMARY,Contaminated validation weeks 31-40,11,8,10,1,10.0,11.1,7.5,12.0,100.0,3.6594,2.2454,0.4073,6.9825,-6.147,-5.1575,6.6145,40.58,16.07,55.34
T_EPS25,TIGHTENING_PROBE,W1,PRIMARY,Contaminated validation weeks 31-40,11,10,10,1,11.0,13.5,8.5,12.5,100.0,-0.1603,-0.1719,-0.8579,0.5312,-4.6197,-3.4361,4.4308,39.74,16.87,37.75
T_EPS25,TIGHTENING_PROBE,W2,PRIMARY,Contaminated validation weeks 31-40,11,10,10,1,11.0,13.5,8.5,12.5,100.0,0.5176,0.212,-0.8948,3.7603,-5.6764,-4.1868,5.0786,39.74,16.87,37.75
T_EPS25,TIGHTENING_PROBE,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,9,10,1,11.0,13.5,8.5,12.5,100.0,1.9101,1.2243,-1.9087,7.789,-5.7761,-4.0446,5.1678,41.64,18.71,41.94
T_EPS25,TIGHTENING_PROBE,W4,PRIMARY,Contaminated validation weeks 31-40,11,8,10,1,11.0,13.5,8.5,12.5,100.0,1.9823,0.3134,0.4179,3.802,-8.5234,-6.9811,5.1334,45.73,21.05,47.19
T_ENTRY_VOLUME_15,TIGHTENING_PROBE,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,-0.1594,-0.0559,-0.348,0.6807,-4.087,-2.0931,4.2398,38.49,14.15,36.91
T_ENTRY_VOLUME_15,TIGHTENING_PROBE,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,18.0,24.5,15.0,26.0,100.0,0.2196,0.1611,-1.3967,3.6614,-5.0265,-3.1842,4.8443,38.49,14.15,36.91
T_ENTRY_VOLUME_15,TIGHTENING_PROBE,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,18.0,24.5,15.0,26.0,100.0,1.387,0.8678,-2.2643,5.3098,-4.9757,-3.8365,5.0038,39.96,15.49,40.6
T_ENTRY_VOLUME_15,TIGHTENING_PROBE,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,18.0,24.5,15.0,26.0,100.0,2.4545,0.1666,-3.918,5.2113,-8.0525,-4.3749,5.6499,43.84,17.21,45.11
T_WEEKLY_VOLUME_13,TIGHTENING_PROBE,W1,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,10.0,17.5,9.5,17.0,100.0,0.6751,0.0152,-0.6178,0.9599,-3.8619,-2.3446,4.3096,36.99,14.22,40.0
T_WEEKLY_VOLUME_13,TIGHTENING_PROBE,W2,PRIMARY,Contaminated validation weeks 31-40,11,11,11,0,10.0,17.5,9.5,17.0,100.0,0.3156,0.0831,-2.4745,3.177,-5.584,-3.9627,4.412,36.99,14.22,40.0
T_WEEKLY_VOLUME_13,TIGHTENING_PROBE,W3,DIAGNOSTIC_ONLY,Contaminated validation weeks 31-40,11,10,11,0,10.0,17.5,9.5,17.0,100.0,1.4533,1.1967,-2.4777,4.818,-4.9494,-3.4412,5.2003,37.2,15.4,44.0
T_WEEKLY_VOLUME_13,TIGHTENING_PROBE,W4,PRIMARY,Contaminated validation weeks 31-40,11,9,11,0,10.0,17.5,9.5,17.0,100.0,2.637,1.596,1.1117,5.0672,-6.136,-3.3736,5.9757,41.34,17.11,48.89
