variant_name,variant_group,horizon,horizon_status,segment,total_weeks,sample_mature_weeks,feasible_weeks,insufficient_pool_weeks,median_pool_size,mean_pool_size,p25_pool_size,p75_pool_size,mean_valid_draw_pct,median_weekly_p50_ret_pct,mean_weekly_p50_ret_pct,p25_weekly_p50_ret_pct,p75_weekly_p50_ret_pct,mean_worst_pick_pct,median_worst_pick_pct,mean_max_gain_pct,mean_stop8_ever_rate_pct,mean_all_stopped_rate_pct,mean_profit20_ever_rate_pct
L0_SIGNAL,PRIMARY_DECOMPOSITION,W1,PRIMARY,All historical,40,40,40,0,38.0,67.5,17.8,106.5,96.9,0.3704,0.1214,-1.0923,1.3772,-3.4503,-3.1676,4.9505,60.36,35.32,69.81
L0_SIGNAL,PRIMARY_DECOMPOSITION,W2,PRIMARY,All historical,40,40,40,0,38.0,67.5,17.8,106.5,96.9,0.0857,0.2418,-0.8384,2.1582,-4.8877,-4.9423,5.4654,60.36,35.32,69.81
L0_SIGNAL,PRIMARY_DECOMPOSITION,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,38.0,67.5,17.8,106.5,96.8,0.7631,0.2322,-2.0047,2.8354,-5.8332,-5.0482,5.8014,61.14,36.15,71.3
L0_SIGNAL,PRIMARY_DECOMPOSITION,W4,PRIMARY,All historical,40,38,40,0,38.0,67.5,17.8,106.5,96.5,0.5002,1.0749,-0.658,4.1384,-6.4348,-6.7279,6.3064,62.21,37.08,72.67
E0_BASE,PRIMARY_DECOMPOSITION,W1,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.1495,0.9714,-1.1372,2.0024,-2.5647,-2.0614,5.3301,57.37,31.11,71.46
E0_BASE,PRIMARY_DECOMPOSITION,W2,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.6095,2.0143,-1.5527,4.0658,-2.9319,-3.2567,6.3631,57.37,31.11,71.46
E0_BASE,PRIMARY_DECOMPOSITION,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,5.0,10.3,2.0,14.5,100.0,1.4019,2.5775,-3.5588,6.9111,-3.2368,-3.2894,6.7702,58.23,31.89,73.29
E0_BASE,PRIMARY_DECOMPOSITION,W4,PRIMARY,All historical,40,38,40,0,5.0,10.3,2.0,14.5,100.0,2.3361,3.0896,-3.4794,8.3376,-4.8278,-4.5903,7.8053,59.63,32.73,75.22
E1_INDUSTRY_DIVERSE,PRIMARY_DECOMPOSITION,W1,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.4291,1.2315,-0.8064,2.4247,-2.4241,-2.0327,5.4356,57.54,30.76,73.52
E1_INDUSTRY_DIVERSE,PRIMARY_DECOMPOSITION,W2,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.6517,2.2649,-1.2706,4.3866,-2.7477,-3.7061,6.6257,57.54,30.76,73.52
E1_INDUSTRY_DIVERSE,PRIMARY_DECOMPOSITION,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,5.0,10.3,2.0,14.5,100.0,1.4019,2.8058,-2.9659,7.4456,-3.1277,-3.8522,7.0643,58.39,31.53,75.41
E1_INDUSTRY_DIVERSE,PRIMARY_DECOMPOSITION,W4,PRIMARY,All historical,40,38,40,0,5.0,10.3,2.0,14.5,100.0,1.8341,3.5113,-2.1768,9.5763,-4.6474,-5.4017,8.1059,59.74,32.36,77.39
B0_REFERENCE,PRIMARY_DECOMPOSITION,W1,PRIMARY,All historical,40,40,40,0,3.0,2.4,2.0,3.0,100.0,1.1325,1.4208,-0.9588,2.9013,-1.6009,-2.0886,5.537,52.5,30.0,80.0
B0_REFERENCE,PRIMARY_DECOMPOSITION,W2,PRIMARY,All historical,40,40,40,0,3.0,2.4,2.0,3.0,100.0,1.7404,2.6748,-2.1164,6.0036,-1.8188,-0.6691,7.2591,52.5,30.0,80.0
B0_REFERENCE,PRIMARY_DECOMPOSITION,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,3.0,2.4,2.0,3.0,100.0,2.0866,3.6701,-2.7278,9.6715,-1.9997,-1.451,8.0173,52.99,30.77,82.05
B0_REFERENCE,PRIMARY_DECOMPOSITION,W4,PRIMARY,All historical,40,38,40,0,3.0,2.4,2.0,3.0,100.0,4.603,4.9089,-3.4794,9.6745,-3.5926,-2.2783,9.8934,54.39,31.58,84.21
E0_NO_ACTIONABLE,ABLATION,W1,PRIMARY,All historical,40,40,40,0,30.5,51.4,12.0,80.8,100.0,0.3714,0.1201,-0.8399,1.4163,-3.4811,-3.0185,4.9734,59.55,34.73,70.6
E0_NO_ACTIONABLE,ABLATION,W2,PRIMARY,All historical,40,40,40,0,30.5,51.4,12.0,80.8,100.0,-0.0492,0.1334,-1.3525,1.8383,-4.8525,-5.2599,5.6142,59.55,34.73,70.6
E0_NO_ACTIONABLE,ABLATION,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,30.5,51.4,12.0,80.8,100.0,1.0177,0.729,-2.4863,3.5326,-5.6391,-4.5027,6.1162,60.4,35.57,72.17
E0_NO_ACTIONABLE,ABLATION,W4,PRIMARY,All historical,40,38,40,0,30.5,51.4,12.0,80.8,100.0,0.4714,1.3975,-1.313,3.9625,-6.4502,-6.0043,6.7064,61.54,36.5,73.52
E0_NO_GEOMETRY_GATE,ABLATION,W1,PRIMARY,All historical,40,40,40,0,7.5,16.8,3.0,22.0,100.0,0.6517,1.0634,-1.1683,2.2667,-2.2994,-2.1734,5.1975,58.0,31.81,66.82
E0_NO_GEOMETRY_GATE,ABLATION,W2,PRIMARY,All historical,40,40,40,0,7.5,16.8,3.0,22.0,100.0,0.1114,1.6399,-1.44,3.6562,-3.2303,-3.3312,5.8043,58.0,31.81,66.82
E0_NO_GEOMETRY_GATE,ABLATION,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,7.5,16.8,3.0,22.0,100.0,0.2145,1.6139,-2.2473,4.0004,-3.1902,-4.473,6.2365,58.94,32.6,68.53
E0_NO_GEOMETRY_GATE,ABLATION,W4,PRIMARY,All historical,40,38,40,0,7.5,16.8,3.0,22.0,100.0,1.2777,1.759,-2.5815,4.1978,-5.3512,-7.0614,6.6532,60.12,33.46,70.33
E0_NO_BUYPOINT_GATE,ABLATION,W1,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.1495,0.9714,-1.1372,2.0024,-2.5647,-2.0614,5.3301,57.37,31.11,71.46
E0_NO_BUYPOINT_GATE,ABLATION,W2,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.6095,2.0143,-1.5527,4.0658,-2.9319,-3.2567,6.3631,57.37,31.11,71.46
E0_NO_BUYPOINT_GATE,ABLATION,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,5.0,10.3,2.0,14.5,100.0,1.4019,2.5775,-3.5588,6.9111,-3.2368,-3.2894,6.7702,58.23,31.89,73.29
E0_NO_BUYPOINT_GATE,ABLATION,W4,PRIMARY,All historical,40,38,40,0,5.0,10.3,2.0,14.5,100.0,2.3361,3.0896,-3.4794,8.3376,-4.8278,-4.5903,7.8053,59.63,32.73,75.22
E0_NO_EPS_KNOWN,ABLATION,W1,PRIMARY,All historical,40,40,40,0,5.0,11.1,2.8,15.5,99.4,0.2634,0.5563,-1.1112,1.4495,-3.1014,-2.0614,4.7853,57.13,31.49,68.69
E0_NO_EPS_KNOWN,ABLATION,W2,PRIMARY,All historical,40,40,40,0,5.0,11.1,2.8,15.5,99.3,0.5461,1.4398,-1.4647,3.8852,-3.5061,-3.2199,5.6993,57.13,31.49,68.69
E0_NO_EPS_KNOWN,ABLATION,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,5.0,11.1,2.8,15.5,99.3,1.4019,1.9054,-3.5588,7.5804,-4.0388,-3.6376,5.9065,57.98,32.28,70.45
E0_NO_EPS_KNOWN,ABLATION,W4,PRIMARY,All historical,40,38,40,0,5.0,11.1,2.8,15.5,99.3,2.0408,2.6834,-2.0639,7.7078,-5.0351,-4.5964,6.9664,59.26,33.13,72.3
E0_NO_INDUSTRY_KNOWN,ABLATION,W1,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.1495,0.9714,-1.1372,2.0024,-2.5647,-2.0614,5.3301,57.37,31.11,71.46
E0_NO_INDUSTRY_KNOWN,ABLATION,W2,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.6095,2.0143,-1.5527,4.0658,-2.9319,-3.2567,6.3631,57.37,31.11,71.46
E0_NO_INDUSTRY_KNOWN,ABLATION,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,5.0,10.3,2.0,14.5,100.0,1.4019,2.5775,-3.5588,6.9111,-3.2368,-3.2894,6.7702,58.23,31.89,73.29
E0_NO_INDUSTRY_KNOWN,ABLATION,W4,PRIMARY,All historical,40,38,40,0,5.0,10.3,2.0,14.5,100.0,2.3361,3.0896,-3.4794,8.3376,-4.8278,-4.5903,7.8053,59.63,32.73,75.22
S0_REVIEW_UNIVERSE,ADDBACK,W1,PRIMARY,All historical,40,40,40,0,38.0,67.5,17.8,106.5,96.9,0.3704,0.1214,-1.0923,1.3772,-3.4503,-3.1676,4.9505,60.36,35.32,69.81
S0_REVIEW_UNIVERSE,ADDBACK,W2,PRIMARY,All historical,40,40,40,0,38.0,67.5,17.8,106.5,96.9,0.0857,0.2418,-0.8384,2.1582,-4.8877,-4.9423,5.4654,60.36,35.32,69.81
S0_REVIEW_UNIVERSE,ADDBACK,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,38.0,67.5,17.8,106.5,96.8,0.7631,0.2322,-2.0047,2.8354,-5.8332,-5.0482,5.8014,61.14,36.15,71.3
S0_REVIEW_UNIVERSE,ADDBACK,W4,PRIMARY,All historical,40,38,40,0,38.0,67.5,17.8,106.5,96.5,0.5002,1.0749,-0.658,4.1384,-6.4348,-6.7279,6.3064,62.21,37.08,72.67
S1_ACTIONABLE,ADDBACK,W1,PRIMARY,All historical,40,40,40,0,9.0,18.2,4.0,26.2,98.7,0.2634,0.5182,-1.0337,1.6844,-2.9683,-2.5626,4.6424,57.91,32.6,65.18
S1_ACTIONABLE,ADDBACK,W2,PRIMARY,All historical,40,40,40,0,9.0,18.2,4.0,26.2,98.6,0.046,0.6656,-1.7329,3.4763,-4.0422,-3.6423,5.0066,57.91,32.6,65.18
S1_ACTIONABLE,ADDBACK,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,9.0,18.2,4.0,26.2,98.6,0.9204,1.1849,-2.2035,4.0934,-4.2319,-4.4341,5.1305,58.84,33.41,66.85
S1_ACTIONABLE,ADDBACK,W4,PRIMARY,All historical,40,38,40,0,9.0,18.2,4.0,26.2,97.7,1.3598,1.5789,-1.8545,5.0074,-5.7439,-6.4831,5.7126,59.93,34.28,68.61
S2_GEOMETRY,ADDBACK,W1,PRIMARY,All historical,40,40,40,0,5.0,11.1,2.8,15.5,99.4,0.2634,0.5563,-1.1112,1.4495,-3.1014,-2.0614,4.7853,57.13,31.49,68.69
S2_GEOMETRY,ADDBACK,W2,PRIMARY,All historical,40,40,40,0,5.0,11.1,2.8,15.5,99.3,0.5461,1.4398,-1.4647,3.8852,-3.5061,-3.2199,5.6993,57.13,31.49,68.69
S2_GEOMETRY,ADDBACK,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,5.0,11.1,2.8,15.5,99.3,1.4019,1.9054,-3.5588,7.5804,-4.0388,-3.6376,5.9065,57.98,32.28,70.45
S2_GEOMETRY,ADDBACK,W4,PRIMARY,All historical,40,38,40,0,5.0,11.1,2.8,15.5,99.3,2.0408,2.6834,-2.0639,7.7078,-5.0351,-4.5964,6.9664,59.26,33.13,72.3
S3_BUYPOINT,ADDBACK,W1,PRIMARY,All historical,40,40,40,0,5.0,11.1,2.8,15.5,99.4,0.2634,0.5563,-1.1112,1.4495,-3.1014,-2.0614,4.7853,57.13,31.49,68.69
S3_BUYPOINT,ADDBACK,W2,PRIMARY,All historical,40,40,40,0,5.0,11.1,2.8,15.5,99.3,0.5461,1.4398,-1.4647,3.8852,-3.5061,-3.2199,5.6993,57.13,31.49,68.69
S3_BUYPOINT,ADDBACK,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,5.0,11.1,2.8,15.5,99.3,1.4019,1.9054,-3.5588,7.5804,-4.0388,-3.6376,5.9065,57.98,32.28,70.45
S3_BUYPOINT,ADDBACK,W4,PRIMARY,All historical,40,38,40,0,5.0,11.1,2.8,15.5,99.3,2.0408,2.6834,-2.0639,7.7078,-5.0351,-4.5964,6.9664,59.26,33.13,72.3
S4_EPS_KNOWN,ADDBACK,W1,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.1495,0.9714,-1.1372,2.0024,-2.5647,-2.0614,5.3301,57.37,31.11,71.46
S4_EPS_KNOWN,ADDBACK,W2,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.6095,2.0143,-1.5527,4.0658,-2.9319,-3.2567,6.3631,57.37,31.11,71.46
S4_EPS_KNOWN,ADDBACK,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,5.0,10.3,2.0,14.5,100.0,1.4019,2.5775,-3.5588,6.9111,-3.2368,-3.2894,6.7702,58.23,31.89,73.29
S4_EPS_KNOWN,ADDBACK,W4,PRIMARY,All historical,40,38,40,0,5.0,10.3,2.0,14.5,100.0,2.3361,3.0896,-3.4794,8.3376,-4.8278,-4.5903,7.8053,59.63,32.73,75.22
S5_INDUSTRY_KNOWN,ADDBACK,W1,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.1495,0.9714,-1.1372,2.0024,-2.5647,-2.0614,5.3301,57.37,31.11,71.46
S5_INDUSTRY_KNOWN,ADDBACK,W2,PRIMARY,All historical,40,40,40,0,5.0,10.3,2.0,14.5,100.0,0.6095,2.0143,-1.5527,4.0658,-2.9319,-3.2567,6.3631,57.37,31.11,71.46
S5_INDUSTRY_KNOWN,ADDBACK,W3,DIAGNOSTIC_ONLY,All historical,40,39,40,0,5.0,10.3,2.0,14.5,100.0,1.4019,2.5775,-3.5588,6.9111,-3.2368,-3.2894,6.7702,58.23,31.89,73.29
S5_INDUSTRY_KNOWN,ADDBACK,W4,PRIMARY,All historical,40,38,40,0,5.0,10.3,2.0,14.5,100.0,2.3361,3.0896,-3.4794,8.3376,-4.8278,-4.5903,7.8053,59.63,32.73,75.22
