snapshot_date,code,pick_order,entry_status,lane,industry,reason_codes,risk_codes,sort_key,raw_rank,ibd_candidate_rule,ibd_candidate_price,latest_close,current_vs_ibd_candidate_pct,ibd_entry_volume_ratio,ibd_entry_close_position,ibd_entry_breakout_range_ratio,dist_to_52w_high_pct,volume_ratio,eps_yoy_growth,effective_eps_yoy_growth,price_data_status
2026-05-29,NBIX,2,ACTIONABLE,fresh_demand_alpha,Biotechnology,geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;eps_acceleration_support;near_52w_high,,"(0, 0, 0, -4, 0, 0, 0, 1, -1.6165769039137463, 'NBIX', 49)",2,ceiling,157.98,158.3,0.2,1.6165769039137463,0.7863013698630137,0.0876712328767181,-2.51862799433461,1.0389951732838676,2287.5,2287.5,PENDING
2026-05-29,ILMN,3,ACTIONABLE,fresh_demand_alpha,Medical Specialties,near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -4, 0, 1, 1, 0, -1.5145320941727023, 'ILMN', 17)",3,ceiling,156.66,162.96,4.02,1.5145320941727023,0.9896432681242804,0.234752589182968,-1.4573380903428634,1.381528476210127,6.0975609756,6.0975609756,PENDING
2026-06-05,TWIN,1,ACTIONABLE,fresh_demand_alpha,Trucks/Construction/Farm Machinery,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -5, 0, 1, 0, 0, -2.1296871461386653, 'TWIN', 32)",1,ceiling,19.24,19.91,3.48,2.1296871461386653,0.950000000000001,0.4187500000000016,-0.4002001000500188,1.6860442869146433,309.0909090909,309.0909090909,PENDING
2026-06-05,AMG,2,ACTIONABLE,fresh_demand_alpha,Investment Managers,near_buy_point;volume_confirms_breakout;eps_acceleration_support;near_52w_high,,"(0, 0, 0, -4, 0, 0, 0, 1, -1.6517765018632935, 'AMG', 52)",2,ceiling,330.36,336.81,1.95,1.6517765018632935,0.91963545981773,0.1847555923777954,-0.3727038778951086,1.255977426391603,74.5454545455,74.5454545455,PENDING
2026-06-05,TBBB,3,ACTIONABLE,fresh_demand_alpha,Food Retail,near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -4, 0, 0, 1, 0, -3.710017717069322, 'TBBB', 50)",3,ceiling,39.39,39.42,0.08,3.710017717069322,0.8607594936708867,0.0537974683544309,-1.6712397106510402,1.829703240043232,-526.3157894737,-526.3157894737,PENDING
2026-06-12,CWBC,1,ACTIONABLE,fresh_demand_alpha,Regional Banks,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -5, 0, 0, 0, 0, -1.6403327529502805, 'CWBC', 209)",1,ceiling,25.47,25.75,1.1,1.6403327529502805,0.7619047619047595,1.3333333333333333,-0.1937984496124034,1.9684905070874923,36.3636363636,36.3636363636,PENDING
2026-06-12,AD,2,ACTIONABLE,fresh_demand_alpha,Wireless Telecommunications,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,"(0, 0, 0, -4, 0, 0, 0, 0, -1.8896559557765609, 'AD', 235)",2,ceiling,40.51,40.76,0.62,1.8896559557765609,0.932038834951456,0.8155339805825267,-11.468288444830588,2.0241544269002913,880.9523809524,880.9523809524,PENDING
2026-06-12,WTS,3,ACTIONABLE,fresh_demand_alpha,Industrial Machinery,near_buy_point;volume_confirms_breakout;eps_acceleration_support;near_52w_high,,"(0, 0, 0, -4, 0, 0, 0, 1, -1.7310500473538917, 'WTS', 219)",3,ceiling,330.96,333.11,0.65,1.7310500473538917,0.9631114675220545,0.1724137931034514,-3.1431728308909057,1.234152461680496,34.3891402715,34.3891402715,PENDING
2026-06-18,TER,1,ACTIONABLE,constructive_pullback,Electronic Production Equipment,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,pullback_not_dry,"(0, 1, 0, -4, 1, 1, 0, 0, -4.71001892064711, 'TER', 3)",1,pivot,421.95,437.92,3.78,4.71001892064711,0.910582908885117,0.903791737408037,-0.6420873511060687,2.0370440787670057,314.7540983607,314.7540983607,PENDING
2026-06-18,ADI,2,ACTIONABLE,constructive_pullback,Semiconductors,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,pullback_not_dry,"(0, 1, 0, -4, 1, 1, 0, 0, -2.8503897221704557, 'ADI', 36)",2,ma10_touch_confirm,422.23,434.46,2.9,2.8503897221704557,0.6674776966747747,0.9918896999188952,-1.1917216283829912,1.5564116227799891,110.5263157895,110.5263157895,PENDING
2026-06-18,GEV,3,ACTIONABLE,constructive_pullback,Electrical Products,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;pullback_structure,pullback_not_dry,"(0, 1, 0, -3, 1, 0, 0, 0, -1.630543291755674, 'GEV', 82)",4,pivot,1090.14,1109.73,1.8,1.630543291755674,0.7317470664928292,0.6385267275097744,-6.062555550852833,1.3937125887537127,1816.4835164835,1816.4835164835,PENDING
2026-06-26,EGBN,1,ACTIONABLE,fresh_demand_alpha,Regional Banks,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -5, 0, 0, 0, 0, -4.209364229559158, 'EGBN', 56)",1,ceiling,28.92,29.13,0.73,4.209364229559158,0.8095238095238093,0.2499999999999968,-0.5462615227039946,1.7089960939984552,700.0,700.0,PENDING
2026-06-26,ADPT,2,ACTIONABLE,fresh_demand_alpha,Biotechnology,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -5, 0, 0, 0, 0, -2.682593619798308, 'ADPT', 61)",2,ceiling,20.76,20.96,0.96,2.682593619798308,0.9615384615384625,0.1923076923076918,-0.1904761904761853,1.6727348621666305,35.0,35.0,PENDING
2026-06-26,QCRH,3,ACTIONABLE,fresh_demand_alpha,Major Banks,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -5, 0, 1, 0, 0, -4.7699616159312885, 'QCRH', 59)",6,ceiling,95.78,98.27,2.6,4.7699616159312885,0.8078431372548992,0.9764705882352878,-0.4961522883758729,1.861743378038895,30.9210526316,30.9210526316,PENDING
2026-07-02,BMRC,1,ACTIONABLE,fresh_demand_alpha,Regional Banks,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,"(0, 0, 0, -4, 0, 0, 0, 0, -1.879151013679522, 'BMRC', 79)",1,ceiling,27.95,28.43,1.72,1.879151013679522,0.9917355371900844,0.8181818181818192,-6.295319709953862,1.5269125960489467,76.6666666667,76.6666666667,PENDING
2026-07-02,BSET,2,ACTIONABLE,fresh_demand_alpha,Home Furnishings,geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -4, 0, 0, 1, 0, -4.546502690238278, 'BSET', 26)",2,ceiling,19.97,20.23,1.3,4.546502690238278,0.7314487632508839,0.0918727915194352,-3.6207717960933694,2.662547793994839,9.0909090909,9.0909090909,PENDING
2026-07-02,PACS,3,ACTIONABLE,fresh_demand_alpha,Hospital/Nursing Management,geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;eps_acceleration_support;near_52w_high,,"(0, 0, 0, -4, 0, 1, 0, 1, -1.5933043881206037, 'PACS', 32)",4,ceiling,42.62,44.48,4.36,1.5933043881206037,0.686131386861314,0.0048661800486625,-1.592920353982319,1.2475232878410134,194.1176470588,194.1176470588,PENDING
2026-07-10,BSVN,1,ACTIONABLE,constructive_pullback,Regional Banks,near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high;pullback_structure,,"(0, 1, 0, -4, 0, 1, 1, 0, -2.019607843137255, 'BSVN', 65)",1,ma10_touch_confirm,49.94,51.22,2.56,2.019607843137255,0.8214285714285696,1.616071428571424,-1.405197305101069,1.4980030104347315,15.7407407407,15.7407407407,PENDING
2026-07-10,RAPP,2,ACTIONABLE,constructive_pullback,Biotechnology,geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,pullback_not_dry,"(0, 1, 0, -4, 1, 1, 0, 0, -2.734927941684593, 'RAPP', 56)",2,pivot,40.92,41.75,2.03,2.734927941684593,0.7765486725663723,0.236725663716814,-4.5932358318098725,1.567144133730899,38.2352941176,38.2352941176,PENDING
2026-07-10,LASR,3,ACTIONABLE,constructive_pullback,Unknown,near_buy_point;volume_confirms_breakout;eps_acceleration_support;pullback_structure,pullback_not_dry,"(0, 1, 0, -2, 1, 0, 0, 1, -3.1728644618793647, 'LASR', 4)",4,pivot,72.0,72.05,0.07,3.1728644618793647,0.8945432250153272,0.1661557326793373,-17.13628522139161,1.2882451979705123,106.25,106.25,PENDING
2026-07-17,CZFS,1,ACTIONABLE,fresh_demand_alpha,Regional Banks,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -5, 0, 1, 0, 0, -1.5797131573477448, 'CZFS', 48)",1,ceiling,70.45,73.62,4.5,1.5797131573477448,0.9319999999999992,1.7519999999999982,-1.8399999999999972,1.374952992887268,35.8490566038,35.8490566038,PENDING
2026-07-17,BIIB,2,ACTIONABLE,fresh_demand_alpha,Pharmaceuticals: Major,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,"(0, 0, 0, -4, 0, 0, 0, 0, -1.8864175929852445, 'BIIB', 107)",2,ceiling,202.41,205.99,1.77,1.8864175929852445,0.8598629093678596,0.5041888804265047,-6.248862188239568,1.935286643932244,31.0975609756,31.0975609756,PENDING
2026-07-17,IRM,3,ACTIONABLE,fresh_demand_alpha,Real Estate Investment Trusts,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,"(0, 0, 0, -4, 0, 0, 0, 0, -1.7630462068990274, 'IRM', 38)",3,ceiling,123.05,123.82,0.63,1.7630462068990274,0.9662027833001984,0.0934393638170971,-8.063558063558073,1.759546857676402,860.0,860.0,PENDING
2026-07-24,IMAX,1,ACTIONABLE,fresh_demand_alpha,Electronics/Appliances,geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,"(0, 0, 0, -4, 0, 0, 0, 0, -5.816685398052541, 'IMAX', 45)",1,ceiling,43.16,43.38,0.51,5.816685398052541,0.6629213483146075,0.224719101123597,-5.448997384481258,2.2938727555498537,35.0,35.0,PENDING
2026-07-24,PKG,2,ACTIONABLE,fresh_demand_alpha,Containers/Packaging,near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -4, 0, 1, 1, 0, -1.8609151130028176, 'PKG', 26)",2,ceiling,246.42,254.39,3.23,1.8609151130028176,0.99757281553398,0.3868932038834952,-0.0196509982707149,1.578781529173657,-15.4867256637,-15.4867256637,PENDING
2026-07-24,PCAR,3,ACTIONABLE,fresh_demand_alpha,Trucks/Construction/Farm Machinery,near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -4, 0, 1, 1, 0, -1.556774180995064, 'PCAR', 67)",3,ceiling,128.08,132.24,3.25,1.556774180995064,0.8528827037773399,0.602385685884692,-1.239731142643763,1.3351416603798207,19.7916666667,19.7916666667,PENDING
2026-07-31,SHOO,1,ACTIONABLE,fresh_demand_alpha,Apparel/Footwear,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,,"(0, 0, 0, -4, 0, 0, 0, 0, -2.024783509536206, 'SHOO', 37)",1,ceiling,46.05,46.08,0.07,2.024783509536206,0.967145790554414,0.3655030800821354,-5.496308449548815,1.7879275645497557,167.8571428571,167.8571428571,PENDING
2026-07-31,NBBK,2,ACTIONABLE,fresh_demand_alpha,Regional Banks,geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -4, 0, 0, 1, 0, -2.446938522941741, 'NBBK', 77)",2,ceiling,22.78,23.01,1.01,2.446938522941741,0.7619047619047628,0.3214285714285709,-1.1173184357541777,1.833924992014577,9.0909090909,9.0909090909,PENDING
2026-07-31,GSAT,3,ACTIONABLE,constructive_pullback,Wireless Telecommunications,near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high;pullback_structure;dry_pullback,,"(0, 1, 0, -5, 0, 0, 1, 0, -1.738181840327524, 'GSAT', 38)",4,pivot,81.78,83.38,1.96,1.738181840327524,0.937007874015744,0.6299212598425159,-1.55844155844157,1.367140722975233,0.0,0.0,PENDING
2026-08-07,CFFI,1,ACTIONABLE,fresh_demand_alpha,Regional Banks,geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -5, 0, 0, 0, 0, -49.56896551724138, 'CFFI', 41)",1,ceiling,86.42,87.94,1.76,49.56896551724138,0.6885644768856445,0.0948905109489052,-2.0276292335115964,5.620076272611173,25.3012048193,25.3012048193,PENDING
2026-08-07,MTUS,2,ACTIONABLE,fresh_demand_alpha,Steel,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -5, 0, 0, 0, 0, -2.3888469437859357, 'MTUS', 70)",2,ceiling,21.54,21.67,0.6,2.3888469437859357,0.8131487889273348,0.0069204152249133,-4.0301151461470175,1.3603753316803435,133.3333333333,133.3333333333,PENDING
2026-08-07,SWK,3,ACTIONABLE,fresh_demand_alpha,Tools & Hardware,near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,,"(0, 0, 0, -5, 0, 0, 0, 0, -1.5289629710359054, 'SWK', 38)",3,ceiling,102.72,103.89,1.14,1.5289629710359054,0.8743718592964825,0.2939698492462312,-0.4789730817128079,1.443812577562711,247.7611940299,247.7611940299,PENDING
