original_code,resolved_code,action,bars_count,first_price_date,last_price_date,status,source
ECO,ECO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ECPG,ECPG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EDRY,EDRY,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EFSC,EFSC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EFSI,EFSI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EG,EG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EGBN,EGBN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
EGP,EGP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EIG,EIG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EIX,EIX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ELA,ELA,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ELMD,ELMD,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ELVN,ELVN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ENLT,ENLT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ENPH,ENPH,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ENTG,ENTG,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ENVA,ENVA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EPR,EPR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EQBK,EQBK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EQIX,EQIX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ERAS,ERAS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ESCA,ESCA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ESE,ESE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ESEA,ESEA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ESI,ESI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ESNT,ESNT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ESOA,ESOA,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ESP,ESP,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ESQ,ESQ,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ESTA,ESTA,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ET,ET,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ETN,ETN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ETON,ETON,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ETR,ETR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
EVRG,EVRG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EWBC,EWBC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EWTX,EWTX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EXEL,EXEL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EXPD,EXPD,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EXPE,EXPE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
EZPW,EZPW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FA,FA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FAC,FAC,CACHE_HIT,294,2025-06-24,2026-08-24,OK,yahoo_download
FAF,FAF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FANG,FANG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FAST,FAST,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FBIZ,FBIZ,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FBLA,FBLA,CACHE_HIT,458,2024-10-23,2026-08-21,OK,results_pkl
FBNC,FBNC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FBP,FBP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FBRX,FBRX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FCBC,FCBC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FCCO,FCCO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FCEL,FCEL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FCF,FCF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FCFS,FCFS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FCX,FCX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FDSB,FDSB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FDX,FDX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FE,FE,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FEIM,FEIM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FET,FET,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FFBC,FFBC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FFIV,FFIV,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FHI,FHI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FIGS,FIGS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FISI,FISI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FLEX,FLEX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FLXS,FLXS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FLYW,FLYW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FMBH,FMBH,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FN,FN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FNLC,FNLC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FNRN,FNRN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FORM,FORM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FPS,FPS,CACHE_HIT,137,2026-02-05,2026-08-21,OK,results_pkl
FR,FR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FRAF,FRAF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FRBA,FRBA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FRD,FRD,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FRME,FRME,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FRO,FRO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FROG,FROG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FRST,FRST,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FRT,FRT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FSBC,FSBC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FSEA,FSEA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FSTR,FSTR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FTAI,FTAI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FTDR,FTDR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FTH,FTH,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FTK,FTK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FTNT,FTNT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FULT,FULT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FUNC,FUNC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FUSB,FUSB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FUTU,FUTU,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
FVCB,FVCB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
FVR,FVR,CACHE_HIT,473,2024-10-02,2026-08-21,OK,results_pkl
FXNC,FXNC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GABC,GABC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GAIN,GAIN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
GATX,GATX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
GCT,GCT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
GD,GD,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GE,GE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GEF,GEF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GEV,GEV,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
GFF,GFF,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GFS,GFS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GH,GH,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GHM,GHM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GHRS,GHRS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GIII,GIII,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GKOS,GKOS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GL,GL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GLW,GLW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GMED,GMED,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
GNRC,GNRC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
GOLF,GOLF,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
GOOG,GOOG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GPRE,GPRE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GRC,GRC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GRDN,GRDN,CACHE_HIT,477,2024-09-26,2026-08-21,OK,results_pkl
GRMN,GRMN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GS,GS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GSAT,GSAT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
GSBC,GSBC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GSK,GSK,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
GSL,GSL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GTX,GTX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GTY,GTY,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
GVA,GVA,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
GWW,GWW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
H,H,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HAFC,HAFC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HAL,HAL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
HALO,HALO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HBB,HBB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HBCP,HBCP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HBNC,HBNC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HBT,HBT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HCSG,HCSG,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
HEI,HEI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HFBL,HFBL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HFWA,HFWA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HG,HG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HGV,HGV,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
HIW,HIW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HLIO,HLIO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HLT,HLT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HMN,HMN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HNGE,HNGE,CACHE_HIT,314,2025-05-22,2026-08-21,OK,results_pkl
HNVR,HNVR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HON,HON,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
HOOD,HOOD,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
HPE,HPE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HQ,HQ,CACHE_HIT,108,2026-03-20,2026-08-24,OK,yahoo_download
HR,HR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HST,HST,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HTB,HTB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HTO,HTO,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
HUT,HUT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
HVT,HVT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HWBK,HWBK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HWM,HWM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HXL,HXL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
HZO,HZO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
IBCP,IBCP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
IBKR,IBKR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
IBM,IBM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
IBOC,IBOC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
IBTA,IBTA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ICHR,ICHR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
IDA,IDA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
IESC,IESC,CACHE_HIT,478,2024-08-22,2026-08-24,OK,results_pkl
IFS,IFS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
IGIC,IGIC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ILMN,ILMN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
IMAX,IMAX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
INBX,INBX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
INCY,INCY,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
INDV,INDV,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
INGM,INGM,CACHE_HIT,457,2024-10-24,2026-08-21,OK,results_pkl
INSW,INSW,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
INTC,INTC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
INTG,INTG,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
INVA,INVA,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
IONQ,IONQ,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
IOR,IOR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
IOSP,IOSP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
IRM,IRM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ITIC,ITIC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
ITRN,ITRN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
ITT,ITT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
IVT,IVT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
IVZ,IVZ,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
JAZZ,JAZZ,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
JBHT,JBHT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
JBL,JBL,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
JCI,JCI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
JHX,JHX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
JLHL,JLHL,CACHE_HIT,292,2025-06-26,2026-08-24,OK,yahoo_download
JMSB,JMSB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
JNJ,JNJ,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
JOBY,JOBY,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
JPM,JPM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
JXN,JXN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KALU,KALU,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KARO,KARO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KELYA,KELYA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KEN,KEN,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
KEYS,KEYS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KFRC,KFRC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KFY,KFY,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KGS,KGS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KIM,KIM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KLAC,KLAC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KLIC,KLIC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KNSA,KNSA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KNX,KNX,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
KO,KO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KR,KR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
KRG,KRG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KRP,KRP,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KRT,KRT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KRYS,KRYS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
KYIV,KYIV,CACHE_HIT,431,2024-12-03,2026-08-24,OK,yahoo_download
KYMR,KYMR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LAMR,LAMR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LARK,LARK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LASR,LASR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LAUR,LAUR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LBRT,LBRT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LBRX,LBRX,CACHE_HIT,238,2025-09-11,2026-08-21,OK,results_pkl
LCNB,LCNB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LDOS,LDOS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LEA,LEA,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LGND,LGND,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LH,LH,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LIFE,LIFE,CACHE_HIT,142,2026-01-29,2026-08-21,OK,results_pkl
LIN,LIN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LINC,LINC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LIND,LIND,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LION,LION,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LITE,LITE,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LIVN,LIVN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LKNCY,LKNCY,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LLY,LLY,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LLYVA,LLYVA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LMND,LMND,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LMT,LMT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LNT,LNT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LOB,LOB,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LOCO,LOCO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LPG,LPG,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LPTH,LPTH,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LQDA,LQDA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LQDT,LQDT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LRCX,LRCX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LSBK,LSBK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LSCC,LSCC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LSTR,LSTR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LTC,LTC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LTH,LTH,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LXFR,LXFR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
LYFT,LYFT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LYTS,LYTS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
LYV,LYV,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
M,M,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MAC,MAC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MAMA,MAMA,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MANE,MANE,CACHE_HIT,139,2026-02-04,2026-08-24,OK,yahoo_download
MANU,MANU,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MAR,MAR,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MAS,MAS,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MATX,MATX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MBIN,MBIN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MBWM,MBWM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MBX,MBX,CACHE_HIT,486,2024-09-13,2026-08-21,OK,results_pkl
MCB,MCB,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MCBS,MCBS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MCFT,MCFT,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MCHB,MCHB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MCHP,MCHP,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MCRI,MCRI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MCS,MCS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MCY,MCY,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MD,MD,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MDT,MDT,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MDU,MDU,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MEC,MEC,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MET,MET,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MIRM,MIRM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MITK,MITK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MKSI,MKSI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MLI,MLI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MMM,MMM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MNPR,MNPR,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MNSB,MNSB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MNST,MNST,CACHE_HIT,499,2024-08-26,2026-08-24,OK,yahoo_download
MO,MO,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MOD,MOD,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MOG-A,MOG-A,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MOV,MOV,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MP,MP,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MPB,MPB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MPC,MPC,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MPLT,MPLT,CACHE_HIT,207,2025-10-27,2026-08-24,OK,yahoo_download
MPTI,MPTI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MRAM,MRAM,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MRCY,MRCY,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MRK,MRK,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MRNA,MRNA,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MRVL,MRVL,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MRX,MRX,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MS,MS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MSBI,MSBI,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MSCI,MSCI,CACHE_HIT,500,2024-08-26,2026-08-24,OK,yahoo_download
MSGE,MSGE,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MSGS,MSGS,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MSM,MSM,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MTB,MTB,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
MTRN,MTRN,CACHE_HIT,501,2024-08-22,2026-08-21,OK,results_pkl
