variant,eligible_setups,min_complete_1w_rows,setup_balanced_mean_opportunity_recall_1w_delta_vs_b0,setup_balanced_median_opportunity_recall_1w_delta_vs_b0,setup_nonnegative_rate_opportunity_recall_1w_delta_vs_b0,setup_balanced_mean_tradable_winner_capture_lift_mean_2_4w_delta_vs_b0,setup_balanced_median_tradable_winner_capture_lift_mean_2_4w_delta_vs_b0,setup_nonnegative_rate_tradable_winner_capture_lift_mean_2_4w_delta_vs_b0,setup_balanced_mean_tradable_loser_capture_lift_mean_2_4w_delta_vs_b0,setup_balanced_median_tradable_loser_capture_lift_mean_2_4w_delta_vs_b0,setup_nonworse_rate_tradable_loser_capture_lift_mean_2_4w_delta_vs_b0,setup_balanced_mean_opp_severe_loser_exposure_mean_2_4w_delta_vs_b0,setup_balanced_median_opp_severe_loser_exposure_mean_2_4w_delta_vs_b0,setup_nonworse_rate_opp_severe_loser_exposure_mean_2_4w_delta_vs_b0,setup_balanced_mean_avg_watchlist_size_delta_vs_b0,setup_balanced_median_avg_watchlist_size_delta_vs_b0,setup_nonnegative_rate_avg_watchlist_size_delta_vs_b0,setup_balanced_mean_incremental_opportunities_per_added_review,setup_balanced_median_incremental_opportunities_per_added_review
V06_STATIC_DISCOVERY_RULE,5,10,0.0021402626808542102,0.0,1.0,0.018030823914209515,0.0,0.8,0.0013576800404416557,0.0,0.8,0.0005507007012567344,0.0,0.8,0.0700000000000001,0.0,1.0,0.8333333333333333,0.8333333333333333
