evaluation_role,folds,expanded_fold_rate,opportunity_positive_rate,winner_lift_nonnegative_rate,loser_lift_nonworse_rate,mean_opportunity_delta,mean_winner_lift_delta,mean_loser_lift_delta,mean_attention_multiplier_vs_b0,median_attention_multiplier_vs_b0,mean_incremental_opportunities_per_added_review,mean_winner_lift_delta_2w,mean_loser_lift_delta_2w,winner_nonnegative_rate_2w,loser_nonworse_rate_2w,mean_winner_lift_delta_3w,mean_loser_lift_delta_3w,winner_nonnegative_rate_3w,loser_nonworse_rate_3w,mean_winner_lift_delta_4w,mean_loser_lift_delta_4w,winner_nonnegative_rate_4w,loser_nonworse_rate_4w
ADAPTIVE_DISCRIMINATIVE_POLICY,5,0.2,0.2,1.0,0.8,0.006451612903225812,0.0196825396825397,0.018271728271728228,1.0125,1.0,1.0,0.020129870129870088,0.013006993006993017,1.0,0.8,0.018787878787878798,0.02167832167832162,1.0,0.8,0.020129870129870088,0.020129870129870088,1.0,0.8
