evaluation_role,folds,expanded_fold_rate,opportunity_positive_rate,winner_lift_nonnegative_rate,loser_lift_nonworse_rate,mean_opportunity_delta,mean_winner_lift_delta,mean_loser_lift_delta,mean_attention_multiplier_vs_b0,median_attention_multiplier_vs_b0,mean_incremental_opportunities_per_added_review,mean_winner_lift_delta_2w,mean_loser_lift_delta_2w,winner_nonnegative_rate_2w,loser_nonworse_rate_2w,mean_winner_lift_delta_3w,mean_loser_lift_delta_3w,winner_nonnegative_rate_3w,loser_nonworse_rate_3w,mean_winner_lift_delta_4w,mean_loser_lift_delta_4w,winner_nonnegative_rate_4w,loser_nonworse_rate_4w
STATIC_DISCOVERY_RULE,5,0.8,0.8,0.4,0.8,0.008561709441312959,0.014620755737312807,0.012236557042581952,1.0205107054274123,1.013157894736842,0.875,0.014289893029772483,0.006801611945571428,0.4,0.8,0.01396075228072855,0.01575721259403693,0.4,0.8,0.015611621901437212,0.014150846588137523,0.4,0.8
