variant,weeks,picks,avg_watchlist_size,median_watchlist_size,p95_watchlist_size,evaluable_picks_1w,opportunities_available_1w,opportunities_captured_1w,selection_coverage_1w,opportunity_recall_1w,non_actionable_opportunity_recall_1w,opportunities_per_review,big_winner_recall_1w,big_loser_inclusion_1w,winner_capture_lift_1w,loser_capture_lift_1w,median_return_1w_pct,median_mfe_1w_pct,median_mae_1w_pct,tradable_selection_coverage_1w,tradable_big_winner_recall_1w,tradable_big_loser_inclusion_1w,tradable_winner_capture_lift_1w,tradable_loser_capture_lift_1w,opp_severe_loser_exposure_1w,median_opp_return_1w_pct,median_opp_mfe_1w_pct,median_opp_mae_1w_pct,selection_coverage_2w,big_winner_recall_2w,big_loser_inclusion_2w,winner_capture_lift_2w,loser_capture_lift_2w,median_return_2w_pct,median_mfe_2w_pct,median_mae_2w_pct,tradable_selection_coverage_2w,tradable_big_winner_recall_2w,tradable_big_loser_inclusion_2w,tradable_winner_capture_lift_2w,tradable_loser_capture_lift_2w,opp_severe_loser_exposure_2w,median_opp_return_2w_pct,median_opp_mfe_2w_pct,median_opp_mae_2w_pct,selection_coverage_3w,big_winner_recall_3w,big_loser_inclusion_3w,winner_capture_lift_3w,loser_capture_lift_3w,median_return_3w_pct,median_mfe_3w_pct,median_mae_3w_pct,tradable_selection_coverage_3w,tradable_big_winner_recall_3w,tradable_big_loser_inclusion_3w,tradable_winner_capture_lift_3w,tradable_loser_capture_lift_3w,opp_severe_loser_exposure_3w,median_opp_return_3w_pct,median_opp_mfe_3w_pct,median_opp_mae_3w_pct,selection_coverage_4w,big_winner_recall_4w,big_loser_inclusion_4w,winner_capture_lift_4w,loser_capture_lift_4w,median_return_4w_pct,median_mfe_4w_pct,median_mae_4w_pct,tradable_selection_coverage_4w,tradable_big_winner_recall_4w,tradable_big_loser_inclusion_4w,tradable_winner_capture_lift_4w,tradable_loser_capture_lift_4w,opp_severe_loser_exposure_4w,median_opp_return_4w_pct,median_opp_mfe_4w_pct,median_opp_mae_4w_pct,big_winner_recall_mean_2_4w,snapshot_winner_capture_lift_mean_2_4w,snapshot_loser_capture_lift_mean_2_4w,tradable_big_winner_recall_mean_2_4w,tradable_winner_capture_lift_mean_2_4w,tradable_loser_capture_lift_mean_2_4w,opp_severe_loser_exposure_mean_2_4w,opportunity_recall_1w_delta_vs_b0,non_actionable_opportunity_recall_1w_delta_vs_b0,selection_coverage_1w_delta_vs_b0,big_winner_recall_mean_2_4w_delta_vs_b0,snapshot_winner_capture_lift_mean_2_4w_delta_vs_b0,snapshot_loser_capture_lift_mean_2_4w_delta_vs_b0,tradable_big_winner_recall_mean_2_4w_delta_vs_b0,tradable_winner_capture_lift_mean_2_4w_delta_vs_b0,tradable_loser_capture_lift_mean_2_4w_delta_vs_b0,opp_severe_loser_exposure_mean_2_4w_delta_vs_b0,avg_watchlist_size_delta_vs_b0,big_winner_recall_1w_delta_vs_b0,winner_capture_lift_1w_delta_vs_b0,loser_capture_lift_1w_delta_vs_b0,tradable_big_winner_recall_1w_delta_vs_b0,tradable_winner_capture_lift_1w_delta_vs_b0,tradable_loser_capture_lift_1w_delta_vs_b0,opp_severe_loser_exposure_1w_delta_vs_b0,big_winner_recall_2w_delta_vs_b0,winner_capture_lift_2w_delta_vs_b0,loser_capture_lift_2w_delta_vs_b0,tradable_big_winner_recall_2w_delta_vs_b0,tradable_winner_capture_lift_2w_delta_vs_b0,tradable_loser_capture_lift_2w_delta_vs_b0,opp_severe_loser_exposure_2w_delta_vs_b0,big_winner_recall_3w_delta_vs_b0,winner_capture_lift_3w_delta_vs_b0,loser_capture_lift_3w_delta_vs_b0,tradable_big_winner_recall_3w_delta_vs_b0,tradable_winner_capture_lift_3w_delta_vs_b0,tradable_loser_capture_lift_3w_delta_vs_b0,opp_severe_loser_exposure_3w_delta_vs_b0,big_winner_recall_4w_delta_vs_b0,winner_capture_lift_4w_delta_vs_b0,loser_capture_lift_4w_delta_vs_b0,tradable_big_winner_recall_4w_delta_vs_b0,tradable_winner_capture_lift_4w_delta_vs_b0,tradable_loser_capture_lift_4w_delta_vs_b0,opp_severe_loser_exposure_4w_delta_vs_b0,added_evaluable_reviews_vs_b0,incremental_opportunities_vs_b0,incremental_opportunities_per_added_review,attention_multiplier_vs_b0,phase,evaluation_role,selected_rule,test_start,test_end,tail_week_count
B0_NO_EXPANSION,2,78,39.0,39.0,40.8,68,193,68,0.26153846153846155,0.35233160621761656,0.0,1.0,0.08333333333333333,0.17391304347826086,0.31862745098039214,0.6649616368286444,-0.15318123182225807,2.589748123087554,-2.2831757941548734,0.35233160621761656,0.15384615384615385,0.3076923076923077,0.4366515837104073,0.8733031674208146,0.04411764705882353,0.6128634066511762,3.1855633704594988,-2.154899347886474,0.26153846153846155,0.0,0.14814814814814814,0.0,0.5664488017429193,-0.3735491962675086,3.33233609075545,-3.7725125453565935,0.35789473684210527,0.0625,0.2571428571428571,0.17463235294117646,0.7184873949579831,0.1323529411764706,0.6083699200729487,3.7537051292344747,-3.2131045154142948,0.33653846153846156,0.0,0.2631578947368421,0.0,0.781954887218045,-1.9347812818444332,3.6640339735996674,-4.324642052903838,0.4605263157894737,0.2857142857142857,0.4,0.6204081632653061,0.8685714285714287,0.11428571428571428,3.9736429924275285e-06,4.446953629263373,-3.81179500577562,,,,,,,,,,,,,,,,,,0.0,0.0,0.6742018444804821,0.17410714285714285,0.3975202581032413,0.7935294117647058,0.12331932773109244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,1.0,TAIL_EXPLORATORY,STATIC_DISCOVERY_RULE,B0_NO_EXPANSION,2026-07-31,2026-08-07,2
B0_NO_EXPANSION,2,78,39.0,39.0,40.8,68,193,68,0.26153846153846155,0.35233160621761656,0.0,1.0,0.08333333333333333,0.17391304347826086,0.31862745098039214,0.6649616368286444,-0.15318123182225807,2.589748123087554,-2.2831757941548734,0.35233160621761656,0.15384615384615385,0.3076923076923077,0.4366515837104073,0.8733031674208146,0.04411764705882353,0.6128634066511762,3.1855633704594988,-2.154899347886474,0.26153846153846155,0.0,0.14814814814814814,0.0,0.5664488017429193,-0.3735491962675086,3.33233609075545,-3.7725125453565935,0.35789473684210527,0.0625,0.2571428571428571,0.17463235294117646,0.7184873949579831,0.1323529411764706,0.6083699200729487,3.7537051292344747,-3.2131045154142948,0.33653846153846156,0.0,0.2631578947368421,0.0,0.781954887218045,-1.9347812818444332,3.6640339735996674,-4.324642052903838,0.4605263157894737,0.2857142857142857,0.4,0.6204081632653061,0.8685714285714287,0.11428571428571428,3.9736429924275285e-06,4.446953629263373,-3.81179500577562,,,,,,,,,,,,,,,,,,0.0,0.0,0.6742018444804821,0.17410714285714285,0.3975202581032413,0.7935294117647058,0.12331932773109244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,1.0,TAIL_EXPLORATORY,ADAPTIVE_DISCRIMINATIVE_POLICY,B0_NO_EXPANSION,2026-07-31,2026-08-07,2
