policy_id,family,policy_kind,components_kept,components_removed,removed_count,screen_shortlisted,confirmation_evaluated,screen_support_weeks,screen_mean_spread,screen_median_spread,screen_cvar_delta,screen_stop_delta_pct,screen_one_pick_ruins_delta_pct,screen_slot_coverage_pct,screen_full_top3_rate_pct,screen_jaccard_vs_b0,screen_ci_low,screen_ci_high,screen_positive_block_ratio,screen_block_summaries_json,confirmation_support_weeks,confirmation_mean_spread,confirmation_median_spread,confirmation_cvar_delta,confirmation_stop_delta_pct,confirmation_one_pick_ruins_delta_pct,confirmation_slot_coverage_pct,confirmation_full_top3_rate_pct,confirmation_jaccard_vs_b0,confirmation_ci_low,confirmation_ci_high,confirmation_positive_block_ratio,confirmation_block_summaries_json,pooled_support_weeks,pooled_mean_spread,pooled_median_spread,pooled_cvar_delta,pooled_stop_delta_pct,pooled_one_pick_ruins_delta_pct,pooled_slot_coverage_pct,pooled_full_top3_rate_pct,pooled_jaccard_vs_b0,pooled_ci_low,pooled_ci_high,pooled_positive_block_ratio,pooled_block_summaries_json,confirmation_risk_noninferior,pooled_risk_noninferior,b1_gate_pass,compression_gate_pass
TRACK_D_MECH__MINIMAL_B0__DROP__freshness__weekly_volume__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|eps_preference,freshness|weekly_volume|entry_volume,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__freshness__weekly_volume__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|eps_preference|entry_volume,freshness|weekly_volume|distinct1,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__freshness__entry_volume__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|eps_preference|weekly_volume,freshness|entry_volume|distinct1,3,False,False,6,-2.1481,0.0,0.0,5.56,0.0,94.45,83.33,0.9167,-2.1481,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -4.2961, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__eps_preference__weekly_volume__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness,eps_preference|weekly_volume|entry_volume,3,False,False,6,-4.6516,-4.2219,0.0,0.0,0.0,94.45,83.33,0.9167,-4.6516,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -9.3032, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__eps_preference__weekly_volume__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|entry_volume,eps_preference|weekly_volume|distinct1,3,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__eps_preference__entry_volume__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|weekly_volume,eps_preference|entry_volume|distinct1,3,False,False,6,-2.1481,0.0,0.0,5.56,0.0,94.45,83.33,0.9167,-2.1481,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -4.2961, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__weekly_volume__entry_volume__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|eps_preference,weekly_volume|entry_volume|distinct1,3,False,False,6,-2.1481,0.0,0.0,5.56,0.0,94.45,83.33,0.9167,-2.1481,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -4.2961, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__evidence_risk__freshness,minimal_b0,minimal_b0,eps_preference|weekly_volume|entry_volume,lane|dry_false_penalty|evidence_risk|freshness,4,True,True,6,0.1514,0.1516,3.7566,-5.56,0.0,94.45,83.33,0.6167,0.1009,2.7418,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -1.1867, ""median_spread"": 0.3031, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",12.0,-1.2624,-4.2893,-1.0231,22.22,41.67,100.0,100.0,0.3083,-2.7611,1.522,0.5,"[{""block_id"": ""FWD_3"", ""cvar_delta"": -3.7815, ""mean_spread"": -6.7589, ""median_spread"": -9.3593, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -3.127, ""mean_spread"": 3.0044, ""median_spread"": 4.2855, ""stop_delta_pct"": 33.33, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": -1.0231, ""mean_spread"": -2.5046, ""median_spread"": -7.7765, ""stop_delta_pct"": 33.34, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 0.0, ""mean_spread"": 1.2096, ""median_spread"": -8.4644, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",18.0,-0.7911,-2.707,-1.0231,12.96,27.78,98.15,94.44,0.4111,-3.9306,1.1244,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -1.1867, ""median_spread"": 0.3031, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_3"", ""cvar_delta"": -3.7815, ""mean_spread"": -6.7589, ""median_spread"": -9.3593, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -3.127, ""mean_spread"": 3.0044, ""median_spread"": 4.2855, ""stop_delta_pct"": 33.33, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": -1.0231, ""mean_spread"": -2.5046, ""median_spread"": -7.7765, ""stop_delta_pct"": 33.34, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 0.0, ""mean_spread"": 1.2096, ""median_spread"": -8.4644, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__evidence_risk__eps_preference,minimal_b0,minimal_b0,freshness|weekly_volume|entry_volume,lane|dry_false_penalty|evidence_risk|eps_preference,4,False,False,6,-3.8891,-3.958,0.0,5.56,0.0,94.45,83.33,0.5667,-4.4461,2.2551,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -10.0333, ""median_spread"": -2.7649, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__evidence_risk__weekly_volume,minimal_b0,minimal_b0,freshness|eps_preference|entry_volume,lane|dry_false_penalty|evidence_risk|weekly_volume,4,False,False,6,-5.0813,-6.9973,1.3338,5.55,16.67,94.45,83.33,0.4833,-5.0813,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 1.3338, ""mean_spread"": -12.4176, ""median_spread"": -5.173, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__evidence_risk__entry_volume,minimal_b0,minimal_b0,freshness|eps_preference|weekly_volume,lane|dry_false_penalty|evidence_risk|entry_volume,4,False,False,6,-5.6631,-9.3411,2.5305,-0.0,16.67,94.45,83.33,0.4833,-5.6631,1.9447,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 2.0775, ""mean_spread"": 0.6925, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 2.5305, ""mean_spread"": -12.0187, ""median_spread"": -5.173, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__evidence_risk__distinct1,minimal_b0,minimal_b0,freshness|eps_preference|weekly_volume|entry_volume,lane|dry_false_penalty|evidence_risk|distinct1,4,False,False,6,-5.4861,-7.4784,-0.133,0.0,0.0,94.45,83.33,0.5167,-5.8612,0.5021,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -2.2504, ""mean_spread"": -0.7501, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -10.222, ""median_spread"": -2.7365, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__freshness__eps_preference,minimal_b0,minimal_b0,evidence_risk|weekly_volume|entry_volume,lane|dry_false_penalty|freshness|eps_preference,4,False,False,6,-4.1475,-6.6257,3.7566,-5.56,0.0,94.45,83.33,0.5667,-4.198,2.7418,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -9.7846, ""median_spread"": -2.7365, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__freshness__weekly_volume,minimal_b0,minimal_b0,evidence_risk|eps_preference|entry_volume,lane|dry_false_penalty|freshness|weekly_volume,4,False,False,6,-4.1475,-6.6257,3.7566,-5.56,0.0,94.45,83.33,0.5667,-4.198,2.7418,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -9.7846, ""median_spread"": -2.7365, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__freshness__entry_volume,minimal_b0,minimal_b0,evidence_risk|eps_preference|weekly_volume,lane|dry_false_penalty|freshness|entry_volume,4,False,False,6,-4.1475,-6.6257,3.7566,-5.56,0.0,94.45,83.33,0.5667,-4.198,2.7418,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -9.7846, ""median_spread"": -2.7365, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__freshness__distinct1,minimal_b0,minimal_b0,evidence_risk|eps_preference|weekly_volume|entry_volume,lane|dry_false_penalty|freshness|distinct1,4,False,False,6,-5.4122,-7.7449,0.8433,0.0,0.0,94.45,83.33,0.6167,-5.6246,0.8275,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -1.2741, ""mean_spread"": -0.4247, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -10.3997, ""median_spread"": -2.7365, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__eps_preference__weekly_volume,minimal_b0,minimal_b0,evidence_risk|freshness|entry_volume,lane|dry_false_penalty|eps_preference|weekly_volume,4,False,False,6,-5.8083,-6.9973,-3.0286,11.11,16.67,94.45,83.33,0.4833,-5.8083,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -13.8717, ""median_spread"": -5.173, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__eps_preference__entry_volume,minimal_b0,minimal_b0,evidence_risk|freshness|weekly_volume,lane|dry_false_penalty|eps_preference|entry_volume,4,False,False,6,-5.3613,-6.9973,-0.3464,11.11,16.67,94.45,83.33,0.45,-5.3613,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -0.3464, ""mean_spread"": -12.9776, ""median_spread"": -5.173, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__eps_preference__distinct1,minimal_b0,minimal_b0,evidence_risk|freshness|weekly_volume|entry_volume,lane|dry_false_penalty|eps_preference|distinct1,4,False,False,6,-5.9656,-8.9169,-0.133,5.55,16.67,94.45,83.33,0.5167,-6.3406,0.5021,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -2.2504, ""mean_spread"": -0.7501, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -11.181, ""median_spread"": -3.8861, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__weekly_volume__entry_volume,minimal_b0,minimal_b0,evidence_risk|freshness|eps_preference,lane|dry_false_penalty|weekly_volume|entry_volume,4,False,False,6,-5.3613,-6.9973,-0.3464,11.11,16.67,94.45,83.33,0.45,-5.3613,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -0.3464, ""mean_spread"": -12.9776, ""median_spread"": -5.173, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__weekly_volume__distinct1,minimal_b0,minimal_b0,evidence_risk|freshness|eps_preference|entry_volume,lane|dry_false_penalty|weekly_volume|distinct1,4,False,False,6,-5.9656,-8.9169,-0.133,5.55,16.67,94.45,83.33,0.5167,-6.3406,0.5021,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -2.2504, ""mean_spread"": -0.7501, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -11.181, ""median_spread"": -3.8861, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__entry_volume__distinct1,minimal_b0,minimal_b0,evidence_risk|freshness|eps_preference|weekly_volume,lane|dry_false_penalty|entry_volume|distinct1,4,False,False,6,-4.7106,-6.9973,3.558,5.55,16.67,94.45,83.33,0.4833,-4.7106,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.558, ""mean_spread"": -11.6762, ""median_spread"": -5.173, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__freshness__eps_preference,minimal_b0,minimal_b0,dry_false_penalty|weekly_volume|entry_volume,lane|evidence_risk|freshness|eps_preference,4,False,False,6,-0.8466,0.099,0.0,0.0,0.0,94.45,83.33,0.65,-0.8796,1.4896,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -3.1828, ""median_spread"": 0.198, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__freshness__weekly_volume,minimal_b0,minimal_b0,dry_false_penalty|eps_preference|entry_volume,lane|evidence_risk|freshness|weekly_volume,4,False,False,6,0.1514,0.1516,3.7566,-5.56,0.0,94.45,83.33,0.6167,0.1009,2.7418,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -1.1867, ""median_spread"": 0.3031, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__freshness__entry_volume,minimal_b0,minimal_b0,dry_false_penalty|eps_preference|weekly_volume,lane|evidence_risk|freshness|entry_volume,4,False,False,6,-6.1295,-6.6257,-5.699,-5.56,0.0,94.45,83.33,0.5667,-6.18,2.7418,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -5.699, ""mean_spread"": -13.7486, ""median_spread"": -5.173, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__freshness__distinct1,minimal_b0,minimal_b0,dry_false_penalty|eps_preference|weekly_volume|entry_volume,lane|evidence_risk|freshness|distinct1,4,False,False,6,-3.6207,-2.3703,0.8433,5.56,0.0,94.45,83.33,0.6667,-3.833,0.8275,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -1.2741, ""mean_spread"": -0.4247, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -6.8166, ""median_spread"": -1.5423, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__eps_preference__weekly_volume,minimal_b0,minimal_b0,dry_false_penalty|freshness|entry_volume,lane|evidence_risk|eps_preference|weekly_volume,4,False,False,6,-3.8891,-3.958,0.0,5.56,0.0,94.45,83.33,0.5667,-4.4461,2.2551,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -10.0333, ""median_spread"": -2.7649, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__eps_preference__entry_volume,minimal_b0,minimal_b0,dry_false_penalty|freshness|weekly_volume,lane|evidence_risk|eps_preference|entry_volume,4,False,False,6,-6.4026,-9.3759,0.0,5.56,0.0,94.45,83.33,0.5667,-6.4026,0.6925,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 2.0775, ""mean_spread"": 0.6925, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -13.4977, ""median_spread"": -7.01, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__eps_preference__distinct1,minimal_b0,minimal_b0,dry_false_penalty|freshness|weekly_volume|entry_volume,lane|evidence_risk|eps_preference|distinct1,4,False,False,6,-5.3917,-5.317,-0.133,5.56,0.0,94.45,83.33,0.6,-6.3238,-0.3751,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -2.2504, ""mean_spread"": -0.7501, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -10.0333, ""median_spread"": -2.7649, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__weekly_volume__entry_volume,minimal_b0,minimal_b0,dry_false_penalty|freshness|eps_preference,lane|evidence_risk|weekly_volume|entry_volume,4,False,False,6,-6.4191,-9.3411,0.7314,-0.0,16.67,94.45,83.33,0.4833,-6.4191,1.0325,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 2.0775, ""mean_spread"": 0.6925, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.7314, ""mean_spread"": -13.5306, ""median_spread"": -7.9097, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__weekly_volume__distinct1,minimal_b0,minimal_b0,dry_false_penalty|freshness|eps_preference|entry_volume,lane|evidence_risk|weekly_volume|distinct1,4,False,False,6,-5.4861,-7.4784,-0.133,0.0,0.0,94.45,83.33,0.5167,-5.8612,0.5021,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -2.2504, ""mean_spread"": -0.7501, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -10.222, ""median_spread"": -2.7365, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__entry_volume__distinct1,minimal_b0,minimal_b0,dry_false_penalty|freshness|eps_preference|weekly_volume,lane|evidence_risk|entry_volume|distinct1,4,False,False,6,-4.7648,-7.4784,3.7566,-5.56,0.0,94.45,83.33,0.5167,-4.7648,1.9447,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 2.0775, ""mean_spread"": 0.6925, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -10.222, ""median_spread"": -2.7365, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
